feature,importance,mean_signed_shap
Motif_4_cycles,1.413217,-0.28107035
Motif_wedges,0.89067215,-0.29762042
Motif_induced_connected_per_4set,0.56503993,0.19770701
Motif_triangle_edge_incidence_std,0.42478734,-0.1722657
Motif_triangle_edge_frac_zero,0.40062267,-0.01758411
Motif_triangle_edge_frac_ge2,0.22830926,-0.14239481
Motif_triangles,0.22641194,0.002226746
Motif_triangle_edge_incidence_mean,0.1358742,-0.053642053
Motif_4_cycles_per_Cn4,0.063739784,-0.017532766
Motif_wedges_per_max,0.03086158,-0.014559126
Motif_induced_g_5_4,0.02919113,-0.00948796
Motif_induced_g_4_4,0.019197604,-0.0041740937
Motif_5_cycles,0.014605412,-0.005538299
Motif_induced_g_2_4,0.013843898,-0.0020536052
Motif_induced_g_1_4,0.011954427,-0.005405235
Motif_induced_connected_per_5set,0.007430381,-2.741611e-05
Motif_induced5_g_6_5,0.0066233133,-0.00017803899
Motif_induced5_g_1_5,0.006609422,-0.00037193135
Motif_induced5_g_5_5,0.0064790198,-0.00037622836
Motif_induced5_g_4_5,0.00636671,-8.3978244e-05
Motif_induced5_g_2_5,0.006290039,-0.0007284913
Motif_induced5_g_9_5,0.0060555036,-0.0010016853
Motif_induced5_g_8_5,0.0059613506,-0.00019059428
Motif_induced_g_3_4,0.0051809964,3.031997e-06
Motif_induced5_g_15_5,0.0050495616,-0.00061701017
Motif_induced5_g_11_5,0.0044204704,9.762339e-05
Motif_induced5_g_7_5,0.0043275645,7.110277e-05
Motif_induced5_g_10_5,0.0042280867,-0.00044509143
Motif_induced5_g_3_5,0.0033293292,-2.6417769e-05
Motif_induced5_g_16_5,0.0030018413,-1.2129182e-05
Motif_triangles_per_Cn3,0.0024786242,0.0005404203
Motif_induced_g_4_4_per_Cn4,0.0020358337,-0.0004916362
Motif_induced5_g_18_5,0.0016795304,-0.0001350839
Motif_induced_g_1_4_per_Cn4,0.0015324678,-0.00017658871
Motif_induced5_g_0_5,0.0013699286,-8.212454e-05
Motif_5_cycles_per_Cn5,0.0013440764,0.000253188
Motif_induced5_g_2_5_per_Cn5,0.0013079093,-1.0817149e-05
Motif_induced_g_5_4_per_Cn4,0.0012742649,-0.000104273895
Motif_induced_g_2_4_per_Cn4,0.0012561341,-0.00010825255
Motif_induced5_g_1_5_per_Cn5,0.0008835716,-7.929269e-05
Motif_induced_g_3_4_per_Cn4,0.0006850524,-4.4439425e-05
Motif_induced5_g_9_5_per_Cn5,0.00067786826,2.600686e-05
Motif_induced5_g_5_5_per_Cn5,0.0006691111,-8.020306e-05
Motif_induced5_g_3_5_per_Cn5,0.00063868175,-8.3912586e-05
Motif_induced5_g_11_5_per_Cn5,0.0005869597,-4.9081846e-05
Motif_induced5_g_15_5_per_Cn5,0.00058069703,-9.39966e-06
Motif_induced5_g_12_5,0.0005662245,3.949638e-05
Motif_induced5_g_8_5_per_Cn5,0.00037677665,-1.92759e-05
Motif_induced5_g_6_5_per_Cn5,0.00021342206,1.4265591e-05
Motif_induced5_g_7_5_per_Cn5,0.00020975544,5.134113e-07
Motif_induced5_g_18_5_per_Cn5,0.00013524755,-3.836839e-06
Motif_induced5_g_4_5_per_Cn5,0.00011453651,-9.211e-06
Motif_induced5_g_14_5,5.5426615e-05,-1.294838e-06
Motif_triangle_edge_incidence_median,4.0066065e-05,2.1554715e-05
Motif_induced5_g_0_5_per_Cn5,2.6596375e-05,-2.3622742e-06
Motif_induced5_g_10_5_per_Cn5,2.5163565e-05,2.1870217e-06
Motif_induced5_g_16_5_per_Cn5,5.186455e-06,-1.7333899e-06
Motif_induced_g_6_4,4.85872e-06,3.6795132e-06
Motif_induced5_g_12_5_per_Cn5,2.4621925e-06,-6.927385e-07
Motif_induced5_g_14_5_per_Cn5,2.2232014e-06,-1.6464859e-06
Motif_induced5_g_13_5,9.886801e-07,-6.472403e-07
Motif_4_cliques,0.0,0.0
Motif_square_clustering_proxy,0.0,0.0
Motif_4_cliques_per_Cn4,0.0,0.0
Motif_triangle_edge_incidence_q90,0.0,0.0
Motif_5_cliques,0.0,0.0
Motif_induced5_g_17_5_per_Cn5,0.0,0.0
Motif_induced5_g_17_5,0.0,0.0
Motif_induced5_g_13_5_per_Cn5,0.0,0.0
Motif_5_cycles_per_Kn,0.0,0.0
Motif_5_cliques_per_Cn5,0.0,0.0
Motif_induced5_g_20_5,0.0,0.0
Motif_induced5_g_20_5_per_Cn5,0.0,0.0
Motif_induced_g_6_4_per_Cn4,0.0,0.0
