decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,84866,0,4.0634586e-05,0.0011428599,0.0005469639,84866,0.0,0.0,0.0
2,84865,14,0.001142886,0.004316452,0.002385438,84851,0.00016496789017851884,2.86053463392308e-05,2.86053463392308e-05
3,84865,214,0.004316524,0.013191593,0.008181191,84651,0.0025216520355859306,0.00043725315118538514,0.00046585849752461594
4,84865,1180,0.013192203,0.030346684,0.021508332,83685,0.01390443645790373,0.0024110220485923104,0.0028768805461169265
5,84865,2627,0.03034681,0.05114724,0.040482406,82238,0.030955046249926354,0.005367588916654237,0.008244469462771164
6,84865,4728,0.051147494,0.07351294,0.06223558,80137,0.055712013197431215,0.009660434106563087,0.017904903569334253
7,84865,6806,0.07351308,0.099683195,0.08620215,78059,0.08019796146821423,0.013906284798914632,0.03181118836824889
8,84865,9120,0.09968338,0.1319734,0.11517319,75745,0.10746479703057797,0.018634339900984637,0.05044552826923353
9,84865,12326,0.13197401,0.1700798,0.15079364,72539,0.1452424438814588,0.02518496421266849,0.07563049248190201
10,84865,15939,0.17007987,0.20723595,0.1887147,68926,0.1878159429682437,0.032567186807214266,0.10819767928911628
11,84866,19189,0.20723604,0.24577628,0.2262007,65677,0.22610939598897084,0.03920771363596428,0.14740539292508056
12,84865,22313,0.24577668,0.28945297,0.26706976,62552,0.26292346668237787,0.0455907923476612,0.19299618527274176
13,84865,26744,0.28945366,0.3412473,0.31486812,58121,0.3151358039238791,0.05464438446402776,0.2476405697367695
14,84865,31860,0.34124762,0.39892608,0.36958152,53005,0.3754197843634007,0.06509759531199238,0.3127381650487619
15,84865,36861,0.39892778,0.46359906,0.43081915,48004,0.43434867141931305,0.07531583367217047,0.3880539987209324
16,84865,42647,0.46359977,0.5371051,0.49938303,42218,0.5025275437459494,0.08713801466636971,0.4751920133873021
17,84865,49450,0.5371055,0.6211741,0.5783745,35415,0.5826901549519825,0.10103816974821166,0.5762301831355138
18,84865,57272,0.62117434,0.7273649,0.67131144,27593,0.6748600718788664,0.11702038539574475,0.6932505685312585
19,84865,68562,0.72736543,0.8668561,0.7934661,16303,0.8078948918871148,0.14008855397931017,0.8333391225105687
20,84865,81567,0.86685663,0.9983467,0.93662786,3298,0.9611382784422318,0.16666087748943134,1.0
