decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,699,0,0.000272724,0.0016801433,0.0010785074,699,0.0,0.0,0.0
2,699,0,0.0016807527,0.0040055993,0.0026435896,699,0.0,0.0,0.0
3,698,3,0.0040302533,0.008012324,0.0058264583,695,0.004297994269340974,0.0005299417064122947,0.0005299417064122947
4,699,2,0.008015387,0.016738541,0.011768239,697,0.002861230329041488,0.0003532944709415298,0.0008832361773538245
5,698,22,0.016762542,0.034285028,0.024632385,676,0.03151862464183381,0.0038862391803568272,0.0047694753577106515
6,699,51,0.03443064,0.06655932,0.048865028,648,0.07296137339055794,0.009009009009009009,0.01377848436671966
7,699,75,0.06657233,0.11131179,0.08818441,624,0.1072961373390558,0.013248542660307366,0.02702702702702703
8,698,152,0.11148217,0.16910747,0.13986069,546,0.2177650429799427,0.026850379791556262,0.05387740681858329
9,699,214,0.1691564,0.2492259,0.20821734,485,0.3061516452074392,0.037802508390743686,0.09167991520932697
10,698,236,0.2492453,0.3305074,0.28898945,462,0.33810888252148996,0.04168874757110051,0.13336866278042747
11,699,290,0.33060527,0.4162414,0.37279448,409,0.41487839771101576,0.051227698286521815,0.1845963610669493
12,699,311,0.4164482,0.5048078,0.45952216,388,0.4449213161659514,0.05493729023140788,0.2395336512983572
13,698,380,0.5048369,0.5890854,0.5493273,318,0.5444126074498568,0.06712594947889065,0.30665960077724785
14,699,421,0.5891806,0.67122245,0.6306927,278,0.6022889842632332,0.07436848613319201,0.3810280869104399
15,698,467,0.67161965,0.744444,0.708418,231,0.669054441260745,0.0824942589648472,0.46352234587528707
16,699,519,0.744464,0.8142843,0.7793414,180,0.7424892703862661,0.09167991520932697,0.555202261084614
17,699,563,0.81428826,0.8769874,0.84711653,136,0.8054363376251789,0.09945239357004063,0.6546546546546547
18,698,608,0.87702453,0.93424016,0.90566057,90,0.8710601719197708,0.10740151916622505,0.7620561738208798
19,699,651,0.93427265,0.98048383,0.9596364,48,0.9313304721030042,0.11499735029146795,0.8770535241123477
20,698,696,0.9804967,0.99911994,0.9917014,2,0.997134670487106,0.12294647588765235,1.0
