n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_auc,std_auc,timestamp
807,6,0.23611039007910314,0.8387400631785948,0.7783331011414365,0.9997491581800291,4.592488919658672,0.6925,0.11715374513859982,1761424485.050051
367,5,0.19875765715516736,0.6225646316108401,0.88879950890673,9.385527090157504,0.007787658410143285,0.5,0.0,1761424485.387467
993,13,0.18737941654160148,0.6028265220878869,0.6092249700165663,5.247746602583892,3.998609717152556,0.5,0.0,1761424486.233679
94,20,0.07750368872478823,0.6362425738131283,0.847354403733235,3.8246199126716283,9.832308858067885,0.5,0.0,1761424486.320011
493,18,0.20728918619045614,0.7801997007878172,0.6053059844639466,9.42201755684853,5.632882178455394,0.5,0.0,1761424486.720813
416,3,0.07695920943042321,0.6964101864104046,0.8733054075301834,6.09996657782621,8.331949117361646,0.5,0.0,1761424487.0622458
215,10,0.06284846545853807,0.9021445641270611,0.7700623497964979,2.079416628681889,5.677003278199916,0.7525,0.11412712210513329,1761424487.291991
80,17,0.14042869867723207,0.7580600944007259,0.9706635463175177,7.27271995856421,3.2654076880583545,0.5,0.0,1761424487.365298
592,12,0.2887398870613113,0.9378135394712607,0.8989280440549523,5.3969213238907985,5.8675116566384835,0.5,0.0,1761424487.846661
967,13,0.09003976278653758,0.718509402281633,0.666106775625201,0.15636406741193934,4.234014807063698,0.6125,0.19525624189766638,1761424488.904219
1000,20,0.3,0.6,1.0,1.7757156244691072,2.7487589083106743,0.7325,0.1439618004888797,1761424489.934274
77,4,0.01,0.9642908152107528,0.9867643739930934,1.7812980870580137,9.304260013646923,0.7125,0.08732124598286493,1761424490.108937
990,20,0.3,0.7410782867491876,0.6,2.3071404542874987,0.0,0.7125,0.12500000000000003,1761424491.0203142
305,11,0.1540701720111774,0.9459021494277005,0.8180721975882995,2.0329624311507737,1.8059850349799698,0.6325000000000001,0.18768324379123463,1761424491.426526
482,20,0.021404988551265387,0.6153346914580772,0.9649291603381326,1.3968835847876737,7.62304747577093,0.8100000000000002,0.08000000000000003,1761424492.0162141
910,19,0.1963734591878167,0.6031828026422853,0.8401465662558337,1.259514592553993,4.107462236373199,0.7325,0.1439618004888797,1761424492.899953
956,20,0.17940911554649558,0.7052438671096066,0.7109168407769311,1.7992687104607465,7.3649589331028364,0.7325,0.1439618004888797,1761424493.90857
962,3,0.1096518235110995,0.6015205541200338,0.9665250587901052,1.3535618651058892,7.0168471586071135,0.7575000000000001,0.121346610995116,1761424494.941845
478,13,0.015945881169113385,0.6160524959463581,0.904739942308162,1.682749669454211,0.36371095117303953,0.8100000000000002,0.08000000000000003,1761424495.653388
638,9,0.044622116686733146,0.6,0.6546339365577738,1.7013682916025465,9.702420236829118,0.7899999999999999,0.06633249580710802,1761424496.4380631
