decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,84866,0,1.1530356e-09,1.5215095e-05,5.5056826e-06,84866,0.0,0.0,0.0
2,84865,0,1.52155e-05,7.828083e-05,3.9269245e-05,84865,0.0,0.0,0.0
3,84865,0,7.828097e-05,0.00044640302,0.0002083728,84865,0.0,0.0,0.0
4,84865,11,0.00044641728,0.0022187373,0.0011353993,84854,0.00012961762799740766,2.2475629266538488e-05,2.2475629266538488e-05
5,84865,126,0.0022187594,0.007834384,0.0045599863,84739,0.0014847110116066695,0.0002574481170530772,0.0002799237463196157
6,84865,735,0.007834436,0.02128852,0.013758566,84130,0.008660814234372238,0.001501780682809617,0.0017817044291292329
7,84865,2303,0.021288574,0.045022134,0.03229297,82562,0.027137217934366346,0.004705579472803467,0.0064872839019327
8,84865,4829,0.045022164,0.077680394,0.06070435,80036,0.056902138690861956,0.009866801248010397,0.016354085149943097
9,84865,8040,0.07768113,0.11716268,0.09691852,76825,0.09473870264537795,0.016427641754815404,0.0327817269047585
10,84865,11624,0.1171632,0.16314253,0.13962242,73241,0.13697048253107877,0.02375061041765849,0.05653233732241699
11,84866,15936,0.16314268,0.21617958,0.18902464,68930,0.1877783800344072,0.03256105709014158,0.08909339441255856
12,84865,21207,0.21617962,0.27702686,0.24597578,63658,0.2498910033582749,0.04333096998686197,0.13242436439942054
13,84865,26775,0.27702743,0.34603602,0.31078684,58090,0.31550108996641724,0.05470772487377891,0.18713208927319946
14,84865,33210,0.34603634,0.42379978,0.38423747,51655,0.3913274023449007,0.06785596799470392,0.2549880572679034
15,84865,40414,0.4238009,0.50899804,0.46591264,44451,0.4762151652624757,0.0825754619252624,0.3375635191931658
16,84865,47475,0.50900066,0.5994736,0.5535339,37390,0.5594178990160844,0.09700277267535588,0.4345662918685217
17,84865,55125,0.59947526,0.69962984,0.6486354,29740,0.6495610675779179,0.11263355121072129,0.547199843079243
18,84865,63827,0.6996302,0.81419754,0.7555759,21038,0.7521003947445943,0.13041381719957745,0.6776136602788204
19,84865,74323,0.81419784,0.9393719,0.87657326,10542,0.8757791786955753,0.15185965399790363,0.8294733142767241
20,84865,83459,0.93937296,0.9999994,0.98074746,1406,0.9834325104577859,0.17052668572327598,1.0
