feature,importance,mean_signed_shap
Spectral_lap_eig_1,2.9161716,-1.6928408
Motif_induced_connected_per_4set,0.8278285,-0.07622471
Motif_triangle_edge_frac_ge2,0.60245055,-0.23549089
Motif_wedges,0.31941462,0.3177946
Spectral_lap_eig_2,0.29482874,0.1051434
Motif_triangle_edge_frac_zero,0.26102272,-0.055024534
Motif_triangle_edge_incidence_std,0.24652165,-0.04858914
Spectral_lap_eig_3,0.18873715,0.048259564
Motif_4_cycles,0.17425351,0.03379939
Spectral_lap_eig_8,0.17244865,-0.050830647
Spectral_lap_eig_7,0.15565713,-0.024180757
Spectral_lap_eig_9,0.12763198,-0.032918405
Spectral_lap_eig_4,0.09706597,-0.043118518
Motif_triangle_edge_incidence_mean,0.09231325,-0.034761645
Spectral_lap_eig_6,0.08555151,-0.019066805
Spectral_lap_eig_5,0.085315496,-0.012160631
Motif_induced_g_5_4,0.040113673,0.0007898801
Motif_4_cycles_per_Cn4,0.02785394,-0.00375613
Motif_wedges_per_max,0.027212663,0.026873019
Motif_induced_g_1_4,0.022631785,-0.00032201843
Motif_triangles,0.021862067,0.004792947
Motif_induced_g_4_4,0.02135566,-0.005084455
Motif_5_cycles,0.018274248,-0.0021625122
Spectral_lap_eig_0,0.016037641,-0.00021157779
Motif_induced_connected_per_5set,0.011703931,-0.00032483594
Motif_induced_g_2_4,0.011588065,0.00069246686
Motif_induced5_g_1_5,0.011426092,0.00031469334
Motif_induced5_g_5_5,0.009469671,-0.0008366266
Motif_induced5_g_6_5,0.009418785,-0.00041285533
Motif_induced_g_3_4,0.009377639,-0.0011966971
Motif_induced5_g_4_5,0.009277858,-8.728038e-06
Motif_induced5_g_2_5,0.009088784,-0.00022134201
Motif_induced5_g_9_5,0.008744009,-0.0008591723
Motif_induced5_g_8_5,0.008481791,0.00049645046
Motif_induced5_g_15_5,0.007999352,-2.7519345e-05
Motif_induced5_g_7_5,0.0066851364,-0.00026446095
Motif_induced5_g_3_5,0.0063459314,9.4025694e-05
Motif_induced5_g_11_5,0.0060311556,-8.466037e-05
Motif_induced5_g_10_5,0.005947488,-0.00018776752
Motif_triangles_per_Cn3,0.005821209,0.00045891074
Motif_triangle_edge_incidence_median,0.0053848103,-0.0020570105
Motif_induced5_g_16_5,0.00460445,-0.00011639071
Motif_induced_g_4_4_per_Cn4,0.0038669652,-0.0011723543
Motif_induced_g_5_4_per_Cn4,0.0035213628,0.00050271413
Motif_5_cycles_per_Cn5,0.0033799342,-0.00023723845
Motif_induced5_g_18_5,0.0029105842,-0.0001366233
Motif_induced_g_1_4_per_Cn4,0.0025897042,-0.0001280916
Motif_induced_g_2_4_per_Cn4,0.0023761461,2.6638509e-05
Motif_induced5_g_0_5,0.002267492,-0.0001554512
Motif_induced5_g_1_5_per_Cn5,0.00203421,-4.7081918e-05
Motif_induced5_g_8_5_per_Cn5,0.0018376585,1.2501285e-05
Motif_induced_g_3_4_per_Cn4,0.001791096,-7.9644116e-05
Motif_induced5_g_4_5_per_Cn5,0.0017406462,-4.8172333e-06
Motif_induced5_g_2_5_per_Cn5,0.0017374742,-4.15878e-05
Motif_induced5_g_5_5_per_Cn5,0.0015457742,4.7072765e-05
Motif_induced5_g_9_5_per_Cn5,0.0013323027,1.7614631e-05
Motif_induced5_g_16_5_per_Cn5,0.0012341029,-4.353205e-06
Motif_induced5_g_11_5_per_Cn5,0.0011936524,-2.0775937e-05
Motif_induced5_g_15_5_per_Cn5,0.0011149446,-0.00013240252
Motif_induced5_g_10_5_per_Cn5,0.001103002,-6.654505e-05
Motif_induced5_g_6_5_per_Cn5,0.0010689119,2.0854312e-05
Motif_induced5_g_7_5_per_Cn5,0.000950286,2.5404818e-06
Motif_induced5_g_3_5_per_Cn5,0.00065146416,1.6129079e-05
Motif_induced5_g_12_5,0.0004892481,-3.794074e-05
Motif_5_cycles_per_Kn,0.0002741995,-2.0722715e-05
Motif_induced5_g_18_5_per_Cn5,0.00026549306,9.200589e-06
Motif_induced5_g_0_5_per_Cn5,0.0002459387,1.2881782e-06
Motif_induced5_g_12_5_per_Cn5,0.00020086952,8.247539e-06
Motif_induced5_g_14_5,7.768073e-05,4.0401897e-06
Motif_induced5_g_13_5,1.8443043e-05,1.3642938e-06
Motif_induced5_g_14_5_per_Cn5,7.591789e-06,-2.3276775e-06
Motif_induced_g_6_4,5.3193016e-06,1.6258942e-06
Motif_induced5_g_17_5,1.0374815e-06,-1.5363432e-07
Motif_induced5_g_17_5_per_Cn5,2.4952112e-07,1.2260622e-07
Motif_4_cliques_per_Cn4,0.0,0.0
Motif_4_cliques,0.0,0.0
Motif_square_clustering_proxy,0.0,0.0
Motif_triangle_edge_incidence_q90,0.0,0.0
Motif_5_cliques_per_Cn5,0.0,0.0
Motif_5_cliques,0.0,0.0
Motif_induced5_g_13_5_per_Cn5,0.0,0.0
Motif_induced5_g_20_5,0.0,0.0
Motif_induced5_g_20_5_per_Cn5,0.0,0.0
Motif_induced_g_6_4_per_Cn4,0.0,0.0
