decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,9,0,0.05759372,0.14403945,0.09338072,9,0.0,0.0,0.0
2,8,0,0.1509376,0.19219081,0.17067035,8,0.0,0.0,0.0
3,8,4,0.19686037,0.26633775,0.24161066,4,0.5,0.037383177570093455,0.037383177570093455
4,8,3,0.2687956,0.3848928,0.33419818,5,0.375,0.028037383177570093,0.06542056074766354
5,8,6,0.39282596,0.47127217,0.439609,2,0.75,0.056074766355140186,0.12149532710280372
6,9,4,0.48421943,0.52236897,0.51062953,5,0.4444444444444444,0.037383177570093455,0.1588785046728972
7,8,0,0.5301127,0.5767119,0.5575605,8,0.0,0.0,0.1588785046728972
8,8,5,0.57689536,0.62557733,0.60200113,3,0.625,0.04672897196261682,0.205607476635514
9,8,6,0.62567705,0.6611477,0.64482963,2,0.75,0.056074766355140186,0.2616822429906542
10,8,7,0.661465,0.72393507,0.7086337,1,0.875,0.06542056074766354,0.32710280373831774
11,9,6,0.73260766,0.7643038,0.7525058,3,0.6666666666666666,0.056074766355140186,0.38317757009345793
12,8,5,0.77607274,0.8131549,0.79168147,3,0.625,0.04672897196261682,0.42990654205607476
13,8,7,0.8178092,0.8621958,0.84604156,1,0.875,0.06542056074766354,0.4953271028037383
14,8,6,0.8674535,0.88269675,0.87486225,2,0.75,0.056074766355140186,0.5514018691588785
15,8,7,0.8847483,0.89900774,0.8918444,1,0.875,0.06542056074766354,0.616822429906542
16,9,9,0.8995531,0.92440057,0.9132415,0,1.0,0.08411214953271028,0.7009345794392523
17,8,8,0.92515457,0.9359744,0.9303651,0,1.0,0.07476635514018691,0.7757009345794392
18,8,8,0.9415143,0.94822586,0.9449434,0,1.0,0.07476635514018691,0.8504672897196262
19,8,8,0.9496603,0.9662665,0.95454746,0,1.0,0.07476635514018691,0.9252336448598131
20,8,8,0.9663689,0.9792964,0.97124404,0,1.0,0.07476635514018691,1.0
