"COEFFICIENT_DEN","DEN_EIGEN1","DEN_EIGEN2","DEN_EIGEN3","DEN_EIGEN4","DEN_EIGEN5","DEN_EIGEN6","DEN_EIGEN7","DEN_EIGEN8","DEN_EIGEN9","DEN_EIGEN10","DEN_EIGEN11","DEN_EIGEN12"
0,-2.6821812356498986,-2.248488595839287,-1.8423678167456605,-1.414213562373097,-1.3562371637310646,-0.8331659313407966,-0.3750648960098397,1.475287448628182e-15,1.4142135623730943,1.8176185350472245,2.7343761184054864,4.785510985863837
0,-2.6509676055143485,-2.261617444076673,-2.0000000000000058,-1.5041378139652402,-1.2722388540700258,-0.49953496677477716,-0.2887070501103391,0.1921261471330193,1.2683081771031903,1.4510839635900359,2.985162591603353,4.580522855081812
0,-2.981105734779465,-2.0887135751557064,-1.7774770596841651,-1.4142135623730971,-1.304675903286679,-0.5480662034757917,-2.7458068114205335e-18,0.0763200852723901,0.9304892912992039,1.4142135623730963,3.097020774053571,4.596208325756641
1,-2.6802394132747285,-2.2569676191684844,-1.861204751897633,-1.4315175823339297,-1.4142135623730947,-0.47651770871461785,-0.3485468974374822,-5.134781488891349e-16,1.414213562373094,1.5739052283020485,2.9038807598411256,4.577207984683703
0,-2.4406065555647105,-2.223540679578876,-2.0000000000000004,-1.461224036252953,-1.3415483071621583,-0.5418461929156803,-0.46760602123641654,0.10138247398403989,1.3152384380873166,1.71067710036095,2.9741309921042265,4.374942788174261
0,-2.3600550749045164,-2.3545088871828077,-1.8245353291019917,-1.4142135623730943,-1.309540290324442,-0.5176046316518762,-0.41903733876131094,-4.996003610813204e-16,1.4142135623730974,1.50044829279395,3.088632703990271,4.196200555142724
1,-3.0293415854586243,-2.232140080065021,-1.5615528128088312,-1.414213562373095,-1.1789324596880055,-1.0000000000000004,-0.46144979002196507,2.2204410476677426e-15,1.4142135623730947,1.659290278016908,2.5615528128088316,5.242573637216707
1,-2.7131131274711393,-2.3494713821594435,-1.5615528128088307,-1.4142135623730938,-1.0000000000000004,-0.9999999999999997,-0.8571530170288267,3.4350235329771994e-15,1.4142135623730918,2.1478271541521003,2.5615528128088316,4.7719103725073095
0,-2.845920313867275,-2.0978473905448785,-1.7200843021475547,-1.4142135623730931,-1.0000000000000002,-1.,-0.6004181036839545,1.554474864801092e-15,1.4142135623730947,2.038012421314625,2.633923231597625,4.59233445733141
0,-2.930252737849599,-2.0000000000000018,-1.7425059972311194,-1.4142135623730931,-1.093069808951851,-0.7320508075688784,-0.5186702778393786,1.0541566431799927e-15,1.4142135623730943,1.8840744317443803,2.7320508075688767,4.400424390127568
1,-2.673698365030987,-2.285927162006518,-1.8735836127225245,-1.5079382112147888,-0.9999999999999997,-0.9999999999999993,-0.39517084237753913,9.822392634580579e-16,1.2859200447426495,2.0296990142444082,2.619738592961907,4.800960541403391
0,-2.994706068539883,-1.9999999999999998,-1.502169781680605,-1.4142135623730923,-1.1927519842491292,-1.0000000000000004,-0.2719204170796288,-1.3176918865938358e-15,1.4142135623730963,1.8468097139554835,2.674712723990296,4.440025813603461
1,-2.756386592453305,-2.000000000000001,-2.,-1.561552812808831,-1.0000000000000004,-0.9999999999999997,-0.21199901383148928,6.569061667101729e-16,1.2133803788062354,2.1385414327947667,2.561552812808826,4.616463794683793
1,-2.3573285106474375,-2.2288355532253754,-1.9257546279860784,-1.800762701341442,-1.3756901701725457,-0.9688898008484675,-0.4611137907845606,-0.28759289402407545,1.753599508792149,2.1003740139694216,2.4732275623842117,5.078766963884197
1,-2.33635672412893,-2.000000000000001,-2.,-1.8457277992392298,-1.6084707089668981,-0.8902003199864148,-0.3120735163166369,-0.23110034211186298,1.8377921586806332,2.104967330292801,2.3583585622529695,4.9228113595235685
1,-2.3374054008778606,-2.328846636187679,-1.976664558547984,-1.645377298250696,-1.2863326004550173,-0.846964375640773,-0.3639997525667332,-0.2338754120329715,1.6929872041875558,2.234825581028199,2.334851313197892,4.756801936146066
0,-2.6180339887498945,-2.2897466600330305,-1.86980079145891,-1.4633567435455448,-1.0737044165009288,-0.7473492247496526,-0.38196601125010593,-0.34062768298935087,1.4961472775779445,2.2557770436689597,2.4589885285406576,4.573672669489858
0,-2.618033988749893,-1.9999999999999962,-1.9341283166505863,-1.7368407223875098,-1.3027756377319943,-0.7093286867111873,-0.3819660112501061,-0.2901410272550739,1.5349198878088377,2.3027756377319943,2.3758263055878803,4.759692559607635
1,-2.4916050683233455,-2.1248265802219684,-1.951625380004073,-1.6544418474507487,-1.3149468866143268,-1.0000000000000004,-0.3049660796880409,-0.15771797635242446,1.813198100737755,1.9275396999462242,2.504629506529797,4.754762511441149
0,-2.711743565215748,-2.1599090244194974,-1.7139523701264632,-1.5467867150514762,-1.1229646206859976,-0.9999999999999972,-0.35676154739048616,-0.17120101489182019,1.6674152981290622,1.938597365137291,2.6042435737749026,4.573062620740229
1,-2.504608511244812,-2.2715163665013542,-1.9509877738278816,-1.5422350622787653,-1.0444795280442205,-1.0000000000000002,-0.351181477956059,-0.10075133029130853,1.572663839233862,2.0446524603403384,2.585816261858189,4.56262748871201
1,-2.3358054734611,-2.2693702025995974,-1.9656526830154273,-1.6784205642871408,-1.3606206398578327,-0.7438430628185306,-0.4412148571925433,-0.2922111309942744,1.8620594589421229,2.134753707093381,2.347740411245305,4.74258503694564
1,-2.603225870479089,-2.2565498246622293,-1.8266301040808852,-1.4718849361854662,-1.1265601940007468,-0.8395910660576893,-0.4412711058145771,-0.3221274469662928,1.8175980909660263,2.1309228334452763,2.366467969920929,4.5728516539147455
0,-2.4118839874469864,-2.2434029123347874,-2.,-1.532088886237956,-1.4230227195004235,-0.6013564883284184,-0.34729635533386105,-0.2803752098650563,1.8630345773800767,1.8793852415718175,2.541012603724411,4.555994136371184
0,-2.3216626588473206,-2.273461217175994,-2.228504638943257,-1.4378287795591491,-1.080675881409894,-0.7853885532228133,-0.42883267138873965,-0.31938160867418286,1.7060157731781753,2.1401226681238845,2.480671466172465,4.548926101746825
1,-2.3303685339314497,-2.29024006164184,-1.950465149472826,-1.8387658837303418,-1.0941541440783789,-0.9032865852405143,-0.3711240977487113,-0.23484955493334075,1.732674909637991,2.058693832333708,2.4675649036204064,4.754320365185302
1,-2.5215595383351257,-2.1220853580537615,-1.9445733976593076,-1.736531042773325,-1.1759654168417149,-0.9240939519829062,-0.4682493767210454,-0.3024413043997807,1.5044488916707333,2.199015323355459,2.599352293826175,4.8926828779146
1,-2.472833908995258,-2.255357544934943,-1.919431892923337,-1.4625984229747748,-1.3912586125988369,-0.999999999999999,-0.5547968332194411,-0.1580248605723343,1.8149141897376317,1.9354323319700288,2.5463256640446494,4.917629890466615
1,-2.494814732220343,-2.243972877019544,-1.9848129982314093,-1.5183444673225797,-1.068873084732207,-1.0000000000000016,-0.5844179246443632,-0.1050650777431344,1.5742156734493364,2.1237554964677363,2.5671779305976856,4.735152061398821
0,-2.361468766185825,-2.2852450363620678,-2.,-1.3027756377319946,-1.,-0.9999999999999982,-0.7750522978460113,-0.1674491911085352,1.478802933574375,2.302775637731995,2.52891795729436,4.581494400633703
1,-2.5805550928010565,-2.0694547707311375,-1.9204332162967974,-1.6890762133222648,-1.1948825435334816,-0.901068259610675,-0.6088927281208748,-0.30272623984557956,1.853133621135451,2.0437174852377544,2.4514457675385284,4.918792190350132
1,-2.6521048736428807,-2.,-1.9999999999999996,-1.532088886237954,-1.228122525271623,-0.9319556050019668,-0.3472963553338642,-0.3261850291136114,1.8323467553426185,1.8793852415718182,2.5492333079517384,4.756787969735727
1,-2.3614687661858245,-2.207290395169919,-1.9999999999999993,-1.8651077153787456,-1.0778751257338626,-1.000000000000001,-0.4873352111615002,-0.16744919110853257,1.5869224704015015,2.133308034539423,2.528917957294359,4.917377942503103
1,-2.4651727333271447,-2.294325936229532,-1.9999999999999996,-1.5321641759942946,-1.5320888862379576,-0.7937404872484259,-0.3472963553338581,-0.24594227736537694,1.5754929351740246,1.8793852415718184,2.6405601994328216,5.115292475557929
1,-2.504112861473852,-2.2202308517519898,-1.9781266056875972,-1.5613938148957331,-1.3626248303209687,-0.8553418507115927,-0.3552597019643232,-0.29346991400216205,1.542597582118501,2.0554085322308615,2.6099101592561103,4.922644157202747
1,-2.623137034874302,-2.179378148433367,-1.9200287233390136,-1.5643993626576589,-1.3047036855643626,-0.8156560458674441,-0.3629567893399598,-0.29948699417737634,1.4205627382170887,2.025407408634426,2.701624394555762,4.922152242846208
1,-2.678604035476242,-2.15075602205535,-1.8341419221344522,-1.5167589764915472,-1.1766700002774182,-0.9003322747461193,-0.3560393577947949,-0.3262187462113895,1.3137177687449306,2.212270303123952,2.7052354566380523,4.708297806680374
1,-2.4912055488568385,-2.0000000000000004,-2.0000000000000004,-1.8546539771973842,-1.5320888862379565,-0.7717248538272112,-0.3472963553338576,-8.48655033582124e-16,1.5817848734062223,1.8793852415718146,2.571569154790121,4.964230351685089
0,-2.4045442782917408,-2.192651472456342,-1.9539619813912936,-1.6761456260864347,-1.5067479473492496,-0.7435932213568845,-0.3559442113868221,-0.10707251021662963,1.5629470890801154,2.073762295813823,2.555508054100076,4.748443809541382
1,-2.678797665648178,-2.2070841589574908,-1.7944404997646797,-1.5206135674321426,-1.2641374386930366,-0.6167276077158301,-0.356106760210416,-0.26472837079567846,1.2918840752551193,2.296771562541672,2.557798580329398,4.556181851091265
1,-2.6010823360954207,-2.073204548311039,-1.9105494529759197,-1.7339778185099401,-1.2034669953717518,-0.8920404954800154,-0.6675816230309233,-0.3456175831232044,1.94681436849356,1.9836990960538385,2.3989813114201763,5.09802607693064
1,-2.356062442483019,-2.2390233234678147,-1.9332763075914725,-1.8163422003313967,-1.398055743957177,-0.7569590187591448,-0.36238491494910186,-0.3451160350273645,1.8665636806748616,2.0739295760542795,2.323170480861664,4.943556248975682
1,-2.3327765006172236,-2.000000000000001,-2.0000000000000004,-1.8441541966414752,-1.6751308705666463,-0.5391888728108896,-0.40565375229961725,-0.23464285459626052,1.9999999999999993,2.048403594226935,2.2143197433775343,4.768823709927642
0,-2.331728274176649,-2.2690134355925755,-1.952376944186421,-1.8195985510224402,-1.3068123168226657,-0.508939879480038,-0.38862757642143797,-0.2315441997963357,1.77316182577092,2.036708163193439,2.4184595453686444,4.580311643165562
0,-2.5396809219390675,-2.322247022155953,-1.842261490980745,-1.5882506060140624,-1.1532862940755653,-0.5934203589551661,-0.33012004386277316,-0.225448968593808,1.7771766635137578,1.9093862688416654,2.523136399282894,4.385016374938829
1,-2.347875584998433,-2.3162884561721118,-1.97505664137153,-1.7472803979992042,-1.1287452538511964,-0.6458361001022301,-0.4593208940643105,-0.23450499374319247,1.8694197537007444,2.0722205805352543,2.3328353866568174,4.580432601409386
1,-2.6010823360954203,-2.3222470221559535,-1.9105494529759197,-1.2034669953717523,-1.1532862940755655,-0.6675816230309229,-0.5934203589551683,-0.22544896859380784,1.9093862688416634,1.9836990960538394,2.3989813114201786,4.385016374938828
1,-2.618033988749896,-2.5382665923350642,-1.6774411064866095,-1.1925824035672519,-1.1142482301553034,-0.6180339887498951,-0.381966011250107,-0.20798775502910322,1.6180339887498951,1.9842618349317114,2.5536818490743687,4.192582403567253
1,-2.516275551183534,-2.2718463728111957,-1.9467194778795571,-1.5117273320199374,-1.274301262932929,-0.7621989359950447,-0.47919115725685546,-0.24377527625885823,1.774894085338921,2.124528657568158,2.3240074955353394,4.782605127895495
0,-2.5208346216337003,-2.2909912492230293,-2.0952488909962486,-1.2606442563756592,-1.0883725133169537,-0.6719610145409572,-0.5121134772298029,-0.18745013073979105,1.7176447193529416,2.0681040325476596,2.4588932896550877,4.382974112500453
1,-2.558420758706703,-2.2455669319863056,-1.9582991239467678,-1.4383716309990349,-1.1196810018474026,-0.8551952962757235,-0.4349173410991554,-0.22268274050190448,1.6775126372629077,2.076197313522266,2.5148937898568584,4.564531084720966
1,-2.507865559798017,-2.507266422654557,-1.767815704316982,-1.2964040705178772,-1.0000000000000007,-1.0000000000000002,-0.507529462130182,-0.24727861251460564,1.7449996552296725,2.144500575966037,2.345031775872427,4.599627824864083
1,-2.32130107079945,-2.286087309962382,-2.1649569317733053,-1.6449846575640035,-1.2474159621031433,-0.5823170078344155,-0.4008673826823669,-0.2964955824243117,1.65936058821747,2.0226746958998483,2.4838592900912126,4.778531330934848
0,-2.6180339887498967,-2.252178525822676,-2.0000000000000004,-1.6213245489042174,-0.7062913680044063,-0.6180339887498936,-0.38196601125010554,-0.2918940698952859,1.6180339887498967,1.8339758902106946,2.6281313517911604,4.409581270624731
1,-2.5786170037459275,-2.2337545668346177,-1.8505227089898104,-1.6383994152068075,-1.0000000000000009,-1.,-0.3943684122436943,-0.33126741830790507,1.8374526870976426,2.063270052545532,2.3460791258982945,4.780127659787295
1,-2.2810469871953485,-2.273461217175995,-2.201507574611471,-1.4441956685853272,-1.4378287795591493,-0.6445754441689094,-0.42883267138873904,-0.3045522730628554,1.7463971399446114,2.1401226681238845,2.3623246983157795,4.767156109363521
1,-2.520270733488788,-2.1192390199637026,-1.90358489954939,-1.872316055622282,-1.1777164891371152,-0.7973807375907481,-0.38772582982857706,-0.16331132086326045,1.605480917656492,2.193947102313943,2.3602461010957403,4.781870964977688
1,-2.5162068069457875,-2.2583664533119645,-2.108851433765062,-1.3245021573546183,-1.2534878535500587,-0.6932738481884412,-0.4496588470024467,-0.10644957946708881,1.4712400162229837,2.2065810735999456,2.435604796531473,4.597371093231066
1,-2.5184101547243873,-2.2903588278823355,-1.9618851087590825,-1.5398346066715631,-1.1832131366239198,-0.5260218716021857,-0.3640832208215373,-0.16876625500968104,1.5618653170693895,2.0823025421913486,2.528024287265873,4.380381035568083
1,-2.5374327856717773,-2.4228488476905037,-1.8009121176585732,-1.544035739620469,-1.0000000000000018,-0.7785894354805575,-0.4318607319346942,0.035748628546850784,1.5725737308906664,1.8442139070184589,2.6795699427702404,4.383573448830358
1,-2.7348835608243864,-2.4219049542017768,-1.5671772138569857,-1.173247716952619,-1.,-1.,-0.5138036626181288,-0.14446848484459063,1.5065412505882931,2.052316785679512,2.6096915259978166,4.386936031032864
0,-2.511433862786332,-2.2737937414713434,-1.989072009547723,-1.5055212549081314,-1.1847412004197326,-0.6799332638478266,-0.4508292662042364,-0.1881155690568991,1.5643174910230215,2.26742493585654,2.370487160650421,4.581210580712244
1,-2.5582478942142948,-2.483616492504719,-1.7830686914330391,-1.280609464871288,-1.1044285498747501,-0.7036675487939908,-0.49457976065165116,-0.1636591067904308,1.5323899303045514,2.1447220869572194,2.508108807354903,4.3866566845174955
1,-2.4066554443978867,-2.208576118774405,-2.0000000000000004,-1.781868599310598,-1.0961299248333767,-0.9016597740696867,-0.34512342859530226,-0.2684080091809685,1.7168938225497576,2.0115371315920316,2.5317611150581354,4.748229229962298
1,-2.4972637233523183,-2.280513484657052,-1.9419421198928406,-1.523491109263278,-1.0000000000000002,-1.,-0.7435593201641226,-0.27559154569393374,1.7360299771897518,2.1575195978232395,2.4548627406214147,4.913948987389139
0,-2.526564186723233,-2.2399851936840585,-1.929180002921966,-1.651394988890325,-1.0892650219450657,-0.8562811563206928,-0.46171202559980473,-0.2286885319344783,1.6670870458666953,1.9902367518927822,2.569393355915717,4.756353954344426
0,-2.5229766398056817,-2.2734612171759916,-1.9901661662210968,-1.4378287795591511,-1.1268113385284404,-0.8836746958572232,-0.42883267138874237,-0.0817252975904461,1.438900422849662,2.140122668123883,2.6170229794460367,4.549430735707189
1,-2.6816348040642612,-2.0939936123271288,-2.,-1.3917886317905372,-1.1290024077913932,-0.8498725297636384,-0.3777209225725827,-0.2727079507111983,1.7068238413805794,1.9035758380903283,2.614763223282768,4.571557956267061
1,-2.4471551358776296,-2.3136434442335267,-2.0000000000000004,-1.291212388785448,-1.0000000000000007,-1.,-0.8360375441519731,-0.23697849709967236,1.66364158548825,2.2710552734127853,2.486039402897245,4.704290748349969
1,-2.52660434377874,-2.2734612171759947,-1.9874054603666864,-1.4378287795591516,-1.2408189175192812,-0.9192862748386369,-0.42883267138874004,-0.3737177158883861,1.662941619821897,2.1401226681238836,2.4457653149787295,4.939125777591109
0,-2.590712042525784,-2.308040931914925,-2.0000000000000004,-1.2704819733395414,-1.0000000000000009,-1.0000000000000002,-0.48928857181007884,-0.3191115793612649,1.7108314535516906,1.950426560778754,2.5379199663627623,4.7784571182583875
1,-2.5539109701449885,-2.3046074045871014,-2.,-1.228255026332862,-1.,-0.9999999999999996,-0.5164555879128756,-0.20883359582173922,1.5053954246102692,2.1668269666671485,2.5959175992995784,4.543922594222572
1,-2.6851078653006044,-2.322247022155953,-1.9340630590521772,-1.1532862940755664,-1.1271855920930105,-0.5934203589551662,-0.46163848323979023,-0.22544896859380723,1.5072029671972893,1.909386268841665,2.7007920324882932,4.385016374938827
1,-2.618033988749896,-2.618033988749894,-1.7912878474779195,-1.192582403567252,-0.6180339887498955,-0.6180339887498946,-0.38196601125010493,-0.3819660112501046,1.6180339887498945,1.6180339887498958,2.7912878474779217,4.1925824035672505
1,-2.332426715540797,-2.2971774052152956,-1.918945049307715,-1.8992199191891475,-0.9999999999999997,-0.9999999999999994,-0.3862154272576262,-0.3608334567252663,1.6633240315354672,2.0431661469676037,2.5746959150199693,4.913631879712807
1,-2.3289075587896657,-2.2799511937147545,-2.208197563833029,-1.4955577075471147,-1.0000000000000007,-0.9999999999999996,-0.4434251524572749,-0.2319132409632263,1.5027403919668936,2.1955508091108116,2.5570528694457897,4.732608346781571
1,-2.3429230827771703,-2.3429230827771694,-1.9999999999999993,-1.629813271691879,-1.5615528128088307,-0.4802787993309371,-0.4706834198711613,-0.4706834198711593,1.8136065026483286,1.8136065026483317,2.5615528128088316,5.11009207102282
1,-2.60983119186652,-2.2734612171759943,-1.6495185018627692,-1.5615528128088307,-1.4378287795591496,-0.7625263213395028,-0.47163606769221383,-0.42883267138873987,1.5762571179436031,2.140122668123884,2.5615528128088307,4.917254964817403
0,-2.81360650264833,-2.,-1.7015621187164243,-1.561552812808829,-1.,-0.9999999999999996,-0.5293165801288399,-0.41421356237309553,1.3429230827771708,2.4142135623730954,2.561552812808829,4.701562118716423
1,-2.5615528128088316,-2.,-2.,-1.6298132716918785,-1.561552812808832,-0.9999999999999993,-0.48027879933093737,-1.0654142769575222e-15,1.56155281280883,2.0000000000000013,2.56155281280883,5.110092071022815
1,-2.3429230827771708,-2.0000000000000018,-2.,-1.9999999999999998,-1.6002667396563575,-0.6603095775328264,-0.4706834198711594,8.880661009669009e-16,1.813606502648332,2.000000000000001,2.280259752429779,4.980316564759404
1,-2.335654222689946,-2.273461217175994,-2.0000000000000027,-1.6097552994854547,-1.4378287795591496,-0.88303617363609,-0.42883267138873943,2.0001131584997407e-15,1.770405067369944,2.1401226681238827,2.2777506620425774,4.7802899663989695
1,-2.5615528128088307,-2.000000000000001,-2.0000000000000004,-1.6565637251275387,-1.1677080397304669,-0.9999999999999998,-0.4142135623730944,-1.3327763193572137e-15,1.5615528128088303,2.2704459073873307,2.4142135623730967,4.553825857470676
1,-2.81360650264833,-2.,-1.6565637251275385,-1.5615528128088298,-1.167708039730467,-0.9999999999999996,-0.529316580128839,-1.691755188628491e-15,1.3429230827771692,2.270445907387332,2.5615528128088307,4.553825857470672
1,-2.,-2.,-1.9999999999999998,-1.9999999999999996,-1.9999999999999993,-0.8284271247461904,-8.929932412810089e-16,8.929932412810089e-16,2.,2.0000000000000004,2.0000000000000004,4.828427124746188
1,-2.561552812808831,-2.0000000000000018,-2.,-1.5615528128088303,-1.3722813232690145,-1.0000000000000007,-6.428037942240222e-17,1.046133866825275e-15,1.5615528128088305,1.9999999999999998,2.5615528128088325,4.372281323269012
1,-2.0000000000000004,-2.,-2.,-1.9999999999999998,-1.999999999999999,-1.4518134998730756e-15,-1.740066038116926e-16,4.9811307099186104e-17,1.9999999999999987,2.,2.0000000000000013,4.
1,-2.472833908995255,-2.3343233601245132,-1.643206345505554,-1.5615528128088296,-1.462598422974774,-1.0000000000000027,-0.7163095913004194,5.19204091612574e-16,1.7762564669853813,1.9354323319700304,2.561552812808829,4.917582829945106
1,-2.5615528128088307,-2.2360679774997902,-1.7015621187164247,-1.5615528128088298,-1.0000000000000009,-1.0000000000000009,-0.9999999999999996,7.670730370334944e-16,1.5615528128088294,2.2360679774997907,2.56155281280883,4.701562118716422
1,-2.512236274470479,-2.169531523626681,-1.9468759665330502,-1.7837108415674814,-1.2555376259266426,-0.9570596139219997,-0.5452522223665998,-0.10168358596586884,1.6423555932431655,1.941642819544425,2.5808640864205574,5.1070251551706525
1,-2.4897046923359474,-2.2535252386123155,-1.8858122145799552,-1.7474823151250682,-1.2405651477292774,-0.773851028178465,-0.5552090124411123,-0.21068159392745567,1.7464145368431054,1.9520938906502268,2.51495438038809,4.943368435048177
1,-2.5351058624435656,-2.125305990353934,-1.9999999999999996,-1.8056553531909083,-1.2655382398600623,-0.6062971771031166,-0.5551628677366656,-0.1064054396764165,1.3735551719192227,1.946863758024376,2.7563920950434326,4.922659905377635
0,-2.3762702949872487,-2.249224183760401,-2.0000000000000044,-1.885168940918063,-1.1097644949562466,-0.6861096448065018,-0.38896743228739744,-0.21056857100761237,1.674234701244808,1.771595680135549,2.7119658059331613,4.748277375409956
1,-2.3295051075322006,-2.289730272689194,-1.9999999999999998,-1.9016610945110826,-1.022180220852941,-0.6396050334513614,-0.3420316254914053,-0.19397808703768743,1.4955182398613234,2.0063336443327526,2.65912264828731,4.557716909084483
1,-2.5803628513371666,-2.0807991714482252,-2.000000000000002,-1.7559714628129124,-1.1310578850880975,-0.6184656613427456,-0.47220115883766395,-0.22384338242949486,1.2090866650143026,2.2176514198392323,2.726253406110681,4.709710082332092
1,-2.4702367949584896,-2.2938191571264315,-1.916988031968376,-1.6898875352677738,-1.2405778774986824,-0.7896524742483293,-0.4830176644382278,-0.22227020310747264,1.4146786621004728,2.1898574463221765,2.5838405318023447,4.918073098388786
1,-2.500389084292091,-2.100299150598135,-1.912443562483273,-1.750806863624906,-1.320493744705317,-0.9591999194219246,-0.5867133421734286,-0.0377419073227476,1.743860858927184,1.9192136626055678,2.5868381780157783,4.918174875073291
1,-2.4461238808979155,-2.3038912871942214,-1.9367419156699095,-1.6156215174355013,-1.0000000000000002,-0.9999999999999999,-0.5422420313488177,-0.18076316694442549,1.631254797511958,2.1678067707965765,2.4839104540601387,4.742411777122118
0,-2.7067814635021072,-2.112804641885096,-1.9182979772351236,-1.4732764196532908,-0.9999999999999999,-0.9999999999999994,-0.5762834319826249,-0.16439034008693643,1.599170644749321,1.9365787992401118,2.66090058242614,4.755184247929605
0,-2.512296933988999,-2.2901565721091823,-1.8233197581056368,-1.5499212777733267,-1.2298681418206645,-0.9162893075353524,-0.6245356235899585,-0.043331109287503146,1.5568790886919446,2.136029794959143,2.5610918776915277,4.735717962868007
1,-2.7117060251425094,-2.2638704036397272,-1.7879640859800803,-1.2601510967541083,-0.9999999999999999,-0.9999999999999994,-0.6135994286407684,-0.13106385990169137,1.4299799847208943,2.1326593868164956,2.6571263226618784,4.548589205859622
1,-2.511617994658994,-2.3771671949652444,-1.8746670695509369,-1.5516979955111065,-1.0966786274310176,-1.0000000000000036,-0.5888283187956803,-0.07296975580744477,1.465549928409597,2.1393816258580913,2.520168007362633,4.948527395090106
1,-2.621305607906876,-2.3194193890106907,-1.7895454323185584,-1.3005547608095223,-0.9999999999999997,-0.9999999999999991,-0.6677432720375267,-0.15806847750275244,1.5990113878037626,2.2282712907171818,2.4763305314692166,4.553023729595764
1,-2.4947584102267557,-2.2830439051954734,-2.0713582262694867,-1.4145538828618422,-1.1352637389387894,-0.8730240996613119,-0.4896518996826099,-0.13863808229563596,1.32038232430984,2.265464214330571,2.5764514873069158,4.7379942191845785
1,-2.457232015627928,-2.200471502667681,-1.9636969030336886,-1.6721664724502827,-1.348206134644487,-1.0257223730354035,-0.3389616682594591,-0.10717894367877195,1.70688654893862,1.999812615342465,2.452974060044301,4.953962789072318
1,-2.40938790354466,-2.208615529755965,-1.9559730287082207,-1.7605535880110563,-1.3134518884684332,-0.8295230312275751,-0.37044832419665974,-0.12255254456856335,1.6955774282338223,2.0867308206823196,2.419055835885522,4.769141753679468
1,-2.441162231433851,-2.2163723511379647,-1.9747656823605597,-1.6852600790290708,-1.0685576783623667,-1.0000000000000002,-0.3213427025507437,-0.05612690569057238,1.4530400734348963,2.3420622241999456,2.4203070908644717,4.548178242065816
0,-2.500842887149666,-2.1322950411512895,-1.95449273753656,-1.6863888840995533,-1.3318448446716626,-0.8029616359484963,-0.34275091741263625,-0.23444956026215777,1.5561542723928448,2.2068986784332023,2.478689552110928,4.744284005295043
1,-2.5037471857267213,-2.1106543383746823,-1.9498788075589422,-1.589342167283642,-1.3483051365548522,-1.089154018445201,-0.35809826846425347,-0.014361055457473595,1.6889018735948536,1.9863049921241402,2.535558817664702,4.752775294482068
0,-2.464206295640077,-2.2161593908010038,-1.9800668214656267,-1.592688152186521,-1.1213859147416767,-1.0000000000000004,-0.34512244606275144,-0.08088038687518966,1.5810717210148444,2.1449659647956247,2.524540111897965,4.549931610064412
1,-2.621829050259857,-2.399828469056261,-1.9707438482240358,-1.5161854345685344,-1.3134001394610726,-0.9801101036062594,-0.07415404016389676,0.16836248395931877,1.2038604693906017,1.5039470776795332,2.8268141223607177,5.173266931949746
0,-2.56132698095109,-2.3323093275176356,-1.9999999999999993,-1.4585534377756786,-1.4142135623730927,-0.6037619036010806,-0.14486531619530726,0.3126134559190299,1.2353591240455282,1.4142135623730938,2.9577414640061046,4.595102922070127
0,-2.850760603205751,-2.1728574594259467,-1.5509629231458442,-1.4470745795325557,-1.359724286134329,-0.9562415843413363,-0.14702447906162563,0.053244950195234717,1.2673462803953937,1.674820559887731,2.905230409511462,4.584003714857566
0,-2.9326839493531303,-2.0000000000000004,-1.480042183393302,-1.4142135623730963,-1.372281323269014,-1.,-0.18497275298828567,3.991041899938932e-17,1.4142135623730958,1.7487551112788053,2.848943774455911,4.372281323269015
1,-2.631733149340473,-2.2758458222259725,-1.7868732042507993,-1.542278156375568,-1.4309834365463856,-0.7842607509472231,-0.25241862927950875,0.04994995408822079,1.166257594165475,1.9353736501515741,2.7850261643517684,4.7677857862088935
1,-2.7153484764877382,-2.088579094238528,-1.8753389164275482,-1.5473664708561221,-1.4282993328378892,-0.608686578109965,-0.21875735532764817,0.047866283698071894,1.0060334828406299,2.126908981689129,2.728691636644869,4.572875839412736
1,-2.645807987777882,-2.2218561591401063,-1.9581493405384143,-1.4622780054511577,-1.3789425079734043,-0.5974262837619869,-0.20053240570762065,0.05139419954845852,1.353562235212662,1.5203481934029166,2.9881289649737766,4.5515590972127615
0,-2.6001518794325285,-2.1987924217323527,-2.,-1.6358622466849626,-1.311745576354299,-0.9157643219540563,-0.16053259400115252,0.07504335778979813,1.2072055720302832,1.7263353456217145,2.865780399378102,4.948484365339456
1,-2.4057265057687816,-2.3929078298560373,-1.972203469048784,-1.7580770010419073,-1.542405033202001,-0.631417720146004,-0.3522281305534622,0.261912382784602,1.3352904121253601,1.4366368074494191,2.8881707767965286,5.1329553104610675
0,-2.438276711212244,-2.223486771049604,-1.9390353670581308,-1.8161361794146307,-1.5431303183647318,-0.5939567480967846,-0.4204445325179312,0.18964954438899811,1.268839067046246,1.7205154794901467,2.860623763237978,4.934838773550686
1,-2.358659585493784,-2.28916289755851,-1.9669312327312012,-1.6835254661295074,-1.5276219232146901,-0.5299168738921995,-0.47499462681637566,0.12857891958229323,1.131877364027076,2.0135057390694495,2.843427549692007,4.7134230334654434
0,-2.702096263766738,-2.1561542382906524,-1.9795200078737443,-1.596897560735287,-1.4525419543717406,-0.5104304462377672,-0.3797170484975162,0.21416701908959465,1.0387800199625918,1.5735182999366597,3.0117925019585323,4.939099678826064
