"COEFFICIENT_DEN","DEN_EIGEN1","DEN_EIGEN2","DEN_EIGEN3","DEN_EIGEN4","DEN_EIGEN5","DEN_EIGEN6","DEN_EIGEN7","DEN_EIGEN8","DEN_EIGEN9","DEN_EIGEN10","DEN_EIGEN11","DEN_EIGEN12"
1,-2.538930333224856,-2.2414870529370776,-2.0754947413747233,-1.5532798408657305,-1.0347190875746912,-0.6610635424470896,-0.3737557430158342,-0.20100302228966924,1.4177057418143373,2.038504474760481,2.64572992074498,4.577793226409874
1,-2.3297929308918954,-2.239318152177848,-2.131914854300525,-1.5839471956475477,-1.0000000000000013,-0.4993154567556964,-0.42950491789670875,-0.33057494871827914,1.2747295711240652,2.1333242314815686,2.7554464077108602,4.380868246072007
1,-2.7269383951797392,-2.1997767431224933,-1.8302101004293239,-1.5414167805936996,-1.,-0.9999999999999996,-0.5374377793014039,-0.2956491783098463,1.7573482181779791,2.077239052241876,2.307197069213621,4.989644637303032
1,-2.517134885076684,-2.4888442038413046,-1.7571486511008672,-1.3184298251117255,-1.0000000000000004,-0.9999999999999999,-0.6106117333583166,-0.3538381085447494,1.642177142795374,2.235793888052049,2.409301840582476,4.758734535603752
1,-2.552014346556808,-2.262366881282666,-1.7179233252208004,-1.4436440432944992,-1.0000000000000007,-0.9999999999999999,-0.5908975683846054,-0.32105278851208047,1.541546069196225,2.271647188286066,2.460589226504455,4.614116469264713
1,-2.753428745341732,-2.1703884070719948,-1.9594091477714244,-1.2316944325235946,-1.0000000000000002,-0.9999999999999998,-0.7145859683638949,-0.31033730652347785,1.591581100674395,2.1213307707025884,2.4620845402502995,4.964847595968834
1,-2.548400664990671,-2.4543259239803104,-1.90970652728625,-1.726521141716178,-1.000000000000001,-0.8862107549606325,-0.3314445282717041,-0.20464936048667537,1.4054858978894404,2.1712434703306185,2.2899910816488234,5.19453845182354
1,-2.496140098492843,-2.3298564031678017,-2.000000000000002,-1.7167000840838265,-1.0510125469015617,-0.8048138813600972,-0.4798145448956537,-0.1713970719444579,1.771899250349805,2.04342907114085,2.221048397337828,5.01335791201776
0,-2.514136929335291,-2.000000000000002,-2.,-1.9999999999999993,-0.9999999999999997,-0.7398286425731658,-0.5719932683162022,-0.1362160362310618,1.9999999999999993,2.0606873114140307,2.0861301976514937,4.815357367390195
1,-2.712227058910545,-2.1467669858044154,-1.8640852533491998,-1.553204760198203,-1.0577711760113155,-0.6900514326925411,-0.5228467808532944,-0.17823043383693787,1.3716231760608124,2.2794675549234786,2.5004531345136325,4.5736400161585316
1,-2.4420913540726854,-2.333047197700057,-1.8513739921632228,-1.752652842698211,-0.9999999999999998,-0.6911992119380213,-0.386426215797058,-0.1740082563841596,1.6719794140901827,2.2036409877111174,2.3854768627604277,4.369701806191684
1,-2.91571250013055,-2.0000000000000004,-1.834243184313922,-1.4476625011669102,-1.0000000000000002,-0.7219850674511942,-0.6566204310471103,-0.16595467197663805,0.9999999999999993,2.4908636153610337,2.4935558347232227,4.757758906002072
1,-2.6149961978141674,-2.0000000000000013,-2.,-1.8996243270101691,-1.0932738920208338,-0.9999999999999998,-0.2508044817404063,-0.13341035061593443,1.6694260402240784,1.9483147761555728,2.363608637402024,5.010759795419835
0,-2.444469883751555,-2.2843158054420742,-2.0000000000000004,-1.6652702038268403,-1.143535232043478,-0.941816249839211,-0.26787690451727914,-0.18443894448524545,1.8918553195784222,1.948297928396374,2.278363733742879,4.8132062421880075
1,-2.382663260536911,-2.317423712137629,-2.0000000000000004,-1.6410430818112516,-1.0000000000000004,-1.0000000000000002,-0.3264666169365478,-0.1503125287834367,1.8753491767112929,2.0000000000000013,2.3501729592847127,4.592387064209774
1,-2.6873816068462983,-2.3148163705987574,-1.7896733611611737,-1.3987519888147215,-1.0000000000000004,-0.6627542305931852,-0.37708008332422993,-0.1763548452209447,1.74848561714189,2.119395099951206,2.342162825595819,4.196768943870396
1,-2.4316163572692604,-2.3174237121376304,-2.,-1.7209072712493358,-1.0000000000000004,-0.9999999999999998,-0.1503125287834357,0.13607649901320118,1.2866698698754573,1.8753491767112946,2.7297772596299374,4.592387064209771
0,-2.6873816068462992,-2.07673353979151,-1.789673361161173,-1.479805312939874,-1.0000000000000002,-0.6627542305931837,-0.17635484522094386,-0.1520707962101659,0.7147137247054316,2.1193950999512046,2.993895924236118,4.196768943870393
0,-2.7339681355188605,-2.3152859050304575,-1.745261411252511,-1.4459407249640044,-1.0000000000000009,-0.9999999999999999,-0.27918818475707724,0.02288015779128146,1.1640073169858596,2.047312081551112,2.6772004981179136,4.608244307076744
0,-3.0849099636402855,-1.9233533489402244,-1.4910113021408342,-1.44568492298125,-1.0000000000000004,-0.999999999999999,-0.36690505197406187,-0.23669337481783526,1.1272114369959862,2.1819027836395306,2.6087318868995495,4.630711856959426
1,-2.491310654008296,-2.393449604442507,-2.0966713855757257,-1.4692410692860902,-1.278144835609792,-0.8321929645561759,-0.430741732776049,-0.1058735043077408,1.494346993385166,1.854593392689114,2.5910907624390758,5.157594602049023
0,-2.6729617603076172,-2.227760097389573,-1.9434908191018918,-1.4166736316394621,-1.3538085306803878,-0.8207051284416281,-0.46498141318174213,-0.05523398389763422,1.5986186739064117,1.7131431553358631,2.6647886795306586,4.979064855867005
1,-2.511696535283782,-2.481706424167297,-1.8633723293439581,-1.474731818295021,-1.1188336387911002,-0.8467577025432705,-0.4507176509435663,-0.33291441887141576,1.666625595876209,1.8610416459375465,2.5854694395066216,4.967593836919031
0,-2.5879688007191954,-2.1745449894585924,-1.8388248393605686,-1.4254244085612136,-1.2401683353806956,-0.8819083682908311,-0.5281819574526475,-0.2964838672960301,1.486482328661192,2.02286174061055,2.6551525840007866,4.809008913247246
0,-2.7005182897221047,-2.2267768194618873,-1.789174927524111,-1.4888509002939752,-1.,-0.9999999999999999,-0.5485689913478821,-0.19666493281811825,1.6328326750948516,1.9269520098117447,2.6229559500533783,4.767814226208104
0,-2.8015537559924764,-2.3115711909386616,-1.618984361554518,-1.4891418337432996,-1.1749713587635613,-0.5077672847925918,-0.4065341038510344,-0.1849443340794466,1.1611520375091453,1.8293942715690026,2.9541697208773297,4.550752193760112
1,-2.5200197028272897,-2.306507737892254,-2.054589934579271,-1.4721678012461021,-1.0441105524745964,-0.6520979136028543,-0.4700852642452709,-0.16763488108962074,1.475690260625499,1.8547968397958685,2.812979632747343,4.54374705478855
0,-2.6180339887498953,-2.325628988722372,-1.6791188643611739,-1.4728339089952558,-1.0632907808325225,-0.517089752321571,-0.4625984229747755,-0.38196601125010693,1.499353680535655,1.6998214188804548,2.935432331970029,4.3859532868215325
1,-2.6281323723988343,-2.3002884844396716,-1.9281305768887664,-1.5299171174312145,-1.1449378639114096,-0.5905984108834651,-0.4891946165982108,-0.0959183890066019,1.0992915500165577,2.0340317647359774,2.83606880777244,4.737725709033198
0,-2.655520756889668,-2.2568884907811695,-2.033394904537395,-1.4338042961033797,-1.1109428232071994,-0.866945972046298,-0.45080555325871735,-0.12295061920066759,1.2696589865072216,2.0953838266813385,2.5928104409482784,4.973400161887659
1,-2.4137764925436103,-2.2753263904294854,-2.1536858207359666,-1.5791902878657358,-1.3718805253642221,-0.7521841332414808,-0.4345475428083705,0.012648285357522297,1.7146019103930132,1.7843130833597074,2.4674863902794195,5.001541523599208
0,-2.486889989034297,-2.2664160838241196,-1.9809390054891238,-1.6825838361221774,-1.278684890566431,-0.7376531872253068,-0.3169193127252658,-0.06404240593209785,1.5217892566762907,1.9349398677802814,2.557467684621189,4.799931901841055
0,-2.536589772365095,-2.2702373372212428,-2.076721428829919,-1.4050976126537136,-1.208196582807864,-0.7479183289613108,-0.48548186878295446,-0.18147233554715103,1.6090666011439485,2.0618982529286214,2.44093362307438,4.799816790022301
1,-2.676835384630546,-2.190472625051257,-1.9233254200982774,-1.2873747330830283,-1.121103209312311,-0.6879196670291801,-0.6361465676940524,-0.12018166337261668,1.6852611217335611,2.143955541968895,2.4381245762131436,4.37601803035567
1,-2.428301469987896,-2.400954566416019,-1.914856693353634,-1.515554885580767,-1.2089658882201113,-0.6592602019206933,-0.6206158986248281,0.02276593021577439,1.486069669017476,2.145418012091653,2.518093034318462,4.576162958460585
1,-2.4842248390094994,-2.284450648581442,-1.947892928223769,-1.5341727864940353,-1.2725741973396703,-0.8561076027986471,-0.24890390002931748,-0.07249647566533085,1.4360394165421349,2.2250337508935925,2.459135017957116,4.580615192748867
1,-2.6233503551413593,-2.1130725826066517,-1.8597556605386452,-1.6878218303693837,-1.2007377438836935,-0.79071907313812,-0.3296638375502958,-0.13874430658825404,1.4721673420959118,2.2285781258588977,2.4694237403832657,4.5736961814783275
1,-2.46010885681518,-2.200535303148828,-1.9341968330129817,-1.4655149871581659,-1.1220081903060153,-0.8547938890834672,-0.34305781312501343,-0.24795705068402987,1.3213776844202259,2.4164043297082194,2.516723973783512,4.37366693542172
1,-2.442365690413804,-2.1588971336925087,-2.0000000000000004,-1.777875110106697,-1.170342187874888,-0.6781510620324559,-0.37872904976021343,0.03818381271554929,1.6888141431423065,2.074162250839375,2.420491633861359,4.384708393321976
0,-2.4606933627248204,-2.2624552780638383,-1.9049561671937743,-1.6647222557741008,-1.3850949367947987,-0.7398620211467413,-0.5112602310828053,0.057277618309780044,1.5919352916382017,1.9244004709336173,2.5807154913391908,4.774715380560086
0,-2.782298771114906,-2.2746206478641753,-1.6462455834505008,-1.2800047624181188,-1.0000000000000004,-1.0000000000000002,-0.6302650339689735,-0.15258878336601678,1.5014080933771075,2.161817236433304,2.511372958170085,4.591425294202193
1,-2.763665190970746,-2.183923964043139,-1.7003865582779913,-1.5383392759764554,-1.2393625660285283,-0.7478821839398866,-0.4201632962990258,0.0677505700573703,1.0487681736800347,2.40619360190392,2.494093906270195,4.576916783624254
1,-2.610013360134101,-2.1159143084520777,-2.0000000000000013,-1.4116660203782174,-1.061398670105649,-0.6869010020482225,-0.3956381321464943,-0.10229654450659069,0.9248178359524458,2.4230855578860893,2.6595357788385026,4.376388865094317
0,-2.486577009332474,-2.335760279193633,-2.1899011348176622,-1.254442326883615,-1.1948259050276027,-0.9146382985561347,-0.1953860267001044,-0.11568711357745261,1.1208930991773816,2.212549220253815,2.5621344771387364,4.791641297518746
0,-2.8329342904521004,-2.0000000000000018,-1.963826466291439,-1.3486479907211115,-1.0809925376401417,-0.7396196912458318,-0.29286412524047534,-0.26038030875416623,1.6402560323069788,1.832934290452102,2.640939753392322,4.405135334193865
0,-2.587917851393819,-2.1589676707529306,-1.9886976564615961,-1.4084950973478696,-0.9999999999999996,-0.6831941298521689,-0.407861043288112,-0.03886467027495562,1.1775710607207437,2.2718826692741003,2.6271543234616153,4.197390065914994
0,-2.6240067439790447,-2.326425380594126,-1.9742575750852505,-1.276421958800219,-1.0000000000000002,-0.9999999999999996,-0.3370849143323339,-0.09627652918041796,1.4074157995323384,2.0230110030376496,2.594561521720392,4.6094847776810095
1,-2.6746863682346986,-2.164847605056266,-2.0554924414000384,-1.32563710037487,-0.9999999999999988,-0.6786123000609706,-0.34853381741002143,-0.12769459440096514,1.7714349800119857,1.965341872058884,2.4413183430961194,4.197409031770834
0,-2.6250155789748164,-2.480563748863886,-1.7453749882391008,-1.2830442122030528,-1.0000000000000009,-0.9999999999999994,-0.4395186473128953,-0.0761147596482691,1.4607335161950594,2.0880542267092195,2.464170900770392,4.636673291567349
1,-2.7042426850994428,-2.3379209984264,-1.731534796854433,-1.30463937124724,-1.2429160920235278,-0.8671824489794502,-0.5650961203377641,-0.05785680401702261,1.226452164215086,2.271264385255774,2.5402250093578926,4.773447758156531
1,-2.4741508456341745,-2.289673421309278,-1.9816392927772468,-1.641537886483191,-1.2377187539812655,-0.9620860428822833,-0.3713852128714065,-0.09013751225784032,1.670740505810974,1.8840600559865965,2.5233911691333355,4.97013723726578
1,-2.6239033929594626,-2.261953547247416,-1.8840570568598256,-1.3717155634320042,-1.2626444181737808,-0.9214955690323963,-0.5117375037591101,-0.06861082999359142,1.5591960824698379,2.0086880085366126,2.5585635863023732,4.779670204148766
0,-2.6271812549036846,-2.1868783326616636,-1.788365616747669,-1.7115653611685717,-1.0000000000000004,-1.,-0.3389088639611146,-0.3096260034876172,1.5421065723080234,2.128354746602209,2.5320390951912577,4.760025018828834
1,-2.5153113458821004,-2.27827582988027,-1.7725794951109426,-1.4304509595588324,-0.9999999999999999,-0.9999999999999993,-0.5776789693072425,-0.27709121224488004,1.3992873998624809,2.291696596928536,2.5706530943930197,4.589750720800229
0,-2.6183613387415203,-2.328891879921743,-1.7575362737688087,-1.5517870805450025,-1.067056751386276,-0.8221737041231113,-0.3983721091871151,0.07674646150831121,1.482252329107844,1.9607830697143358,2.6371332757701498,4.387264001572934
0,-2.5038460443713157,-2.269468738791199,-1.7156738276219816,-1.6471699115583018,-1.5090535752458187,-0.8103562884523128,-0.260528268647303,0.06754671700602163,1.4105628060787092,2.111322626665876,2.544715656851585,4.581948848086039
1,-2.4519012743254684,-2.3384302314921133,-1.870353739634131,-1.655290911861589,-1.1965936211078403,-0.7856037242703019,-0.48177770923337987,0.09355953028871511,1.5070067272968355,1.9980782805792885,2.605038918375189,4.576267755384796
1,-2.349116250710239,-2.1589958913359806,-2.,-1.65634259254133,-1.2603066056925283,-0.6880067178683702,-0.39649395747134014,-0.04154481449698954,1.2789422350227528,2.2820297336161293,2.6049705944417325,4.384864267036159
0,-2.4531189371337154,-2.2574208363997315,-2.1013401178415014,-1.5377706306145096,-0.9999999999999998,-0.9999999999999988,-0.4971260823897631,-0.08326008144037106,1.6174546748686787,1.9800969718476409,2.563470740358731,4.769014298744542
1,-2.6177936414471623,-2.2178734564544222,-1.7256119175986073,-1.7111548128564649,-1.2013710348817344,-1.000000000000002,-0.31062375577738416,-0.09890221325831074,1.5650524994296675,2.0014908370449818,2.5292788637425443,4.787508632056894
0,-2.5217425512833835,-2.2919405901254213,-1.8320060942601026,-1.6456647885405211,-1.1059609734372247,-0.896674313379338,-0.4096486803390119,-0.07267899403521472,1.7770008561362038,1.8902595811005387,2.5242517808354146,4.584804767328062
0,-2.7287400399127826,-2.11659469746138,-1.9103657549808737,-1.4878798186299853,-1.23746904521762,-0.9313621979752804,-0.4897967927523147,-0.09593964480869725,1.3158541317138912,2.0864969152618467,2.6511981132954032,4.9445988314677916
1,-2.589638036515421,-2.3537221287290735,-1.9177350181738773,-1.5492125144752944,-1.2882535136151352,-0.9666440810402707,-0.29803639330363124,-0.12958925762151932,1.417266734768731,1.9863849335202934,2.5292429268575694,5.159936348327628
1,-2.5056226433594944,-2.262800001611752,-1.9051534166074986,-1.5700436419346464,-1.307658261831819,-1.0000000000000004,-0.45854240100925026,-0.12484664169700618,1.7559631560118805,1.886640712992681,2.549619857095282,4.942443281951625
1,-2.5371314257247737,-2.269431180555623,-1.8962244065811393,-1.4879364563620607,-1.1530170117306544,-1.0000000000000002,-0.4322954971687027,0.06495974918208676,1.4822383227321803,1.999142875732945,2.678196792717068,4.551498237758674
0,-2.6978161030754597,-2.110679230020128,-2.0000000000000004,-1.4695530537895252,-1.1861890767652246,-0.7333670696638729,-0.3102888864951905,-0.05731932395458265,1.223342860099781,1.9613721591069753,2.829035482683742,4.551462241873484
1,-2.548609387879341,-2.15491977782857,-1.9347275275824085,-1.8504853631456128,-1.3042196846166458,-0.7519816993483468,-0.3109121747938254,-0.1577984250141591,1.6632142367698683,2.0244700197743435,2.3202758811521247,5.005693902512574
0,-2.479791970950289,-2.1066444101316977,-1.8896635395432624,-1.8323533964527134,-1.363228675347848,-0.7377706588573097,-0.4753941512036312,-0.10312828860188022,1.7631576544545007,2.0611149423087745,2.3925732298011493,4.771129264524207
0,-2.429472450856518,-2.315391245923452,-1.8252817632179084,-1.7310733646133702,-1.213775036719737,-0.6624811467762673,-0.48894257504366134,0.10515969967790044,1.5982996941543919,2.245090926750365,2.3376015340107013,4.380265728557553
0,-2.5647540156017423,-2.2260262790862106,-1.989612967822609,-1.494464624163114,-1.0662013528485057,-0.8276908096680058,-0.38145203214705836,0.014773160641395965,1.512445794496699,2.1743773451199897,2.4650926485272104,4.383513132551951
1,-2.4621467612654295,-2.295037292228808,-1.9877024234248328,-1.4909389741166101,-1.2869696361851548,-0.8539287846578513,-0.31722384629953604,0.01456397369767371,1.3977025867414992,2.2261652462567363,2.4763512076877583,4.579164703794552
1,-2.6985273635570937,-2.1344018286316326,-1.8309281734306737,-1.5081321588031247,-1.2778632192974968,-0.7907919053701828,-0.4353812792035833,0.012514129604973768,1.3240777420245253,2.2739664524084047,2.4832107952724938,4.582256808983391
1,-2.5465617137137952,-2.175985586011931,-1.8529151673377708,-1.4900601529934667,-1.1213359840309602,-0.8529239819988169,-0.4858735381539935,0.01333865900197895,1.1942519925272292,2.256619854410061,2.6778355162787517,4.383610102022715
1,-2.446261759897229,-2.299905103367837,-2.,-1.4666469797863373,-1.2277351815381865,-0.6305576718812556,-0.5703325194666423,-0.23631486968000415,1.8194498910668413,2.1766564450553756,2.3089323295164244,4.572715419978851
1,-2.6156039368042423,-2.1207011188447105,-1.9781672547340476,-1.4385033505020541,-1.3076300463890256,-0.8074447752578893,-0.32292208273150175,-0.18032225206532962,1.568674075615148,2.1101335022015943,2.5178814097736413,4.574605829738425
0,-2.6761924416586265,-2.2336008313486597,-1.958660593941498,-1.380933225692823,-1.3489788658733306,-0.7864073744087208,-0.47359570117383093,-0.15342229506505178,1.6544161956254668,1.881809477814397,2.473002052037847,5.0025636036848296
