"COEFFICIENT_DEN","DEN_EIGEN1","DEN_EIGEN2","DEN_EIGEN3","DEN_EIGEN4","DEN_EIGEN5","DEN_EIGEN6","DEN_EIGEN7","DEN_EIGEN8","DEN_EIGEN9","DEN_EIGEN10","DEN_EIGEN11","FGRAPH_EIGEN1","FGRAPH_EIGEN2","FGRAPH_EIGEN3","FGRAPH_EIGEN4","FGRAPH_EIGEN5","FGRAPH_EIGEN6","FGRAPH_EIGEN7","FGRAPH_EIGEN8","FGRAPH_EIGEN9","FGRAPH_EIGEN10","FGRAPH_EIGEN11"
0,-2.4897998832109063,-2.22774965009386,-1.9069110320385623,-1.8019377358048376,-0.9692263673387983,-0.4450418679126293,-0.15597377630052936,1.1784175819692075,1.2469796037174676,2.523191062003223,5.048052065010223,-4.189908225767351,-2.391382380630903,-1.9660018009851774,-1.3806003044127657,-0.9165541807069684,-0.7728655578293129,-0.3229865268721579,2.164247938460216,2.733632977740635,3.042418061003784,3.9999999999999996
1,-2.4897998832109063,-2.22774965009386,-1.9069110320385623,-1.8019377358048376,-0.9692263673387983,-0.4450418679126293,-0.15597377630052936,1.1784175819692075,1.2469796037174676,2.523191062003223,5.048052065010223,-4.193900644769267,-2.9062498779036656,-1.810918053277415,-1.4811943040920168,-0.9394718799002931,-0.500153117953509,0.3111078174659818,2.170086486626031,2.3305545172626347,3.020139056541519,3.9999999999999996
0,-2.5718660835651006,-2.095910168943718,-1.8553877648506607,-1.7187902938872912,-0.999999999999999,-0.549555637833667,-0.11360645294709604,1.0192085543810148,1.462552094495355,2.582498145747995,4.840857607403167,-3.7939937528350867,-2.869183676686067,-1.5575333433732217,-1.451568198424124,-1.,-0.6601114540473333,-0.1213084468390923,1.7752169096798927,2.5984096754928725,3.0800722870321597,4.
0,-2.47478599783105,-2.171845619415562,-1.9134952990846177,-1.6854261793642604,-0.9507243629699729,-0.4995299783495993,-0.31823077242356707,1.0486789161355727,1.6170751777608148,2.514741771958465,4.833542343583772,-3.8282273276656573,-2.4717656718666627,-1.908134031573393,-1.4854926027981716,-0.9471951595129904,-0.6717461767410288,-0.25020515187269593,1.7418999629375866,2.889159627016748,2.9317065320762614,3.9999999999999982
0,-2.669370461810337,-1.9674929689363387,-1.7800675638461123,-1.4760732705492698,-1.0000000000000004,-0.5983275692511414,-0.33580271524413885,1.1675912221026836,1.7105991968678467,2.5385475386215313,4.410396592045272,-2.8556970471467373,-2.2360679774997894,-1.9101390600494415,-1.6970205923526924,-1.0000000000000013,-0.5416001489537937,-0.16246137935327015,1.2725472582449306,2.2360679774997902,2.8943709696110043,3.999999999999999
0,-2.474126693733277,-2.1812557305593954,-1.9455115327861925,-1.5171885942085646,-0.9999999999999992,-0.47464456766843666,-0.22053453544065593,0.8435693870317081,1.8465809609040882,2.4963811741675186,4.626730132293204,-3.3112128958575107,-2.1972965713314174,-1.9558395993421445,-1.5559375381469995,-0.9360094544924243,-0.46865010474723345,-0.3926032359795387,1.4054257110975799,2.4929186840305624,2.9192050047691245,4.000000000000002
1,-2.572712135934326,-2.2275649932934307,-1.7423383355309308,-1.5056297599324058,-0.9999999999999986,-0.5733364620060165,-0.18935609576423346,0.8894478954964757,1.784704101339369,2.493979047022246,4.64280673860325,-3.582723880739003,-2.20127085655543,-1.7194628037906494,-1.5029090117325858,-0.9174207280979504,-0.4650584992930363,-0.40650310635778353,1.7097476515540537,2.430737218186409,2.6548640168259765,4.000000000000002
1,-2.7811759365355324,-2.000000000000001,-1.9999999999999976,-1.4142135623730951,-1.3027756377319948,-0.29519453570577103,-1.0763477032774377e-15,0.9505093108197246,1.4142135623730947,2.3027756377319935,5.125861161421579,-4.773957336805939,-2.252533688306271,-2.000000000000001,-1.302775637731995,-1.0000000000000002,-0.4304107542333347,-1.5241935789022497e-15,1.9999999999999991,2.3027756377319966,3.4569017793455434,3.9999999999999987
1,-2.4950574609451803,-2.3493124193735304,-1.5615528128088303,-1.4142135623730945,-0.9999999999999997,-0.9218622020894754,-1.3877787807814457e-15,1.337012343352442,1.414213562373095,2.561552812808831,4.4292197390557435,-3.4142135623730954,-2.2360679774997902,-1.5615528128088305,-1.4142135623730958,-1.0000000000000007,-0.5857864376269053,-7.585078398708589e-16,1.4142135623730958,2.2360679774997907,2.5615528128088303,4.000000000000002
0,-2.4640226188233325,-2.1778406908670562,-1.9158342375569686,-1.6007686675905999,-0.9999999999999992,-0.7611594287648471,-0.4349354738489893,1.3453497460715624,1.6416602424269593,2.3535933111566045,5.013957817796664,-3.8394091500842413,-2.410724083339321,-1.9796783423193343,-1.534000777109755,-1.3787752125281394,-0.6835539780399806,-0.385787177595629,2.3921439328824885,2.891684025960377,2.9281007621735324,4.000000000000001
1,-2.4640226188233325,-2.1778406908670562,-1.9158342375569686,-1.6007686675905999,-0.9999999999999992,-0.7611594287648471,-0.4349354738489893,1.3453497460715624,1.6416602424269593,2.3535933111566045,5.013957817796664,-3.9394135185303822,-3.1532018620030393,-1.8406786229436793,-1.527951653467587,-0.9534387704892574,-0.4169187569192167,0.1804643692550069,2.3196619433323757,2.4344197993233845,2.8970570724423945,4.
1,-2.4640226188233325,-2.1778406908670562,-1.9158342375569686,-1.6007686675905999,-0.9999999999999992,-0.7611594287648471,-0.4349354738489893,1.3453497460715624,1.6416602424269593,2.3535933111566045,5.013957817796664,-3.58529832600995,-2.7015586094434143,-1.9893862734565397,-1.661523773449152,-0.9788630852859987,-0.4651029973448337,-0.3217688219967086,2.4123716771219277,2.5165253274155543,2.7746048824491134,4.000000000000001
0,-2.357326187941589,-2.219157216581075,-1.8083178114306808,-1.5802963999729467,-0.9999999999999998,-0.9283549114492347,-0.4494404304768109,1.4448698531525224,1.7573134803697517,2.3422468363871127,4.798462787942947,-3.1152476904406345,-2.0000000000000004,-1.9999999999999998,-1.8577865745771014,-1.4578916456320887,-0.8771743449722487,-0.3297867725133651,2.053573914064192,2.6681074240272267,2.9162056900440163,4.
1,-2.357326187941589,-2.219157216581075,-1.8083178114306808,-1.5802963999729467,-0.9999999999999998,-0.9283549114492347,-0.4494404304768109,1.4448698531525224,1.7573134803697517,2.3422468363871127,4.798462787942947,-3.213733704160252,-2.9103964183211346,-1.942653723052862,-1.79128784747792,-0.8829689655764984,-0.33801411557320576,1.7011090396393284e-16,1.7308189804846092,2.556947946199342,2.791287847477921,3.9999999999999996
1,-2.472833908995256,-2.2516973761621775,-1.5955720441168122,-1.4625984229747766,-1.0000000000000002,-0.8644606211472093,-0.5436521891269102,1.3271240889620965,1.9354323319700315,2.3284530333191427,4.599805108271868,-3.252493787093421,-2.8449750384634993,-1.8384525309920796,-1.1850051417424443,-0.8970113402025641,-0.3697004820589212,-0.24465412681109527,1.4965801934149345,2.328512843054302,2.8071994108947895,4.
1,-2.472833908995256,-2.2516973761621775,-1.5955720441168122,-1.4625984229747766,-1.0000000000000002,-0.8644606211472093,-0.5436521891269102,1.3271240889620965,1.9354323319700315,2.3284530333191427,4.599805108271868,-3.1651833235040048,-2.296048816068455,-1.9551555658950155,-1.657931754152097,-0.9999999999999999,-0.6914269860732835,-0.16455175888222234,1.6941097415537762,2.453151529976192,2.7830369330451106,4.
0,-2.5798091715462412,-2.2925371460522306,-1.6167166121288188,-1.0000000000000022,-1.0000000000000013,-0.9999999999999999,-0.4385191848151497,1.2636844550307493,1.8884481834313729,2.3469813383151807,4.428468137765139,-3.265546015872264,-2.494800534149041,-1.82966336559883,-1.1312284366863612,-0.6625700405763171,-0.6180339887498952,-0.26844397566952355,1.6180339887498947,2.0504031089314063,2.601849259620932,4.
1,-2.526365414199013,-2.2734612171759943,-1.6014040399687148,-1.4378287795591504,-1.0000000000000002,-0.762255644956504,-0.4288326713887393,0.9738917234938695,2.1401226681238823,2.316350063034999,4.599783312595364,-3.2270520559339633,-2.397540452594515,-1.8279995321812512,-1.7834428499595838,-0.9999999999999998,-0.4167861121599694,-0.22786316089015368,1.8419672825597169,2.481447623549876,2.55726925760984,4.000000000000002
0,-2.599679242945234,-1.9290842668353334,-1.8233249519715153,-1.5880719949376736,-0.9999999999999989,-0.8812596867203744,-0.42899132860162137,1.1322699052986844,1.963980611750223,2.3558314198208583,4.798329535141987,-3.1772244168756525,-2.34182397990316,-1.9104110052534227,-1.8082201539149938,-1.2544307074488084,-0.7636789405857323,-0.2728981695822127,2.065953559640043,2.529370234449049,2.933363579474896,3.9999999999999973
0,-2.561552812808831,-1.9999999999999987,-1.9043401572939238,-1.5930194027323268,-0.9999999999999998,-0.7251955066240978,-0.4372432775954714,1.4447941246642282,1.5615528128088298,2.382121651677578,4.832882567904014,-3.4253264084492905,-2.410440853057389,-2.,-1.472833908995255,-0.9222105475812858,-0.6180339887498947,-0.4625984229747743,1.618033988749895,2.7579778090879663,2.9354323319700315,3.9999999999999996
1,-2.5545989180301976,-2.252222420931722,-1.615530236558572,-1.4782074495720987,-0.999999999999996,-0.8213141814818314,-0.5308233602885649,1.3698015364210943,1.6773071884817725,2.378010435400106,4.8275774065600086,-3.797913930117601,-2.256456434690625,-1.9326171619584833,-1.398780899464077,-0.9999999999999984,-0.6427207958841864,-0.08464615295770941,1.8104746112260348,2.5181422826539257,2.7845184811927184,4.000000000000002
1,-2.377721694862356,-2.000000000000001,-1.9999999999999982,-1.8774753212226705,-0.9422759962700912,-0.6180339887498939,-0.40038975880591793,1.6115414332317437,1.618033988749895,2.119857854860711,4.866463483068581,-3.979066037229137,-2.0910203447858753,-2.0000000000000018,-1.4728339089952538,-1.3092375206964275,-0.4625984229747741,-0.27550124802519155,2.035038693298421,2.6197864574382135,2.9354323319700293,3.9999999999999996
1,-2.273461217175992,-2.253787674560819,-2.,-1.4378287795591511,-0.945030421372047,-0.62445731356178,-0.42883267138874187,1.2755064218552794,2.139456070718804,2.140122668123886,4.408312916920564,-2.618033988749896,-1.9999999999999998,-1.9999999999999998,-1.7912878474779197,-1.3027756377319955,-0.6180339887498956,-0.3819660112501053,1.6180339887498956,2.3027756377319966,2.79128784747792,3.999999999999999
1,-2.5786089068415787,-2.0000000000000004,-1.8475552116774938,-1.4823468990297481,-0.9999999999999994,-0.61602686751412,-0.38089919271769923,1.1943709916675855,1.953138828174911,2.344718382392594,4.413208875545552,-3.0272624583654077,-2.105016503395927,-2.0000000000000018,-1.6058510281430534,-1.,-0.5298647949386939,-0.1623235596974015,1.5830471239021278,2.0598588756613543,2.7874123449770005,4.
0,-2.402127800551074,-2.3254950956085376,-1.8540470181169202,-1.764018408755929,-1.0000000000000004,-0.5420944654049153,-0.20876611333859124,1.1769226864468663,1.3497015214698522,2.544713892683507,5.025210801175741,-4.021534603611701,-2.303514216032797,-1.9200578585696613,-1.448111891269531,-1.2920764640950753,-0.6709825141388983,-0.49752087413809754,2.444143225052928,2.6353874274156883,3.074267769387144,3.999999999999999
1,-2.402127800551074,-2.3254950956085376,-1.8540470181169202,-1.764018408755929,-1.0000000000000004,-0.5420944654049153,-0.20876611333859124,1.1769226864468663,1.3497015214698522,2.544713892683507,5.025210801175741,-3.8526799610694518,-2.744163655238784,-1.825665637987813,-1.5410969443225415,-0.6939739314670933,-0.4988565408293256,-0.39155582858558585,2.389662370600188,2.4793066654446716,2.6790234634557355,4.
0,-2.4882633658721196,-2.1557734192332427,-1.864198243116802,-1.5191763752199408,-0.9999999999999994,-0.5624159470850512,-0.355125332095298,0.9256675873828367,1.9122146037880812,2.512627449428115,4.5944430420234195,-2.9328845650371105,-2.2680934899219505,-1.9235474908843933,-1.5108283760292038,-1.372557008791271,-0.6762873948490784,-0.40684620516291553,1.5689188669073961,2.5936424537857445,2.928483209982783,4.000000000000002
