"COEFFICIENT_DEN","DEN_EIGEN1","DEN_EIGEN2","DEN_EIGEN3","DEN_EIGEN4","DEN_EIGEN5","DEN_EIGEN6","DEN_EIGEN7","DEN_EIGEN8","DEN_EIGEN9","DEN_EIGEN10","DEN_EIGEN11","DEN_EIGEN12","DEN_EIGEN13"
1,-2.5631926469104784,-2.2365552901938432,-1.9999999999999984,-1.8293208990675272,-1.3556127401262468,-1.0000000000000007,-0.8098291935841881,-0.1498047047545789,0.3137859218745259,1.940610451451691,2.089117143683903,2.6934768407603316,4.907325116866407
0,-2.5921523405347653,-2.317590168598905,-2.,-1.658442224945914,-1.1653655709538502,-1.0000000000000002,-0.8690138941175289,-0.22651114597983588,0.31930292605055527,1.948091625265481,2.2024157066251897,2.6386040897482155,4.720660997441354
0,-2.5700301455678374,-2.1800242973101236,-1.9999999999999991,-1.9751097636439066,-1.1789783275855816,-1.0000000000000018,-0.6216377319993737,-0.13813821080201102,0.17011741784209328,1.8764985237161091,2.1663476987433343,2.73951037581952,4.711444460787777
1,-2.571198445952465,-2.3202424002417215,-2.0165225489536343,-1.650094167776339,-1.2025724125299202,-1.0000000000000029,-0.9999999999999999,0.11242747743401611,0.24054362429846327,1.68174039675344,2.409810788141545,2.585346156255991,4.730761532570623
1,-2.3868646289862308,-2.294397967973191,-2.183628678726379,-1.429567056376535,-1.2339955311218247,-1.0000000000000009,-0.9999999999999987,0.07609954344612041,0.12895024415416448,1.5643962404700484,2.4842454909487492,2.7424901404826945,4.532272203682383
0,-2.651348045473878,-2.143795028747988,-2.,-1.7810600471572822,-1.3931506947820538,-0.9999999999999991,-0.8180754454033142,0.01167615830559893,0.14056028927780945,1.7124831906035258,2.375509366410102,2.6518710129722383,4.895329243995241
1,-2.6184487045986584,-2.0976935775914702,-2.085011550482917,-1.7199923017304959,-1.432950519946769,-1.0000000000000018,-1.0000000000000009,-0.08060071090467043,0.5242927771718804,1.8891794610203143,2.0410579555750705,2.6414646365179255,4.938702534969789
0,-2.522045883159282,-2.391738599426367,-2.013402053584818,-1.6048235014452839,-1.1961551746269083,-1.0000000000000018,-0.9999999999999982,-0.16461506240831916,0.5036527268273573,1.8306728037598339,2.117179017645072,2.7062485839366084,4.7350271424821075
0,-2.507878968452756,-2.380173228611573,-2.0976935775914756,-1.4329505199467645,-1.1745623183089995,-1.0000000000000009,-0.9999999999999982,-0.17135997247423426,0.5005846823045154,1.8891794610203116,2.2012543335484756,2.641464636517926,4.532135471994573
1,-2.70367312272882,-2.0000000000000018,-1.9999999999999996,-1.999999999999998,-1.2900695513794445,-1.0000000000000024,-0.7185505431229631,-0.21883919748900246,0.06431273623216073,1.819257409112939,2.239616567170851,2.7528988613490406,5.055046840855237
1,-2.691814606335007,-2.000000000000001,-2.000000000000001,-2.,-1.0915686261397548,-1.000000000000002,-0.7320508075688781,-0.39896321941892715,0.16334268429432522,2.0000000000000004,2.1413731194283883,2.7320508075688763,4.877630648170978
0,-2.571309892431584,-2.0000000000000004,-2.,-1.9999999999999993,-1.0000000000000002,-0.9999999999999996,-0.6755249415618081,-0.44594611812135976,0.04637529721398104,1.8426009686489628,2.313668756107128,2.76229044363688,4.727845486507798
0,-2.57342863473525,-2.,-2.,-1.9999999999999993,-1.1114870636544611,-1.0000000000000004,-0.7320508075688773,-0.3779126671856493,-3.307409998115531e-16,1.6489053125015651,2.5243315469598806,2.7320508075688785,4.8895915061139155
0,-2.7386951870723726,-2.0000000000000004,-2.,-1.9999999999999996,-1.063627276643845,-1.0000000000000002,-0.6085581644339165,-0.3223510727582392,-9.17668718791731e-16,2.0000000000000018,2.038796229191418,2.8139864556735863,4.880449016043372
1,-2.7046246300909016,-2.275779710803634,-2.0000000000000018,-1.8726075417214194,-1.1332884731505086,-0.8872750363827905,-0.6781161990369955,-0.48221794488077635,-0.022201623237976024,1.8111985465799665,2.385597632342947,2.6298935303726227,5.229421450009467
1,-2.666534445270096,-2.161736105566482,-2.0000000000000004,-1.8882623794970408,-1.203702956373194,-0.7778806074953701,-0.708232605618137,-0.598795205601058,-6.5402994308785965e-16,2.001294827187133,2.3441507369837233,2.625463217172096,5.034235524078427
1,-2.5697782699805516,-2.2772657770057654,-1.9999999999999998,-1.871887617442963,-1.2819829553505726,-0.7960168944769096,-0.6542023593279751,-0.2868099147355485,-0.025127431867275722,1.843775813725604,2.3210495229795525,2.734958635050075,4.86328724843233
1,-2.4614813687937844,-2.2258251983635415,-2.1816707010317677,-1.962288725262359,-1.1423811403916444,-0.7453248063096357,-0.43349189326379545,-0.31608156319458075,-0.1424626323886386,2.0261327799965034,2.247981901574504,2.6354300266905284,4.7014633207382115
1,-2.643786559109519,-2.375239043861773,-1.9852469655244684,-1.7111294784235553,-1.1997726972433709,-1.0596675116355845,-0.689624836800366,-0.19375390792926175,0.05133438545946922,1.6396832927059,2.3535874416435045,2.752008645024555,5.061607235694472
0,-2.856601498923907,-2.144065953451908,-1.9385919247080434,-1.577971759179583,-1.1822347797332196,-1.,-0.7196357481375178,-0.37073203080454337,0.06101651484729107,1.788953324072611,2.3452956352380165,2.702191246816296,4.892376973964506
0,-2.7038570318971167,-2.408438501597785,-1.881220896297829,-1.550922559960412,-1.2879294864958277,-0.8564082380825156,-0.5495459053742243,-0.3252333559973622,0.06234850710109481,1.6930743043547385,2.3029192489216084,2.8022621633497486,4.70295175197588
1,-2.6859707543418705,-2.2644827924231947,-2.1439127979777277,-1.550521255862963,-1.1395445944343503,-0.7408513975980517,-0.5476122060208819,-0.2837789357142475,-1.828390926152291e-15,1.801006890275251,2.3066756566766307,2.7325751386125585,4.516417048808847
1,-2.6406826300915776,-2.4871563304918136,-1.8950766094882587,-1.641443888064308,-1.1365869652161436,-0.9999999999999999,-0.5067662901698623,-0.373818799470951,0.05437011418003061,1.5136328051057732,2.340821836923426,2.9153126144578474,4.857394142325838
1,-2.641773829668961,-2.451254168738063,-1.9149229436468869,-1.6769437002343972,-1.075539583473209,-1.,-0.5840323193638147,-0.1204599672794049,0.08337234463054735,1.3979747711973118,2.464106224191656,2.833296641593055,4.686176530792169
1,-2.693542024181982,-2.3112319001794757,-1.9329059379271212,-1.7805344774795706,-1.0908643697320415,-0.9999999999999999,-0.6651604782938976,8.951785491266173e-16,0.13743913515984657,1.397655770218891,2.566319226617969,2.655251446968446,4.717573608828934
1,-2.594161639590282,-2.164581647461164,-1.9999999999999998,-1.8795480012786798,-1.1258476365751107,-0.7224646730035178,-0.6729552387298052,-0.08007822102920747,1.3057670691652618e-16,1.3094038062307374,2.5826737248071443,2.8295688253855,4.517990701244385
0,-2.6313218695960625,-2.3517598784367517,-1.9848390878218203,-1.723397737213061,-1.1468715324295096,-0.9999999999999999,-0.774115005907854,-0.09640016028386325,0.11131821015201784,1.484766136389849,2.524705495560697,2.714019513751267,4.873895915835092
