Motif_4_cliques,Motif_4_cliques_per_Cn4,Motif_4_cycles,Motif_4_cycles_per_Cn4,Motif_induced_connected_per_4set,Motif_square_clustering_proxy,Motif_triangle_edge_frac_ge2,Motif_triangle_edge_frac_zero,Motif_triangle_edge_incidence_mean,Motif_triangle_edge_incidence_median,Motif_triangle_edge_incidence_q90,Motif_triangle_edge_incidence_std,Motif_triangles,Motif_triangles_per_Cn3,Motif_wedges,Motif_wedges_per_max,Motif_5_cliques,Motif_5_cliques_per_Cn5,Motif_5_cycles,Motif_5_cycles_per_Cn5,Motif_5_cycles_per_Kn,Motif_induced5_g_0_5,Motif_induced5_g_0_5_per_Cn5,Motif_induced5_g_10_5,Motif_induced5_g_10_5_per_Cn5,Motif_induced5_g_11_5,Motif_induced5_g_11_5_per_Cn5,Motif_induced5_g_12_5,Motif_induced5_g_12_5_per_Cn5,Motif_induced5_g_13_5,Motif_induced5_g_13_5_per_Cn5,Motif_induced5_g_14_5,Motif_induced5_g_14_5_per_Cn5,Motif_induced5_g_15_5,Motif_induced5_g_15_5_per_Cn5,Motif_induced5_g_16_5,Motif_induced5_g_16_5_per_Cn5,Motif_induced5_g_17_5,Motif_induced5_g_17_5_per_Cn5,Motif_induced5_g_18_5,Motif_induced5_g_18_5_per_Cn5,Motif_induced5_g_1_5,Motif_induced5_g_1_5_per_Cn5,Motif_induced5_g_20_5,Motif_induced5_g_20_5_per_Cn5,Motif_induced5_g_2_5,Motif_induced5_g_2_5_per_Cn5,Motif_induced5_g_3_5,Motif_induced5_g_3_5_per_Cn5,Motif_induced5_g_4_5,Motif_induced5_g_4_5_per_Cn5,Motif_induced5_g_5_5,Motif_induced5_g_5_5_per_Cn5,Motif_induced5_g_6_5,Motif_induced5_g_6_5_per_Cn5,Motif_induced5_g_7_5,Motif_induced5_g_7_5_per_Cn5,Motif_induced5_g_8_5,Motif_induced5_g_8_5_per_Cn5,Motif_induced5_g_9_5,Motif_induced5_g_9_5_per_Cn5,Motif_induced_connected_per_5set,Motif_induced_g_1_4,Motif_induced_g_1_4_per_Cn4,Motif_induced_g_2_4,Motif_induced_g_2_4_per_Cn4,Motif_induced_g_3_4,Motif_induced_g_3_4_per_Cn4,Motif_induced_g_4_4,Motif_induced_g_4_4_per_Cn4,Motif_induced_g_5_4,Motif_induced_g_5_4_per_Cn4,Motif_induced_g_6_4,Motif_induced_g_6_4_per_Cn4,sample_index
0.0,0.0,-0.10159887,-0.027925577,0.68017226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010221368,0.0,0.0,0.0,-0.0025085155,0.0,0.0,0.0,0.0,0.0,0.0,0.001100336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95616543,0.2804016,0.0,0.0,0.0,0.0,0.0,0.0,-0.24058843,-0.04104711,0.0,0.0,-0.010279774,0.0,0.0,0.0,0.08866345,0.049251724,-0.45831296,-0.12717259,-0.11550941,-0.032298297,-0.11178416,-0.037292223,0.077117756,0.016294021,0.48941192,0.12215036,-0.004388296,0.11855622,0.049499713,0.0,0.0,0.3594763,0.11320115,0.085576795,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,-0.10159887,-0.027925577,0.68017226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010221368,0.0,0.0,0.0,-0.0025085155,0.0,0.0,0.0,0.0,0.0,0.0,0.001100336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95616543,0.2804016,0.0,0.0,0.0,0.0,0.0,0.0,-0.24058843,-0.04104711,0.0,0.0,0.008073551,0.0,0.0,0.0,0.08866345,0.049251724,-1.0982819,-0.23211771,-0.11550941,-0.032298297,0.11688226,0.037646882,-0.05888063,-0.012439874,0.48941192,0.12215036,-0.004388296,0.124825895,0.049499713,0.0,0.0,0.30218193,0.08750255,0.085576795,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,-0.06386404,-0.027925577,0.68017226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010221368,0.0,0.0,0.0,-0.0025085155,0.0,0.0,0.0,0.0,0.0,0.0,0.001100336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95616543,0.2804016,0.0,0.0,0.0,0.0,0.0,0.0,-0.24058843,-0.04104711,0.0,0.0,-0.010279774,0.0,0.0,0.0,0.08866345,0.049251724,-0.45831296,-0.12717259,-0.11550941,-0.032298297,-0.11178416,-0.037292223,0.077117756,0.016294021,0.48941192,0.12215036,-0.004388296,0.11855622,0.049499713,0.0,0.0,0.3594763,0.11320115,0.085576795,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,-0.10159887,-0.027925577,0.6621162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010221368,0.0,0.0,0.0,-0.0025085155,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011138595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9610995,0.2804016,0.0,0.0,0.0,0.0,0.0,0.0,0.32755083,0.061651275,0.0,0.0,0.008073551,0.0,0.0,0.0,0.07758284,0.049251724,0.94157463,0.21995847,-0.11550941,-0.032298297,-0.10246253,-0.037292223,-0.05888063,-0.012439874,0.48941192,0.12215036,0.024360998,-0.10937762,-0.044866376,0.0,0.0,-0.37700567,-0.12461705,0.10954408,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.10155375,0.029890683,-0.48746318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008828811,0.0,0.0,0.0,0.0029606957,0.0,0.0,0.0,0.0,0.0,0.0,0.001100336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65613455,0.19376564,0.0,0.0,0.0,0.0,0.0,0.0,-0.24744508,-0.04104711,0.0,0.0,0.008073551,0.0,0.0,0.0,-0.097966604,-0.056938782,1.002743,0.23029958,0.13525087,0.03846282,0.11688226,0.037646882,0.077117756,0.016294021,-0.49552166,-0.13116865,-0.12006953,-0.12597977,-0.059028223,0.0,0.0,0.3594763,0.11320115,-0.041234765,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.10155375,0.029890683,0.2711132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003637195,0.0,0.0,0.0,-0.0025085155,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011138595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72182983,0.20112276,0.0,0.0,0.0,0.0,0.0,0.0,0.34281787,0.061651275,0.0,0.0,0.008073551,0.0,0.0,0.0,0.07758284,0.049251724,1.0283233,0.23029958,0.13525087,0.03846282,-0.11178416,-0.037292223,-0.05888063,-0.012439874,-0.49552166,-0.13116865,0.19530103,0.1301063,0.06774573,0.0,0.0,0.3594763,0.11320115,-0.032794196,0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,-0.10159887,-0.027925577,0.68370426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010221368,0.0,0.0,0.0,-0.0025085155,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011138595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65613455,0.19376564,0.0,0.0,0.0,0.0,0.0,0.0,-0.23084047,-0.04104711,0.0,0.0,0.008073551,0.0,0.0,0.0,-0.097966604,-0.056938782,0.9812586,0.21995847,-0.11550941,-0.032298297,-0.11178416,-0.037292223,-0.05888063,-0.012439874,0.48941192,0.12215036,0.15513499,-0.11154453,-0.044866376,0.0,0.0,-0.37700567,-0.12461705,0.10954408,0.0,0.0,0.0,0.0,0.0,6
0.0,0.0,-0.10159887,-0.027925577,0.24323417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010221368,0.0,0.0,0.0,-0.0025085155,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011138595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6329035,0.19376564,0.0,0.0,0.0,0.0,0.0,0.0,-0.25719306,-0.04104711,0.0,0.0,-0.010279774,0.0,0.0,0.0,-0.10850521,-0.056938782,-1.1497723,-0.23211771,-0.12627722,-0.032298297,0.11688226,0.037646882,-0.05888063,-0.012439874,-0.49552166,-0.13116865,-0.004388296,0.13637598,0.06774573,0.0,0.0,0.30218193,0.08750255,-0.032794196,0.0,0.0,0.0,0.0,0.0,7
0.0,0.0,-0.10159887,-0.027925577,0.65858424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010221368,0.0,0.0,0.0,-0.0025085155,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011138595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95616543,0.2804016,0.0,0.0,0.0,0.0,0.0,0.0,0.33736306,0.061651275,0.0,0.0,0.008073551,0.0,0.0,0.0,0.08866345,0.049251724,-0.49487665,-0.13751368,-0.11550941,-0.032298297,0.11688226,0.037646882,0.077117756,0.016294021,0.48941192,0.12215036,-0.004388296,0.124825895,0.049499713,0.0,0.0,-0.37700567,-0.12461705,0.085576795,0.0,0.0,0.0,0.0,0.0,8
0.0,0.0,-0.10159887,-0.027925577,0.65447485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010221368,0.0,0.0,0.0,-0.0025085155,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011138595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8871336,0.27304447,0.0,0.0,0.0,0.0,0.0,0.0,-0.23084047,-0.04104711,0.0,0.0,0.008073551,0.0,0.0,0.0,-0.097966604,-0.056938782,1.0065354,0.23029958,-0.11550941,-0.032298297,0.11688226,0.037646882,0.077117756,0.016294021,-0.49552166,-0.13116865,0.024360998,0.124825895,0.049499713,0.0,0.0,0.3594763,0.11320115,0.085576795,0.0,0.0,0.0,0.0,0.0,9
