decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,2,0,0.09324237,0.2213669,0.15730463,2,0.0,0.0,0.0
2,2,2,0.3115163,0.3959292,0.35372275,0,1.0,0.08333333333333333,0.08333333333333333
3,1,1,0.4451808,0.4451808,0.4451808,0,1.0,0.041666666666666664,0.125
4,2,1,0.6852735,0.70762473,0.69644916,1,0.5,0.041666666666666664,0.16666666666666666
5,1,1,0.7153015,0.7153015,0.7153015,0,1.0,0.041666666666666664,0.20833333333333331
6,2,2,0.7551399,0.765061,0.7601005,0,1.0,0.08333333333333333,0.29166666666666663
7,1,0,0.77494365,0.77494365,0.77494365,1,0.0,0.0,0.29166666666666663
8,2,2,0.8266119,0.8414343,0.8340231,0,1.0,0.08333333333333333,0.37499999999999994
9,1,1,0.84461296,0.84461296,0.84461296,0,1.0,0.041666666666666664,0.41666666666666663
10,2,1,0.8844118,0.90246236,0.8934371,1,0.5,0.041666666666666664,0.4583333333333333
11,2,2,0.9139329,0.91567206,0.9148025,0,1.0,0.08333333333333333,0.5416666666666666
12,1,1,0.93436056,0.93436056,0.93436056,0,1.0,0.041666666666666664,0.5833333333333333
13,2,2,0.9498909,0.95156014,0.95072556,0,1.0,0.08333333333333333,0.6666666666666666
14,1,1,0.95187956,0.95187956,0.95187956,0,1.0,0.041666666666666664,0.7083333333333333
15,2,2,0.9550012,0.96733356,0.96116734,0,1.0,0.08333333333333333,0.7916666666666666
16,1,1,0.97066003,0.97066003,0.97066003,0,1.0,0.041666666666666664,0.8333333333333333
17,2,1,0.9766906,0.9801562,0.97842336,1,0.5,0.041666666666666664,0.8749999999999999
18,1,1,0.9808427,0.9808427,0.9808427,0,1.0,0.041666666666666664,0.9166666666666665
19,2,1,0.98262006,0.9858877,0.9842539,1,0.5,0.041666666666666664,0.9583333333333331
20,1,1,0.9920107,0.9920107,0.9920107,0,1.0,0.041666666666666664,0.9999999999999998
