n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_auc,std_auc,timestamp
807,5,0.23611039007910314,0.8387400631785948,0.7783331011414365,0.49987457909001454,4.592488919658672,0.7279738562091503,0.06780320458888749,1764610154.114985
367,4,0.19875765715516736,0.6225646316108401,0.88879950890673,4.692763545078752,0.007787658410143285,0.777124183006536,0.06167386202397621,1764610154.368323
993,9,0.18737941654160148,0.6028265220878869,0.6092249700165663,2.623873301291946,3.998609717152556,0.7393464052287583,0.052831161411094466,1764610154.8051221
94,12,0.07750368872478823,0.6362425738131283,0.847354403733235,1.9123099563358141,9.832308858067885,0.7797385620915033,0.05552094269698121,1764610155.0476
493,11,0.20728918619045614,0.7801997007878172,0.6053059844639466,4.711008778424265,5.632882178455394,0.763921568627451,0.03809824048511765,1764610155.345692
416,3,0.07695920943042321,0.6964101864104046,0.8733054075301834,3.049983288913105,8.331949117361646,0.7767320261437909,0.05137371317013218,1764610155.671197
215,7,0.06284846545853807,0.9021445641270611,0.7700623497964979,1.0397083143409445,5.677003278199916,0.7526797385620915,0.06401973295686865,1764610155.948242
80,11,0.14042869867723207,0.7580600944007259,0.9706635463175177,3.636359979282105,3.2654076880583545,0.7716339869281046,0.04519474333918126,1764610156.1239731
592,8,0.2887398870613113,0.9378135394712607,0.8989280440549523,2.6984606619453992,5.8675116566384835,0.7448366013071895,0.04998457620195224,1764610156.450593
967,8,0.09003976278653758,0.718509402281633,0.666106775625201,0.07818203370596967,4.234014807063698,0.7206535947712418,0.06176743777891637,1764610156.936554
50,3,0.3,0.6,1.0,5.0,10.0,0.7508496732026144,0.04250758501794023,1764610157.1441011
230,6,0.01,0.6,0.7480811268982126,5.0,0.45023566084230165,0.7767320261437909,0.04849937452061214,1764610157.4392169
272,9,0.01,0.6,0.7225949880721774,0.2661477625571795,0.651124490883652,0.7729411764705884,0.04710890581187663,1764610157.793993
50,5,0.01,0.6987686243985535,0.9940533807404163,5.0,8.653265257086707,0.7516993464052287,0.047018137822465576,1764610158.010175
232,12,0.08573129243423337,0.6,0.6,5.0,8.870763507020646,0.7852287581699346,0.05424379853202782,1764610158.313588
646,3,0.07840930910381548,0.6,0.7594880241227487,5.0,5.641839871657867,0.7737254901960784,0.04084711103075888,1764610158.7019572
513,3,0.22863306355240265,0.6097482356209536,0.8190772128224226,0.6845471402700705,0.0710951553545769,0.697516339869281,0.056645818661573706,1764610159.0719402
281,7,0.01,0.6,0.6834874396658566,2.926277837857298,3.3396728784790337,0.7831372549019607,0.06228370664653407,1764610159.413163
650,11,0.01,1.0,0.9235350732693453,5.0,4.223103991266516,0.7309803921568627,0.060788670867800806,1764610159.93954
50,4,0.09558385383955353,0.6,0.6328616579930617,3.656324297560875,2.090063605157214,0.7845751633986928,0.04316022363353456,1764610160.1552682
