Motif_4_cliques,Motif_4_cliques_per_Cn4,Motif_4_cycles,Motif_4_cycles_per_Cn4,Motif_induced_connected_per_4set,Motif_square_clustering_proxy,Motif_triangle_edge_frac_ge2,Motif_triangle_edge_frac_zero,Motif_triangle_edge_incidence_mean,Motif_triangle_edge_incidence_median,Motif_triangle_edge_incidence_q90,Motif_triangle_edge_incidence_std,Motif_triangles,Motif_triangles_per_Cn3,Motif_wedges,Motif_wedges_per_max,Motif_5_cliques,Motif_5_cliques_per_Cn5,Motif_5_cycles,Motif_5_cycles_per_Cn5,Motif_5_cycles_per_Kn,Motif_induced5_g_0_5,Motif_induced5_g_0_5_per_Cn5,Motif_induced5_g_10_5,Motif_induced5_g_10_5_per_Cn5,Motif_induced5_g_11_5,Motif_induced5_g_11_5_per_Cn5,Motif_induced5_g_12_5,Motif_induced5_g_12_5_per_Cn5,Motif_induced5_g_13_5,Motif_induced5_g_13_5_per_Cn5,Motif_induced5_g_14_5,Motif_induced5_g_14_5_per_Cn5,Motif_induced5_g_15_5,Motif_induced5_g_15_5_per_Cn5,Motif_induced5_g_16_5,Motif_induced5_g_16_5_per_Cn5,Motif_induced5_g_17_5,Motif_induced5_g_17_5_per_Cn5,Motif_induced5_g_18_5,Motif_induced5_g_18_5_per_Cn5,Motif_induced5_g_1_5,Motif_induced5_g_1_5_per_Cn5,Motif_induced5_g_20_5,Motif_induced5_g_20_5_per_Cn5,Motif_induced5_g_2_5,Motif_induced5_g_2_5_per_Cn5,Motif_induced5_g_3_5,Motif_induced5_g_3_5_per_Cn5,Motif_induced5_g_4_5,Motif_induced5_g_4_5_per_Cn5,Motif_induced5_g_5_5,Motif_induced5_g_5_5_per_Cn5,Motif_induced5_g_6_5,Motif_induced5_g_6_5_per_Cn5,Motif_induced5_g_7_5,Motif_induced5_g_7_5_per_Cn5,Motif_induced5_g_8_5,Motif_induced5_g_8_5_per_Cn5,Motif_induced5_g_9_5,Motif_induced5_g_9_5_per_Cn5,Motif_induced_connected_per_5set,Motif_induced_g_1_4,Motif_induced_g_1_4_per_Cn4,Motif_induced_g_2_4,Motif_induced_g_2_4_per_Cn4,Motif_induced_g_3_4,Motif_induced_g_3_4_per_Cn4,Motif_induced_g_4_4,Motif_induced_g_4_4_per_Cn4,Motif_induced_g_5_4,Motif_induced_g_5_4_per_Cn4,Motif_induced_g_6_4,Motif_induced_g_6_4_per_Cn4,sample_index
0.0,0.0,-0.5670639,-0.08122162,0.19242807,0.0,0.03896884,0.06710598,0.09917461,0.0,0.0,0.8152592,0.030027261,0.0,0.025216067,0.016217541,0.0,0.0,-0.4965028,-0.18054293,-0.04243559,0.00015557611,0.0,0.02842768,0.0058130966,0.06427852,0.019787587,0.0,0.0,0.0,0.0,0.0,0.0,0.05706682,-0.0036174203,-0.003287279,-8.486459e-05,0.0,0.0,0.021142695,0.013701892,0.046531692,-0.00084672146,0.0,0.0,-0.07952599,-0.007820495,0.006672605,0.018966246,-0.18416837,-0.016839717,0.06202101,0.046107456,-0.02605236,0.016205445,0.015103076,0.0035240003,-0.0015693371,0.016877912,-0.11100817,-0.033709943,-0.010133268,0.3057322,0.0539613,0.35081032,0.07099616,0.5191631,0.12143762,1.1858138,0.3773292,-0.016482905,-0.00083508895,0.0,0.0,0
0.0,0.0,0.15751193,-0.010380791,0.17911813,0.0,-0.093115546,0.039983857,-0.0034397377,0.0,0.0,0.14494437,-0.00070583937,0.0,0.034906484,0.016760336,0.0,0.0,-0.031328447,-0.02002899,-0.01312602,0.00032421935,0.0,0.0023430851,-0.0051863734,-0.010850961,0.0016468491,0.0,0.0,0.0,0.0,0.0,0.0,0.045506854,-0.036347423,-0.0022850276,-8.486459e-05,0.0,0.0,0.04602735,0.013224126,-0.0007471931,-0.0011011669,0.0,0.0,-0.16192433,-0.020701965,-0.0065275775,0.0027630636,-0.1252795,-0.008975199,-0.3070918,-0.09348359,0.004448564,0.020494083,0.021125246,0.006298081,0.01439753,0.00847671,-0.057636023,-0.025039263,0.060015436,0.42089427,0.10988539,0.45451984,0.080049634,0.52622914,0.12831348,0.05108517,0.034986664,-0.04880835,-0.0014613228,0.0,0.0,1
0.0,0.0,0.010167654,-0.03205535,0.15863799,0.0,0.0095155295,0.07094863,0.027354632,0.0,0.0,0.6348641,0.0014343978,0.0,0.032768294,0.028380072,0.0,0.0,-0.07060778,-0.04393075,-0.012856173,0.0005289207,0.0,-0.007893893,-0.0033212854,0.032446034,0.0065218527,0.0,0.0,0.0,0.0,0.0,0.0,0.05807434,-0.0045832586,-0.0014996417,-8.486459e-05,0.0,0.0,0.029203227,0.012540811,-0.05094613,-0.0020798165,0.0,0.0,0.17911725,0.051548406,0.008001908,0.0074271574,0.0809682,0.00023690537,0.011998776,0.012139902,-0.020282477,-0.002492507,0.027736304,0.015888825,0.12869884,0.00072431646,-0.16732977,-0.08164008,0.09088555,0.39154452,0.07266238,0.42423165,0.06388859,0.4500687,0.08330208,0.67174625,0.17668155,-0.022108665,-0.00026734357,0.0,0.0,2
0.0,0.0,-0.31044075,-0.055367872,0.22195849,0.0,0.011356952,0.06662492,0.09680763,0.0,0.0,0.82164156,0.029561458,0.0,0.050326478,0.013959004,0.0,0.0,-0.49165443,-0.23826551,-0.042240586,0.000288105,0.0,-0.03964955,-0.0072929394,0.0014282777,0.000110121764,0.0,0.0,0.0,0.0,0.0,0.0,0.06415742,0.0016498195,-0.0031507616,-8.486459e-05,0.0,0.0,0.020554239,0.012514334,0.06372029,0.0228747,0.0,0.0,0.018011816,-0.0038456824,-0.014157174,-0.02889753,-0.0010799322,-0.010889748,0.016621364,-0.0274847,0.038054034,0.01928921,0.021694766,0.02107385,0.0015396087,-0.008147634,-0.11463023,-0.0074348287,-0.08489292,0.24162388,0.059222907,0.1708697,0.0050905608,0.09426002,0.038917415,2.6298823,0.68270034,-0.021510022,-0.00095930183,0.0,0.0,3
0.0,0.0,0.26703358,-0.010952558,0.19861418,0.0,-0.017934786,0.067022085,-0.005729826,0.0,0.0,0.21855421,-0.00047799767,0.0,0.03681107,0.036107913,0.0,0.0,-0.107721165,-0.05368205,-0.016606947,0.0015035013,0.0,-0.037449844,-0.007748512,0.032264132,0.0031730398,0.0,0.0,0.0,0.0,0.0,0.0,0.0047355737,-0.01915569,-0.001989122,-4.967251e-05,0.0,0.0,-0.16093212,-0.08820861,0.004829816,0.011266603,0.0,0.0,0.2692393,0.0553207,0.010780926,-0.00336569,0.12867399,0.03282029,0.03715942,0.017376468,-0.03436363,0.0054473826,0.031774506,0.010684361,-0.019507565,-0.0013595961,-0.066954546,-0.032192864,-0.12805651,0.41935146,0.13196914,0.20478687,0.029976636,0.30690932,0.074459374,0.7398409,0.27947792,-0.026953299,-0.00027275225,0.0,0.0,4
0.0,0.0,-0.17377175,-0.029512484,-0.125629,0.0,-0.3108562,0.10260001,-0.0011718016,0.0,0.0,0.18506594,-0.0006929795,0.0,-0.10756518,-0.047215357,0.0,0.0,-0.16478801,-0.04937619,-0.028104402,0.0005632536,0.0,0.017069016,0.012879992,-0.04581603,-0.008413436,0.0,0.0,0.0,0.0,0.0,0.0,0.033789404,0.029004812,-0.0027146367,-8.486459e-05,0.0,0.0,0.037921168,0.0092375,0.032407183,0.007050057,0.0,0.0,0.28877068,0.037119552,-0.0070108883,0.003395852,-0.00060083385,-0.047083616,-0.11827826,0.013569687,-0.06924952,0.0068809846,0.038368937,0.026735894,-0.028684692,0.0020196454,0.057042364,0.00928721,-0.0041243727,-0.11403764,-0.051611565,0.11308751,0.002147911,0.3340865,0.11473393,-0.16622709,-0.03789348,-0.049982134,-3.53547e-05,0.0,0.0,5
0.0,0.0,-0.1193707,-0.04721291,0.22613542,0.0,-0.027116412,0.04100925,-0.0028028002,0.0,0.0,0.12202704,-0.00085125724,0.0,0.0129265,-0.0053789476,0.0,0.0,0.027553476,0.023289943,-0.0005050767,0.00030292268,0.0,0.011124468,0.0053749233,-0.065072834,-0.0066566514,0.0,0.0,0.0,0.0,0.0,0.0,-0.097218305,-0.0667401,-0.0023967617,-8.486459e-05,0.0,0.0,0.004247107,0.0031966965,0.028716266,0.008844212,0.0,0.0,-0.20948803,-0.038814433,-0.0054685907,-0.010131534,-0.090525374,0.0023555118,-0.3320203,-0.12580718,-0.06913905,-0.0072869975,0.04739163,0.009098863,-0.12690139,-0.028883567,-0.35452405,-0.07887434,-0.077176936,0.19983375,0.041166805,0.14301945,0.019913724,0.2480805,0.07049401,-0.21808912,-0.04015138,0.0025473225,0.00014562558,0.0,0.0,6
0.0,0.0,0.0910764,0.02629286,0.088976525,0.0,0.045709047,0.13811672,0.006490845,0.0,0.0,0.09946081,0.0005413515,0.0,-0.04342539,0.011124984,0.0,0.0,0.36642343,0.03429765,0.031362355,0.00047970738,0.0,0.04160601,-0.0008968587,0.021330258,0.00666574,0.0,0.0,0.0,0.0,0.0,0.0,0.05914355,0.022192944,-0.0009284769,-4.975028e-05,0.0,0.0,0.060727388,0.017152958,0.015024766,-0.011689794,0.0,0.0,0.076303795,0.007377269,-0.0017732193,0.0150343515,-0.032998998,0.011553476,0.13923985,0.01956069,-0.067298725,-0.0008847947,0.12023637,0.011862309,0.04789933,0.011812546,-0.09334224,-0.029284792,0.071857624,0.02720566,-0.014916128,0.05897833,0.043358684,0.042517144,0.060218763,-0.18979773,-0.043219864,0.008259307,0.011245019,0.0,0.0,7
0.0,0.0,0.31063986,0.05874293,-0.3799184,0.0,0.031268775,0.14046648,0.006893166,0.0,0.0,0.09901915,0.00054568506,0.0,-0.083601534,-0.023509113,0.0,0.0,0.28483662,0.08978528,0.040354535,0.00038197413,0.0,-0.008673911,-0.002015151,0.033193327,0.0034121014,0.0,0.0,0.0,0.0,0.0,0.0,0.037693717,0.003072692,-0.00085753296,-2.6535354e-05,0.0,0.0,0.088540755,0.029593123,0.052565742,0.023854824,0.0,0.0,0.12701714,0.03274046,-0.0023193478,0.010949727,-0.011970771,0.051829975,0.028590715,0.010548971,0.057875916,0.013882585,0.13595867,0.004477051,-0.029331693,0.0050745895,0.08321321,0.017402131,0.117682,-0.4914926,-0.1049363,0.14551732,0.010985832,0.47949553,0.07454094,-0.6440581,-0.15372036,-0.00448491,0.007776068,0.0,0.0,8
0.0,0.0,0.30659226,0.092706196,-0.24050699,0.0,0.03409987,0.12205438,0.007425719,0.0,0.0,0.11775802,-0.0005496112,0.0,-0.07804854,-0.023172906,0.0,0.0,0.71290714,0.2466557,0.04459113,0.00038653356,0.0,-0.017507857,0.008089181,-0.010991256,0.0012959541,0.0,0.0,0.0,0.0,0.0,0.0,-0.08772286,-0.02924831,-0.00083565275,-3.4675122e-05,0.0,0.0,0.071573645,0.023415295,0.009366585,0.00967268,0.0,0.0,0.070085175,0.03721738,-0.000995666,0.010004452,0.17474303,0.0028189467,0.041820996,0.010690014,0.04409628,0.026279464,-0.042661145,0.020941455,-0.016450612,0.011735575,-0.038616817,-0.006582496,0.027688045,-0.2627297,-0.016496714,0.08929249,-0.0002506935,0.75710326,0.13880128,-0.40313363,-0.07135143,0.000470116,0.007341308,0.0,0.0,9
0.0,0.0,0.28294438,0.0035309768,0.24912809,0.0,-0.11210883,0.058512025,-0.008284337,0.0,0.0,0.21674938,-0.00046634226,0.0,0.059265845,0.031865746,0.0,0.0,-0.12055892,-0.05486274,-0.014315713,0.0015777881,0.0,-0.030601285,-0.0095536355,0.0289692,0.0029910926,0.0,0.0,0.0,0.0,0.0,0.0,0.051964976,-0.03495241,-0.0016600044,-8.486459e-05,0.0,0.0,0.06568209,0.030557737,-0.011989082,0.022454297,0.0,0.0,0.11321364,0.033913672,0.004972739,0.008637188,0.041797444,0.010573251,-0.20081902,-0.08034161,0.05994962,0.033268157,0.06615415,0.022530539,0.2064902,0.051705316,0.09441318,0.030966511,-0.14678109,0.34082666,0.04718873,0.19304997,0.04445962,0.13649468,0.05769917,0.8526725,0.2949129,-0.029070705,-0.001235423,0.0,0.0,10
0.0,0.0,-0.10653669,-0.034207877,0.25709617,0.0,-0.011105429,0.09989897,-0.0020085948,0.0,0.0,0.24641764,-0.000730091,0.0,0.0021706044,-0.0064370176,0.0,0.0,-0.112618074,0.013031609,0.0019042687,0.00022737446,0.0,0.04766532,0.0074947556,0.085081935,0.0259499,0.0,0.0,0.0,0.0,0.0,0.0,-0.06517284,-0.0146586485,-0.0014376394,-8.486459e-05,0.0,0.0,0.049697425,0.019827478,-0.077644326,0.0034910967,0.0,0.0,-0.19532177,-0.019110015,-0.004887216,-0.004710782,0.06133917,-0.040681653,0.17009205,0.043156322,-0.10615866,-0.07829034,0.08489352,0.04611567,0.18310933,0.028870448,0.13938183,0.042936392,0.0660596,0.27202368,0.043078598,0.15104468,0.025602926,0.3017547,0.087279126,-0.0212931,-0.028875047,0.0037611728,-0.000779215,0.0,0.0,11
0.0,0.0,0.08075688,0.036302608,-0.093102224,0.0,0.021988759,0.09924177,0.0033974263,0.0,0.0,0.10732903,-0.0005539448,0.0,-0.060523305,0.007798381,0.0,0.0,0.22451903,0.023342242,0.008685964,0.00041668056,0.0,-0.0313951,0.0005863181,-0.09870984,-0.029176023,0.0,0.0,0.0,0.0,0.0,0.0,0.009492304,0.010150891,-0.0014789981,-4.975028e-05,0.0,0.0,0.055158116,0.0086494,0.006581587,0.0057648052,0.0,0.0,-0.07473123,-0.0026461557,-0.019612735,0.017868573,-0.097881846,-0.039101783,0.12617905,0.021384485,-0.050697748,-0.019728053,0.00036639656,0.027736409,-0.006710738,-0.011739092,-0.19152915,-0.048695438,-0.14811936,0.00637546,-0.017866416,-0.015071572,-0.004083405,0.11440671,0.07992216,-0.20919155,-0.08230249,0.0054209637,0.0039391094,0.0,0.0,12
0.0,0.0,-0.2463732,-0.07345815,0.108006634,0.0,-0.4583571,-0.3034208,-0.0033240248,0.0,0.0,-0.657831,-0.00045496176,0.0,0.017676251,0.013058326,0.0,0.0,-0.29249758,-0.066139795,-0.021244248,0.0006030444,0.0,-0.016996771,-0.013665094,0.026186332,-0.025274452,0.0,0.0,0.0,0.0,0.0,0.0,-0.027736234,-0.031331845,-0.0025788369,-8.486459e-05,0.0,0.0,0.03408278,0.023240926,-0.034438606,-0.0061191134,0.0,0.0,0.1864157,0.04513134,-0.02661987,0.004454678,-0.00830438,-0.030235589,0.051920652,0.022419622,-0.03720621,-0.057369083,-0.007734689,-0.008590936,-0.038985405,-0.0073124245,0.20104074,0.036121514,0.01124445,0.0030687663,-0.008969072,-0.091440625,-0.016895441,-0.089175604,-0.011309437,-0.27894527,-0.080641024,-0.0656196,-0.0022153244,0.0,0.0,13
0.0,0.0,0.31268352,0.008696457,0.14379199,0.0,-0.05387354,0.0678041,-0.006781815,0.0,0.0,0.21500246,-0.0025774494,0.0,0.032669652,0.036807057,0.0,0.0,-0.18015717,-0.11261568,-0.02890645,0.0014892116,0.0,-0.019713644,-0.015600857,0.05619749,-0.012332446,0.0,0.0,0.0,0.0,0.0,0.0,-0.07561506,-0.035742722,-0.0023857288,-8.486459e-05,0.0,0.0,0.03519903,0.013999137,0.015893333,-0.005891916,0.0,0.0,0.2710304,0.014557191,0.010194361,0.011540607,0.05370449,0.011420142,-0.03309192,0.021875627,-0.020449385,0.012976901,-0.13804875,-0.06309295,0.14870343,0.056988474,-0.17959665,-0.063918814,-0.03174676,0.39734176,0.08418685,0.21128915,0.0045457273,0.27589336,0.07094643,1.2251632,0.47038954,-0.023068173,-0.0013888298,0.0,0.0,14
0.0,0.0,-0.10778594,-0.029785324,0.2269926,0.0,-0.016817933,0.028801827,-0.0040538297,0.0,0.0,0.16834867,-0.00071745506,0.0,0.025559328,0.024626186,0.0,0.0,-0.097350985,-0.013776221,-1.710048e-05,0.00037348946,0.0,0.038324658,0.012928219,-0.02171712,-0.0018741963,0.0,0.0,0.0,0.0,0.0,0.0,-0.15594514,-0.05453931,-0.0018644204,-8.486459e-05,0.0,0.0,0.048376944,0.015535196,0.044219445,0.0063680103,0.0,0.0,0.18165302,0.042387545,-0.00966332,0.0032070237,0.059241146,-0.022403196,-0.2996395,-0.109512724,0.09801736,0.057871744,0.09852493,0.040380925,0.0071039894,-0.011088701,0.17649075,0.045339346,0.11642818,0.28838357,0.08398471,0.14602822,0.032448184,0.22448538,0.0491927,-0.105956376,-0.048228115,0.0041661104,-0.0013919852,0.0,0.0,15
0.0,0.0,0.026299994,0.021987371,-0.22909516,0.0,0.01637225,0.06618413,0.0020556669,0.0,0.0,-0.015618977,-0.0006834134,0.0,-0.06618458,-0.0018600894,0.0,0.0,0.06235676,-0.014854036,-0.019791791,0.00032514133,0.0,-0.02997209,-0.0154495835,-0.027330436,-0.008346332,0.0,0.0,0.0,0.0,0.0,0.0,0.021406155,0.022339752,-0.0009982239,-3.4675122e-05,0.0,0.0,0.035139862,0.009318563,-0.006693601,-0.0048261443,0.0,0.0,-0.15089858,-0.035931252,-0.0044707763,0.00889498,-0.0043729586,0.04567849,-0.34199062,-0.07375198,-0.036955673,-0.0078208605,0.02239353,0.017200245,0.0055733696,0.009286539,-0.20989555,-0.05088135,0.0026058636,-0.054749817,-0.0065107024,0.0117354505,-0.038742863,0.1665993,0.06867059,-0.23101422,-0.04952096,0.0051679155,0.0009412224,0.0,0.0,16
0.0,0.0,-0.03830012,0.0178466,-0.1020314,0.0,-0.007851273,-0.19272044,0.002091838,0.0,0.0,-0.38250312,-0.0006934174,0.0,-0.07423456,-0.011122056,0.0,0.0,0.011539928,0.010968868,0.016320778,0.0002427806,0.0,-0.07230552,-0.0062563024,-0.053034328,-0.008094141,0.0,0.0,0.0,0.0,0.0,0.0,0.05259949,0.040773716,-0.0010232381,-4.975028e-05,0.0,0.0,0.03433004,0.0073820427,0.006713573,-0.009975146,0.0,0.0,0.0071075293,0.025224606,0.0029400748,0.016155869,-0.009918562,-0.009400034,-0.07277164,0.026921632,-0.14456512,-0.031208891,0.03798625,0.011801537,-0.023178428,-0.0069481675,-0.18505375,-0.054924913,-0.10504985,0.10353288,-0.0073634563,0.011125357,0.02138534,0.08648181,0.07668442,-0.48509613,-0.118659906,-0.003364891,-0.002073769,0.0,0.0,17
0.0,0.0,-0.1243114,-0.040914714,0.22846784,0.0,-0.0067598955,0.09070778,-0.0033338035,0.0,0.0,0.21453294,-0.0007239569,0.0,0.026229255,-0.006705377,0.0,0.0,-0.10254674,0.011824561,0.008141295,0.00032514133,0.0,-0.01785986,0.008429617,-0.03953918,-0.01092997,0.0,0.0,0.0,0.0,0.0,0.0,-0.05619689,-0.0058997576,-0.0012436227,-8.486459e-05,0.0,0.0,0.060434915,0.012434763,0.025904331,0.020632498,0.0,0.0,-0.12023129,-0.02011159,-0.00661781,0.008242034,-0.05783134,-0.032289732,0.16720143,0.07684243,0.08054763,0.052373506,-0.13409288,-0.09540472,0.17074773,0.02882201,0.14204855,0.024223037,0.07498998,0.14409809,0.04494076,-0.011354621,0.010660107,0.33860704,0.052185126,-0.10512353,-0.043578107,0.0041461643,-0.0012943794,0.0,0.0,18
0.0,0.0,0.06714343,0.020334663,-0.1176876,0.0,-0.054438874,0.11865034,0.0045027547,0.0,0.0,0.062242102,0.0005413515,0.0,-0.101783805,-0.03922335,0.0,0.0,0.50446486,0.2677401,0.04858972,0.00037291378,0.0,0.053454693,0.004097524,0.01425615,0.0034263136,0.0,0.0,0.0,0.0,0.0,0.0,0.044182204,0.032225933,-0.0010771395,-4.975028e-05,0.0,0.0,0.081943616,0.02458172,0.049164224,0.009334725,0.0,0.0,-0.06097957,0.0031698397,0.010172953,0.011752376,-0.009979076,0.049998544,0.11135169,0.038967445,-0.034297705,-0.0043839687,0.09728403,0.006129709,0.03671188,-0.021694891,0.09059204,0.022376187,-0.01735242,0.052945826,0.0032384456,0.10966803,0.013601199,0.71059954,0.15127055,-0.27985987,-0.05576127,-0.0011001469,-0.012770659,0.0,0.0,19
