decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,72,0,0.0057330295,0.0251618,0.015334702,72,0.0,0.0,0.0
2,72,1,0.02548744,0.053431332,0.037559785,71,0.013888888888888888,0.0013717421124828531,0.0013717421124828531
3,71,5,0.054303825,0.09660483,0.07539131,66,0.07042253521126761,0.006858710562414266,0.008230452674897118
4,72,16,0.09709602,0.1605219,0.12808949,56,0.2222222222222222,0.02194787379972565,0.03017832647462277
5,71,20,0.16061331,0.2388969,0.20105588,51,0.28169014084507044,0.027434842249657063,0.05761316872427984
6,72,32,0.24083117,0.30250016,0.2719036,40,0.4444444444444444,0.0438957475994513,0.10150891632373113
7,72,30,0.30384663,0.36327863,0.33471408,42,0.4166666666666667,0.0411522633744856,0.14266117969821673
8,71,34,0.36593592,0.42001873,0.39291477,37,0.4788732394366197,0.04663923182441701,0.18930041152263374
9,72,33,0.42069036,0.48661962,0.45635572,39,0.4583333333333333,0.04526748971193416,0.2345679012345679
10,71,47,0.48679376,0.5440391,0.51815766,24,0.6619718309859155,0.0644718792866941,0.299039780521262
11,72,41,0.54465574,0.59413934,0.5665124,31,0.5694444444444444,0.056241426611796985,0.355281207133059
12,72,37,0.5942501,0.64224714,0.6181719,35,0.5138888888888888,0.05075445816186557,0.4060356652949246
13,71,38,0.64229554,0.68622845,0.66505617,33,0.5352112676056338,0.05212620027434842,0.458161865569273
14,72,43,0.68790007,0.7454828,0.71557266,29,0.5972222222222222,0.05898491083676269,0.5171467764060357
15,71,48,0.7458619,0.7954632,0.7707568,23,0.676056338028169,0.06584362139917696,0.5829903978052127
16,72,54,0.7974861,0.84247875,0.81996506,18,0.75,0.07407407407407407,0.6570644718792867
17,72,55,0.84348965,0.87881845,0.86161995,17,0.7638888888888888,0.07544581618655692,0.7325102880658436
18,71,56,0.8788704,0.9221034,0.90129983,15,0.7887323943661971,0.07681755829903979,0.8093278463648834
19,72,68,0.92222345,0.96799177,0.9467716,4,0.9444444444444444,0.09327846364883402,0.9026063100137174
20,71,71,0.9680769,0.9927368,0.9793515,0,1.0,0.09739368998628258,1.0
