n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_auc,std_auc,timestamp
807,6,0.23611039007910314,0.8387400631785948,0.7783331011414365,0.9997491581800291,4.592488919658672,0.7970359620747565,0.03070930376728679,1761841754.273715
367,5,0.19875765715516736,0.6225646316108401,0.88879950890673,9.385527090157504,0.007787658410143285,0.7991713939216427,0.03135555679310741,1761841755.013233
993,13,0.18737941654160148,0.6028265220878869,0.6092249700165663,5.247746602583892,3.998609717152556,0.7988383898569931,0.036382469952566054,1761841758.093374
94,20,0.07750368872478823,0.6362425738131283,0.847354403733235,3.8246199126716283,9.832308858067885,0.7947120837299633,0.031100142623293702,1761841758.698924
493,18,0.20728918619045614,0.7801997007878172,0.6053059844639466,9.42201755684853,5.632882178455394,0.7939465555767731,0.028338022491666847,1761841760.218851
416,3,0.07695920943042321,0.6964101864104046,0.8733054075301834,6.09996657782621,8.331949117361646,0.7995001864101051,0.03230295908648417,1761841760.937494
215,10,0.06284846545853807,0.9021445641270611,0.7700623497964979,2.079416628681889,5.677003278199916,0.8076199521507513,0.033051729021758305,1761841762.0409422
80,17,0.14042869867723207,0.7580600944007259,0.9706635463175177,7.27271995856421,3.2654076880583545,0.7922275768265677,0.02481190702572787,1761841762.541466
592,12,0.2887398870613113,0.9378135394712607,0.8989280440549523,5.3969213238907985,5.8675116566384835,0.7933774256644839,0.03394625606637541,1761841764.002605
967,13,0.09003976278653758,0.718509402281633,0.666106775625201,0.15636406741193934,4.234014807063698,0.8051262396032696,0.036318470962079595,1761841768.189327
344,10,0.011788636079985641,0.9448597309659915,0.6089423837380593,8.180095152105276,5.447038665273432,0.7900858371871647,0.02905713261849124,1761841769.9643478
736,5,0.027434320610684043,0.7740416866868308,0.6101750224500846,0.10783496045344788,3.5260742250867922,0.8109974496034656,0.03336054414436687,1761841771.989826
330,3,0.09593930105079963,0.9072564671303368,0.6533470656670639,0.11140524945743803,3.23623311235028,0.8133726062812787,0.027977321297963077,1761841772.639508
366,20,0.01546164477552107,0.9964858668051605,0.7179925911702094,0.06527924722364965,0.8580093542467427,0.8059336514030532,0.0352725138144585,1761841775.973513
336,4,0.034708662170081526,0.9907289957399876,0.8957033243366128,0.2011338977384647,0.8699801300927436,0.8108185987990307,0.027119047143405735,1761841776.835648
772,4,0.29265340307504795,0.6111624538173909,0.8403303131757179,0.07839434721226947,1.183128635893417,0.7866517275359073,0.02879141629966938,1761841778.595524
965,3,0.27222463062219937,0.9881420835429132,0.6525168085056701,9.472423502792914,1.8374386301287506,0.7984847993207876,0.028352207583205363,1761841779.4395678
534,20,0.2238647991703914,0.6850910908104859,0.9498058387727599,0.32815784014377464,9.020937999472343,0.8000286100027807,0.028499852396162005,1761841781.818909
958,3,0.15184949116811752,0.8893294064387447,0.8548125208992375,2.7980637406600755,4.219692128072929,0.8012022231379209,0.032167080990741975,1761841783.54721
58,6,0.1466421839345862,0.8740902294202082,0.8416056143137187,0.03290615263010999,4.37038063218921,0.8058362730613708,0.03268089147783737,1761841783.975421
