decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,9,1,0.2992807,0.35928595,0.334669,8,0.1111111111111111,0.009345794392523364,0.009345794392523364
2,8,2,0.36610425,0.40086138,0.3827785,6,0.25,0.018691588785046728,0.02803738317757009
3,8,4,0.40362826,0.43658987,0.42355722,4,0.5,0.037383177570093455,0.06542056074766354
4,8,5,0.44145003,0.4768751,0.4568853,3,0.625,0.04672897196261682,0.11214953271028036
5,8,2,0.47842848,0.52068204,0.49658817,6,0.25,0.018691588785046728,0.1308411214953271
6,9,6,0.5329303,0.56493497,0.5459046,3,0.6666666666666666,0.056074766355140186,0.18691588785046728
7,8,4,0.56607944,0.5970938,0.57974905,4,0.5,0.037383177570093455,0.22429906542056074
8,8,3,0.6092638,0.6471196,0.6352728,5,0.375,0.028037383177570093,0.2523364485981308
9,8,7,0.6727085,0.71011716,0.69254833,1,0.875,0.06542056074766354,0.3177570093457944
10,8,7,0.7134676,0.7277597,0.72092324,1,0.875,0.06542056074766354,0.38317757009345793
11,9,7,0.73028296,0.7467424,0.7393701,2,0.7777777777777778,0.06542056074766354,0.4485981308411215
12,8,6,0.74769866,0.7645465,0.75770724,2,0.75,0.056074766355140186,0.5046728971962616
13,8,5,0.76638526,0.7816616,0.7755099,3,0.625,0.04672897196261682,0.5514018691588785
14,8,5,0.78320414,0.7920391,0.78867495,3,0.625,0.04672897196261682,0.5981308411214953
15,8,4,0.79339004,0.80138606,0.7981337,4,0.5,0.037383177570093455,0.6355140186915887
16,9,8,0.8057969,0.81359977,0.80943394,1,0.8888888888888888,0.07476635514018691,0.7102803738317757
17,8,8,0.81370145,0.8215406,0.8180251,0,1.0,0.07476635514018691,0.7850467289719626
18,8,8,0.8229576,0.83125633,0.8266208,0,1.0,0.07476635514018691,0.8598130841121495
19,8,8,0.83203745,0.8429207,0.8380256,0,1.0,0.07476635514018691,0.9345794392523364
20,8,7,0.8431711,0.86878324,0.85212,1,0.875,0.06542056074766354,1.0
