feature,importance,mean_signed_shap
Motif_induced5_g_15_5,0.2860759,0.04278536
Motif_induced_connected_per_4set,0.06382007,-0.00028690672
Motif_induced5_g_5_5,0.062401995,0.0015410519
Motif_induced5_g_4_5,0.05569097,0.0008394804
Motif_induced_connected_per_5set,0.022179086,0.0020643594
Motif_induced_g_4_4,0.008521115,-8.4870466e-05
Motif_induced_g_1_4,0.0070972885,0.00053195196
Motif_induced_g_3_4,0.006197775,-0.00026711836
Motif_induced5_g_6_5,0.0042877938,-0.00019635382
Motif_induced5_g_5_5_per_Cn5,0.003734799,-9.506532e-06
Motif_induced5_g_10_5,0.0027830773,0.0002720168
Motif_induced5_g_9_5,0.002603159,0.0004099678
Motif_induced5_g_4_5_per_Cn5,0.0,0.0
Motif_induced5_g_3_5_per_Cn5,0.0,0.0
Motif_4_cliques,0.0,0.0
Motif_induced5_g_3_5,0.0,0.0
Motif_induced5_g_2_5,0.0,0.0
Motif_induced5_g_20_5_per_Cn5,0.0,0.0
Motif_induced5_g_20_5,0.0,0.0
Motif_induced5_g_1_5_per_Cn5,0.0,0.0
Motif_induced5_g_1_5,0.0,0.0
Motif_induced5_g_2_5_per_Cn5,0.0,0.0
Motif_induced5_g_7_5_per_Cn5,0.0,0.0
Motif_induced5_g_6_5_per_Cn5,0.0,0.0
Motif_induced5_g_7_5,0.0,0.0
Motif_induced5_g_18_5,0.0,0.0
Motif_induced5_g_8_5,0.0,0.0
Motif_induced5_g_8_5_per_Cn5,0.0,0.0
Motif_induced5_g_9_5_per_Cn5,0.0,0.0
Motif_induced_g_1_4_per_Cn4,0.0,0.0
Motif_induced_g_2_4,0.0,0.0
Motif_induced_g_2_4_per_Cn4,0.0,0.0
Motif_induced_g_3_4_per_Cn4,0.0,0.0
Motif_induced_g_4_4_per_Cn4,0.0,0.0
Motif_induced_g_5_4,0.0,0.0
Motif_induced_g_5_4_per_Cn4,0.0,0.0
Motif_induced_g_6_4,0.0,0.0
Motif_induced5_g_18_5_per_Cn5,0.0,0.0
Motif_induced5_g_17_5,0.0,0.0
Motif_induced5_g_17_5_per_Cn5,0.0,0.0
Motif_triangle_edge_incidence_q90,0.0,0.0
Motif_5_cliques,0.0,0.0
Motif_wedges_per_max,0.0,0.0
Motif_wedges,0.0,0.0
Motif_triangles_per_Cn3,0.0,0.0
Motif_triangles,0.0,0.0
Motif_triangle_edge_incidence_std,0.0,0.0
Motif_triangle_edge_incidence_median,0.0,0.0
Motif_5_cycles,0.0,0.0
Motif_triangle_edge_incidence_mean,0.0,0.0
Motif_triangle_edge_frac_zero,0.0,0.0
Motif_triangle_edge_frac_ge2,0.0,0.0
Motif_square_clustering_proxy,0.0,0.0
Motif_4_cycles_per_Cn4,0.0,0.0
Motif_4_cycles,0.0,0.0
Motif_5_cliques_per_Cn5,0.0,0.0
Motif_5_cycles_per_Cn5,0.0,0.0
Motif_4_cliques_per_Cn4,0.0,0.0
Motif_induced5_g_13_5,0.0,0.0
Motif_induced5_g_16_5_per_Cn5,0.0,0.0
Motif_induced5_g_16_5,0.0,0.0
Motif_induced5_g_15_5_per_Cn5,0.0,0.0
Motif_induced5_g_14_5_per_Cn5,0.0,0.0
Motif_induced5_g_14_5,0.0,0.0
Motif_induced5_g_13_5_per_Cn5,0.0,0.0
Motif_induced5_g_12_5_per_Cn5,0.0,0.0
Motif_5_cycles_per_Kn,0.0,0.0
Motif_induced5_g_12_5,0.0,0.0
Motif_induced5_g_11_5_per_Cn5,0.0,0.0
Motif_induced5_g_11_5,0.0,0.0
Motif_induced5_g_10_5_per_Cn5,0.0,0.0
Motif_induced5_g_0_5_per_Cn5,0.0,0.0
Motif_induced5_g_0_5,0.0,0.0
Motif_induced_g_6_4_per_Cn4,0.0,0.0
