decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,2,1,0.65629303,0.6654619,0.66087747,1,0.5,0.041666666666666664,0.041666666666666664
2,2,2,0.7150995,0.71640295,0.71575123,0,1.0,0.08333333333333333,0.125
3,1,1,0.7231792,0.7231792,0.7231792,0,1.0,0.041666666666666664,0.16666666666666666
4,2,1,0.7235453,0.7260814,0.72481334,1,0.5,0.041666666666666664,0.20833333333333331
5,1,0,0.7347174,0.7347174,0.7347174,1,0.0,0.0,0.20833333333333331
6,1,1,0.73901135,0.73901135,0.73901135,0,1.0,0.041666666666666664,0.24999999999999997
7,2,1,0.7474074,0.7474074,0.7474074,1,0.5,0.041666666666666664,0.29166666666666663
8,2,2,0.75190955,0.7527605,0.7523351,0,1.0,0.08333333333333333,0.37499999999999994
9,1,1,0.7595313,0.7595313,0.7595313,0,1.0,0.041666666666666664,0.41666666666666663
10,2,1,0.7765478,0.7930894,0.7848186,1,0.5,0.041666666666666664,0.4583333333333333
11,2,2,0.80745596,0.8195474,0.8135017,0,1.0,0.08333333333333333,0.5416666666666666
12,1,1,0.822034,0.822034,0.822034,0,1.0,0.041666666666666664,0.5833333333333333
13,2,2,0.82316285,0.8241517,0.8236573,0,1.0,0.08333333333333333,0.6666666666666666
14,1,1,0.8254734,0.8254734,0.8254734,0,1.0,0.041666666666666664,0.7083333333333333
15,2,2,0.8324892,0.83307874,0.83278394,0,1.0,0.08333333333333333,0.7916666666666666
16,1,0,0.8497755,0.8497755,0.8497755,1,0.0,0.0,0.7916666666666666
17,2,2,0.8513125,0.85247064,0.8518916,0,1.0,0.08333333333333333,0.875
18,1,1,0.85577726,0.85577726,0.85577726,0,1.0,0.041666666666666664,0.9166666666666666
19,2,1,0.857152,0.8622657,0.85970885,1,0.5,0.041666666666666664,0.9583333333333333
20,1,1,0.86352783,0.86352783,0.86352783,0,1.0,0.041666666666666664,0.9999999999999999
