Motif_4_cliques,Motif_4_cliques_per_Cn4,Motif_4_cycles,Motif_4_cycles_per_Cn4,Motif_induced_connected_per_4set,Motif_square_clustering_proxy,Motif_triangle_edge_frac_ge2,Motif_triangle_edge_frac_zero,Motif_triangle_edge_incidence_mean,Motif_triangle_edge_incidence_median,Motif_triangle_edge_incidence_q90,Motif_triangle_edge_incidence_std,Motif_triangles,Motif_triangles_per_Cn3,Motif_wedges,Motif_wedges_per_max,Motif_5_cliques,Motif_5_cliques_per_Cn5,Motif_5_cycles,Motif_5_cycles_per_Cn5,Motif_5_cycles_per_Kn,Motif_induced5_g_0_5,Motif_induced5_g_0_5_per_Cn5,Motif_induced5_g_10_5,Motif_induced5_g_10_5_per_Cn5,Motif_induced5_g_11_5,Motif_induced5_g_11_5_per_Cn5,Motif_induced5_g_12_5,Motif_induced5_g_12_5_per_Cn5,Motif_induced5_g_13_5,Motif_induced5_g_13_5_per_Cn5,Motif_induced5_g_14_5,Motif_induced5_g_14_5_per_Cn5,Motif_induced5_g_15_5,Motif_induced5_g_15_5_per_Cn5,Motif_induced5_g_16_5,Motif_induced5_g_16_5_per_Cn5,Motif_induced5_g_17_5,Motif_induced5_g_17_5_per_Cn5,Motif_induced5_g_18_5,Motif_induced5_g_18_5_per_Cn5,Motif_induced5_g_1_5,Motif_induced5_g_1_5_per_Cn5,Motif_induced5_g_20_5,Motif_induced5_g_20_5_per_Cn5,Motif_induced5_g_2_5,Motif_induced5_g_2_5_per_Cn5,Motif_induced5_g_3_5,Motif_induced5_g_3_5_per_Cn5,Motif_induced5_g_4_5,Motif_induced5_g_4_5_per_Cn5,Motif_induced5_g_5_5,Motif_induced5_g_5_5_per_Cn5,Motif_induced5_g_6_5,Motif_induced5_g_6_5_per_Cn5,Motif_induced5_g_7_5,Motif_induced5_g_7_5_per_Cn5,Motif_induced5_g_8_5,Motif_induced5_g_8_5_per_Cn5,Motif_induced5_g_9_5,Motif_induced5_g_9_5_per_Cn5,Motif_induced_connected_per_5set,Motif_induced_g_1_4,Motif_induced_g_1_4_per_Cn4,Motif_induced_g_2_4,Motif_induced_g_2_4_per_Cn4,Motif_induced_g_3_4,Motif_induced_g_3_4_per_Cn4,Motif_induced_g_4_4,Motif_induced_g_4_4_per_Cn4,Motif_induced_g_5_4,Motif_induced_g_5_4_per_Cn4,Motif_induced_g_6_4,Motif_induced_g_6_4_per_Cn4,sample_index
0.0,0.0,0.0,0.0,0.07649738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024171392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21577914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055826344,0.0,-0.033576537,-0.004724221,-0.001995081,0.0,0.0,0.0,0.0,0.0,-0.0048563527,0.0,0.010439353,-0.012970855,0.0,0.0,0.0,0.004009046,0.0,0.01256577,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.07259637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024171392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21577914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055826344,0.0,-0.11038744,-0.004724221,-0.001995081,0.0,0.0,0.0,0.0,0.0,-0.0048563527,0.0,0.009030489,-0.012970855,0.0,0.0,0.0,0.0025047045,0.0,0.01256577,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.068431884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024171392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21577914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055826344,0.0,-0.033576537,-0.004724221,-0.001995081,0.0,0.0,0.0,0.0,0.0,-0.0048563527,0.0,0.010439353,-0.012970855,0.0,0.0,0.0,0.004009046,0.0,0.01256577,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.07666062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005237135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22885495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055826344,0.0,0.059969146,0.0039244937,-0.001995081,0.0,0.0,0.0,0.0,0.0,-0.0048563527,0.0,0.014496188,0.007439118,0.0,0.0,0.0,-0.005905741,0.0,0.008491619,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,-0.09801754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024171392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20003112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075427026,0.0,0.058843415,0.0016809065,0.0062870043,0.0,0.0,0.0,0.0,0.0,0.002357583,0.0,-0.051014543,0.007439118,0.0,0.0,0.0,0.0064914427,0.0,-0.00928948,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.002193499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005237135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22489537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055826344,0.0,0.06872569,0.0039244937,0.0062870043,0.0,0.0,0.0,0.0,0.0,0.002357583,0.0,0.02101203,0.00072838296,0.0,0.0,0.0,0.0064914427,0.0,-0.0020244056,0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.078315586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005237135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21030264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075427026,0.0,0.058822658,0.0039244937,-0.001995081,0.0,0.0,0.0,0.0,0.0,0.002357583,0.0,0.013434035,0.007439118,0.0,0.0,0.0,-0.005905741,0.0,0.008491619,0.0,0.0,0.0,0.0,0.0,6
0.0,0.0,0.0,0.0,-0.010841245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005237135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1921108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075427026,0.0,-0.117520586,-0.004724221,-0.0055059437,0.0,0.0,0.0,0.0,0.0,0.002357583,0.0,0.009030489,-0.012970855,0.0,0.0,0.0,0.004987101,0.0,-0.00487364,0.0,0.0,0.0,0.0,0.0,7
0.0,0.0,0.0,0.0,0.08029307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024171392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21720153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055826344,0.0,-0.03467822,-0.004724221,-0.001995081,0.0,0.0,0.0,0.0,0.0,0.002357583,0.0,0.010439353,-0.012970855,0.0,0.0,0.0,-0.005905741,0.0,0.01256577,0.0,0.0,0.0,0.0,0.0,8
0.0,0.0,0.0,0.0,0.072864935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024171392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2074735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075427026,0.0,0.06107083,0.0039244937,-0.001995081,0.0,0.0,0.0,0.0,0.0,0.002357583,0.0,0.014496188,-0.012970855,0.0,0.0,0.0,0.004009046,0.0,0.008491619,0.0,0.0,0.0,0.0,0.0,9
