feature,importance,mean_signed_shap
Spectral_algebraic_connectivity_over_avgdeg,1.4752496,-0.8271663
Spectral_adjacency_moment_4,0.65570575,-0.30347177
Spectral_adjacency_estrada_index,0.5164227,0.32726666
Spectral_laplacian_heat_trace_t1.0,0.39828143,-0.07485501
Spectral_adjacency_moment_3,0.3829306,-0.13529794
Spectral_algebraic_connectivity,0.34213826,-0.058073744
Spectral_spectral_gap_rel,0.3291258,-0.16468121
Spectral_lap_eig_6,0.30406472,-0.07815117
Spectral_lap_eig_7,0.3006874,-0.079878636
Spectral_lap_eig_8,0.29862773,-0.07444354
Spectral_kirchhoff_index,0.27508914,-0.057779774
Spectral_laplacian_heat_trace_t2.0,0.26362923,-0.07940246
Spectral_adjacency_energy,0.260318,0.065103844
Spectral_lap_eig_2,0.23879229,-0.09085314
Spectral_lap_eig_9,0.23555012,-0.03960033
Spectral_lap_eig_4,0.23522766,-0.037570085
Spectral_lap_eig_5,0.21803242,0.0043658954
Spectral_lap_eig_3,0.20708784,-0.044451986
Spectral_laplacian_heat_trace_t5.0,0.20261961,-0.09769914
Spectral_laplacian_skew,0.19953564,0.00037865297
Spectral_lap_eig_0,0.14107412,-0.02363886
Spectral_laplacian_heat_trace_t0.5,0.13333781,-0.068120934
Spectral_laplacian_heat_trace_t0.1,0.105531625,-0.01241979
Spectral_laplacian_heat_trace_t1.0_per_node,0.10375267,-0.054179143
Spectral_laplacian_std,0.07981119,0.015011304
Spectral_laplacian_heat_trace_t5.0_per_node,0.05765236,-0.016806325
Spectral_lap_eig_1,0.0476949,-0.019467333
Spectral_laplacian_heat_trace_t0.1_per_node,0.027039869,0.003271881
Spectral_laplacian_mean,0.012232651,0.004082856
Spectral_spectral_gap,0.0047290786,-0.0012489792
Spectral_adjacency_moment_2,0.0008648343,0.0007489201
