decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,7663,0,6.6027336e-11,3.992704e-06,1.3910202e-06,7663,0.0,0.0,0.0
2,7663,0,3.994943e-06,2.1546215e-05,1.07603855e-05,7663,0.0,0.0,0.0
3,7662,1,2.1546646e-05,0.000121894605,5.7267283e-05,7661,0.00013051422605063953,1.950724694223904e-05,1.950724694223904e-05
4,7663,18,0.0001219253,0.0007005899,0.00033513902,7645,0.002348949497585802,0.00035113044496030277,0.0003706376919025418
5,7662,73,0.00070074684,0.0029610053,0.001618218,7589,0.009527538501696685,0.00142402902678345,0.001794666718685992
6,7663,262,0.002961402,0.009193985,0.0056395177,7401,0.03419026490930445,0.005110898698866629,0.006905565417552621
7,7663,518,0.009196005,0.02246098,0.015194706,7145,0.06759754665274696,0.010104753916079824,0.017010319333632444
8,7662,880,0.022461157,0.044990275,0.032714304,6782,0.11485251892456277,0.017166377309170356,0.034176696642802804
9,7663,1328,0.04499686,0.08031236,0.061396588,6335,0.17330027404410805,0.025905623939293448,0.060082320582096255
10,7662,1740,0.08031729,0.13141574,0.104560606,5922,0.22709475332811277,0.03394260967949593,0.09402493026159219
11,7663,2243,0.13143268,0.19910005,0.16381328,5420,0.29270520683805296,0.04375475489144217,0.13777968515303435
12,7663,2692,0.19911265,0.2864499,0.24063314,4971,0.3512984470833877,0.0525135087685075,0.19029319392154184
13,7662,3276,0.2864547,0.39431193,0.33928788,4386,0.42756460454189504,0.0639057409827751,0.25419893490431694
14,7663,3664,0.39434707,0.5149575,0.4540807,3999,0.478141719953021,0.07147455279636385,0.3256734877006808
15,7662,4220,0.5149708,0.6458634,0.5807498,3442,0.5507700339336987,0.08232058209624876,0.40799406979692954
16,7663,4675,0.6458661,0.7690471,0.70836073,2988,0.6100743834007569,0.09119637945496752,0.49919044925189704
17,7663,5293,0.76909167,0.87604517,0.82359326,2370,0.6907216494845361,0.10325185806527125,0.6024423073171683
18,7662,5938,0.8760577,0.9557759,0.91906625,1724,0.7749934742886975,0.11583403234301543,0.7182763396601837
19,7663,6854,0.95580244,0.99558747,0.9796499,809,0.8944277698029492,0.13370267054210638,0.85197901020229
20,7662,7588,0.9955907,0.9999995,0.9990601,74,0.9903419472722527,0.14802098979770986,0.9999999999999999
