Spectral_algebraic_connectivity,Spectral_algebraic_connectivity_over_avgdeg,Spectral_lap_eig_0,Spectral_lap_eig_1,Spectral_lap_eig_2,Spectral_lap_eig_3,Spectral_lap_eig_4,Spectral_lap_eig_5,Spectral_lap_eig_6,Spectral_lap_eig_7,Spectral_lap_eig_8,Spectral_lap_eig_9,Spectral_laplacian_heat_trace_t0.1,Spectral_laplacian_heat_trace_t0.1_per_node,Spectral_laplacian_heat_trace_t1.0,Spectral_laplacian_heat_trace_t1.0_per_node,Spectral_laplacian_heat_trace_t5.0,Spectral_laplacian_heat_trace_t5.0_per_node,Spectral_laplacian_mean,Spectral_laplacian_skew,Spectral_laplacian_std,Spectral_spectral_gap,Spectral_spectral_gap_rel,Spectral_adjacency_energy,Spectral_adjacency_estrada_index,Spectral_adjacency_moment_2,Spectral_adjacency_moment_3,Spectral_adjacency_moment_4,Spectral_kirchhoff_index,Spectral_laplacian_heat_trace_t0.5,Spectral_laplacian_heat_trace_t2.0,count
0.3972545425960327,0.089702638650717,-8.627630546577377e-16,0.3972545425960327,2.499995630912285,3.518585535654177,4.000000000000002,4.17431139620455,4.421535290742815,4.641975028699007,5.166724321037142,5.86023983452462,9.219720840824886,0.658551488630349,1.852684218352216,0.1323345870251582,1.1372096321229628,0.0812292594373544,4.428571428571429,-0.6338434691396906,2.1946130708196026,0.3972545425960336,0.0897026386507172,22.64348456312381,156.96121388567445,4.428571428571429,8.14285714285714,55.0,71.20078441731474,3.010402130417313,1.460276920989063,16
0.3058391251766389,0.0713624625412157,1.5501034415980216e-16,0.3058391251766389,2.6843914536215427,3.3819660112501047,3.450119034721506,4.0,4.381966011250108,4.4419812672751,5.559408417021898,5.618033988749901,9.336993954212234,0.6669281395865881,1.9267925843753584,0.137628041741097,1.21671147543308,0.0869079625309342,4.285714285714287,-0.6922806769565734,2.118913853455904,0.3058391251766388,0.0713624625412157,23.198517826273267,140.11767522274113,4.285714285714285,7.285714285714286,49.42857142857141,82.63551911702163,3.1147599032400626,1.5499313038599722,12
0.437186994839881,0.0987196439961021,2.0482941301505344e-15,0.437186994839881,2.7940538849489056,3.428029955246437,3.662373699779788,4.246298535355327,4.413009694756234,4.5989679988893455,5.5869903052437655,5.766207278605871,9.213535058888244,0.658109647063446,1.8134558106732968,0.1295325579052355,1.1123735237465957,0.0794552516961853,4.428571428571429,-0.6873667713030672,2.161820850060221,0.4371869948398789,0.0987196439961017,23.56844579739156,151.35724987619176,4.428571428571428,7.714285714285704,52.99999999999994,67.68888103391164,2.976691873576935,1.423061049482492,10
0.3624501227452262,0.0818435761037607,5.552270649813272e-17,0.3624501227452262,2.2660703156428013,3.999999999999998,3.999999999999999,4.000000000000006,4.436169071522252,4.674236260860075,5.1641039946292455,5.192782586670076,9.225897466330927,0.6589926761664948,1.891238575289615,0.1350884696635439,1.1632982382476875,0.0830927313034062,4.428571428571429,-0.5844780502907336,2.226922466874271,0.3624501227452261,0.0818435761037607,21.663558570642618,162.5331638149314,4.428571428571427,8.571428571428559,56.999999999999936,74.92683946488319,3.04357149270348,1.4964328839884944,10
0.4749737185546302,0.1039005009338253,-2.526013577633546e-15,0.4749737185546302,3.0373760499635307,3.154187599006076,3.9999999999999982,4.335351140326091,4.609363728337626,5.081776386606981,5.301820277935715,5.598862974957047,9.10183734485339,0.6501312389180993,1.7728147874954003,0.1266296276782428,1.0930271106105118,0.0780733650436079,4.571428571428571,-0.576799445214711,2.258769757263128,0.4749737185546328,0.1039005009338259,22.805930041352845,173.68166135440816,4.571428571428569,8.571428571428568,60.57142857142852,64.13429667168843,2.894596992454446,1.3915715426764972,8
0.552477477984486,0.1208544483091063,-1.4635701737069846e-15,0.552477477984486,2.512228528429253,3.546141410800627,3.9999999999999982,4.2871002507582485,4.557834357247807,4.8234841417777465,5.2055765481389225,6.000000000000002,9.107320572602996,0.6505228980430712,1.748010847845695,0.1248579177032639,1.0631443747316165,0.0759388839094011,4.571428571428572,-0.5024243281759677,2.2901742202687725,0.5524774779844874,0.1208544483091066,23.001002906403368,172.96196643666914,4.571428571428571,8.571428571428564,59.7142857142857,60.555844504676,2.9019400011652,1.339373227445824,8
0.4006716691022326,0.0904742478617944,5.772436341241478e-16,0.4006716691022326,2.549882984469105,3.381966011250108,4.000000000000001,4.000000000000005,4.450748092262687,4.677284643101878,5.173600863568305,5.618033988749891,9.225221642209284,0.6589444030149488,1.8534340637863995,0.1323881474133142,1.1348844966702594,0.0810631783335899,4.42857142857143,-0.5456712420735975,2.226922466874271,0.400671669102232,0.0904742478617943,22.46151184267009,158.78661427184113,4.42857142857143,8.14285714285714,55.85714285714285,71.04014272970566,3.0230891218558824,1.4569244144221614,8
0.256715016313209,0.0599001704730821,2.4698809962477248e-15,0.256715016313209,2.418685929155192,3.4108876668494084,4.0,4.0,4.381966011250107,4.439591436870573,5.151725657894866,5.787732847602335,9.337680560954349,0.6669771829253106,1.971605102693312,0.1408289359066651,1.2770507091671208,0.0912179077976514,4.285714285714287,-0.7373294859484367,2.118913853455903,0.2567150163132065,0.0599001704730815,22.299857917759283,145.07425913613028,4.285714285714287,7.714285714285718,51.14285714285716,91.50394016965352,3.1368269710854224,1.6084772673267842,8
0.4724637098084143,0.1033514365205906,-2.2336225426478305e-16,0.4724637098084143,2.9743019305353213,3.5218416143694213,4.000000000000002,4.187324928974332,4.549927864356998,4.788319363136402,5.465202423569358,6.000000000000002,9.09629743749189,0.6497355312494207,1.7672730561375956,0.1262337897241139,1.0942019322674603,0.0781572808762471,4.571428571428574,-0.6573398126576008,2.2269224668742718,0.4724637098084145,0.1033514365205906,23.236051137780944,171.08445000115125,4.571428571428572,8.57142857142858,59.1428571428572,64.08074050879124,2.878762330844747,1.3929665768804227,8
0.443421018342461,0.0969983477624133,-1.2680448659078664e-15,0.443421018342461,2.5638185111349774,3.999999999999997,4.0,4.4074743052006085,4.464139267909291,4.738645223741175,5.185716979025376,5.594732350107663,9.102472445004755,0.6501766032146256,1.8006841402046645,0.1286202957289046,1.1089266909860034,0.0792090493561431,4.571428571428571,-0.613987830498293,2.258769757263128,0.4434210183424623,0.0969983477624136,22.095194668954896,177.8222289820783,4.571428571428574,9.000000000000004,61.71428571428578,66.36198333193035,2.910950427797403,1.4189624679501172,8
