decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,84866,0,9.663441e-07,3.9745406e-05,2.095327e-05,84866,0.0,0.0,0.0
2,84865,0,3.9747873e-05,0.00026917204,0.000107877066,84865,0.0,0.0,0.0
3,84865,50,0.00026919515,0.0023781986,0.001031398,84815,0.0005891710363518529,0.00010216195121153859,0.00010216195121153859
4,84865,401,0.0023782344,0.009408451,0.0053790947,84464,0.0047251517115418605,0.0008193388487165394,0.000921500799928078
5,84865,1328,0.00940858,0.023651905,0.015879503,83537,0.015648382725505214,0.0027134214241784646,0.003634922224106543
6,84865,2888,0.023652058,0.04640177,0.034314997,81977,0.034030519059683025,0.005900874301978469,0.009535796526085012
7,84865,5372,0.04640184,0.07685569,0.061098002,79493,0.06330053614564309,0.010976280038167705,0.020512076564252718
8,84865,7980,0.07685579,0.11312588,0.09449834,76885,0.09403169740175572,0.016305047413361556,0.036817123977614274
9,84865,11776,0.11312805,0.15474394,0.13344859,73089,0.1387615624815884,0.024061182749341565,0.060878306726955836
10,84865,15403,0.15474439,0.20103388,0.17755625,69462,0.18150002945855181,0.03147201069022657,0.09235031741718241
11,84866,19672,0.20103511,0.2512313,0.22584128,65194,0.23180072113685105,0.040194598084667736,0.13254491550185016
12,84865,23992,0.25123167,0.30543646,0.27810717,60873,0.2827078300830731,0.049021390669344675,0.18156630617119485
13,84865,28618,0.3054377,0.36335036,0.33414117,56247,0.33721793436634656,0.05847341439543622,0.24003972056663106
14,84865,33578,0.36335078,0.4253834,0.3939182,51287,0.39566370117245037,0.06860787995562084,0.30864760052225193
15,84865,38739,0.42538694,0.49207464,0.45821884,46126,0.45647793554468863,0.07915303655967586,0.3878006370819278
16,84865,44730,0.49207684,0.56475824,0.5278863,40135,0.5270724091203677,0.09139408155384242,0.47919471863577023
17,84865,50739,0.5647596,0.64404595,0.6037605,34126,0.5978789842691333,0.10367190485044513,0.5828666234862153
18,84865,58044,0.6440474,0.73463464,0.6879995,26821,0.683956872680139,0.1185977659224509,0.7014643894086662
19,84865,66494,0.7346354,0.85277855,0.78945744,18371,0.7835267778236021,0.13586313567720093,0.8373275250858672
20,84865,79615,0.85277915,0.999954,0.93759334,5250,0.9381370411830554,0.1626724749141329,1.0
