Spectral_lap_eig_0,Spectral_lap_eig_1,Spectral_lap_eig_2,Spectral_lap_eig_3,Spectral_lap_eig_4,Spectral_lap_eig_5,Spectral_lap_eig_6,Spectral_lap_eig_7,Spectral_lap_eig_8,Spectral_lap_eig_9,sample_index
-0.03070586,-0.36485827,-0.10644286,-0.19140717,0.11366409,-0.06717478,0.06595812,-0.13370413,0.24705973,0.011549031,0
-0.021031093,-7.5388455,-0.3309463,-0.23940335,-0.2268537,-0.06988814,-0.13865691,-0.26869336,0.12635745,-0.13627438,1
-0.17648554,-1.4734293,-0.1562874,-0.4767911,-0.048307113,-0.026403105,-0.18813439,0.4590791,0.24843572,0.3408242,2
0.046617042,-2.4252367,-0.18504158,-0.42454052,-0.35414538,0.08850099,-0.14314702,0.10975994,0.3085942,0.07536176,3
0.010511149,-2.6132112,-0.14384298,-0.3498141,0.3979986,0.3109994,-0.09096011,-0.11566359,-0.17403893,-0.20486097,4
-0.017623011,-6.756876,1.5042164,-0.63827044,-0.1903845,-0.009179698,-0.23536538,-9.2469156e-05,-0.6486681,-0.8795834,5
-0.009252435,1.2126548,0.06958432,-0.29954505,0.065218404,-0.08393501,0.11833004,0.09739506,0.5504266,0.41553319,6
-0.057922944,-1.8420124,-0.41909397,0.14651744,0.3748898,-0.03215824,-0.14621823,-0.21267165,0.19997807,-0.31677663,7
-0.0061557246,-0.18899383,-0.26779816,0.15198475,-0.23173088,-0.038005166,-0.05339682,0.5537787,0.08070603,0.3040344,8
0.03831199,1.5420378,0.39532155,0.2620074,-0.05743183,0.10158859,-0.015863283,-0.38512835,0.43399414,0.2404215,9
-0.03126916,0.32221314,-0.09404714,0.75792193,0.113907956,0.1597334,0.056483645,-0.15606615,-0.3226357,0.09894413,10
0.020984065,-0.3179017,0.24416742,1.5186014,0.13656153,0.429146,0.057416946,0.02979715,-0.1637588,-0.122814484,11
-0.012210895,-1.7757654,-0.24159992,0.04884158,0.33988667,0.11058574,-0.0012542715,-0.11040037,0.16022839,-0.33154604,12
