n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_auc,std_auc,timestamp
807,5,0.23611039007910314,0.8387400631785948,0.7783331011414365,0.49987457909001454,4.592488919658672,0.880248756771012,0.0005346589180022397,1764680113.9448025
367,4,0.19875765715516736,0.6225646316108401,0.88879950890673,4.692763545078752,0.007787658410143285,0.8793048149412274,0.0006254852356347265,1764680291.0898576
993,9,0.18737941654160148,0.6028265220878869,0.6092249700165663,2.623873301291946,3.998609717152556,0.8748206642630725,0.00029602519511773344,1764681102.7181027
94,12,0.07750368872478823,0.6362425738131283,0.847354403733235,1.9123099563358141,9.832308858067885,0.8809058016663484,0.0005759576389218471,1764681230.772346
493,11,0.20728918619045614,0.7801997007878172,0.6053059844639466,4.711008778424265,5.632882178455394,0.8764614980352352,0.00045915907866614424,1764681735.4566822
416,3,0.07695920943042321,0.6964101864104046,0.8733054075301834,3.049983288913105,8.331949117361646,0.877474038148691,0.0007049139724101858,1764681910.2315295
215,7,0.06284846545853807,0.9021445641270611,0.7700623497964979,1.0397083143409445,5.677003278199916,0.8794148582593,0.0006607999978971489,1764682057.9008286
80,11,0.14042869867723207,0.7580600944007259,0.9706635463175177,3.636359979282105,3.2654076880583545,0.8806381819761965,0.0005213696939839041,1764682151.205244
592,8,0.2887398870613113,0.9378135394712607,0.8989280440549523,2.6984606619453992,5.8675116566384835,0.8776322878151923,0.0003607390598744678,1764682544.8279107
967,8,0.09003976278653758,0.718509402281633,0.666106775625201,0.07818203370596967,4.234014807063698,0.8812838681656204,0.0004517621805287519,1764683189.3397603
51,9,0.12824775363612886,0.7366090675573214,0.99915141557413,0.09685398216190634,8.2014597755728,0.8794157727757209,0.0006762777368123035,1764683247.8217058
982,10,0.07191593034440172,0.6980344729300386,0.9915714038988933,4.944905668396954,4.194937445800746,0.8814442366318869,0.000524304055899997,1764684176.0962322
349,3,0.289481367388129,0.8629350436882373,0.696525851424406,0.7098500435891582,0.045373258892712494,0.8783898177595535,0.0006058372463576027,1764684319.7315183
222,12,0.023852299311376633,0.7319592707207814,0.7383290832493148,0.2452475177969688,6.969259789977956,0.8810876925218512,0.0006199527811264551,1764684637.511306
914,5,0.07677528248372852,0.9409617347781439,0.6032382039207652,0.01583403276319451,9.121929285746997,0.8803151076463287,0.000571350964035838,1764685063.3656335
911,12,0.10188515451195629,0.8572102943975868,0.9553753403808849,0.04228319450262364,2.9523579139768725,0.8788020185720532,0.0005246501896522138,1764686095.624975
954,4,0.0846860472303173,0.9929820784075024,0.9976578574450384,4.527970896113493,6.760328690463196,0.8797856286897817,0.0006298713002393449,1764686489.8276653
791,3,0.03634681971144434,0.626526821659941,0.9955131222495,0.9713076125352802,7.914873862396902,0.8776057395145846,0.0006868584523692341,1764686815.3553352
97,3,0.0766872677168351,0.7672538628490532,0.614277089590384,4.945751890002319,1.7105290580509582,0.8736675220667165,0.0008558166339859552,1764686870.4561613
207,11,0.13876805756515315,0.9962904660020709,0.8283898939638907,4.97050204947369,9.750374023971244,0.8814952559384427,0.0004989925544799823,1764687068.9778955
