"COEFFICIENT_DEN","DEN_EIGEN1","DEN_EIGEN2","DEN_EIGEN3","DEN_EIGEN4","DEN_EIGEN5","DEN_EIGEN6","DEN_EIGEN7","DEN_EIGEN8","DEN_EIGEN9","DEN_EIGEN10","DEN_EIGEN11","DEN_EIGEN12","FGRAPH_EIGEN1","FGRAPH_EIGEN2","FGRAPH_EIGEN3","FGRAPH_EIGEN4","FGRAPH_EIGEN5","FGRAPH_EIGEN6","FGRAPH_EIGEN7","FGRAPH_EIGEN8","FGRAPH_EIGEN9","FGRAPH_EIGEN10","FGRAPH_EIGEN11","FGRAPH_EIGEN12"
1,-2.442575873732036,-2.236067977499789,-1.9999999999999982,-1.3255686652367187,-1.0000000000000002,-1.,-1.,-0.41421356237309337,1.9054241428804812,2.2360679774997894,2.4142135623730923,4.862720396088275,-3.0322475511229907,-2.9915695911131572,-2.5697634645409737,-1.9999999999999998,-0.7961795736232006,-0.27370827587241076,-0.20889040074774462,-0.20382042637680192,2.032247551122989,2.8434717404133893,3.200459991860906,3.9999999999999996
1,-2.442575873732036,-2.236067977499789,-1.9999999999999982,-1.3255686652367187,-1.0000000000000002,-1.,-1.,-0.41421356237309337,1.9054241428804812,2.2360679774997894,2.4142135623730923,4.862720396088275,-3.0792167775401027,-2.5882007382014454,-2.3538562166139148,-1.9999999999999998,-1.5002682045504974,-0.6372959963795592,-0.13175974035469776,-0.07920344650327875,2.433600197733597,2.7996270486511516,3.136573873758749,3.999999999999999
1,-2.442575873732036,-2.236067977499789,-1.9999999999999982,-1.3255686652367187,-1.0000000000000002,-1.,-1.,-0.41421356237309337,1.9054241428804812,2.2360679774997894,2.4142135623730923,4.862720396088275,-3.155793124015575,-2.988072262652227,-2.5042127106803593,-1.6600025028646148,-1.1257921491391372,-0.4794947469262929,-0.208404955679343,-1.74657252291487e-15,2.118736275807959,2.8642529645278505,3.13878321162174,4.000000000000001
1,-2.442575873732036,-2.236067977499789,-1.9999999999999982,-1.3255686652367187,-1.0000000000000002,-1.,-1.,-0.41421356237309337,1.9054241428804812,2.2360679774997894,2.4142135623730923,4.862720396088275,-3.1916059714401657,-2.7465682469957207,-2.651059384946118,-1.9999999999999998,-0.8994865731317152,-0.45490409122352105,-3.080953471781833e-16,7.685629293763116e-16,1.7659078459702187,2.9762440835477832,3.20147233821924,4.
1,-2.442575873732036,-2.236067977499789,-1.9999999999999982,-1.3255686652367187,-1.0000000000000002,-1.,-1.,-0.41421356237309337,1.9054241428804812,2.2360679774997894,2.4142135623730923,4.862720396088275,-2.746568246995717,-2.6813306436049777,-1.9999999999999996,-1.9999999999999987,-1.999999999999997,-0.6420736324815011,-0.454904091223526,-5.854919371526299e-17,2.3234042760864777,3.0000000000000004,3.201472338219239,4.
1,-2.442575873732036,-2.236067977499789,-1.9999999999999982,-1.3255686652367187,-1.0000000000000002,-1.,-1.,-0.41421356237309337,1.9054241428804812,2.2360679774997894,2.4142135623730923,4.862720396088275,-3.210184129883373,-2.2924015852246225,-2.0000000000000013,-2.,-1.2607113864076451,-1.236067977499791,-0.602704930702909,8.882751146397426e-16,2.4708955162910184,2.8951065159275284,3.2360679774997894,4.
1,-2.442575873732036,-2.236067977499789,-1.9999999999999982,-1.3255686652367187,-1.0000000000000002,-1.,-1.,-0.41421356237309337,1.9054241428804812,2.2360679774997894,2.4142135623730923,4.862720396088275,-3.039732833445408,-2.701398304273534,-2.2901687971143114,-2.0000000000000004,-1.4506599286230109,-0.694850316627636,-0.11172900923989117,-0.08795440152567277,2.5783471635940924,2.6224663152848366,3.175680111970536,4.000000000000002
1,-2.442575873732036,-2.236067977499789,-1.9999999999999982,-1.3255686652367187,-1.0000000000000002,-1.,-1.,-0.41421356237309337,1.9054241428804812,2.2360679774997894,2.4142135623730923,4.862720396088275,-2.9295656766360003,-2.5919903707164837,-2.0000000000000004,-2.,-1.7011649044341954,-0.8722042098791899,-0.4915453322647728,4.2793340845959684e-16,2.4901721495749918,2.949336853379152,3.1469614909764982,4.000000000000001
1,-2.442575873732036,-2.236067977499789,-1.9999999999999982,-1.3255686652367187,-1.0000000000000002,-1.,-1.,-0.41421356237309337,1.9054241428804812,2.2360679774997894,2.4142135623730923,4.862720396088275,-3.1412988785317335,-2.7200936090321965,-2.209886555698183,-2.,-1.2622124140932363,-0.7756915804131649,-0.13854486653354425,-0.07591914028613006,2.186460856077189,2.97705268984448,3.160133498666519,4.
1,-2.442575873732036,-2.236067977499789,-1.9999999999999982,-1.3255686652367187,-1.0000000000000002,-1.,-1.,-0.41421356237309337,1.9054241428804812,2.2360679774997894,2.4142135623730923,4.862720396088275,-3.210184129883373,-3.0251437482382055,-2.0000000000000004,-1.9999999999999998,-1.260711386407645,-0.6632372994042323,-9.57147260015599e-16,5.464182310349096e-16,2.470895516291017,2.5052346892457966,3.1831463583966393,4.000000000000002
1,-2.442575873732036,-2.236067977499789,-1.9999999999999982,-1.3255686652367187,-1.0000000000000002,-1.,-1.,-0.41421356237309337,1.9054241428804812,2.2360679774997894,2.4142135623730923,4.862720396088275,-3.0397328334454077,-2.890280839910342,-1.9999999999999996,-1.90683467390573,-1.4506599286230109,-0.9583755796683957,-0.08872446607138906,-0.08795440152567215,2.578347163594092,2.8652102535741273,2.9790053059817305,4.000000000000003
1,-2.442575873732036,-2.236067977499789,-1.9999999999999982,-1.3255686652367187,-1.0000000000000002,-1.,-1.,-0.41421356237309337,1.9054241428804812,2.2360679774997894,2.4142135623730923,4.862720396088275,-3.0704624132634204,-2.9694638080945492,-2.5352098189451673,-1.6634908709969911,-1.3836074531715348,-0.3320296910219378,-0.20673263620104623,8.545023194851842e-16,2.287674857672948,2.861521258050523,3.0118005759711792,3.9999999999999982
1,-2.442575873732036,-2.236067977499789,-1.9999999999999982,-1.3255686652367187,-1.0000000000000002,-1.,-1.,-0.41421356237309337,1.9054241428804812,2.2360679774997894,2.4142135623730923,4.862720396088275,-3.0640055473227474,-2.8284271247461903,-2.5686911667669796,-1.9999999999999998,-1.1848026068408912,-0.49518938735552764,-2.5705524364678973e-16,9.40557846173814e-16,2.301101272826456,2.828427124746192,3.011587435459688,4.000000000000002
1,-2.236067977499791,-2.2360679774997902,-2.236067977499789,-1.0000000000000004,-1.0000000000000004,-1.,-0.9999999999999999,-0.9999999999999993,2.236067977499789,2.2360679774997894,2.236067977499792,5.000000000000002,-3.161395907176711,-3.16139590717671,-2.,-1.5309271529997395,-1.5309271529997388,-1.2360679774997905,-0.07467207032307811,-0.07467207032307771,2.766995130499527,2.7669951304995286,3.2360679774997894,4.000000000000001
1,-2.236067977499791,-2.2360679774997902,-2.236067977499789,-1.0000000000000004,-1.0000000000000004,-1.,-0.9999999999999999,-0.9999999999999993,2.236067977499789,2.2360679774997894,2.236067977499792,5.000000000000002,-3.187028053273859,-3.0000000000000004,-2.6888458590864217,-1.65544238154983,-1.5119266138569545,-0.27357506159083345,-0.21075588095919384,-1.778705416914067e-15,2.494081227872359,2.866198262509021,3.167294359935712,4.000000000000002
1,-2.236067977499791,-2.2360679774997902,-2.236067977499789,-1.0000000000000004,-1.0000000000000004,-1.,-0.9999999999999999,-0.9999999999999993,2.236067977499789,2.2360679774997894,2.236067977499792,5.000000000000002,-3.161395907176712,-2.911793805785144,-2.22370582050387,-2.000000000000002,-1.53092715299974,-0.7641288810270492,-0.09035353892942224,-0.07467207032307799,2.766995130499531,2.8456757686104637,3.1443062776350215,4.
1,-2.236067977499791,-2.2360679774997902,-2.236067977499789,-1.0000000000000004,-1.0000000000000004,-1.,-0.9999999999999999,-0.9999999999999993,2.236067977499789,2.2360679774997894,2.236067977499792,5.000000000000002,-3.1622776601683795,-3.1027750490966417,-2.5340701967227317,-1.9999999999999998,-1.146365489032908,-0.5173040450083051,-8.443449636651106e-16,6.880212976006507e-16,2.2491405381295504,3.051374241731036,3.1622776601683795,4.000000000000001
1,-2.236067977499791,-2.2360679774997902,-2.236067977499789,-1.0000000000000004,-1.0000000000000004,-1.,-0.9999999999999999,-0.9999999999999993,2.236067977499789,2.2360679774997894,2.236067977499792,5.000000000000002,-3.1622776601683795,-2.5340701967227317,-2.0000000000000018,-2.0000000000000004,-1.9999999999999998,-0.7320508075688765,-0.517304045008305,6.27157441505644e-16,2.7320508075688785,3.0513742417310357,3.162277660168378,4.000000000000001
1,-2.236067977499791,-2.2360679774997902,-2.236067977499789,-1.0000000000000004,-1.0000000000000004,-1.,-0.9999999999999999,-0.9999999999999993,2.236067977499789,2.2360679774997894,2.236067977499792,5.000000000000002,-3.1622776601683786,-2.449489742783178,-1.9999999999999998,-1.9999999999999996,-1.9999999999999993,-1.23606797749979,-3.905974141390623e-16,1.983783100689134e-15,2.4494897427831748,3.16227766016838,3.23606797749979,4.000000000000002
1,-2.236067977499791,-2.2360679774997902,-2.236067977499789,-1.0000000000000004,-1.0000000000000004,-1.,-0.9999999999999999,-0.9999999999999993,2.236067977499789,2.2360679774997894,2.236067977499792,5.000000000000002,-3.1152194990727002,-2.69399481705555,-2.3516060164837036,-1.9999999999999991,-1.9999999999999984,-0.2694392469604266,-0.2520003851725142,3.239553825461865e-16,2.5214391485683687,2.945995202228061,3.2148256139484617,4.
1,-2.236067977499791,-2.2360679774997902,-2.236067977499789,-1.0000000000000004,-1.0000000000000004,-1.,-0.9999999999999999,-0.9999999999999993,2.236067977499789,2.2360679774997894,2.236067977499792,5.000000000000002,-2.82842712474619,-2.000000000000003,-2.000000000000001,-1.9999999999999996,-1.9999999999999991,-1.236067977499791,-1.23606797749979,1.869578416215509e-15,2.8284271247461894,3.2360679774997907,3.2360679774997925,3.9999999999999982
1,-2.236067977499791,-2.2360679774997902,-2.236067977499789,-1.0000000000000004,-1.0000000000000004,-1.,-0.9999999999999999,-0.9999999999999993,2.236067977499789,2.2360679774997894,2.236067977499792,5.000000000000002,-2.8284271247461903,-2.8284271247461894,-2.000000000000001,-2.,-1.9999999999999996,-1.2360679774997922,-1.5382454179038346e-15,6.577592724983228e-17,2.82842712474619,2.8284271247461916,3.2360679774997916,4.
1,-2.236067977499791,-2.2360679774997902,-2.236067977499789,-1.0000000000000004,-1.0000000000000004,-1.,-0.9999999999999999,-0.9999999999999993,2.236067977499789,2.2360679774997894,2.236067977499792,5.000000000000002,-3.1622776601683804,-3.16227766016838,-2.,-1.9999999999999998,-1.9999999999999987,-4.692328996472254e-16,-3.4445048194672517e-16,6.818391828429719e-16,1.9999999999999993,3.1622776601683773,3.16227766016838,4.
1,-2.236067977499791,-2.2360679774997902,-2.236067977499789,-1.0000000000000004,-1.0000000000000004,-1.,-0.9999999999999999,-0.9999999999999993,2.236067977499789,2.2360679774997894,2.236067977499792,5.000000000000002,-2.6939948170555486,-2.693994817055548,-2.0000000000000013,-2.0000000000000004,-1.9999999999999998,-1.2360679774997885,-0.25200038517251183,-0.25200038517251105,2.945995202228059,2.945995202228059,3.2360679774997876,4.000000000000002
1,-2.236067977499791,-2.2360679774997902,-2.236067977499789,-1.0000000000000004,-1.0000000000000004,-1.,-0.9999999999999999,-0.9999999999999993,2.236067977499789,2.2360679774997894,2.236067977499792,5.000000000000002,-2.000000000000001,-2.000000000000001,-2.0000000000000004,-1.9999999999999996,-1.9999999999999996,-1.2360679774997907,-1.2360679774997898,-1.2360679774997896,3.236067977499789,3.2360679774997902,3.2360679774997916,4.
1,-2.236067977499791,-2.2360679774997902,-2.236067977499789,-1.0000000000000004,-1.0000000000000004,-1.,-0.9999999999999999,-0.9999999999999993,2.236067977499789,2.2360679774997894,2.236067977499792,5.000000000000002,-2.8284271247461903,-2.8284271247461903,-2.82842712474619,-2.,-1.9999999999999993,-4.335856650047843e-16,2.1852433424842207e-16,1.2073879185459125e-15,2.828427124746188,2.8284271247461894,2.8284271247461894,4.000000000000003
1,-2.236067977499791,-2.2360679774997902,-2.236067977499789,-1.0000000000000004,-1.0000000000000004,-1.,-0.9999999999999999,-0.9999999999999993,2.236067977499789,2.2360679774997894,2.236067977499792,5.000000000000002,-3.0000000000000027,-2.9999999999999996,-2.8284271247461894,-1.6554423815498325,-1.6554423815498311,-0.21075588095919223,-0.2107558809591913,8.845074380501389e-16,2.828427124746192,2.866198262509023,2.866198262509023,4.
0,-2.4751097589744866,-2.1068403073857453,-2.,-1.6417911821473747,-1.5320888862379558,-0.9791725936137404,-0.3472963553338608,-0.24439547731139144,1.8116453691593526,1.8793852415718175,2.5357773209460546,5.099886629327335,-3.2875919555088364,-2.6211503518167993,-2.4059268146537707,-1.7050159697096459,-1.5740568883840311,-0.807360856300354,-0.5980134875026524,0.24084856157958667,2.36986130205486,3.0231466163956306,3.36525984384601,4.000000000000001
0,-2.4751097589744866,-2.1068403073857453,-2.,-1.6417911821473747,-1.5320888862379558,-0.9791725936137404,-0.3472963553338608,-0.24439547731139144,1.8116453691593526,1.8793852415718175,2.5357773209460546,5.099886629327335,-3.499154739811204,-2.4263513914688275,-2.4043443100370605,-1.6005037593378237,-1.39649781880931,-0.6780235640938741,-0.495642444546471,-0.42060197333297056,2.68287163346876,2.9811204322333746,3.25712793573541,4.
0,-2.4751097589744866,-2.1068403073857453,-2.,-1.6417911821473747,-1.5320888862379558,-0.9791725936137404,-0.3472963553338608,-0.24439547731139144,1.8116453691593526,1.8793852415718175,2.5357773209460546,5.099886629327335,-3.6513504408641477,-2.6421626600928163,-2.2506640096140926,-1.780030788957497,-0.9581953788452047,-0.7414030591337315,-0.5727699830375778,-0.14530152205750377,2.6271786001955424,2.9180968545929264,3.196602387814106,3.999999999999999
0,-2.4751097589744866,-2.1068403073857453,-2.,-1.6417911821473747,-1.5320888862379558,-0.9791725936137404,-0.3472963553338608,-0.24439547731139144,1.8116453691593526,1.8793852415718175,2.5357773209460546,5.099886629327335,-3.9086278563885983,-2.7811890794774023,-2.2274778304357032,-1.872054069300292,-1.3334974306109053,-0.7247933084208535,-0.07851009863088917,0.1427287296089187,2.5841388157731386,2.7136535459796267,3.485628581902959,3.999999999999999
1,-2.4751097589744866,-2.1068403073857453,-2.,-1.6417911821473747,-1.5320888862379558,-0.9791725936137404,-0.3472963553338608,-0.24439547731139144,1.8116453691593526,1.8793852415718175,2.5357773209460546,5.099886629327335,-3.930572756539546,-2.8848832704835132,-2.4669537933264123,-1.872241977856953,-1.1346037401517681,-0.49145391295324015,-0.07257998014878689,0.24436541766640849,2.560685390455101,2.7115849285450007,3.3366536947937107,4.000000000000001
1,-2.4751097589744866,-2.1068403073857453,-2.,-1.6417911821473747,-1.5320888862379558,-0.9791725936137404,-0.3472963553338608,-0.24439547731139144,1.8116453691593526,1.8793852415718175,2.5357773209460546,5.099886629327335,-4.207894134576758,-2.8307221576590305,-2.2761060935956867,-1.4109070208389929,-1.1640128140439558,-0.6847767382427028,-0.2802559019739494,0.1968632717075038,2.619826179198065,2.823986549098318,3.2139988609271932,3.999999999999999
1,-2.4751097589744866,-2.1068403073857453,-2.,-1.6417911821473747,-1.5320888862379558,-0.9791725936137404,-0.3472963553338608,-0.24439547731139144,1.8116453691593526,1.8793852415718175,2.5357773209460546,5.099886629327335,-4.205219933565645,-2.792900882876,-2.781070978923143,-1.170971146731204,-1.1315195776377007,-0.36704548104551515,-0.10208317596654963,0.11253423415306461,2.4687272984688473,2.8118862263606355,3.1576634177632075,3.9999999999999996
0,-2.4751097589744866,-2.1068403073857453,-2.,-1.6417911821473747,-1.5320888862379558,-0.9791725936137404,-0.3472963553338608,-0.24439547731139144,1.8116453691593526,1.8793852415718175,2.5357773209460546,5.099886629327335,-3.3530061277767427,-3.0449818583849892,-1.9274297026472742,-1.7722228957656185,-1.455886780102866,-0.6960317390875425,-0.3206181222441087,-0.162147208647027,2.3902568845155123,2.980923855354371,3.3611436947862847,3.9999999999999996
1,-2.4751097589744866,-2.1068403073857453,-2.,-1.6417911821473747,-1.5320888862379558,-0.9791725936137404,-0.3472963553338608,-0.24439547731139144,1.8116453691593526,1.8793852415718175,2.5357773209460546,5.099886629327335,-3.648161712633919,-2.8160212164097795,-1.8893424385601771,-1.8471764180226706,-1.4703970357822305,-0.8565691226076162,-0.33194621236812044,0.28975561682732964,2.6096074078317235,2.738265329258657,3.2219858024668047,3.9999999999999982
1,-2.4751097589744866,-2.1068403073857453,-2.,-1.6417911821473747,-1.5320888862379558,-0.9791725936137404,-0.3472963553338608,-0.24439547731139144,1.8116453691593526,1.8793852415718175,2.5357773209460546,5.099886629327335,-3.5099204338684484,-2.7869678940666067,-2.4169210170763646,-1.7491175477465213,-1.2713303702976975,-0.7320508075688769,-0.43046500414676525,0.3349039853734279,2.6855439326707917,2.7320508075688776,3.144274349158186,4.000000000000001
