loop,colset,n_features,auc,auc_mean,oof_auc_train,oof_auc_train_mean,average_precision,uniqueness_ratio,n_rows,n_unique_rows,duplicate_rows,holdout_auc
7,motifs_eig_centrality,98,0.764715527135596,0.7747999475272203,0.7792838874680307,0.7922875816993464,0.8562097881636935,1.0,164,164,0,0.7148760330578512
7,motifs_eig,84,0.7547138875225446,0.7739997376361012,0.7641943734015345,0.7852287581699346,0.8364220553033974,1.0,164,164,0,0.7396694214876033
7,motifs,74,0.7439744220363994,0.7597205824478551,0.7446291560102302,0.7475816993464053,0.8398728051303692,1.0,164,164,0,0.6549586776859504
7,eig,10,0.7179865551729793,0.7477502295684113,0.7383631713554988,0.7648366013071896,0.7902954199164489,1.0,164,164,0,0.743801652892562
