threshold,precision,recall,f1,balanced_accuracy
0.01,0.5998192595793664,0.9948717948717949,0.7483994005602562,0.6531169973094751
0.02,0.6194569966628789,0.9931623931623932,0.7629460952373034,0.6798460511956088
0.03,0.6388294339500404,0.9880194518125552,0.7758557909896939,0.7039733795093118
0.04,0.6502748665009075,0.9846006483937518,0.7831562673150959,0.7173872394939682
0.05,0.6539994478616352,0.9811523725316829,0.7847584221782646,0.7209965402481424
0.060000000000000005,0.6637218257195168,0.9794282346006484,0.7910865681722635,0.73167840301461
0.06999999999999999,0.674049933688662,0.972561155319776,0.7960381593743275,0.7415903121731623
0.08,0.6775541608940978,0.9674329501915709,0.7967928252541832,0.7443675496849131
0.09,0.6817567931899259,0.9605806071323313,0.7973038452354999,0.7471597725927144
0.09999999999999999,0.6883353038611046,0.9605806071323313,0.801838992093181,0.7542789255636373
0.11,0.6930047389095091,0.953713527851459,0.8024546886078658,0.757063780360622
0.12,0.6959682842628195,0.9468317123489538,0.8019368599535637,0.7580713555423657
0.13,0.6984456598080047,0.9417035072207487,0.8016853274143335,0.7590786815496917
0.14,0.7045917911330399,0.939994105511347,0.8050016152368297,0.7644660793043461
0.15000000000000002,0.7065459331476566,0.9365605658709107,0.8050283789852364,0.7654199795220545
0.16,0.708217165963873,0.931417624521073,0.8042056925379739,0.7655191788850624
0.17,0.7084127450444015,0.9279988211022696,0.8030568663648815,0.7646947329278732
0.18000000000000002,0.7110585379962207,0.9228558797524314,0.8027785810174498,0.7656709866524484
0.19,0.7106700170249183,0.9211464780430297,0.8018785866074772,0.7648162857977475
0.2,0.7157928664736198,0.919437076333628,0.8044891536499035,0.7693108264095448
0.21000000000000002,0.7181190554024812,0.9160035366931918,0.8045720318189881,0.7702647266272533
0.22,0.7201075604177181,0.9040082522841143,0.8010569638543158,0.7687234687463557
0.23,0.7218013558901445,0.9022841143530798,0.8013903755122497,0.7696471140665526
0.24000000000000002,0.7238287923109501,0.8971411730032418,0.8004706427313992,0.7697542148202052
0.25,0.7258575600243014,0.8919982316534041,0.7995031850575528,0.7698613155738576
0.26,0.7291503254552198,0.8885794282346007,0.8000196832236786,0.7717154410452396
0.27,0.729122972931588,0.8834364868847627,0.7978930080487144,0.7700368275131778
0.28,0.7315607416883237,0.8800029472443265,0.7978795182036368,0.7709828263402416
0.29000000000000004,0.7371214516930494,0.8748600058944886,0.7988348336102135,0.7737447943505312
0.3,0.7413162390952236,0.8731358679634541,0.8005136452277979,0.7764304497845084
0.31,0.7424527223075611,0.8697170645446507,0.7997176949475657,0.7764988609701762
0.32,0.7420539469933954,0.8628794577070439,0.7963376492212059,0.7739650133035851
0.33,0.7443361798034587,0.8560271146478045,0.7943166064304676,0.7732174132025368
0.34,0.7469474722543233,0.8560271146478045,0.7956554470514619,0.7750031274882511
0.35000000000000003,0.7478802185585867,0.8543029767167699,0.7953605189394596,0.7750339156655909
0.36000000000000004,0.7479435059422602,0.849160035366932,0.7930369185760905,0.7733474007428843
0.37,0.7507586891169827,0.8474506336575303,0.7939988139232911,0.7751633699261102
0.38,0.7580379454366403,0.8457264957264957,0.7970056778853445,0.7796584438177357
0.39,0.7615290910444907,0.8423076923076923,0.7975321449660996,0.7815204706797626
0.4,0.7623217086374982,0.8405835543766578,0.7972551736881005,0.7815433574664578
0.41000000000000003,0.7661864558100586,0.8405835543766578,0.7992997418950734,0.7842061261137399
0.42000000000000004,0.7650737695760889,0.8354406130268199,0.7962233408541076,0.7816346554388208
0.43,0.7645642641487198,0.8268493958149129,0.7918936308214461,0.7782240025850797
0.44,0.7659865144647753,0.8268493958149129,0.792577131865684,0.7791168597279371
0.45,0.765251512739151,0.8165635131152372,0.7871833388471964,0.7748667755209561
0.46,0.7671143383593308,0.8131447096964338,0.7865586512258638,0.7749272853159792
0.47000000000000003,0.7748617220190687,0.8097111700559976,0.7891526272139303,0.7794447127144716
0.48000000000000004,0.7767203910002489,0.8062776304155616,0.7885397781649769,0.7795136571799679
0.49,0.7775915670257989,0.8028440907751253,0.7871550811588857,0.7786897445026069
0.5,0.7769280185875557,0.7994105511346891,0.7850537001127799,0.7769729746823888
0.51,0.778297657886314,0.787385794282346,0.779677862588507,0.7736233649034991
0.52,0.7793867907159427,0.7856763925729443,0.7792652658820048,0.7736536198010107
0.53,0.7791007247019099,0.7770999115826702,0.7749000078046996,0.7702582364487309
0.54,0.7877117138862907,0.7753905098732685,0.7779121075630304,0.7747369742792385
0.55,0.78799161746607,0.7719569702328324,0.7763789291197525,0.7739130616018776
0.56,0.794360786634867,0.7667845564397289,0.7772138779095301,0.7766523919998897
0.5700000000000001,0.7975130431576425,0.7633657530209254,0.7768993020321229,0.7776057589377698
0.5800000000000001,0.7978211334416738,0.7599322133804891,0.7753189458345419,0.776781846260409
0.59,0.799336632867621,0.7565134099616857,0.7746608494750405,0.7768581588367216
0.6,0.8006927561319557,0.74622752726201,0.7699273388830001,0.7743858875248104
0.61,0.8047534757972205,0.7428087238432066,0.7697526106408773,0.7753471558533352
0.62,0.8058183020617286,0.7393751842027705,0.7681605471235916,0.7745232431759742
0.63,0.8093119556207131,0.7359563807839671,0.7680237256203546,0.775492412895144
0.64,0.8108319272241694,0.730828175655762,0.7657153099626973,0.7746982218354663
0.65,0.814724990536052,0.7291187739463602,0.7665633175972519,0.7764983882374026
0.66,0.8177029202340259,0.7222811671087532,0.7641455777182004,0.7757581562471705
0.67,0.8191685047255414,0.7136899498968463,0.7600258583748947,0.773232459145642
0.68,0.8225868131626333,0.706822870615974,0.7576547517147286,0.7724616881524876
