decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,2,2,0.71907365,0.7233443,0.721209,0,1.0,0.08333333333333333,0.08333333333333333
2,2,1,0.73541826,0.74156755,0.7384929,1,0.5,0.041666666666666664,0.125
3,1,1,0.7438076,0.7438076,0.7438076,0,1.0,0.041666666666666664,0.16666666666666666
4,2,1,0.74825686,0.7624194,0.75533813,1,0.5,0.041666666666666664,0.20833333333333331
5,1,1,0.78032494,0.78032494,0.78032494,0,1.0,0.041666666666666664,0.24999999999999997
6,2,2,0.78084636,0.78099066,0.7809185,0,1.0,0.08333333333333333,0.3333333333333333
7,1,1,0.78195596,0.78195596,0.78195596,0,1.0,0.041666666666666664,0.375
8,2,1,0.782789,0.782789,0.782789,1,0.5,0.041666666666666664,0.4166666666666667
9,1,1,0.7832592,0.7832592,0.7832592,0,1.0,0.041666666666666664,0.45833333333333337
10,2,1,0.7835934,0.7837755,0.7836845,1,0.5,0.041666666666666664,0.5
11,2,2,0.7852218,0.7854382,0.78533,0,1.0,0.08333333333333333,0.5833333333333334
12,1,1,0.7877713,0.7877713,0.7877713,0,1.0,0.041666666666666664,0.625
13,2,2,0.79075235,0.79098827,0.7908703,0,1.0,0.08333333333333333,0.7083333333333334
14,1,0,0.7914708,0.7914708,0.7914708,1,0.0,0.0,0.7083333333333334
15,2,2,0.79279405,0.7975662,0.7951801,0,1.0,0.08333333333333333,0.7916666666666667
16,1,1,0.8042144,0.8042144,0.8042144,0,1.0,0.041666666666666664,0.8333333333333334
17,2,1,0.8073793,0.8116809,0.80953014,1,0.5,0.041666666666666664,0.875
18,1,1,0.8117999,0.8117999,0.8117999,0,1.0,0.041666666666666664,0.9166666666666666
19,2,2,0.8140289,0.81422186,0.8141254,0,1.0,0.08333333333333333,1.0
20,1,0,0.8147594,0.8147594,0.8147594,1,0.0,0.0,1.0
