Spectral_algebraic_connectivity,Spectral_algebraic_connectivity_over_avgdeg,Spectral_lap_eig_0,Spectral_lap_eig_1,Spectral_lap_eig_2,Spectral_lap_eig_3,Spectral_lap_eig_4,Spectral_lap_eig_5,Spectral_lap_eig_6,Spectral_lap_eig_7,Spectral_lap_eig_8,Spectral_lap_eig_9,Spectral_laplacian_heat_trace_t0.1,Spectral_laplacian_heat_trace_t0.1_per_node,Spectral_laplacian_heat_trace_t1.0,Spectral_laplacian_heat_trace_t1.0_per_node,Spectral_laplacian_heat_trace_t5.0,Spectral_laplacian_heat_trace_t5.0_per_node,Spectral_laplacian_mean,Spectral_laplacian_skew,Spectral_laplacian_std,Spectral_spectral_gap,Spectral_spectral_gap_rel,Spectral_adjacency_energy,Spectral_adjacency_estrada_index,Spectral_adjacency_moment_2,Spectral_adjacency_moment_3,Spectral_adjacency_moment_4,Spectral_kirchhoff_index,Spectral_laplacian_heat_trace_t0.5,Spectral_laplacian_heat_trace_t2.0,sample_index
0.45650354,0.41952923,-0.25086087,0.021323873,-0.9094096,0.56351537,0.0,0.0,0.013611131,-0.34277964,-0.1506473,-0.17569919,0.0012504265,-0.0026047542,0.59894466,-0.0045524905,-0.018844552,0.0,0.0,-0.31179553,0.26524642,0.0,0.0,-0.43575424,0.3049981,0.0,0.0,0.22043952,0.025514036,0.0018763563,-0.030507846,0
0.5085291,0.41952923,-0.25086087,0.021323873,0.80556273,0.56351537,0.0,0.0,-0.06711085,-0.34277964,0.14602396,0.18848008,0.0012504265,-0.0026047542,0.59894466,-0.0045524905,-0.018844552,0.0,0.0,-0.31179553,0.26524642,0.0,0.0,-0.43575424,0.3049981,0.0,0.0,0.22043952,0.025514036,0.0018763563,-0.030507846,1
0.45650354,0.41952923,-0.25086087,0.021323873,0.80556273,0.56351537,0.0,0.0,-0.06711085,-0.34277964,0.14602396,-0.17569919,0.0012504265,-0.0026047542,0.5452991,-0.0045524905,-0.018844552,0.0,0.0,-0.31179553,-0.1310348,0.0,0.0,-0.43575424,0.3049981,0.0,0.0,0.22043952,0.025514036,0.0018763563,-0.030507846,2
0.4849152,0.463737,0.45545173,0.07668729,-0.9094096,0.56351537,0.0,0.0,0.013611131,0.19350946,-0.1506473,0.18848008,0.0012504265,-0.0026047542,0.4706715,-0.0045524905,-0.018844552,0.0,0.0,0.29156402,0.26524642,0.0,0.0,0.46731544,0.3049981,0.0,0.0,0.22043952,0.025514036,0.0018763563,-0.030507846,3
-0.032071043,-0.016675461,-0.34163594,0.14147656,0.8646734,-0.7146108,0.0,0.0,0.21591888,0.22098133,0.14602396,-0.17158559,-0.0014619137,0.0026365407,-0.30803528,0.003967099,0.017174691,0.0,0.0,0.29156402,-0.09718318,0.0,0.0,0.3772559,-0.32999226,0.0,0.0,-0.21214278,-0.024416259,-0.001941782,0.0047959033,4
0.6457922,0.463737,0.5609488,0.08646721,0.8646734,0.56351537,0.0,0.0,0.21591888,0.22098133,-0.1506473,0.18848008,-0.0014619137,0.0026365407,-0.41093576,0.007151361,0.017174691,0.0,0.0,0.29156402,-0.1310348,0.0,0.0,0.3772559,0.3049981,0.0,0.0,0.22043952,0.025514036,0.0018763563,0.10763881,5
0.5085291,-0.0336328,-0.25086087,0.021323873,-0.9094096,0.56351537,0.0,0.0,0.013611131,-0.34277964,-0.1506473,0.18848008,0.0012504265,-0.0026047542,0.59894466,-0.0045524905,-0.018844552,0.0,0.0,0.29156402,0.26524642,0.0,0.0,-0.43575424,0.3049981,0.0,0.0,0.22043952,0.025514036,0.0018763563,-0.030507846,6
0.58446103,-0.042782612,-0.34163594,0.021323873,-0.9094096,0.56351537,0.0,0.0,0.013611131,-0.34277964,-0.1506473,-0.17569919,0.0012504265,-0.0026047542,-0.47893474,-0.0045524905,-0.018844552,0.0,0.0,-0.31179553,-0.1310348,0.0,0.0,-0.43575424,0.3049981,0.0,0.0,0.22043952,0.025514036,0.0018763563,-0.030507846,7
0.4238567,0.41952923,0.45545173,0.021323873,0.2725843,0.56351537,0.0,0.0,-0.06711085,-0.34277964,-0.1506473,0.18848008,0.0012504265,-0.0026047542,0.4706715,-0.0045524905,-0.018844552,0.0,0.0,0.29156402,0.26524642,0.0,0.0,-0.43575424,0.3049981,0.0,0.0,0.22043952,0.025514036,0.0018763563,-0.030507846,8
0.4238567,0.41952923,0.45545173,0.021323873,0.80556273,0.2709041,0.0,0.0,-0.06711085,-0.34277964,0.14602396,0.18848008,0.0012504265,-0.0026047542,0.4706715,-0.0045524905,-0.018844552,0.0,0.0,0.29156402,0.26524642,0.0,0.0,-0.43575424,0.3049981,0.0,0.0,0.22043952,0.025514036,0.0018763563,-0.030507846,9
