Spectral_algebraic_connectivity,Spectral_spectral_gap,Spectral_laplacian_mean,Spectral_laplacian_std,Spectral_laplacian_skew,Spectral_lap_eig_0,Spectral_lap_eig_1,Spectral_lap_eig_2,Spectral_lap_eig_3,Spectral_lap_eig_4,Spectral_lap_eig_5,Spectral_lap_eig_6,Spectral_lap_eig_7,Spectral_lap_eig_8,Spectral_lap_eig_9,Spectral_laplacian_heat_trace_t0.1,Spectral_laplacian_heat_trace_t1.0,Spectral_laplacian_heat_trace_t5.0,Spectral_algebraic_connectivity_over_avgdeg,Spectral_spectral_gap_rel,Spectral_laplacian_heat_trace_t0.1_per_node,Spectral_laplacian_heat_trace_t1.0_per_node,Spectral_laplacian_heat_trace_t5.0_per_node,Spectral_kirchhoff_index,Spectral_laplacian_heat_trace_t0.5,Spectral_laplacian_heat_trace_t2.0,Spectral_adjacency_energy,Spectral_adjacency_estrada_index,Spectral_adjacency_moment_2,Spectral_adjacency_moment_3,Spectral_adjacency_moment_4,sample_index
-0.24940196,-0.082478225,-0.0064289956,-0.03107091,-0.1407135,-0.57775223,0.0010172487,-0.32739487,-0.5344144,0.114280306,-0.15596345,-0.5183249,-0.40886363,-0.019460361,-0.89478093,0.24529386,-0.32727772,-0.22753094,-0.7942123,-0.15750104,0.026869701,-0.033917796,-0.0440114,-0.10037597,0.051484164,-0.5821869,-0.06613008,-0.0800536,0.0,0.07904571,1.2797406,217
-0.297536,-0.102123685,-0.014599571,-0.037561674,-0.11253109,0.63857174,0.001381133,-0.4777368,0.008342873,0.07734777,-0.40626734,0.48026183,-0.3567609,0.16763508,-1.33902,0.07996781,-0.76253587,-0.3454679,-0.628547,-0.10052534,0.009740601,-0.0979885,-0.032240093,-0.15766186,0.00861037,-0.6108737,0.50387746,-0.14375547,0.0,-0.051555146,-0.48695993,218
-0.04414175,-0.009844288,-0.006775081,-0.023148727,-0.12955666,-0.16700375,0.0018432428,0.10322389,0.0824599,0.63730115,-0.4299304,-0.068528675,0.53359365,0.41400012,0.6673116,0.016037183,-0.35991973,-0.24296072,0.64788985,0.077361226,0.01820033,-0.04789265,-0.024278415,-0.0771455,-0.0005647589,-0.30547068,1.2126079,0.4059039,0.0,-0.039403915,1.310645,219
0.08828219,0.060467035,-0.0028252075,-0.0251934,-0.15148553,-0.2661573,-0.00790901,0.6440214,-0.6326146,-0.45854238,0.02724594,-0.6863918,-0.1936349,-0.06595391,-0.4212995,-0.35547513,-0.5127408,0.05064779,0.40972906,0.08223167,-0.042374626,-0.04110267,0.016090158,-0.25157136,-0.09414139,0.021866547,0.17127147,-0.4265664,0.0,0.15690663,-0.004437177,220
0.060281325,0.04167815,-0.0014768451,0.017679088,0.40914005,-0.5405442,-0.0006267923,-0.16529989,-0.41662607,-0.021909487,-1.1582747,-0.031047184,-0.41132054,-0.005232949,-0.2798175,-0.09937915,-0.04489961,0.026006348,0.26189426,0.023062607,-0.0007217559,-0.030919883,-0.00082377717,-0.024564464,-0.046267316,-0.09789095,-0.41106856,-0.14450149,0.0,0.08444968,-0.12602489,221
0.14591385,0.07178362,-0.00238369,0.0013272548,-0.014791495,0.8432003,0.011097701,0.05456081,-0.07354847,0.29219154,0.09639384,0.101266794,0.36358878,-0.025829528,-0.14579146,-0.054392945,0.28273135,0.17436059,0.71791756,0.100975394,-0.00041614566,0.026627237,0.026496079,0.024880819,-0.04436852,-0.029717784,-0.11786247,0.40301892,0.0,0.08257499,0.09834198,222
-0.056766357,-0.044857804,-0.013064376,0.08244957,-0.10941918,-0.016209856,-0.0010200461,-0.30182272,0.8203086,0.28639024,0.67156535,0.888468,0.386749,-0.015394312,0.05025611,-0.05894609,-0.06701291,-0.24391383,0.36616564,0.041980427,0.0017548744,-0.014396136,-0.02283706,0.15049176,-0.028262362,-0.21027146,0.41062257,0.011991947,0.0,0.08175236,0.08483615,223
-0.56367826,-0.10526528,-0.0033217445,-0.010917971,0.1905038,0.039342023,0.0033840234,-0.8347917,-0.15346211,-0.047661718,0.43283337,-0.22354586,0.005466858,-0.19664843,-0.3830169,-0.024970936,-0.413579,-0.332648,-3.411701,-0.39629582,-0.0077825002,-0.04314314,-0.03092808,-0.16825058,-0.017732432,-0.29152364,0.45903316,-0.08125923,0.0,0.066809624,-0.3144237,224
-0.18537433,-0.08436993,-0.015337352,-0.02403674,0.053225808,-0.39961296,0.0041488097,-0.2367388,-0.39643183,-0.08884279,-0.31560534,0.8271793,-0.5280257,-0.0048567597,-1.4435464,-0.007425746,-0.40299317,-0.29056734,-0.8144026,-0.123018935,-0.0121012125,-0.080592506,-0.03071013,-0.17216364,-0.05434951,-0.71393234,1.101208,0.30971742,0.0,0.06671972,-0.3401458,225
0.41541097,0.09328419,-0.0030598426,0.012310098,-0.061892673,0.33435822,-0.0008069831,0.69838697,-0.03858704,-0.10593243,0.083549105,0.3257447,0.20468862,0.05436051,0.080843665,-0.14790578,-0.16152312,0.5301626,0.92310673,0.16399808,0.010495113,-0.025749497,0.05986291,-0.1277667,-0.017120905,-0.06680706,0.16550678,0.4261076,0.0,0.14007783,0.08969513,226
0.27421504,0.072303124,-0.0023064637,-0.009716389,-0.067411,0.4946039,0.0010957199,1.114412,-0.07106797,0.27924392,0.0010793691,0.013899837,0.17432477,0.069314174,0.001064202,-0.056098606,0.34816498,0.23399659,0.6813177,0.061924692,0.00932914,-0.008449717,0.020709556,-0.034802977,-0.0072337217,0.05470354,0.29389182,0.3937998,0.0,0.29950228,0.074124165,227
-0.27002484,-0.11323497,-0.021613317,-0.0019119007,0.17042553,-0.08531668,0.0015450807,-0.22622028,-0.29470882,-0.65244865,-0.7397926,-0.84300107,0.1568727,-0.037054118,0.061521836,0.060174026,-0.21673864,-0.53522915,-0.052881707,0.0067411903,0.022769084,-0.0569472,-0.07668994,-0.109729216,-0.011802965,-0.35556445,-0.230287,-0.19075581,0.0,0.08319722,-0.32506552,228
-0.27186924,-0.009712867,-0.010157962,-0.03641934,-0.14560471,-0.5344917,-0.0026040764,0.1401595,-0.4435376,-0.19741197,0.29387915,0.25877488,-0.8650004,-0.10107932,-0.66347724,-0.017644966,-0.1568713,-0.4185233,0.2972767,0.005272664,-0.02214212,-0.038085587,-0.027181681,-0.011603745,-0.033384833,-0.012668053,-0.09134604,-0.4317216,0.0,0.13748297,-0.30066517,229
-0.14097081,0.04847559,-0.0029690026,-0.015666073,0.22054625,0.15494892,0.00095065637,0.14379595,0.32870042,0.47110975,-0.2250631,0.18434684,0.24802636,0.2976697,0.016455278,0.39603537,-0.038868755,0.29638052,0.55601084,0.10789399,0.039257497,-0.031642064,0.02719593,0.025011264,0.21483016,0.011290329,0.43036303,0.4855414,0.0,-0.076668106,0.51733583,230
0.13908799,0.059846908,-0.002896049,-0.0078631,-0.14860725,-1.4635056,-0.010068764,-0.3186454,0.23063399,-0.04576654,-0.14886047,-0.42233482,-0.11061513,-0.07696954,-0.78141445,-0.24563757,-0.0001832858,0.07418798,0.47376192,0.110059835,-0.026010696,-0.021239333,0.012843931,-0.12517214,-0.069661774,-0.15210733,0.08446691,0.19975427,0.0,0.05326636,-0.050235868,231
0.4506637,0.046361487,-0.0028338125,-0.00031332907,-0.003920597,0.9426707,-0.002080361,0.16154723,0.8610522,0.12795207,0.15641585,0.1950534,0.5917964,0.1824004,-0.17746703,0.056247134,-0.017990608,0.3784778,0.74348366,0.12137342,0.029217126,-0.037461966,0.044848185,0.06860804,0.047630083,-0.0936558,0.1706066,0.6016335,0.0,0.094521135,0.12680793,232
-0.24161759,-0.09901429,-0.022267196,0.35105512,0.4681985,-0.17951582,-0.00054514105,-0.31537396,-0.6879457,-0.5376997,-0.4396048,-0.8679329,-0.11215794,-0.24062529,0.5320307,-0.08789304,-0.023011627,-0.5186995,-0.8484047,-0.13342209,-0.031052398,-0.022819074,-0.043912966,-0.089204445,-0.018131364,-0.33584332,-0.23999669,-0.1940623,0.0,-0.5746662,-0.43038082,233
0.3072596,0.09521433,0.074798584,0.4636974,0.26118344,-0.14760935,-0.0006949856,0.15339959,0.006166121,0.029300379,0.13033059,0.6499684,-0.06854883,0.20280455,0.40278053,0.8143436,1.1200738,0.31003863,0.6298338,0.077918485,0.12859711,0.119159035,0.023052497,1.1980523,0.03623599,2.1791768,-0.050918292,0.16561525,0.0,-0.16159132,-0.14890435,234
-0.46841982,-0.13881801,-0.017486632,-0.022616291,-0.08452949,0.287534,0.0002540481,-0.9652802,-0.40457085,0.06659401,0.27409086,-0.20774487,0.18147184,-0.21659613,-0.11831214,0.042403985,-0.1680432,-0.37985143,-0.08984046,-0.018106971,-0.008904815,-0.028967438,-0.05150957,-0.06541443,0.10413546,-0.28363395,-0.6472423,-0.45372766,0.0,0.08718812,-0.14258061,235
0.39039317,0.11636044,-0.006346361,-0.024465458,-0.03878013,0.08421187,-0.00029147498,0.03286548,0.18613127,-0.009302578,0.17219926,0.49602363,0.2154309,0.4889375,0.3759814,0.0135029685,1.1480455,0.3548081,0.6445841,0.07087973,-0.0028188666,0.08190781,0.0506857,1.1238242,-0.05660102,2.5274909,-0.19193809,-0.25181377,0.0,-0.22441554,-0.08013358,236
0.4709968,0.0936334,-0.0032086298,-0.0072750314,-0.20153752,0.23064576,-0.0012882522,-0.07255814,0.030796258,0.34798843,0.27134427,1.062052,0.30718315,0.32930994,-0.03427474,-0.25922397,0.010974808,0.23704398,0.7607147,0.082914665,-0.0033057895,-0.009589783,0.004051217,-0.09230904,-0.061208524,0.17452566,-0.44950116,0.30650878,0.0,0.052722823,-0.008233563,237
-0.38435346,-0.067605115,-0.0072140084,-0.027614597,-0.076847,0.82472783,0.00043052394,-0.32300678,-0.47837684,0.31951925,-0.6317409,-0.5812238,-0.40711907,-0.07886511,-0.7135292,-0.097975135,-0.5512788,-0.3170927,-0.4473766,-0.14120837,-0.016752163,-0.063089654,-0.016825747,-0.09222634,0.016557863,-0.62077576,0.22629538,0.18181676,0.0,-0.03942774,1.1353815,238
-0.49625134,-0.09503343,-0.025357109,0.079351924,-0.14818211,0.20768476,-0.0007402543,-0.4902701,-0.4145376,-0.31608468,0.09729373,-0.7274038,0.15382235,-0.24299854,0.208207,-0.17726,-0.01100629,-0.34755507,0.06799624,0.0073918803,-0.0049453382,-0.012183706,-0.060437344,-0.060566265,-0.088262625,-0.33076426,-0.08908876,-0.0630999,0.0,0.06237581,-0.088130414,239
-0.4860343,-0.07615144,-0.0032133353,-0.018611545,-0.063730754,0.9070777,3.099558e-06,-0.32176214,0.12410445,-0.19090287,-0.7262573,-0.34804085,-0.29521164,-0.042471915,-0.61360884,-0.2053638,-0.32929268,-1.0838337,0.21848346,-0.0057669664,-0.023649704,-0.055570114,-0.096591994,-0.14165789,-0.012921427,-0.1937312,0.3717685,0.1153534,0.0,-0.05893176,0.7577103,240
-0.55036646,-0.14534043,-0.0035989608,-0.0052904054,-0.07144452,0.06959856,0.002367245,-0.3336028,-0.20178056,0.36613598,0.4400763,-0.4829492,-0.21727876,-0.047575682,-0.5855034,-0.010073685,-0.30131784,-0.3161362,-4.493449,-0.45880842,0.0092770755,-0.021370657,-0.03615363,-0.09640136,-0.022219794,-0.21367696,0.4262565,-0.09831924,0.0,-0.022028599,-0.32649145,241
-0.11693703,0.047915637,-0.0029886845,-0.021322824,-0.18741949,-1.0878923,-0.00043052348,-0.54817563,-0.46128893,-0.4067659,-0.115897514,0.637581,-0.08101931,-0.28965977,-0.32135734,-0.227717,-0.35539755,0.037525456,0.069234416,-0.034866937,-0.021232257,-0.03875512,-0.017084742,-0.15702401,-0.102373645,-0.26855484,-1.0537506,0.3611604,0.0,0.05518548,-0.054507293,242
0.11701407,0.05492074,-0.0030345572,0.0056341384,-0.16518354,-0.70178837,-0.0008272859,-0.42338857,-0.38222417,-0.19300301,0.06521525,-0.43215013,-0.4026608,0.30031368,-0.09874882,-0.18546292,-0.2594314,0.003976756,0.1775817,-0.010044333,-0.023748036,-0.035193395,-0.0036785493,-0.19128618,-0.032848768,-0.31830785,-0.7195292,0.18426728,0.0,0.0524352,-0.08527564,243
-0.0031889728,-0.06286451,-0.0012096935,0.02338713,0.14347391,0.06558397,-0.0014051507,0.09389584,0.12327991,0.7798262,0.1534918,0.029649394,-0.15604903,-0.013287536,0.82669157,0.1650162,0.04205913,-0.0063257604,0.5475031,0.07731905,0.014700183,-0.015380865,-0.0037560526,0.09370479,0.08465551,0.2154071,0.21838965,0.12770204,0.0,0.10233659,-0.16234012,244
-0.016264865,-0.07142259,-0.0016336171,-0.01775709,-0.05500216,0.17233318,-0.0012384219,0.15465906,0.31951416,1.1861385,0.6377229,-0.049341172,0.37594846,-0.042342093,1.3259037,-0.23460257,0.12395369,-0.24622358,0.7792789,0.087332785,-0.007945698,-0.017155513,-0.06759751,0.05252001,-0.021103784,0.18785578,0.22404201,0.016352173,0.0,0.08786814,0.05370798,245
0.45818788,0.12184556,-0.003097551,0.024859315,-0.12348185,0.94826996,-0.0039361957,0.009362344,0.2556226,-0.03414275,-0.2550519,0.14816527,0.482869,0.021179307,0.09203098,0.018436568,0.09833374,0.46493906,0.6521653,0.11662089,0.004922997,-0.014438517,0.050447725,-0.17125969,-0.05602109,0.0036073,0.25667843,0.048157047,0.0,0.07920909,0.018852811,246
0.060281325,0.04167815,-0.0014768451,0.017679088,0.40914005,-0.5405442,-0.0006267923,-0.16529989,-0.41662607,-0.021909487,-1.1582747,-0.031047184,-0.41132054,-0.005232949,-0.2798175,-0.09937915,-0.04489961,0.026006348,0.26189426,0.023062607,-0.0007217559,-0.030919883,-0.00082377717,-0.024564464,-0.046267316,-0.09789095,-0.41106856,-0.14450149,0.0,0.08444968,-0.12602489,247
-0.2733627,-0.10686619,-0.035750642,-0.069954105,-0.1251123,0.24664603,-0.000449735,-0.9939445,-0.30241215,0.2119296,0.11716721,0.22343007,-0.3344338,0.5352889,0.021606162,-0.11788637,0.010766431,-0.2305288,-0.6623652,-0.09497615,-0.03744684,0.026561858,-0.03789552,-0.3987335,-0.12644589,-0.22650182,-0.18418054,-0.47131333,0.0,-0.67950976,-0.4712699,248
0.3144631,0.0463001,-0.0032210045,-0.008588724,-0.033745427,-0.5591954,-0.0006725071,-0.3454238,-0.251631,-0.8414436,-0.19605416,0.49706987,-0.092874385,-0.02634132,-0.3553278,-0.24770638,-0.32743737,0.14820841,0.3618281,0.056190565,-0.023670772,-0.16710699,0.0068503143,-0.276724,-0.11563648,0.261495,-0.38052067,-0.48301318,0.0,0.040854096,-0.03237447,249
-0.601479,-0.14647503,-0.0038416672,-0.012738967,-0.033353895,0.20222254,0.0020618103,0.6008439,-0.21488625,0.5070219,0.17048699,-0.4480001,-0.20741908,0.053420417,-0.5163132,0.09367568,-0.2764512,-0.39079148,-4.03055,-0.5043868,0.018816065,-0.020166839,-0.022915434,-0.096630625,0.009607948,-0.1501896,0.50005114,0.016493479,0.0,0.14988878,-0.28017777,250
-0.27985397,-0.09533458,-0.015668586,-0.0011951947,-0.13510355,-0.13667469,0.013114849,-0.55152625,-0.19816625,0.017935233,-0.037458062,0.65762305,-0.5937302,-0.21404685,-0.7224561,-0.12637177,-0.28706944,-0.19826208,-0.71296054,-0.11221791,-0.007971719,-0.07763951,-0.024313293,-0.17851931,-0.00019077433,-0.44223088,0.27049828,-0.36126044,0.0,0.04486288,-0.4518161,251
0.25208172,0.10804868,-0.007147366,-0.011282834,0.024259685,0.5148,0.003263147,0.061311793,0.4403752,-0.1255083,-0.007460157,0.15966299,0.19613321,-0.14422597,0.23177832,0.74898946,0.99881816,0.22397086,0.48555768,0.05219658,0.14385694,0.09563363,0.01809093,0.9292239,0.026788853,2.2991617,-0.22606076,-0.45803705,0.0,-0.17705168,-0.16030864,252
-0.5768251,-0.17431061,-0.023774222,-0.02389811,-0.05086291,0.15993792,0.044739634,-0.48903358,-0.024373489,0.30934265,-0.067777485,-0.2043391,-0.19934934,-0.6410982,-0.99789214,-0.047508743,-0.5021156,-0.31900725,-1.4876386,-0.20187736,-0.00077569427,-0.045941442,-0.04480376,-0.21013775,-0.029075019,-0.23019336,0.36806604,-0.20601614,0.0,-0.05293503,-0.35827035,253
-0.31604543,-0.0891059,-0.0053956225,-0.024565432,-0.11043199,-0.63429713,-0.001409327,0.027817776,0.1239804,-0.9312133,-0.40809086,-1.2716076,0.16074033,-0.07436625,-0.31737337,-0.05397437,0.01089116,-0.5349157,0.048001986,-0.00442068,-0.0017650974,-0.044822052,-0.057209495,0.08442558,0.1003989,-0.02464205,0.023453465,-0.49803787,0.0,0.0950856,-0.11851397,254
-0.21108031,0.033970475,-0.002334878,-0.013734622,-0.035080854,0.7008156,0.0022050794,0.4729121,0.35866705,0.059678096,-0.3713299,0.021222059,0.35196385,0.19268149,0.51321554,0.011051929,-0.06811855,0.030429035,0.4594406,0.091751434,0.0030245697,-0.036360826,0.012762563,-0.0791552,0.032024357,-0.16303644,0.99096483,0.28611204,0.0,-0.07605141,0.5345398,255
-0.1776641,0.022294931,0.0034165068,-0.013260251,-0.049748007,1.0216944,-7.3947245e-05,-0.10192215,1.172663,-0.62549394,-0.22226503,-0.3300144,-0.25622302,0.18590584,-0.1389924,0.022087734,-0.054585032,0.17994308,0.62930447,0.08090764,0.017135954,-0.031381942,0.030165253,-0.044675767,0.05057569,0.08390945,1.1561165,0.3730197,0.0,-0.020288952,0.16929778,256
-0.2368969,-0.05358278,-0.014788401,-0.096029654,0.18541734,-0.078953736,0.0009138546,-0.49043834,-0.58371896,-0.34018156,-0.19025503,0.49970394,-0.4267823,-0.32640818,0.17858446,0.008657934,-0.2015162,-0.30187154,-0.65443665,-0.10763139,-0.009420263,-0.013128594,-0.012644659,-0.076141484,-0.012674074,-0.27581242,0.0003699733,-0.25274533,0.0,0.09281409,-0.3660024,257
-0.563325,-0.14707698,-0.002545395,-0.029809091,-0.102233574,-0.33097452,0.0032606672,-0.6021779,-0.21187212,0.3721487,-0.44834888,-0.45291576,-0.20135105,-0.1918572,0.2155551,-0.08449823,-0.12343546,-0.2930267,-3.8991768,-0.4010198,-0.016128596,-0.024774915,-0.036358345,-0.03174402,-0.005483226,-0.3545468,0.78465843,-0.43113774,0.0,0.053328168,-0.28097105,258
-0.1560766,-0.11606,-0.008217102,-0.0049631433,-0.098318316,-0.29334638,0.014902328,-0.15402062,-0.2874165,0.5974458,0.32597443,-0.47020358,0.14103982,0.08053107,-0.63800573,0.07999602,-0.32868004,-0.18399994,-1.0632935,-0.18124563,0.013873269,-0.02145251,-0.006416258,-0.06707558,-0.01612175,-0.15639079,0.5860152,-0.02730386,0.0,-0.025050633,-0.37679338,259
-0.013823968,-0.04605172,-0.0044767954,0.012331574,0.006272317,-0.24026676,0.0014863543,-0.017589854,1.8374494,-0.641149,0.4656969,0.004401227,0.37235838,0.20094432,-0.042928673,0.23839544,-0.2963586,-0.08050786,0.3686127,0.011271208,0.01814203,-0.03425211,0.004701375,-0.094358355,0.06272265,-0.22902584,0.11850478,0.10626555,0.0,0.10424776,1.263823,260
0.058662746,0.058822665,-0.0029007483,-0.022614598,-0.123806864,-0.38838187,-0.0068113804,-0.32371652,-0.11986932,0.6706444,-0.108893536,-0.67086023,0.09452373,-0.012203643,-0.24492715,-0.26904973,-0.28400773,-0.0886181,0.26514658,0.08424281,-0.03494778,-0.028569112,-0.01005916,-0.11432145,-0.17142184,-0.29953593,-0.6109183,-0.67026305,0.0,0.06959021,-0.10482601,261
-0.3225615,-0.10099741,-0.012014093,-0.029622376,0.2630337,-0.13176934,-9.816664e-06,-1.2985195,-0.13564512,0.07207786,0.12393866,0.28745028,-0.32815248,-0.17508438,-0.15211666,-0.075279936,-0.2407268,-0.3244756,-1.300518,-0.12943956,-0.009620976,-0.012987273,-0.043959215,-0.10567882,-0.038002033,-0.4796366,-0.14629497,-0.47935927,0.0,0.08527805,-0.43047515,262
0.1373068,0.0678078,-0.0032074726,0.018287465,-0.013883739,1.2815517,-0.0017498322,0.13084042,0.14200751,-0.03734332,0.5710121,-0.12929341,0.53077525,-0.1565389,0.3371068,-0.013102885,-0.029707845,0.021469275,0.41430977,0.06736539,-0.028013377,-0.013362023,-0.0023893835,-0.02332866,-0.03397765,-0.06118545,-0.39444345,0.5527231,0.0,0.08944491,0.12134237,263
0.3592709,0.13565974,-0.0060813515,0.42955655,0.41812158,0.29900023,0.00066255126,-0.35725334,0.47601587,0.3437894,0.05097545,0.46385798,0.25906414,0.8495051,0.16905536,-0.10912498,0.36318693,0.21748537,0.55455863,0.013729457,-0.015012513,0.07119144,0.020410702,-0.18914549,-0.07276677,0.11331136,0.18948272,0.058325887,0.0,-0.18264644,-0.14138713,264
-0.50230694,-0.13184723,-0.003845627,-0.02176924,-0.038264196,-0.09318472,0.002513133,-0.3459073,-0.26137283,-0.020282265,-0.33675823,0.5986374,-0.18936646,-0.05436533,-0.91616803,-0.0979944,-0.53688633,-0.25493065,-3.8871021,-0.35718983,-0.0040874514,-0.05949142,-0.025991552,-0.192347,-0.034242555,-0.2949769,0.6637467,0.20174788,0.0,0.054337338,-0.25907794,265
0.015684968,0.048513077,-0.0030355824,-0.009399097,-0.19723262,-0.9324106,-0.00051794935,-0.3008701,0.9664843,-0.14775361,-0.96612185,-0.5702943,-0.052673656,-0.08617259,-0.26087222,-0.104377225,-0.17470644,-0.09528544,0.25363323,0.04618639,-0.009132956,-0.06083333,-0.022049867,-0.082741186,-0.053538248,-0.25539535,-0.05556752,0.3033229,0.0,0.049626518,-0.044051327,266
0.23353802,0.08689748,-0.00017397481,-0.07004195,0.5866006,-0.2237468,-0.0011522652,0.18685596,0.36687034,0.18798281,0.32977885,0.47307637,0.12141492,-0.056376636,0.33861145,0.06761249,0.5207281,0.4153142,0.66334534,0.08941341,0.022649622,0.021278787,0.053207442,0.20611924,0.019440625,0.03419859,0.45697936,-0.105532065,0.0,0.12485492,-0.20132637,267
0.015567679,0.052811526,-0.0023855583,-0.003200847,-0.027116124,-0.2532538,-0.012178029,0.3980991,0.6952161,0.1131789,0.25129917,-0.18675847,0.6719787,0.21012177,0.15886818,-0.0263682,-0.083918,0.12965266,0.3594197,0.07436784,-0.0025748808,-0.048979998,0.031108195,-0.07891401,0.045336325,-0.18781346,0.15229219,0.4470455,0.0,-0.10795001,0.32422715,268
-0.5717494,-0.13856652,-0.004297568,-0.014737979,-0.050224423,0.15824963,0.002205456,-0.48842454,-0.15504192,0.1684218,-0.27866533,-0.20960289,-0.28681156,-0.32739958,-0.5864747,0.056712262,-0.19740494,-0.36471212,-4.369531,-0.46759206,0.012008432,-0.010625859,-0.03634352,-0.08165732,0.10107468,-0.25750464,0.4467299,-0.1304576,0.0,0.06985093,-0.30557495,269
0.22428598,0.043885436,-0.0026389186,0.0037575476,-0.03298233,0.183514,0.0031960446,0.20515212,0.33458102,0.01732031,0.12719844,0.09969387,0.59149003,0.06761284,0.9194798,0.04184591,0.19864814,0.19934641,0.3726381,0.0809622,0.014169194,0.0029234104,0.03986999,0.13827948,0.068941474,0.015197472,-0.039943185,0.47758895,0.0,0.101614125,0.14831702,270
-0.07441606,0.020861955,-0.003032961,0.04185599,0.0017267251,-1.1152122,-0.0013792822,-0.6494905,-0.2671009,-0.15409751,0.54971343,0.101305515,-0.105326496,-0.22239086,-0.4260055,-0.17524251,-0.21744448,-0.044156086,-0.16846281,-0.048276078,-0.026695075,-0.036344267,-0.024945673,-0.1990484,-0.07829442,-0.39593884,-0.6889895,0.43531877,0.0,0.06598506,-0.04353579,271
0.0796261,0.038336933,-0.002675745,-0.034130044,-0.14818661,-0.5868055,-0.007284167,-0.35893777,0.31787872,-0.1730886,-0.46968615,-0.7498376,0.08548502,-0.2436487,-0.94308096,-0.33189642,0.0050719846,0.17176852,0.33400235,0.06076278,-0.026551517,-0.027141383,0.012617937,-0.18293928,-0.10490432,-0.14326699,-0.16041966,-0.2221024,0.0,0.046275202,-0.102769494,272
-0.21108031,0.033970475,-0.002334878,-0.013734622,-0.035080854,0.7008156,0.0022050794,0.4729121,0.35866705,0.059678096,-0.3713299,0.021222059,0.35196385,0.19268149,0.51321554,0.011051929,-0.06811855,0.030429035,0.4594406,0.091751434,0.0030245697,-0.036360826,0.012762563,-0.0791552,0.032024357,-0.16303644,0.99096483,0.28611204,0.0,-0.07605141,0.5345398,273
0.230557,0.12039504,-0.0062264986,-0.025723921,-0.059070755,0.099568665,-0.0036879028,0.09953358,0.15719973,-0.013173306,0.114169635,0.10652731,0.18784782,0.5583475,0.54057086,-0.2790874,1.0657989,0.28661817,0.58813256,0.06948135,-0.039972674,0.08487587,0.034858625,1.0592304,-0.09975733,2.5340776,-0.17284998,-0.012957387,0.0,-0.22312613,-0.061904624,274
-0.30643442,-0.1036038,-0.017310545,-0.071967535,0.22491434,-0.27451724,0.0008346755,0.008175619,-0.14280345,-0.59672683,-0.31293687,-0.9962605,0.20796189,-0.42975032,-0.14238134,-0.06278442,0.09538119,-0.6699427,-0.08802862,-0.010488562,-0.008055763,-0.013536425,-0.06263821,0.015826281,-0.033685453,0.014947872,-0.1139932,-0.2863476,0.0,0.073577836,-0.15546434,275
0.43982306,0.1336055,-0.0065532224,-0.018390253,-0.013858732,0.4618297,0.00068907684,0.14076176,0.123007596,0.037347756,0.24851057,0.65489024,0.25167072,0.58576524,0.4846003,0.6986253,1.0238947,0.42036888,0.69816786,0.08809272,0.14361276,0.0702191,0.061219223,0.97754914,0.014999387,2.0603058,-0.1753105,-0.3953686,0.0,-0.207858,-0.13132694,276
0.10851038,0.053242225,-0.0031368837,-0.0154585475,-0.1536433,-1.6996211,-0.0010152303,-0.33424985,-0.3373313,-0.36865214,0.28558055,-0.47787508,-0.18474942,-0.19125946,0.8887067,-0.21745712,-0.46259978,-0.007878427,0.30788994,0.08963545,-0.019513514,-0.05173538,0.0055985022,-0.258221,-0.09489558,-0.2776403,-0.17438544,-0.15838271,0.0,0.04690749,0.010266996,277
-0.13738011,-0.040724773,-0.00083236396,0.069895215,0.629857,-0.009636646,-0.001162749,0.28301662,0.61260754,0.33409604,0.2585932,0.7343785,-0.0486409,0.026543578,0.2915865,0.0773862,0.053828973,-0.0722121,0.5912551,0.049814414,0.013023851,-0.018431548,-0.010937121,0.13791895,-0.018822704,-0.09892812,0.5869844,-0.02239801,0.0,0.15608524,-0.07654164,278
-0.20207673,-0.11017187,-0.0014898268,-0.014062845,0.0057584913,0.035805516,0.0006227682,-0.910008,0.095248245,0.21403554,-0.015825162,0.68987435,-0.25772887,-0.08776272,0.64699584,-0.059572276,0.21534708,-0.22935973,-4.2966204,-0.3999497,-0.017822858,0.0008780126,-0.026908426,-0.009996268,0.10630487,-0.37766495,1.2949207,-0.27386084,0.0,0.06617318,-0.05195001,279
-0.59391814,-0.14487159,-0.0029616808,0.014170216,-0.038941324,0.117412694,0.0031405615,-0.6225029,-0.22531967,0.16797988,-0.45957837,-0.32463604,-0.37471935,-0.0036750033,0.6592245,-0.07738709,-0.3199355,-0.29694998,-4.38577,-0.46717784,-0.013902159,-0.019198313,-0.040736374,-0.21051368,-0.04540856,-0.30565614,0.78974766,0.23464873,0.0,0.058362987,-0.20196345,280
-0.4860343,-0.07615144,-0.0032133353,-0.018611545,-0.063730754,0.9070777,3.099558e-06,-0.32176214,0.12410445,-0.19090287,-0.7262573,-0.34804085,-0.29521164,-0.042471915,-0.61360884,-0.2053638,-0.32929268,-1.0838337,0.21848346,-0.0057669664,-0.023649704,-0.055570114,-0.096591994,-0.14165789,-0.012921427,-0.1937312,0.3717685,0.1153534,0.0,-0.05893176,0.7577103,281
