Spectral_algebraic_connectivity,Spectral_spectral_gap,Spectral_laplacian_mean,Spectral_laplacian_std,Spectral_laplacian_skew,Spectral_lap_eig_0,Spectral_lap_eig_1,Spectral_lap_eig_2,Spectral_lap_eig_3,Spectral_lap_eig_4,Spectral_lap_eig_5,Spectral_lap_eig_6,Spectral_lap_eig_7,Spectral_lap_eig_8,Spectral_lap_eig_9,Spectral_laplacian_heat_trace_t0.1,Spectral_laplacian_heat_trace_t1.0,Spectral_laplacian_heat_trace_t5.0,Spectral_algebraic_connectivity_over_avgdeg,Spectral_spectral_gap_rel,Spectral_laplacian_heat_trace_t0.1_per_node,Spectral_laplacian_heat_trace_t1.0_per_node,Spectral_laplacian_heat_trace_t5.0_per_node,Spectral_kirchhoff_index,Spectral_laplacian_heat_trace_t0.5,Spectral_laplacian_heat_trace_t2.0,Spectral_adjacency_energy,Spectral_adjacency_estrada_index,Spectral_adjacency_moment_2,Spectral_adjacency_moment_3,Spectral_adjacency_moment_4,sample_index
-0.25302503,-0.10585781,-0.031787667,-0.036310524,-0.18379226,-0.39260826,0.004441261,-0.4136489,-0.26523703,0.6166267,-0.06886343,-0.18216947,-0.13295794,-0.19809933,-0.74207234,-0.107401215,-0.7385915,-0.30402827,0.3609651,0.045250203,-0.013422554,-0.10440601,-0.01452808,-0.1678306,0.0062216627,-0.7061002,-0.10367427,0.059049394,0.0,-0.051472932,-0.032595277,20
0.2578378,0.08739481,0.08519437,0.42694092,-0.008199669,-0.07745557,-0.00071675866,0.05919993,0.2024471,-0.31893528,0.14045583,0.17942716,0.19253801,0.46410817,0.44421044,0.78964317,1.1541017,0.27876237,0.46637955,0.050697077,0.15624242,0.099433176,0.043420196,1.2339593,0.0410801,2.0824862,-0.17105052,0.19535914,0.0,-0.12930396,-0.11774143,21
0.24560656,0.06531828,0.09379971,0.53419006,-0.0726626,0.20372087,-0.0006078279,-0.34838578,-0.1645449,-0.11632358,0.12723994,0.23702033,0.25724187,0.83214796,0.29903367,1.3669018,1.086707,0.18310519,0.23131737,0.03167367,0.24070448,0.076022096,0.008051911,1.4350096,0.111406684,0.011026702,-0.31280717,0.17974286,0.0,-0.1936538,-0.21776879,22
-0.54732156,-0.13847463,-0.0017739031,-0.009867417,0.16277114,-0.29216126,0.0012192419,-0.7203505,-0.29986542,0.11049062,-0.34962353,0.748034,-0.289228,-0.079214856,0.4100394,-0.023498159,-0.40945765,-0.32223678,-4.0750613,-0.37300718,-0.005406379,-0.030952493,-0.032130774,-0.13911587,0.009121828,-0.3399213,1.0690017,-0.22552228,0.0,0.05868273,-0.43727607,23
0.16607971,0.084626436,0.08486898,0.42525238,-0.020091712,0.39301896,0.00086331967,0.028143646,-0.4546028,0.18612935,-0.008756495,0.07137242,0.2345701,-0.22442207,0.2187403,0.8364363,0.9883859,0.2901496,0.528886,0.06393573,0.18697582,0.10940288,0.023979282,1.0973382,0.043418393,2.2990057,-0.301208,0.045079436,0.0,-0.18108225,-0.23128377,24
-0.33281627,-0.11983357,-0.017999902,-0.012578118,-0.16831227,0.06410077,0.00011198921,-0.31350645,-0.53319216,-0.82939136,-0.22311448,-0.709368,-0.3728521,-0.22021995,-0.5960289,-0.20760871,-0.17260103,-0.5112984,-1.2124724,-0.15580295,-0.013232127,-0.08015258,-0.03295096,-0.27318773,-0.03670865,-0.6710063,0.59070456,-0.29631916,0.0,0.08364073,-0.41698802,25
0.27465498,0.08727453,0.08418504,0.39825943,-0.021078235,-0.38015273,-0.00072534324,0.017635005,0.23918094,-0.06704279,0.16628528,0.18228169,0.036746647,0.4730874,0.3643936,0.8307885,1.1534039,0.24930122,0.47544754,0.056247003,0.14285184,0.09723994,0.035502795,1.2514278,0.021772046,2.0880227,-0.19169903,0.19457138,0.0,-0.12529606,-0.10738076,26
0.28389022,0.12413021,-0.002975579,-0.02677462,-0.08199225,0.7929193,-0.007508916,-0.0070427577,0.15404825,0.27043918,0.31421778,0.22287165,-0.56192964,0.595136,0.08589193,0.11376042,-0.07330603,0.25214916,0.801292,0.10855467,-0.0025335746,-0.008446638,0.018706283,-0.026508106,0.08763345,-0.014126879,0.1809105,0.06733903,0.0,0.0779325,-0.047059752,27
0.29227015,0.047686096,-0.003177672,-0.018040927,-0.2088365,-0.5077097,-0.0051721646,-0.17511073,-0.28664112,-0.36838204,-0.07796074,0.5464361,-0.6948244,-0.551546,-0.22689219,-0.03592772,-0.27669144,-0.0585202,0.5607128,0.11141734,-0.040607523,-0.02685109,0.0069538835,-0.12341376,0.041505467,-0.010822573,-0.5387708,-0.46244535,0.0,0.043774594,-0.32538116,28
0.3696563,0.105107635,-0.003050519,-0.0013714798,-0.081175014,-0.0462691,-0.0029715886,-0.04367258,0.30163285,0.8622561,0.34975567,-0.054396518,0.08268238,0.43471646,0.7431529,-0.20197639,-0.09091051,0.17654376,0.5823928,0.099057704,-0.024591485,-0.013664146,0.0028276646,-0.16479358,-0.11399055,0.07379537,-0.13090616,-0.14532049,0.0,0.08554387,-0.049796723,29
0.25217795,0.08404856,-0.001769519,0.10401971,0.08489251,0.81126165,-0.0011881159,0.20197013,0.6933316,-0.029439759,0.39536738,0.22206435,-0.2378816,0.23855925,0.40850055,0.008358777,-0.07427164,0.1436075,0.4126706,0.016837496,-0.011796824,-0.01738555,0.012009034,-0.05272583,0.02377235,-0.07914688,0.16993524,0.6352598,0.0,0.15190445,0.022694815,30
-0.51642066,-0.13369888,-0.0027025258,-0.01378846,-0.073490664,0.06847191,-0.0063325143,-0.12382045,-0.10113427,0.38267693,0.19544993,-0.31467178,0.052200157,-0.06194172,-0.4815389,0.20462698,-0.09260368,-0.1962364,-4.799621,-0.45723966,0.020578682,-0.00082010013,-0.007379398,-0.013829245,0.08448866,-0.12779543,0.36137375,0.32692757,0.0,-0.014888037,0.68094623,31
0.43226662,0.09962361,-0.003113373,-0.019417781,-0.12567231,-0.5797423,0.0039094356,0.026653267,0.22686847,0.121270426,0.15656972,0.89435375,0.074286,0.28906536,0.2298915,-0.095722266,0.38746414,0.5842416,0.7744905,0.08553408,0.007990579,0.051165953,0.087563254,-0.058747612,-0.07809693,0.10673439,-0.11060247,0.42435357,0.0,0.062358666,-0.034287877,32
-0.3164669,-0.115045674,-0.019227203,-0.022690618,0.0057172505,0.12613231,-0.0011755542,-0.333145,-0.18010785,0.14502053,0.016438263,-0.42021072,-0.1276515,0.09159479,-1.1097491,0.18220703,-0.4059008,-0.41933417,-1.0463859,-0.17152052,0.03377716,-0.07071674,-0.04227699,-0.19222145,-0.03264087,-0.5897798,0.6064686,-0.12404482,0.0,0.08376974,0.049074233,33
0.13878842,0.033707056,-0.0026238551,-0.039928593,-0.27407753,-1.0976243,-0.008764252,-0.19501172,-0.13782771,0.015152797,-1.322378,-0.050706092,0.043154173,-0.015051046,-0.38588673,-0.3001959,0.0984635,0.13938163,0.2805764,0.034352124,-0.028118242,-0.02273629,0.015269565,-0.25394458,-0.091268875,-0.13803487,0.00088983704,-0.47545362,0.0,0.04408527,-0.15968885,34
-0.28297192,-0.10703621,-0.0077214576,-0.026773253,-0.19063659,-0.0018965392,0.0018230942,-0.34152198,-0.2984897,0.03995576,-0.5858906,0.73347574,-0.2955777,0.0016214524,-1.2262934,-0.24195077,-0.9268501,-0.31124952,-1.1103538,-0.14313878,-0.010161493,-0.06291752,-0.021104332,-0.30175537,-0.071645446,-0.6098815,1.0140172,0.20331204,0.0,0.087647185,-0.33656555,35
0.07928477,0.07053236,-0.0032508092,-0.0076229675,-0.11846492,-0.55495214,-4.098192e-05,-0.5734853,-0.4333272,-0.55819434,0.09242794,0.18990493,-0.5595041,-0.29880786,-0.55689126,-0.035667654,-0.15629634,0.11065775,0.20343047,-0.01007375,-0.011392561,-0.03566346,0.0107662985,-0.15959696,0.095412605,-0.30710632,-0.1363898,-0.27318692,0.0,0.0750385,-0.2709879,36
-0.13320489,-0.059825227,-0.004815426,0.0072567747,-0.06305406,-0.11058826,0.0053546475,1.4582913,-0.1001439,0.38207966,0.008506816,0.6087788,0.21101019,0.10414182,-0.21371636,0.17935787,-0.09248917,0.057745848,-0.563502,-0.11736629,0.03080163,-0.0058547454,0.023174154,-0.07060579,0.26619458,-0.048870966,0.858161,0.15893953,0.0,0.27113992,-0.115384035,37
0.07928477,0.07053236,-0.0032508092,-0.0076229675,-0.11846492,-0.55495214,-4.098192e-05,-0.5734853,-0.4333272,-0.55819434,0.09242794,0.18990493,-0.5595041,-0.29880786,-0.55689126,-0.035667654,-0.15629634,0.11065775,0.20343047,-0.01007375,-0.011392561,-0.03566346,0.0107662985,-0.15959696,0.095412605,-0.30710632,-0.1363898,-0.27318692,0.0,0.0750385,-0.2709879,38
-0.14414059,-0.057431307,-0.0026420122,0.08884467,0.24450244,0.34236893,-0.000372898,-0.17921151,0.31665263,0.0019940722,1.0147749,-0.37437725,0.64057314,-0.0373897,0.5725495,0.21214126,0.2618976,0.07463991,-1.8580251,-0.24480245,-0.010974007,-0.00016203179,-0.0011253615,0.15500492,0.10057097,-0.30181345,0.9343606,0.676221,0.0,0.066168696,0.057892982,39
-0.25211996,-0.04554475,-0.0047878013,0.026209999,-0.0889012,1.0409949,0.0006500853,0.074373305,0.021620391,-0.519638,0.46396676,0.0145713575,0.2323868,-0.02568548,0.46106037,-0.0667405,0.15983179,-0.050024655,0.48683757,0.080548674,0.023874203,-0.001532512,-0.0015089861,0.0850763,-0.015297036,0.20030265,0.48905343,-0.052505437,0.0,0.09341491,0.048391778,40
0.30122143,0.103088036,-0.007031465,-0.035287406,-0.041614734,0.5531022,-0.0010530688,-0.0044433745,0.6377716,-0.10682112,0.24700995,0.6868517,0.19407636,0.54241943,0.20271458,-0.4370972,0.7008167,0.14976674,0.41082177,0.051143408,-0.077007666,0.13196,-0.0024897256,0.027520323,-0.06413599,-0.1226088,-0.15553221,-0.29214048,0.0,-0.12681367,-0.21385065,41
-0.50230694,-0.13184723,-0.003845627,-0.02176924,-0.038264196,-0.09318472,0.002513133,-0.3459073,-0.26137283,-0.020282265,-0.33675823,0.5986374,-0.18936646,-0.05436533,-0.91616803,-0.0979944,-0.53688633,-0.25493065,-3.8871021,-0.35718983,-0.0040874514,-0.05949142,-0.025991552,-0.192347,-0.034242555,-0.2949769,0.6637467,0.20174788,0.0,0.054337338,-0.25907794,42
-0.13030721,-0.05049834,0.36800286,0.49165878,0.18544668,0.088966675,-1.9996078e-05,-0.583125,-0.22940783,-0.028617404,-0.003520705,0.29859164,-0.0846979,0.45255813,0.24195208,1.3730831,0.31931534,-0.22298107,-0.02330057,-0.034245174,0.25531211,0.05705806,-0.015668575,1.3647714,0.09825152,-0.18689823,0.14272451,0.14278133,0.0,-0.27637583,-0.22765274,43
0.14830746,0.08460846,-0.0031353012,-0.03357498,-0.2159024,-0.9599256,-0.003995891,-0.22378778,-0.1574086,-0.059059326,-0.64054203,0.82797253,-0.14151682,0.059217438,-0.3129573,-0.24178217,-0.3303452,-0.08826095,0.62365955,0.06165806,-0.02732672,-0.03696443,-0.02471369,-0.34775665,-0.12304149,-0.20381701,-0.7274461,0.38201615,0.0,0.051373,-0.10363434,44
-0.16273227,0.06551305,-0.0035860455,-0.013154135,-0.03627617,0.1258311,0.0003918464,1.2317576,0.39505485,0.3372068,0.2812956,0.027889445,0.089372665,-0.5409138,-0.08429994,-0.039859354,-0.35881254,0.20175156,0.8586341,0.15192983,-0.014851593,-0.05609792,0.041340142,-0.09617259,-0.019576984,-0.018832963,0.43956277,0.114783406,0.0,-0.27631217,0.17455071,45
0.12251854,0.10121499,0.07096194,0.4337666,0.2909928,0.029781185,-0.0053501367,-0.02271147,-0.45995474,0.009865445,0.18867026,0.14410621,-0.095996365,0.36369005,0.23552668,0.72575706,1.1304508,0.18623243,0.52744377,0.053846106,0.14833029,0.121369384,0.013861308,1.1349478,0.02773182,2.0206118,0.01277592,0.22039807,0.0,-0.1712505,-0.18292361,46
-0.32436946,-0.10618093,-0.021013841,-0.04398305,-0.11403669,0.068666115,-0.0012403029,-0.38800916,-0.27940187,-0.34783784,-0.04708317,-1.0163068,0.14985397,-0.23874013,-0.43896696,-0.26651496,-0.08574541,-0.38288948,0.12558739,0.029390596,-0.026323346,-0.030622689,-0.058831483,-0.008055815,-0.081831545,-0.44185972,0.09251928,-0.21228155,0.0,0.03966843,-0.18925835,47
0.399777,0.10024089,-0.0028015769,0.009137038,-0.09114038,0.7946557,-0.0043826206,0.20326358,0.079507306,0.502222,0.12690327,0.05329844,0.62942815,-0.16744724,0.1773736,0.17351943,-0.14960513,0.18302643,0.7363622,0.110068806,-0.008392805,-0.016397456,0.00057186896,-0.03218327,0.161096,0.08783389,-0.33627626,-0.008667797,0.0,0.06772661,-0.0762496,48
0.31091183,0.10326695,-0.006420479,-0.011934424,-0.05462038,0.16021106,-0.0052592177,-0.082699284,0.076601796,-0.3476442,-0.18793957,0.32480916,0.1588925,0.5457441,0.17221513,-0.38240317,0.9771203,0.23411651,0.555872,0.062875025,-0.020513142,0.115165606,0.0012820449,0.26923946,-0.18902966,2.3474739,-0.21429294,-0.047025405,0.0,-0.23043835,-0.18885426,49
-0.46171102,-0.03661634,-0.008841379,-0.016491426,-0.22024997,0.4956663,-0.0010487469,-0.22112557,-0.47542492,-0.5613666,-0.18712352,-0.3377135,-0.6532045,-0.20600937,-0.690962,-0.21139827,-0.32969862,-0.22200042,0.13190043,0.0009287812,-0.010994662,-0.03650503,-0.035022344,-0.27122203,-0.1014364,-0.24106392,0.057038147,0.29346687,0.0,0.06817455,-0.09195479,50
-0.28991836,-0.004020092,-0.0036349192,-0.060424183,-0.0852612,-0.10195739,-0.0009609036,-0.7522244,-0.41028956,-0.11317072,-0.09601671,-0.35165697,0.073016144,-0.35204735,-0.53777313,-0.26036403,-0.27319646,-0.24680838,-0.05419815,-0.016026337,-0.04461891,-0.040957335,-0.043727696,-0.2489068,-0.15478347,-0.43035397,-0.6591039,-0.76746875,0.0,0.06553218,-0.28489837,51
-0.12814336,-0.026916588,-0.0073268595,0.0016309998,-0.1123327,-0.24439414,-0.00030131772,-0.12153193,0.3267778,0.067470185,-0.023723291,1.2114908,-0.17576571,0.11567767,0.81497055,0.040676616,0.22119536,-0.10524639,-0.38538355,-0.087789565,-0.01646848,0.029180449,-0.036064513,0.22373581,0.05528806,0.14590535,2.3357258,-0.24755421,0.0,0.12558438,-0.22915086,52
-0.36708808,-0.10777276,-0.009100096,-0.02889827,-0.18478371,-0.26754498,0.00021013501,0.09527018,-0.3339784,-0.32961583,0.054805674,-0.35734898,0.19221961,-0.31721267,-0.75792515,-0.08357023,-0.80852157,-0.6959752,0.25429514,0.041076034,-0.015408651,-0.082504354,-0.0899249,-0.23906289,0.0040286123,-0.69005775,0.3071411,0.1826629,0.0,-0.23272476,-0.006798178,53
-0.24161759,-0.09901429,-0.022267196,0.35105512,0.4681985,-0.17951582,-0.00054514105,-0.31537396,-0.6879457,-0.5376997,-0.4396048,-0.8679329,-0.11215794,-0.24062529,0.5320307,-0.08789304,-0.023011627,-0.5186995,-0.8484047,-0.13342209,-0.031052398,-0.022819074,-0.043912966,-0.089204445,-0.018131364,-0.33584332,-0.23999669,-0.1940623,0.0,-0.5746662,-0.43038082,54
-0.4194548,-0.07839077,-0.018118745,-0.022338875,-0.038098034,-0.102726474,-0.0014242446,-0.7213082,0.04184433,-0.28700832,0.2015502,0.84863067,-0.5931519,0.23001465,0.054289278,-0.17637601,-0.12147475,-0.376656,-0.6973112,-0.12648918,-0.030333333,-0.035731327,-0.044161487,0.005192274,-0.10512907,-0.24890216,-0.055381086,-0.61455595,0.0,0.11974477,-0.12602225,55
0.0068465197,-0.017837277,-0.0031488745,0.025971415,0.017776676,0.41266242,-0.0004594623,-0.1956694,-0.23761377,0.49119306,0.00874399,1.0779115,-0.11920973,-0.1425828,0.49585354,0.09407745,0.054771233,0.013482224,-0.4177908,-0.06669262,-0.01911302,-0.0012453776,-0.0070004174,0.17799091,0.06877562,0.029569706,0.67974603,0.5892803,0.0,0.12627518,-0.026120657,56
-0.28685525,-0.11508071,-0.007861257,0.38180938,0.5015522,-0.19892132,-0.0015584195,-0.25001803,-0.057217475,0.51433265,-0.48787057,-0.552844,-0.2856139,-0.43937168,-0.9167324,-0.013728707,-0.845302,-0.38550982,-1.610032,-0.2033907,-0.0010814508,-0.06145585,-0.050017934,-0.28746843,-0.016872564,-0.59200054,0.41058898,0.22947699,0.0,0.08066779,-0.38838744,57
0.14555317,0.025086625,-0.0031871125,-0.021263609,-0.16235636,0.23718701,0.001128538,-0.28061017,-0.35411185,-0.8490379,-0.4271195,-0.5312651,-0.5313471,-0.23110871,-0.65353376,-0.20952956,-0.08269647,0.20616499,0.32593474,0.091256425,-0.049242314,-0.02843601,0.009674393,-0.09779163,-0.003200183,-0.1338317,0.13147692,0.1420547,0.0,0.032557763,-0.20438686,58
-0.5376439,-0.13220091,-0.0019095215,0.003461272,-0.08381513,0.21225052,0.0011576454,-0.53495663,-0.30584243,0.0022495145,-0.37252682,0.6779699,-0.24514171,-0.12921116,0.39021423,-0.08484669,-0.28358307,-0.21998218,-4.002819,-0.3887277,-0.012523109,-0.029848445,-0.020582458,-0.1339166,0.0010526231,-0.27070925,1.077678,-0.24948081,0.0,0.055495195,-0.35264567,59
0.2578378,0.08739481,0.08519437,0.42694092,-0.008199669,-0.07745557,-0.00071675866,0.05919993,0.2024471,-0.31893528,0.14045583,0.17942716,0.19253801,0.46410817,0.44421044,0.78964317,1.1541017,0.27876237,0.46637955,0.050697077,0.15624242,0.099433176,0.043420196,1.2339593,0.0410801,2.0824862,-0.17105052,0.19535914,0.0,-0.12930396,-0.11774143,60
