feature,importance,mean_signed_shap
Spectral_algebraic_connectivity_over_avgdeg,0.619023,-0.14683674
Spectral_laplacian_heat_trace_t2.0,0.30019492,0.047271676
Spectral_lap_eig_6,0.19235381,0.0032861475
Spectral_laplacian_heat_trace_t1.0,0.18767601,0.04299673
Spectral_adjacency_energy,0.18306401,0.06628213
Spectral_spectral_gap_rel,0.17251559,-0.05516698
Spectral_lap_eig_2,0.16449839,-0.019656189
Spectral_lap_eig_9,0.16086973,-0.021873485
Spectral_algebraic_connectivity,0.15965094,-0.0061849453
Spectral_lap_eig_4,0.15329391,0.0018731835
Spectral_lap_eig_5,0.14658035,-0.0070908796
Spectral_lap_eig_0,0.14567673,0.0034228163
Spectral_lap_eig_8,0.14504838,0.026683455
Spectral_adjacency_moment_4,0.13186648,-0.021179393
Spectral_lap_eig_3,0.1280085,0.01415138
Spectral_laplacian_heat_trace_t5.0,0.11584956,-0.009569178
Spectral_kirchhoff_index,0.11478249,0.047756687
Spectral_adjacency_estrada_index,0.1093763,-0.016311923
Spectral_laplacian_heat_trace_t0.1,0.107289396,0.009622647
Spectral_lap_eig_7,0.10595684,-0.013199968
Spectral_adjacency_moment_3,0.08857026,-0.015839588
Spectral_lap_eig_1,0.07358796,-0.0042183474
Spectral_laplacian_skew,0.06533127,-0.002771896
Spectral_laplacian_heat_trace_t1.0_per_node,0.05631203,0.003749242
Spectral_laplacian_heat_trace_t5.0_per_node,0.048944894,-0.0069317217
Spectral_laplacian_heat_trace_t0.5,0.046529476,0.013994961
Spectral_laplacian_heat_trace_t0.1_per_node,0.02908411,-0.0013665815
Spectral_laplacian_std,0.028179081,0.01004456
Spectral_spectral_gap,0.0148648545,0.0023088814
Spectral_laplacian_mean,0.0007517297,-2.595601e-05
Spectral_adjacency_moment_2,0.0,0.0
