loop,colset,timestamp,best_params_json,bayes_history_csv,thresholds_csv,shap_full_csv,shap_summary_png,shap_sample_csv,roc_curve_png,pr_curve_png,deciles_csv,decile_precision_png,decile_recall_cumulative_png,auc,average_precision,uniqueness_ratio,n_rows,n_unique_rows,duplicate_rows,duplicate_groups_csv,optimizer_artifacts_dir,holdout_auc
8,motifs_eig,,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_/loop8_motifs_eig_best_params.json,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_/loop8_motifs_eig_bayes_history.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_/loop8_motifs_eig_thresholds.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_/loop8_motifs_eig_shap_full.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_/loop8_motifs_eig_shap_summary.png,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_/loop8_motifs_eig_shap_sample.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_/loop8_motifs_eig_roc_curve.png,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_/loop8_motifs_eig_pr_curve.png,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_/loop8_motifs_eig_deciles_metrics.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_/loop8_motifs_eig_decile_precision.png,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_/loop8_motifs_eig_decile_recall_cumulative.png,0.8481795635791738,0.8447283575597824,0.9986033519553073,1432,1430,2,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_/loop8_motifs_eig_duplicate_groups.csv,/home/ec2-user/ML-correlator/bayes_results/loop8_20251201-191620,0.8513067133003012
8,motifs,,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_/loop8_motifs_best_params.json,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_/loop8_motifs_bayes_history.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_/loop8_motifs_thresholds.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_/loop8_motifs_shap_full.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_/loop8_motifs_shap_summary.png,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_/loop8_motifs_shap_sample.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_/loop8_motifs_roc_curve.png,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_/loop8_motifs_pr_curve.png,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_/loop8_motifs_deciles_metrics.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_/loop8_motifs_decile_precision.png,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_/loop8_motifs_decile_recall_cumulative.png,0.8080497651647749,0.814365953141232,0.9986033519553073,1432,1430,2,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_/loop8_motifs_duplicate_groups.csv,/home/ec2-user/ML-correlator/bayes_results/loop8_20251201-191732,0.7921402895171475
8,eig,,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/eig_/loop8_eig_best_params.json,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/eig_/loop8_eig_bayes_history.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/eig_/loop8_eig_thresholds.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/eig_/loop8_eig_shap_full.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/eig_/loop8_eig_shap_summary.png,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/eig_/loop8_eig_shap_sample.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/eig_/loop8_eig_roc_curve.png,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/eig_/loop8_eig_pr_curve.png,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/eig_/loop8_eig_deciles_metrics.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/eig_/loop8_eig_decile_precision.png,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/eig_/loop8_eig_decile_recall_cumulative.png,0.8188246726258422,0.8114476568004065,0.9986033519553073,1432,1430,2,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/eig_/loop8_eig_duplicate_groups.csv,/home/ec2-user/ML-correlator/bayes_results/loop8_20251201-191828,0.8301758476634606
8,motifs_eig_centrality,,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_centrality_/loop8_motifs_eig_centrality_best_params.json,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_centrality_/loop8_motifs_eig_centrality_bayes_history.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_centrality_/loop8_motifs_eig_centrality_thresholds.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_centrality_/loop8_motifs_eig_centrality_shap_full.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_centrality_/loop8_motifs_eig_centrality_shap_summary.png,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_centrality_/loop8_motifs_eig_centrality_shap_sample.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_centrality_/loop8_motifs_eig_centrality_roc_curve.png,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_centrality_/loop8_motifs_eig_centrality_pr_curve.png,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_centrality_/loop8_motifs_eig_centrality_deciles_metrics.csv,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_centrality_/loop8_motifs_eig_centrality_decile_precision.png,/home/ec2-user/ML-correlator/Tree_classifier_for_graphs/new_stuff/results/bayes_shap_result/loop8/motifs_eig_centrality_/loop8_motifs_eig_centrality_decile_recall_cumulative.png,0.8727167713522489,0.8694894272769341,1.0,1432,1432,0,,/home/ec2-user/ML-correlator/bayes_results/loop8_20251201-191933,0.8632080054405906
