n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_auc,std_auc,timestamp
807,6,0.23611039007910314,0.8387400631785948,0.7783331011414365,0.9997491581800291,4.592488919658672,0.7070772661681752,0.06694007547245003,1761841404.933921
367,5,0.19875765715516736,0.6225646316108401,0.88879950890673,9.385527090157504,0.007787658410143285,0.6933031614849797,0.08909465826530306,1761841405.289958
993,13,0.18737941654160148,0.6028265220878869,0.6092249700165663,5.247746602583892,3.998609717152556,0.7380493244129608,0.055377258484346825,1761841406.261099
94,20,0.07750368872478823,0.6362425738131283,0.847354403733235,3.8246199126716283,9.832308858067885,0.7179260133805587,0.06553175865599381,1761841406.481867
493,18,0.20728918619045614,0.7801997007878172,0.6053059844639466,9.42201755684853,5.632882178455394,0.696900826446281,0.07756956579397711,1761841406.87117
416,3,0.07695920943042321,0.6964101864104046,0.8733054075301834,6.09996657782621,8.331949117361646,0.7045782500327954,0.059433082088222636,1761841407.526847
215,10,0.06284846545853807,0.9021445641270611,0.7700623497964979,2.079416628681889,5.677003278199916,0.7320149547422273,0.062304423199923714,1761841408.1877592
80,17,0.14042869867723207,0.7580600944007259,0.9706635463175177,7.27271995856421,3.2654076880583545,0.7075462416371507,0.0376523046307444,1761841408.324579
592,12,0.2887398870613113,0.9378135394712607,0.8989280440549523,5.3969213238907985,5.8675116566384835,0.7299881936245572,0.07121240666550081,1761841408.827049
967,13,0.09003976278653758,0.718509402281633,0.666106775625201,0.15636406741193934,4.234014807063698,0.6834186016004198,0.08435575260110627,1761841411.128074
1000,20,0.12524276963017913,0.7212914222737412,0.640760854477783,4.757522772637709,0.0,0.7300603436967072,0.0542594137669168,1761841412.2183402
1000,3,0.2610826991664576,0.6244315751415035,0.8420636251183293,2.7039461810166183,8.899977358053818,0.7279351961170143,0.05187061178404412,1761841413.5396962
50,15,0.25418240752520443,0.6263104031670188,0.6,5.063648478042646,9.848942963355848,0.7084612357339629,0.06253569767227732,1761841413.787029
1000,8,0.3,0.9548331432224861,0.9778264728495971,4.969307306361862,2.6438210487165965,0.7284992784992785,0.08610216860874145,1761841414.598065
50,17,0.3,0.6459961999736192,0.6259097660819491,2.701511580993245,8.7247045740578,0.7336940836940837,0.06420561910735638,1761841414.818885
461,11,0.06804759237891715,0.9912375698031213,1.0,2.790440130170064,2.3786026151140254,0.7197625606716516,0.09259271856021899,1761841415.6357539
1000,9,0.09669648383295207,0.6,0.6865745741897509,6.385429235280654,5.0477498138079815,0.7359044995408631,0.07546113903276293,1761841416.620417
818,19,0.014534025057715791,0.6,0.6683416552374625,5.587604100939587,6.080478657126625,0.7183982683982684,0.0641993644419535,1761841418.127585
50,19,0.3,1.0,0.999852812653588,0.15764821279908847,5.140518279293752,0.7187655778564868,0.07907239857711966,1761841418.4368188
1000,7,0.3,0.6,0.7206027153499505,6.803619779576459,5.448206258895594,0.7497507542962089,0.07980697742788,1761841419.298174
