decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,2,0,0.71648955,0.7320046,0.7242471,2,0.0,0.0,0.0
2,2,1,0.7333752,0.76189214,0.7476337,1,0.5,0.041666666666666664,0.041666666666666664
3,1,1,0.7627005,0.7627005,0.7627005,0,1.0,0.041666666666666664,0.08333333333333333
4,2,1,0.7701045,0.782084,0.77609426,1,0.5,0.041666666666666664,0.125
5,1,1,0.7864383,0.7864383,0.7864383,0,1.0,0.041666666666666664,0.16666666666666666
6,2,2,0.7875566,0.78850293,0.7880298,0,1.0,0.08333333333333333,0.25
7,1,1,0.7928331,0.7928331,0.7928331,0,1.0,0.041666666666666664,0.2916666666666667
8,2,2,0.79295474,0.7930972,0.793026,0,1.0,0.08333333333333333,0.375
9,1,1,0.7931824,0.7931824,0.7931824,0,1.0,0.041666666666666664,0.4166666666666667
10,2,2,0.7936384,0.7948909,0.7942647,0,1.0,0.08333333333333333,0.5
11,2,2,0.7950933,0.7957348,0.7954141,0,1.0,0.08333333333333333,0.5833333333333334
12,1,0,0.7967655,0.7967655,0.7967655,1,0.0,0.0,0.5833333333333334
13,2,2,0.7971213,0.7977975,0.79745936,0,1.0,0.08333333333333333,0.6666666666666667
14,1,1,0.7987205,0.7987205,0.7987205,0,1.0,0.041666666666666664,0.7083333333333334
15,2,1,0.7991761,0.8002998,0.79973793,1,0.5,0.041666666666666664,0.75
16,1,0,0.805024,0.805024,0.805024,1,0.0,0.0,0.75
17,2,2,0.8060279,0.8105301,0.80827904,0,1.0,0.08333333333333333,0.8333333333333334
18,1,1,0.810759,0.810759,0.810759,0,1.0,0.041666666666666664,0.875
19,2,2,0.8128009,0.81561005,0.81420547,0,1.0,0.08333333333333333,0.9583333333333334
20,1,1,0.817168,0.817168,0.817168,0,1.0,0.041666666666666664,1.0
