Spectral_lap_eig_0,Spectral_lap_eig_1,Spectral_lap_eig_2,Spectral_lap_eig_3,Spectral_lap_eig_4,Spectral_lap_eig_5,Spectral_lap_eig_6,Spectral_lap_eig_7,Spectral_lap_eig_8,Spectral_lap_eig_9,sample_index
-0.039641604,0.30941665,0.1260676,0.18177669,0.25356627,-0.08639217,-0.077549726,-0.13042404,-0.14785613,-0.01138929,0
-0.021697711,-0.7064281,-0.25400677,-0.25882742,-0.31885338,-0.00075941044,-0.06461165,-0.18465689,-0.28174007,-0.09998131,1
0.048544485,-0.4804603,0.13748825,-0.02493617,0.33004305,0.5200664,-0.046002865,0.024798945,-0.021977697,-0.03659959,2
-0.06893067,0.6603912,0.029284501,0.17432532,-0.22298507,-0.06371024,-0.292005,0.13327388,0.1286718,0.40595442,3
-0.062401343,0.01650767,-0.26480713,-0.2022299,-0.10898642,0.026406428,0.29368246,0.34036323,0.16046283,-0.0007418825,4
0.027910426,0.41963813,-0.19272693,0.56609374,-0.06837583,0.013476599,0.28528547,-0.19979005,-0.033377174,0.64607483,5
-0.014457879,-4.1441145,-0.17666107,-0.5399305,-0.18232226,0.044263143,-0.2616521,-0.090531096,-0.4385306,-0.12422158,6
0.0031655035,0.747454,-0.10433831,-0.0016837375,-0.17337263,-0.04410853,-0.17594334,0.15696123,0.36504966,0.29623383,7
0.018446375,-1.4245576,-0.63168913,-0.11188,-0.15920043,-0.09920824,-0.24040616,0.14540243,0.03900495,-0.09118087,8
0.09085984,0.33675978,0.06992092,-0.3254884,-0.067889735,0.08170709,0.07137674,0.07295509,0.09976757,0.22495587,9
-0.011385656,-4.3928165,0.19505619,-0.37755373,-0.07363107,0.033661317,-0.29920617,0.13766211,-0.12796336,-0.20959459,10
0.002470232,0.098311864,0.16929318,-0.36789256,-0.020887194,-0.083638504,0.0479865,0.1268803,0.032612454,0.042148836,11
-0.039825205,-0.12956065,-0.28644451,-0.40003958,-0.08722111,-0.034608576,0.6119956,-0.04420286,0.08964685,0.16371043,12
0.002481543,-1.4511589,-0.38533014,-0.32706928,-0.22388133,-0.08508198,0.07484722,0.030308003,-0.18943287,-0.17877154,13
-0.08725167,1.5255612,0.09406476,-0.16041133,-0.038253672,0.01749973,0.19777325,0.37850305,-0.19709985,0.43555623,14
0.059976358,1.010827,-0.04023526,-0.27033865,-0.016230507,-0.042700447,0.6014004,0.66560394,0.10770273,0.35007983,15
-0.019457098,0.78896266,0.41997218,0.15075916,-0.115945,-0.044650298,-0.17309421,-0.15214995,0.111503385,0.2115298,16
-0.033161245,-3.1981578,-0.6266149,-0.31372666,0.0048006177,0.08977603,-0.23830608,0.06448167,-0.04651719,-0.19010022,17
-0.035641387,-0.7571246,0.1137264,0.17364168,-0.2799494,0.4336645,-0.12325782,0.06265266,-0.3477616,-0.058457352,18
