loop,colset,n_features,auc,auc_mean,oof_auc_train,oof_auc_train_mean,average_precision,uniqueness_ratio,n_rows,n_unique_rows,duplicate_rows,holdout_auc
10,motifs_eig_centrality,98,0.9453073136641043,0.9453118309863393,0.9415080570403599,0.941525617791152,0.8947754140641769,1.0,153252,153252,0,0.9457959339084913
10,motifs_eig,84,0.916948037394943,0.9169571362258402,0.913804589637388,0.9138231952242772,0.8466574861502544,0.9918891759977031,153252,152009,1243,0.9171073086331062
10,motifs,74,0.8830919449922674,0.8831042399344279,0.881970115595301,0.8819902110451142,0.8003924583484755,0.9918891759977031,153252,152009,1243,0.8833023428716364
10,eig,10,0.8682560868404451,0.8682733543292974,0.866415438568971,0.8664410172681697,0.7687120426597667,0.9918891759977031,153252,152009,1243,0.870170073166153
