decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,2518,0,3.7691441e-07,0.00011114882,4.5880868e-05,2518,0.0,0.0,0.0
2,2518,1,0.00011116409,0.0004168585,0.00024083056,2517,0.0003971405877680699,4.291845493562232e-05,4.291845493562232e-05
3,2518,8,0.00041695175,0.0012619044,0.00077798683,2510,0.003177124702144559,0.00034334763948497857,0.0003862660944206009
4,2518,40,0.0012624598,0.003469419,0.002183537,2478,0.015885623510722795,0.0017167381974248926,0.0021030042918454934
5,2518,90,0.0034695049,0.009182308,0.005896908,2428,0.035742652899126294,0.0038626609442060085,0.0059656652360515015
6,2518,186,0.009185835,0.021968156,0.014693991,2332,0.07386814932486101,0.00798283261802575,0.013948497854077252
7,2518,327,0.021971993,0.051150154,0.03460461,2191,0.12986497220015886,0.014034334763948497,0.027982832618025748
8,2518,525,0.05117153,0.11021436,0.07773519,1993,0.2084988085782367,0.022532188841201718,0.05051502145922747
9,2518,800,0.110261925,0.21527599,0.15904512,1718,0.3177124702144559,0.034334763948497854,0.08484978540772532
10,2518,994,0.21527885,0.3665724,0.28764123,1524,0.3947577442414615,0.042660944206008584,0.12751072961373391
11,2518,1271,0.366588,0.5381484,0.45117575,1247,0.5047656870532169,0.054549356223175964,0.18206008583690989
12,2518,1473,0.5382159,0.7038253,0.6224608,1045,0.5849880857823669,0.06321888412017167,0.24527896995708154
13,2518,1677,0.7038365,0.8278687,0.76999176,841,0.6660047656870532,0.07197424892703863,0.31725321888412017
14,2518,1856,0.827879,0.9109888,0.872083,662,0.7370929308975377,0.07965665236051502,0.39690987124463517
15,2518,2082,0.9109995,0.957835,0.93679833,436,0.8268467037331215,0.08935622317596567,0.48626609442060087
16,2518,2194,0.9578558,0.9822488,0.97145104,324,0.8713264495631453,0.09416309012875536,0.5804291845493562
17,2518,2326,0.9822556,0.99417603,0.9889711,192,0.9237490071485306,0.09982832618025751,0.6802575107296137
18,2518,2438,0.9941795,0.9986292,0.9968222,80,0.9682287529785544,0.10463519313304721,0.784892703862661
19,2518,2498,0.9986305,0.99977034,0.9993472,20,0.9920571882446386,0.10721030042918454,0.8921030042918455
20,2518,2514,0.99977046,0.99999857,0.9999064,4,0.9984114376489277,0.1078969957081545,1.0
