n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_auc,std_auc,timestamp
807,6,0.23611039007910314,0.8387400631785948,0.7783331011414365,0.9997491581800291,4.592488919658672,0.9282801491836612,0.0032551915861007558,1762018808.6685483
367,5,0.19875765715516736,0.6225646316108401,0.88879950890673,9.385527090157504,0.007787658410143285,0.9163962891238354,0.003516289696559851,1762018838.3542643
993,13,0.18737941654160148,0.6028265220878869,0.6092249700165663,5.247746602583892,3.998609717152556,0.9231858427782484,0.0029866891364583796,1762018956.2246182
94,20,0.07750368872478823,0.6362425738131283,0.847354403733235,3.8246199126716283,9.832308858067885,0.9145147724497145,0.003777652325138445,1762019008.349995
493,18,0.20728918619045614,0.7801997007878172,0.6053059844639466,9.42201755684853,5.632882178455394,0.9233300621096339,0.003222063854425661,1762019089.6535492
416,3,0.07695920943042321,0.6964101864104046,0.8733054075301834,6.09996657782621,8.331949117361646,0.8932011124539649,0.003919078626559224,1762019112.909158
215,10,0.06284846545853807,0.9021445641270611,0.7700623497964979,2.079416628681889,5.677003278199916,0.9249312686162368,0.0024364536479698756,1762019159.4524658
80,17,0.14042869867723207,0.7580600944007259,0.9706635463175177,7.27271995856421,3.2654076880583545,0.9182829644186026,0.0025584007470266967,1762019197.0952544
592,12,0.2887398870613113,0.9378135394712607,0.8989280440549523,5.3969213238907985,5.8675116566384835,0.9270903674555668,0.002950086255650468,1762019276.0242846
967,13,0.09003976278653758,0.718509402281633,0.666106775625201,0.15636406741193934,4.234014807063698,0.9308315212736599,0.0028138852452132025,1762019460.4256513
289,7,0.2692532355487291,0.9565934529130575,0.9993331648885432,9.971292460562788,1.8142083233570707,0.9245806410171008,0.0033789619884015605,1762019495.6970387
578,9,0.2583808437821788,0.7069335998345151,0.9980300815211238,1.462635437020238,6.725192711821126,0.9262144844234241,0.0033562671656562413,1762019580.5398986
619,20,0.3,0.9283957233215614,0.7684670802707118,3.4407087533997567,0.0,0.9239142114645883,0.0027303883409487257,1762019671.074103
744,3,0.01,0.9783504325809065,0.8235661112672343,0.0,2.319968215757087,0.8650090166820513,0.00399172917437533,1762019703.7161171
851,3,0.3,0.9082148323345282,0.6,3.988554055470547,10.0,0.9191398347020927,0.0028661473316522624,1762019740.4805999
182,14,0.01,0.9121606297662881,0.6496525015840175,8.05503317534894,10.0,0.890004710562127,0.0037691733123630436,1762019801.9775808
558,20,0.25535046710773746,0.7017198475986036,0.6325781857877286,9.670141626949446,9.714017795988712,0.9198758045227742,0.002556087580524794,1762019890.332243
100,10,0.11693168425418127,0.8052737429809754,0.7028312049903066,9.899511515066203,6.6020021439241745,0.9148839092273093,0.0034312862772931524,1762019914.9129012
979,13,0.22674519828146103,0.9865756966272311,0.8537738248226074,7.02592840624181,1.3068460076749902,0.9280723729496365,0.002688179192828434,1762020001.022124
138,3,0.24820757467353935,0.766610586293184,0.7862269526189268,3.624976922663414,1.9809356185562228,0.8938497386193136,0.003701527614280304,1762020015.6817248
