Motif_triangles,Motif_wedges,Motif_4_cycles,Motif_4_cliques,Motif_triangle_edge_incidence_mean,Motif_triangle_edge_incidence_std,Motif_square_clustering_proxy,Motif_triangle_edge_incidence_median,Motif_triangle_edge_incidence_q90,Motif_triangle_edge_frac_zero,Motif_triangle_edge_frac_ge2,Motif_induced_K1_3,Motif_induced_P4,Motif_induced_C4,Motif_induced_TailedTriangle,Motif_induced_Diamond,Motif_induced_K4,Motif_induced_connected_per_4set,Motif_triangles_per_Cn3,Motif_4_cycles_per_Cn4,Motif_4_cliques_per_Cn4,Motif_wedges_per_max,Motif_induced_K1_3_per_Cn4,Motif_induced_P4_per_Cn4,Motif_induced_C4_per_Cn4,Motif_induced_TailedTriangle_per_Cn4,Motif_induced_Diamond_per_Cn4,Motif_induced_K4_per_Cn4,Motif_5_cycles,Motif_5_cliques,Motif_induced_g_1_4,Motif_induced_g_2_4,Motif_induced_g_3_4,Motif_induced_g_4_4,Motif_induced_g_5_4,Motif_induced_g_6_4,Motif_induced5_g_0_5,Motif_induced5_g_1_5,Motif_induced5_g_2_5,Motif_induced5_g_3_5,Motif_induced5_g_4_5,Motif_induced5_g_5_5,Motif_induced5_g_6_5,Motif_induced5_g_7_5,Motif_induced5_g_8_5,Motif_induced5_g_9_5,Motif_induced5_g_10_5,Motif_induced5_g_11_5,Motif_induced5_g_12_5,Motif_induced5_g_13_5,Motif_induced5_g_14_5,Motif_induced5_g_15_5,Motif_induced5_g_16_5,Motif_induced5_g_17_5,Motif_induced5_g_18_5,Motif_induced5_g_20_5,Motif_induced_connected_per_5set,Motif_induced_g_1_4_per_Cn4,Motif_induced_g_2_4_per_Cn4,Motif_induced_g_3_4_per_Cn4,Motif_induced_g_4_4_per_Cn4,Motif_induced_g_5_4_per_Cn4,Motif_induced_g_6_4_per_Cn4,Motif_5_cycles_per_Cn5,Motif_5_cliques_per_Cn5,Motif_5_cycles_per_Kn,Motif_induced5_g_0_5_per_Cn5,Motif_induced5_g_1_5_per_Cn5,Motif_induced5_g_2_5_per_Cn5,Motif_induced5_g_3_5_per_Cn5,Motif_induced5_g_4_5_per_Cn5,Motif_induced5_g_5_5_per_Cn5,Motif_induced5_g_6_5_per_Cn5,Motif_induced5_g_7_5_per_Cn5,Motif_induced5_g_8_5_per_Cn5,Motif_induced5_g_9_5_per_Cn5,Motif_induced5_g_10_5_per_Cn5,Motif_induced5_g_11_5_per_Cn5,Motif_induced5_g_12_5_per_Cn5,Motif_induced5_g_13_5_per_Cn5,Motif_induced5_g_14_5_per_Cn5,Motif_induced5_g_15_5_per_Cn5,Motif_induced5_g_16_5_per_Cn5,Motif_induced5_g_17_5_per_Cn5,Motif_induced5_g_18_5_per_Cn5,Motif_induced5_g_20_5_per_Cn5,sample_index
-0.0044303504,0.0344077,0.006701309,0.0,-0.006877871,0.04473655,0.0,0.0,0.0,0.0106081925,-0.0026273988,-0.06365097,-0.15932974,-0.043231413,0.97461414,0.0,0.0,0.15984926,0.0,-0.012411851,0.0,0.0,0.0,-0.004306604,-0.026787676,0.18342312,0.0,0.0,-0.038411323,0.0,-0.011688109,-0.0013414288,0.0,0.082319155,0.0,0.0,0.0,-0.017664315,-0.36504304,0.061290696,-0.0969207,-0.025665581,0.008007815,-0.003971021,0.031945746,-0.03748736,0.0017988568,0.028320007,0.0,0.0,0.0,-0.009295679,-0.019529235,0.0,0.064915165,0.0,0.029892644,0.007913233,0.0,0.0,0.024793819,0.0,0.0,0.0,0.0,0.0006427491,0.0,-0.002121383,-0.26378933,0.0076855933,0.002424654,-0.0033891057,0.020783499,0.0025884989,0.0037220372,-0.010314583,0.009666236,-0.014487176,0.0,0.0,0.0,0.0013344147,-0.0228487,0.0,0.016201781,0.0,23
-0.0019045942,-0.006750415,-0.18036652,0.0,-0.010954215,0.04972095,0.0,0.0,0.0,0.0062055765,-0.006922551,0.10151463,-0.16028722,0.06690195,-0.14058797,0.0,0.0,0.058910266,0.0,-0.087282956,0.0,0.0,0.0,0.0077167633,-0.01080583,-0.058998823,0.0,0.0,-0.0029112038,0.0,0.087748535,0.01851619,0.0,-0.041133948,0.0,0.0,0.0,-0.12418846,-0.13576306,-0.017664498,-0.0027893172,-0.13513847,0.011619045,-0.008848727,0.043751568,-0.04327968,-0.0016047815,0.06735801,0.0,0.0,0.0,-0.028405769,0.0054511786,0.0,0.068605125,0.0,0.020482492,-0.010550247,0.0,0.0,-0.013513174,0.0,0.0,0.0,0.0,0.0024738593,0.0,-0.022500185,-0.1119757,-0.006266031,-0.0023358164,-0.01122904,0.007686033,0.004640007,0.0051306747,-0.002172484,0.01641028,-0.022525828,0.0,0.0,0.0,0.001231372,0.0020964402,0.0,0.016201781,0.0,24
-0.0044303504,-0.009152639,-0.08839079,0.0,-0.012282313,0.06332151,0.0,0.0,0.0,0.013180026,-0.0044404417,-0.056490514,-0.30152112,-0.09181522,0.07165917,0.0,0.0,0.030681396,0.0,-0.015979644,0.0,0.0,0.0,-0.00651991,-0.012474304,0.1892466,0.0,0.0,-0.07396156,0.0,-0.021537786,-0.00045420043,0.0,0.030382775,0.0,0.0,0.0,-0.024500597,0.06845969,-0.017664498,-0.017283494,-0.005192644,0.012069835,-0.008848727,0.044684052,-0.044447836,-0.0018699626,-0.016611787,0.0,0.0,0.0,0.036719013,-0.04569242,0.0,0.07492577,0.0,0.14777884,-0.010550247,0.0,0.0,0.02709775,0.0,0.0,0.0,0.0,0.0024738593,0.0,-0.00015020091,0.063840196,-0.006266031,-0.0048670755,0.0049095135,0.007686033,0.004640007,0.0084159225,0.0011731517,-0.05090134,-0.016582988,0.0,0.0,0.0,0.001231372,-0.05476161,0.0,0.016201781,0.0,25
-0.0044303504,0.019679097,0.08342417,0.0,-0.010976758,0.063668795,0.0,0.0,0.0,0.013180026,-0.0058247596,0.089435495,-0.15525629,0.2909528,-0.5578722,0.0,0.0,-0.12925763,0.0,0.013645756,0.0,0.0,0.0,-0.0067119496,0.19630222,-0.23619676,0.0,0.0,0.095264986,0.0,-0.019177148,-0.011113837,0.0,-0.03248306,0.0,0.0,0.0,-0.048991196,0.065931015,-0.010435027,-0.010535433,0.0070167417,0.018409695,-0.0069414815,0.021322392,-0.03097511,-0.003286487,-0.03990674,0.0,0.0,0.0,-0.029228812,0.0022589893,0.0,0.04294932,0.0,-0.23924842,0.00316307,0.0,0.0,-0.041118853,0.0,0.0,0.0,0.0,-0.008354702,0.0,-0.02783079,0.06516212,-0.0024239921,-0.0022179275,0.008584937,0.008604617,-0.00080705946,0.0026643565,0.0015788461,0.022982512,0.033796214,0.0,0.0,0.0,0.003124934,0.0020111958,0.0,0.0068068975,0.0,26
-0.0044303504,-0.009152639,-0.078986764,0.0,-0.012282313,0.053708058,0.0,0.0,0.0,0.007957391,-0.0044404417,-0.029323786,-0.31485566,-0.09617163,-0.15870017,0.0,0.0,0.030171545,0.0,-0.0105055235,0.0,0.0,0.0,-0.01084801,-0.0111953225,0.07014489,0.0,0.0,-0.07426244,0.0,-0.021904431,-0.023339778,0.0,-0.008286723,0.0,0.0,0.0,-0.02500349,0.066976614,-0.017664498,-0.024934694,-0.0042679356,0.012069835,-0.008848727,0.040066957,-0.05069866,-0.0027364576,-0.024955465,0.0,0.0,0.0,0.07877213,-0.04569242,0.0,0.062045954,0.0,-0.09375186,-0.010550247,0.0,0.0,0.020802297,0.0,0.0,0.0,0.0,0.0024738593,0.0,-0.00015020091,0.048500523,-0.006266031,-0.0048670755,0.00062015094,0.007686033,0.004640007,0.0084159225,0.00020481914,-0.05090134,-0.016582988,0.0,0.0,0.0,0.001231372,-0.05476161,0.0,0.016201781,0.0,27
0.014941436,0.027549056,-0.013958003,0.0,0.017702103,0.045856174,0.0,0.0,0.0,0.005385558,-0.0026273988,0.06715329,-0.20875993,0.013905728,0.7365858,0.0,0.0,0.16577585,0.0,0.0016706346,0.0,0.0,0.0,0.039214358,-0.0031405236,0.19434103,0.0,0.0,-0.034936078,0.0,0.03539738,0.003693543,0.0,0.083658814,0.0,0.0,0.0,-0.0109717855,-0.2917555,-0.0070052035,-0.0032005622,0.013990515,0.011619045,0.037579454,0.04035724,-0.02830311,0.0020765641,-0.0075917505,0.0,0.0,0.0,0.011983153,-0.019529235,0.0,0.054589555,0.0,-0.03546491,-0.010550247,0.0,0.0,0.02448075,0.0,0.0,0.0,0.0,0.0006287567,0.0,-0.00015020091,-0.15324707,-0.0015864093,-0.00080942083,0.003306293,0.007686033,-0.026491448,0.0070288144,-0.00681271,0.01641028,-0.009249037,0.0,0.0,0.0,0.0007729349,-0.0228487,0.0,0.016201781,0.0,28
-0.0019045942,-0.009152639,-0.23219235,0.0,-0.012282313,0.06200088,0.0,0.0,0.0,0.007957391,-0.0044404417,-0.05970553,-0.22176018,0.067763194,-0.12874088,0.0,0.0,0.032677583,0.0,-0.087282956,0.0,0.0,0.0,0.01520572,-0.0108136535,0.07523426,0.0,0.0,0.0012313849,0.0,0.07568571,-0.00045420043,0.0,-0.0010521607,0.0,0.0,0.0,-0.0071911756,0.072872706,-0.015094865,0.008566345,-0.026637869,0.012069835,0.08361633,0.04536117,-0.05159989,-0.022079006,-0.019757453,0.0,0.0,0.0,0.06568535,0.0054511786,0.0,0.07685563,0.0,-0.013187909,-0.010550247,0.0,0.0,0.022242118,0.0,0.0,0.0,0.0,0.0010414094,0.0,-0.006032495,0.06479565,-0.006266031,-0.0023358164,-0.0153505765,0.007686033,-0.029964108,0.0084159225,0.0037563113,-0.05090134,-0.022525828,0.0,0.0,0.0,0.001231372,0.005049638,0.0,0.016201781,0.0,29
-0.0019045942,-0.004158982,0.035355456,0.0,-0.012282313,0.07602308,0.0,0.0,0.0,0.013180026,-0.0026868987,0.10810459,-0.29004142,0.18482375,0.055252034,0.0,0.0,0.04533402,0.0,-0.012097953,0.0,0.0,0.0,0.03230085,0.1814725,0.13660234,0.0,0.0,0.00776289,0.0,0.07374555,-0.032394435,0.0,0.03525722,0.0,0.0,0.0,0.00021006202,0.12025179,-0.0068634776,0.076258644,0.012878565,0.015980465,-0.008848727,0.04756995,-0.03141393,0.010444339,0.056345277,0.0,0.0,0.0,0.044029515,0.0054511786,0.0,0.07547003,0.0,0.12042683,-0.010550247,0.0,0.0,0.030779514,0.0,0.0,0.0,0.0,0.0024738593,0.0,-0.00015020091,0.08320328,-0.006266031,0.019589823,0.0078123286,0.007686033,0.006286337,0.0084159225,0.0012801511,0.022982512,-0.00944663,0.0,0.0,0.0,0.001231372,0.005049638,0.0,0.016201781,0.0,30
-0.0044303504,-0.007229617,-0.014399817,0.0,-0.012282313,0.06991027,0.0,0.0,0.0,0.010956762,-0.006922551,-0.047921494,0.15772407,-0.107495934,-0.1722713,0.0,0.0,0.035132438,0.0,-0.010506193,0.0,0.0,0.0,-0.01084801,-0.012474304,0.08372067,0.0,0.0,-0.006291694,0.0,-0.029487837,-0.0034039207,0.0,-0.023036726,0.0,0.0,0.0,-0.1264269,-0.14741413,-0.0155565925,-0.020790722,-0.010772239,-0.05263973,-0.008848727,0.047221135,-0.051618263,-0.0016047815,-0.02178584,0.0,0.0,0.0,0.01928994,0.0054511786,0.0,0.07893165,0.0,-0.020679798,0.007913233,0.0,0.0,-0.019031089,0.0,0.0,0.0,0.0,0.0024738593,0.0,-0.026543014,-0.10809496,-0.006266031,-0.0016330003,0.00978638,-0.053041346,0.004640007,0.0084159225,0.0015788461,0.009473385,0.029036026,0.0,0.0,0.0,0.003124934,0.0020964402,0.0,0.016201781,0.0,31
-0.0019045942,-0.0060369475,0.032286685,0.0,-0.012282313,0.0673822,0.0,0.0,0.0,0.013180026,-0.0048161126,0.15402982,-0.30730435,0.07372773,0.087082066,0.0,0.0,0.05115699,0.0,-0.013015298,0.0,0.0,0.0,0.066038795,-0.00800577,0.14878647,0.0,0.0,-0.03150393,0.0,0.063770406,0.029766781,0.0,0.03431539,0.0,0.0,0.0,0.00055896107,0.090164445,-0.01308011,-0.0054513337,0.01320181,0.015980465,0.08361633,0.0521864,-0.034353293,0.0045730066,0.0054942537,0.0,0.0,0.0,0.06809438,0.0054511786,0.0,0.07547003,0.0,0.15340231,-0.010550247,0.0,0.0,0.025923882,0.0,0.0,0.0,0.0,0.0010414094,0.0,-0.00015020091,0.07427981,-0.006266031,-0.0031199888,0.0078123286,0.007686033,-0.029964108,0.0084159225,0.0050586914,0.022982512,0.07893226,0.0,0.0,0.0,0.001231372,0.005049638,0.0,0.016201781,0.0,32
-0.0019045942,-0.0060369475,0.035136335,0.0,-0.012282313,0.05503563,0.0,0.0,0.0,0.01140528,-0.00378469,0.14360598,-0.20092353,0.06054796,0.06733733,0.0,0.0,0.046724573,0.0,-0.006623832,0.0,0.0,0.0,0.03230085,-0.0108136535,0.15889972,0.0,0.0,-0.0024514885,0.0,0.063770406,0.026280738,0.0,0.03868176,0.0,0.0,0.0,0.001391238,-0.1295175,-0.011825761,0.12957872,0.007700659,0.011619045,-0.008848727,0.047569305,-0.050372403,0.0043792697,-0.014740618,0.0,0.0,0.0,0.08129711,0.0054511786,0.0,0.06534214,0.0,-0.045249805,-0.010550247,0.0,0.0,0.025867434,0.0,0.0,0.0,0.0,0.0010252685,0.0,-0.00015020091,-0.07279346,-0.0026220162,0.01429826,0.0078123286,0.007686033,0.0033707358,0.0084159225,-0.00942381,0.01641028,-0.016582988,0.0,0.0,0.0,0.001231372,0.005049638,0.0,0.016201781,0.0,33
-0.0044303504,-0.0072746724,0.00073995744,0.0,-0.012282313,0.087396435,0.0,0.0,0.0,0.011483812,-0.0044404417,-0.027267098,0.20237394,0.0335127,-0.13804367,0.0,0.0,0.04469481,0.0,-0.0105055235,0.0,0.0,0.0,-0.006631491,-0.012474304,0.09353204,0.0,0.0,0.0019561206,0.0,-0.029487837,-0.00045420043,0.0,-0.008286723,0.0,0.0,0.0,-0.023201555,0.19314879,-0.015606124,0.036573157,0.00039462675,-0.07361531,-0.008848727,0.04717243,-0.046077147,-0.02121251,-0.01361106,0.0,0.0,0.0,0.024248548,0.0054511786,0.0,0.08232665,0.0,0.11850277,0.007913233,0.0,0.0,0.02830948,0.0,0.0,0.0,0.0,0.0024738593,0.0,-0.00015020091,0.11400009,-0.006266031,-0.0016330003,0.00978638,-0.053041346,0.004640007,0.0084159225,0.0050586914,-0.036394916,-0.014206818,0.0,0.0,0.0,0.003124934,0.005049638,0.0,0.016201781,0.0,34
-0.0019045942,-0.004158982,0.035355456,0.0,-0.012282313,0.07602308,0.0,0.0,0.0,0.013180026,-0.0026868987,0.10810459,-0.29004142,0.18482375,0.055252034,0.0,0.0,0.04533402,0.0,-0.012097953,0.0,0.0,0.0,0.03230085,0.1814725,0.13660234,0.0,0.0,0.00776289,0.0,0.07374555,-0.032394435,0.0,0.03525722,0.0,0.0,0.0,0.00021006202,0.12025179,-0.0068634776,0.076258644,0.012878565,0.015980465,-0.008848727,0.04756995,-0.03141393,0.010444339,0.056345277,0.0,0.0,0.0,0.044029515,0.0054511786,0.0,0.07547003,0.0,0.12042683,-0.010550247,0.0,0.0,0.030779514,0.0,0.0,0.0,0.0,0.0024738593,0.0,-0.00015020091,0.08320328,-0.006266031,0.019589823,0.0078123286,0.007686033,0.006286337,0.0084159225,0.0012801511,0.022982512,-0.00944663,0.0,0.0,0.0,0.001231372,0.005049638,0.0,0.016201781,0.0,35
-0.0044303504,-0.007949162,0.06390032,0.0,0.018016972,0.043643113,0.0,0.0,0.0,0.010956762,-0.0058911284,0.019913577,0.114461236,0.051903438,-0.09264416,0.0,0.0,-0.109522514,0.0,0.02944139,0.0,0.0,0.0,-0.0033845007,-0.014227161,-0.020374391,0.0,0.0,-0.0074992036,0.0,-0.011468774,-0.044052877,0.0,-0.036131155,0.0,0.0,0.0,0.17979018,-0.15548246,-0.011825761,0.11914204,-0.02644975,-0.05263973,-0.008848727,0.032347176,-0.035273112,-0.0029799133,0.06697577,0.0,0.0,0.0,0.02200358,0.0054511786,0.0,0.06483979,0.0,-0.26159406,0.00316307,0.0,0.0,-0.017049335,0.0,0.0,0.0,0.0,-0.03281189,0.0,0.12110687,-0.10400118,-0.0024239921,-0.011651235,-0.03157132,-0.053041346,0.0020967713,0.0084159225,-0.0021996945,0.009473385,-0.022525828,0.0,0.0,0.0,-0.017756844,0.005049638,0.0,0.016201781,0.0,36
0.034755856,0.0344077,0.0047616106,0.0,0.017702103,0.05558301,0.0,0.0,0.0,0.0106081925,-0.0026273988,-0.018268274,0.12807913,-0.04301822,1.0141039,0.0,0.0,0.20703177,0.0,-0.005414706,0.0,0.0,0.0,-0.004306604,-0.01573576,0.19945253,0.0,0.0,-0.035441123,0.0,-0.011688109,0.0012910055,0.0,0.078582466,0.0,0.0,0.0,-0.017771326,-0.37245995,0.03731345,-0.0065802694,0.008634805,0.008893617,-0.003971021,-0.27778417,-0.060023542,0.00294306,-0.0059214747,0.0,0.0,0.0,0.035737835,-0.019529235,0.0,0.052570205,0.0,0.07756593,0.007913233,0.0,0.0,0.03337462,0.0,0.0,0.0,0.0,0.0010252685,0.0,-0.00015020091,-0.26257947,0.0076855933,0.002424654,0.008223105,0.020783499,0.0038371177,-0.050505016,-0.009012203,0.0096262805,-0.008247973,0.0,0.0,0.0,0.0013344147,-0.014220346,0.0,0.0070292703,0.0,37
0.034755856,0.03432171,-0.008967486,0.0,0.017702103,0.05637929,0.0,0.0,0.0,0.0070088417,-0.0022517277,-0.020324962,0.18585627,-0.046514083,1.0000837,0.0,0.0,0.22930726,0.0,0.0015256025,0.0,0.0,0.0,-0.004306604,-0.026422987,0.22133596,0.0,0.0,-0.028009191,0.0,-0.009803039,0.00231277,0.0,0.083658814,0.0,0.0,0.0,-0.0067284117,0.08302293,-0.007168965,-0.0055120257,-0.018808264,0.014203853,-0.003971021,0.025667707,-0.08026898,-0.02744761,-0.015638143,0.0,0.0,0.0,0.06084893,-0.04569242,0.0,-0.2081609,0.0,-0.106357634,0.007913233,0.0,0.0,0.0233974,0.0,0.0,0.0,0.0,0.0010252685,0.0,-0.00015020091,0.059774406,-0.0015864093,0.002424654,-0.0367984,0.020783499,0.0033520134,0.0084159225,-0.009172364,-0.05090134,0.011340336,0.0,0.0,0.0,0.003124934,-0.05476161,0.0,-0.03120188,0.0,38
0.034755856,0.0344077,-0.008856135,0.0,0.017702103,0.047269087,0.0,0.0,0.0,0.0050255535,-0.0022517277,-0.06365097,-0.14877754,-0.0427661,0.96779037,0.0,0.0,0.21544689,0.0,-0.006996244,0.0,0.0,0.0,-0.004306604,-0.026422987,0.21106586,0.0,0.0,-0.022793658,0.0,-0.009803039,-0.0013414288,0.0,0.08723458,0.0,0.0,0.0,-0.014463765,-0.34063214,0.03731345,-0.0036695509,0.007647942,0.0073042903,-0.003971021,0.023325082,-0.020522136,-0.018856905,-0.007964649,0.0,0.0,0.0,0.07405166,-0.019529235,0.0,-0.19666514,0.0,0.099367686,0.007913233,0.0,0.0,0.017437398,0.0,0.0,0.0,0.0,0.0010731764,0.0,-0.00015020091,-0.24609102,0.012601011,0.002424654,0.0023786917,0.020783499,0.0039347713,0.0037220372,-0.00030333298,-0.035427865,-0.008247973,0.0,0.0,0.0,0.0013344147,-0.0228487,0.0,-0.03120188,0.0,39
0.014941436,0.044424172,-0.022813503,0.0,0.017702103,0.062572405,0.0,0.0,0.0,0.0070088417,-0.0026273988,0.002386121,-0.29453132,0.013653608,0.89338815,0.0,0.0,0.18517658,0.0,8.909684e-05,0.0,0.0,0.0,0.03176021,-0.0033103698,0.2019723,0.0,0.0,-0.055954307,0.0,0.04537252,0.005798812,0.0,0.083658814,0.0,0.0,0.0,-0.001192886,0.07285252,-0.0070052035,0.01274349,0.017476581,0.015014658,0.037579454,0.03498167,-0.034494523,0.0033537955,-0.007941801,0.0,0.0,0.0,0.038400356,0.0054511786,0.0,-0.20831315,0.0,0.10581382,-0.010550247,0.0,0.0,0.030776206,0.0,0.0,0.0,0.0,0.0006287567,0.0,-0.00015020091,0.07465893,-0.0015864093,-0.00080942083,0.003357861,0.007686033,-0.026491448,0.0084159225,-0.014189556,0.022982512,-0.009249037,0.0,0.0,0.0,0.001231372,0.005049638,0.0,-0.03120188,0.0,40
-0.0044303504,0.019679097,0.08342417,0.0,-0.010976758,0.063668795,0.0,0.0,0.0,0.013180026,-0.0058247596,0.089435495,-0.15525629,0.2909528,-0.5578722,0.0,0.0,-0.12925763,0.0,0.013645756,0.0,0.0,0.0,-0.0067119496,0.19630222,-0.23619676,0.0,0.0,0.095264986,0.0,-0.019177148,-0.011113837,0.0,-0.03248306,0.0,0.0,0.0,-0.048991196,0.065931015,-0.010435027,-0.010535433,0.0070167417,0.018409695,-0.0069414815,0.021322392,-0.03097511,-0.003286487,-0.03990674,0.0,0.0,0.0,-0.029228812,0.0022589893,0.0,0.04294932,0.0,-0.23924842,0.00316307,0.0,0.0,-0.041118853,0.0,0.0,0.0,0.0,-0.008354702,0.0,-0.02783079,0.06516212,-0.0024239921,-0.0022179275,0.008584937,0.008604617,-0.00080705946,0.0026643565,0.0015788461,0.022982512,0.033796214,0.0,0.0,0.0,0.003124934,0.0020111958,0.0,0.0068068975,0.0,41
-0.0019045942,-0.0060369475,0.03579659,0.0,-0.012282313,0.06386238,0.0,0.0,0.0,0.007957391,-0.0048161126,0.15402982,-0.28931278,0.072980836,0.07259859,0.0,0.0,0.04668183,0.0,-0.0075411773,0.0,0.0,0.0,0.058584645,-0.0108136535,0.16206732,0.0,0.0,-0.03150393,0.0,0.063770406,0.029766781,0.0,0.037739925,0.0,0.0,0.0,0.00055896107,0.090164445,-0.015094865,0.005643797,0.013265988,0.015980465,0.08361633,0.05022194,-0.034102365,0.0037065109,-0.0038066201,0.0,0.0,0.0,0.014871218,0.0054511786,0.0,0.06769571,0.0,0.13409534,-0.010550247,0.0,0.0,0.02448075,0.0,0.0,0.0,0.0,0.0006287567,0.0,-0.00015020091,0.06968448,-0.0026220162,-0.0023358164,0.0035229663,0.007686033,-0.011754151,0.0084159225,-0.034321573,0.022982512,-0.016582988,0.0,0.0,0.0,0.001231372,0.005049638,0.0,0.016201781,0.0,42
-0.0044303504,0.0344077,0.0042049787,0.0,-0.006877871,0.059832808,0.0,0.0,0.0,0.01140528,-0.0026273988,-0.018268274,0.16867487,-0.04643391,1.0393311,0.0,0.0,0.1750822,0.0,-0.0061844043,0.0,0.0,0.0,-0.0032564634,-0.0053889016,0.18852426,0.0,0.0,-0.038411323,0.0,-0.011688109,0.0023407815,0.0,0.09148194,0.0,0.0,0.0,-0.0116473045,-0.11621143,0.061290696,0.015608177,0.006652881,0.008893617,-0.003971021,-0.38129568,-0.018510425,0.00294306,-0.009901212,0.0,0.0,0.0,-0.009295679,0.0054511786,0.0,0.062428765,0.0,0.03568629,0.007913233,0.0,0.0,0.0382867,0.0,0.0,0.0,0.0,0.0024738593,0.0,-0.002121383,-0.14909945,0.012601011,0.002424654,0.012602558,0.020783499,0.006283817,-0.06592316,-0.00012922857,0.0096262805,-0.014487176,0.0,0.0,0.0,0.003124934,0.0021746587,0.0,0.0070292703,0.0,43
0.034755856,0.044424172,-0.006780065,0.0,0.017702103,0.05727638,0.0,0.0,0.0,0.005408489,-0.0026273988,-0.015837234,0.14642745,-0.046766203,1.0335507,0.0,0.0,0.26229477,0.0,-0.00076879654,0.0,0.0,0.0,-0.004306604,-0.01573576,0.19945253,0.0,0.0,-0.035441123,0.0,-0.011688109,0.0012910055,0.0,0.101463094,0.0,0.0,0.0,-0.017771326,-0.3700289,-0.0077635273,-0.007873362,0.003986372,0.008893617,-0.003971021,-0.27778417,-0.01681734,0.00294306,-0.0068027796,0.0,0.0,0.0,0.031151054,-0.019529235,0.0,0.053629983,0.0,0.112810075,0.007913233,0.0,0.0,0.0382867,0.0,0.0,0.0,0.0,0.0024738593,0.0,-0.00015020091,-0.21980573,-0.0026010175,0.002424654,-0.029974999,0.020783499,0.0062676147,-0.050505016,0.00017390784,0.0096262805,-0.009249037,0.0,0.0,0.0,0.0013344147,-0.014220346,0.0,0.0070292703,0.0,44
-0.0044303504,-0.006710336,0.021185396,0.0,-0.012282313,0.09280784,0.0,0.0,0.0,0.007980322,-0.0048161126,-0.047891695,0.23510972,-0.105648786,-0.13482943,0.0,0.0,0.050223064,0.0,-0.010506193,0.0,0.0,0.0,-0.01084801,-0.012474304,0.08372067,0.0,0.0,0.0005239006,0.0,-0.029487837,-0.00045420043,0.0,0.0031528259,0.0,0.0,0.0,-0.023816543,0.11174172,0.074895196,-0.013522187,-0.014457898,0.019316275,-0.008848727,0.0521864,-0.044842534,0.010444339,-0.05165309,0.0,0.0,0.0,-0.025371745,0.0054511786,0.0,0.07517614,0.0,0.057772964,0.007913233,0.0,0.0,0.0382867,0.0,0.0,0.0,0.0,0.0024738593,0.0,-0.002121383,0.10066698,0.030356707,-0.0016330003,-0.028411724,0.020783499,0.006283817,0.0084159225,0.0037563113,0.022982512,0.020426394,0.0,0.0,0.0,0.003124934,0.005049638,0.0,0.016201781,0.0,45
-0.0044303504,-0.00645619,-0.22122443,0.0,-0.012282313,0.063291974,0.0,0.0,0.0,0.013180026,-0.0058911284,0.067207605,-0.2712092,0.050942283,-0.09833623,0.0,0.0,0.007571482,0.0,-0.087282956,0.0,0.0,0.0,-0.006631491,-0.0111953225,0.048490882,0.0,0.0,0.007462011,0.0,-0.01976284,-0.022319056,0.0,-0.013872817,0.0,0.0,0.0,0.10230952,0.085332714,-0.011825761,0.14538752,0.008872014,0.015980465,-0.008848727,0.04065776,-0.061757524,0.004460288,-0.018781994,0.0,0.0,0.0,0.09509739,0.0054511786,0.0,0.08277873,0.0,0.14359204,-0.010550247,0.0,0.0,-0.018425254,0.0,0.0,0.0,0.0,0.0010252685,0.0,0.035921246,0.06126688,-0.0026220162,0.00991023,0.0078123286,0.007686033,0.0033707358,0.0084159225,-0.0349353,0.022982512,-0.016582988,0.0,0.0,0.0,0.001231372,0.005049638,0.0,0.016201781,0.0,46
-0.0044303504,-0.006859324,0.19214344,0.0,0.019322526,-0.37526974,0.0,0.0,0.0,-0.04241834,0.040543873,-0.0197303,0.10822299,0.021792434,-0.633355,0.0,0.0,-0.14739378,0.0,0.07879765,0.0,0.0,0.0,-0.0033917967,-0.011422487,-0.26286298,0.0,0.0,0.09657699,0.0,-0.019177148,-0.0034039207,0.0,-0.03641567,0.0,0.0,0.0,-0.058468554,0.05692034,-0.015607031,0.009788809,-0.0044406517,0.019316275,-0.0054994943,0.02962199,-0.034279335,-0.0020693052,0.06982305,0.0,0.0,0.0,-0.04656566,0.0022589893,0.0,0.056668784,0.0,-0.1012712,0.00316307,0.0,0.0,-0.054560527,0.0,0.0,0.0,0.0,-0.013239933,0.0,-0.02783079,0.055222664,-0.0024239921,-0.0031674772,0.0054605165,0.008604617,-0.0004845159,0.003525918,-0.0023570452,0.016869394,-0.02015071,0.0,0.0,0.0,0.003124934,0.0020111958,0.0,0.0068068975,0.0,47
