,COEFFICIENTS,ENCODINGS
0,1,IE]WN{jQW
1,1,IBhVFut`W
2,1,ICyZRW|SW
3,1,IagrbFVro
4,1,I{DB@Ic~o
5,1,IBuEdRY\_
6,1,IIlSbRZuW
7,0,IIlSJF|h_
8,1,IEprFJjRo
9,1,IFTaTNFeW
10,0,IIlTKKNYW
11,1,IIlTKKUxg
12,1,I@~`SgQpg
13,1,IWmSHEnZo
14,1,IYNC`QLNo
15,1,IQZWFL\Zo
16,1,IQZWFMZX_
17,0,I@~`gIWwW
18,1,IHlaqMNZo
19,1,IweODInZo
20,0,IE]FIKjeW
21,1,I`g\RbNZo
22,1,IWmT@AnZo
23,1,I@}ERbNZo
24,1,IBpVRTYuW
25,1,IeUAThSro
26,1,IqcQKj[xg
27,0,I@}cwdXOW
28,1,I{@FKIJ}W
29,0,IkSaThSro
30,0,IHlaqMEZo
