decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,699,0,0.0005611588,0.008039722,0.0042999657,699,0.0,0.0,0.0
2,699,2,0.008074356,0.020092424,0.013371905,697,0.002861230329041488,0.0003532944709415298,0.0003532944709415298
3,698,5,0.020104894,0.04209099,0.03022319,693,0.0071633237822349575,0.0008832361773538244,0.001236530648295354
4,699,30,0.042124588,0.0706342,0.055619683,669,0.04291845493562232,0.005299417064122946,0.0065359477124183
5,698,55,0.07065239,0.109758,0.08891238,643,0.07879656160458452,0.00971559795089207,0.01625154566331037
6,699,100,0.10988913,0.15975803,0.13417426,599,0.1430615164520744,0.01766472354707649,0.03391626921038686
7,699,136,0.15976219,0.2149433,0.18688627,563,0.19456366237482117,0.024024024024024024,0.05794029323441088
8,698,166,0.21496098,0.2742215,0.24439599,532,0.23782234957020057,0.02932344108814697,0.08726373432255785
9,699,234,0.27425647,0.33305523,0.30540612,465,0.33476394849785407,0.04133545310015898,0.12859918742271684
10,698,272,0.3330555,0.38949245,0.36207193,426,0.38968481375358166,0.04804804804804805,0.17664723547076489
11,699,310,0.38956743,0.44231334,0.41721016,389,0.4434907010014306,0.054760642995937116,0.231407878466702
12,699,342,0.44232982,0.490875,0.46729025,357,0.4892703862660944,0.06041335453100159,0.2918212329977036
13,698,372,0.49088627,0.5381621,0.51456517,326,0.5329512893982808,0.06571277159512454,0.35753400459282814
14,699,388,0.5381887,0.5876329,0.56353444,311,0.5550786838340487,0.06853912736265677,0.4260731319554849
15,698,401,0.58766025,0.6396993,0.6130239,297,0.5744985673352435,0.07083554142377672,0.49690867337926165
16,699,450,0.6397875,0.698126,0.6669377,249,0.6437768240343348,0.0794912559618442,0.5763999293411058
17,699,525,0.6983546,0.76759064,0.7320495,174,0.7510729613733905,0.09273979862215156,0.6691397279632574
18,698,548,0.7676769,0.8525959,0.8072899,150,0.7851002865329513,0.09680268503797916,0.7659424130012366
19,699,628,0.8530138,0.94878954,0.9001346,71,0.8984263233190272,0.11093446387564035,0.8768768768768769
20,698,697,0.948798,0.99560356,0.9764077,1,0.998567335243553,0.12312312312312312,1.0
