feature,importance,mean_signed_shap
Motif_induced_g_4_4,0.6045511,-0.096233755
Motif_5_cycles,0.49014005,-0.12329643
Motif_induced_g_3_4,0.33904755,-0.034826595
Motif_triangle_edge_incidence_std,0.32253766,0.0061464906
Motif_induced_g_4_4_per_Cn4,0.19089654,-0.00960473
Motif_5_cycles_per_Cn5,0.1695955,-0.026743112
Motif_4_cycles,0.15266131,-0.026244333
Motif_induced_g_1_4,0.15105106,0.0261316
Motif_wedges,0.13774945,-0.027020046
Motif_triangle_edge_frac_zero,0.12674879,-0.0031812226
Motif_induced_g_3_4_per_Cn4,0.11538025,-0.017093172
Motif_triangle_edge_frac_ge2,0.08921052,-0.040469117
Motif_induced5_g_2_5,0.08769598,-0.005108231
Motif_induced_connected_per_4set,0.08377833,0.0034330257
Motif_induced_g_2_4,0.08171404,0.03209124
Motif_induced5_g_15_5,0.05196523,-0.00070518564
Motif_induced5_g_7_5,0.04903544,0.0014292313
Motif_induced5_g_11_5,0.046418462,0.0020032001
Motif_5_cycles_per_Kn,0.044902097,-0.0074244407
Motif_induced5_g_5_5,0.04409457,-0.0050913244
Motif_induced5_g_16_5,0.042234443,0.0057754586
Motif_induced_connected_per_5set,0.041982543,-0.0069613587
Motif_induced_g_1_4_per_Cn4,0.035198633,0.019222004
Motif_induced5_g_4_5,0.03376516,-0.004074352
Motif_induced5_g_9_5,0.03237523,-0.0008106701
Motif_induced5_g_18_5,0.028824938,-0.0059277946
Motif_induced5_g_10_5,0.028589655,0.0049655912
Motif_4_cycles_per_Cn4,0.028366778,-0.004457329
Motif_induced5_g_6_5,0.026413552,-0.0047037955
Motif_wedges_per_max,0.026286377,-0.008461958
Motif_triangles,0.024725541,0.015837621
Motif_induced5_g_7_5_per_Cn5,0.022966458,-0.0004009718
Motif_induced_g_2_4_per_Cn4,0.02174426,0.005581466
Motif_induced5_g_8_5,0.021110814,0.0009722476
Motif_induced5_g_15_5_per_Cn5,0.021101302,-0.00028875654
Motif_induced5_g_1_5,0.020876592,0.00019439113
Motif_triangle_edge_incidence_mean,0.018623002,-0.0018941622
Motif_induced_g_5_4,0.017747536,-0.010659161
Motif_induced5_g_9_5_per_Cn5,0.01701845,0.00087790005
Motif_induced5_g_2_5_per_Cn5,0.016607668,-0.001598079
Motif_induced5_g_16_5_per_Cn5,0.015575158,0.0008147629
Motif_induced5_g_18_5_per_Cn5,0.013326052,-0.0031802692
Motif_induced5_g_11_5_per_Cn5,0.01290003,0.00088296336
Motif_triangles_per_Cn3,0.012652509,0.006935158
Motif_induced5_g_3_5,0.012332568,-0.0015226626
Motif_induced5_g_6_5_per_Cn5,0.011303153,-0.0020125834
Motif_induced5_g_4_5_per_Cn5,0.010260181,0.00039278346
Motif_induced5_g_5_5_per_Cn5,0.008793696,-0.0014072852
Motif_induced5_g_8_5_per_Cn5,0.008048318,4.260739e-05
Motif_induced5_g_1_5_per_Cn5,0.00713881,2.708645e-05
Motif_induced5_g_10_5_per_Cn5,0.0058171456,0.0008673584
Motif_triangle_edge_incidence_median,0.0053948765,-0.000672346
Motif_induced_g_5_4_per_Cn4,0.005363692,-0.0021263964
Motif_induced5_g_3_5_per_Cn5,0.0052894056,0.00031251644
Motif_induced5_g_0_5,0.0011452558,-0.00014357906
Motif_induced5_g_12_5,0.0010515826,-0.000638009
Motif_induced5_g_0_5_per_Cn5,0.0007702642,-0.00014296545
Motif_induced5_g_12_5_per_Cn5,4.752744e-05,-1.2063615e-05
Motif_square_clustering_proxy,0.0,0.0
Motif_4_cliques_per_Cn4,0.0,0.0
Motif_4_cliques,0.0,0.0
Motif_induced5_g_17_5_per_Cn5,0.0,0.0
Motif_induced5_g_13_5,0.0,0.0
Motif_induced5_g_13_5_per_Cn5,0.0,0.0
Motif_triangle_edge_incidence_q90,0.0,0.0
Motif_5_cliques,0.0,0.0
Motif_5_cliques_per_Cn5,0.0,0.0
Motif_induced5_g_17_5,0.0,0.0
Motif_induced5_g_14_5,0.0,0.0
Motif_induced5_g_14_5_per_Cn5,0.0,0.0
Motif_induced5_g_20_5_per_Cn5,0.0,0.0
Motif_induced5_g_20_5,0.0,0.0
Motif_induced_g_6_4,0.0,0.0
Motif_induced_g_6_4_per_Cn4,0.0,0.0
