decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,699,0,1.1520849e-05,0.00020631916,0.00011497413,699,0.0,0.0,0.0
2,699,1,0.0002066452,0.0006047042,0.00037207318,698,0.001430615164520744,0.0001766472354707649,0.0001766472354707649
3,698,3,0.0006050308,0.0019712087,0.0011590712,695,0.004297994269340974,0.0005299417064122947,0.0007065889418830596
4,699,17,0.0019738306,0.0059198537,0.003595257,682,0.024320457796852647,0.003003003003003003,0.0037095919448860626
5,698,31,0.005938839,0.014938109,0.009828974,667,0.044412607449856735,0.005476064299593711,0.009185656244479774
6,699,72,0.014968577,0.033486277,0.02322154,627,0.10300429184549356,0.012718600953895072,0.021904257198374848
7,699,133,0.03349387,0.064403854,0.047849264,566,0.19027181688125894,0.023494082317611728,0.045398339515986576
8,698,150,0.06447205,0.110370494,0.08507446,548,0.2148997134670487,0.026497085320614733,0.0718954248366013
9,699,212,0.11044107,0.17608373,0.14261566,487,0.3032904148783977,0.03744921391980215,0.10934463875640346
10,698,238,0.1760887,0.26138335,0.21597216,460,0.34097421203438394,0.042042042042042045,0.1513866807984455
11,699,287,0.26141593,0.35973227,0.30915976,412,0.4105865522174535,0.05069775658010952,0.20208443737855503
12,699,323,0.3598142,0.475538,0.4163305,376,0.46208869814020026,0.057057057057057055,0.2591414944356121
13,698,372,0.4756356,0.5922309,0.53448945,326,0.5329512893982808,0.06571277159512454,0.32485426603073664
14,699,424,0.59257233,0.7016933,0.64922476,275,0.6065808297567954,0.0748984278396043,0.39975269387034096
15,698,447,0.7017802,0.7997926,0.7519434,251,0.6404011461318052,0.0789613142554319,0.47871400812577286
16,699,488,0.79990566,0.8815762,0.8402177,211,0.698140200286123,0.08620385090973326,0.5649178590355062
17,699,548,0.8816138,0.93814987,0.91076654,151,0.7839771101573677,0.09680268503797916,0.6617205440734854
18,698,575,0.9384562,0.97814673,0.9597769,123,0.8237822349570201,0.10157216039568981,0.7632927044691752
19,699,644,0.97822976,0.9975661,0.9902875,55,0.9213161659513591,0.11376081964317258,0.8770535241123478
20,698,696,0.99757916,0.9999285,0.99915856,2,0.997134670487106,0.12294647588765235,1.0000000000000002
