feature,importance,mean_signed_shap
Spectral_algebraic_connectivity_over_avgdeg,0.92118037,-0.33236957
Spectral_spectral_gap_rel,0.3498634,-0.13538444
Spectral_adjacency_estrada_index,0.31811023,0.04971644
Spectral_lap_eig_9,0.31008926,-0.0124448
Spectral_lap_eig_6,0.30151257,-0.06122523
Spectral_adjacency_moment_4,0.29898944,-0.097803764
Spectral_lap_eig_4,0.29840827,-0.02869791
Spectral_lap_eig_7,0.29040116,-0.031313397
Spectral_algebraic_connectivity,0.2887167,-0.0663709
Spectral_adjacency_energy,0.25166976,0.049955092
Spectral_laplacian_heat_trace_t2.0,0.24999537,0.04486673
Spectral_laplacian_heat_trace_t1.0,0.24691638,-0.0045960513
Spectral_lap_eig_8,0.2451931,-0.025622403
Spectral_lap_eig_5,0.22936648,-0.022373464
Spectral_lap_eig_3,0.21891768,-0.018241007
Spectral_lap_eig_2,0.21240632,-0.038139857
Spectral_kirchhoff_index,0.18253951,0.014393576
Spectral_lap_eig_0,0.1617064,-0.01235065
Spectral_adjacency_moment_3,0.15907095,-0.054984663
Spectral_laplacian_skew,0.15310629,0.013842475
Spectral_laplacian_heat_trace_t5.0,0.14706771,-0.050260372
Spectral_laplacian_heat_trace_t0.1,0.09645302,0.010708922
Spectral_laplacian_heat_trace_t1.0_per_node,0.08796183,-0.006681411
Spectral_laplacian_heat_trace_t0.5,0.08507462,-0.017176224
Spectral_laplacian_heat_trace_t5.0_per_node,0.07844665,-0.025857769
Spectral_lap_eig_1,0.07001546,-0.031433444
Spectral_laplacian_heat_trace_t0.1_per_node,0.042105246,-0.0029663704
Spectral_spectral_gap,0.04015528,-0.012465896
Spectral_laplacian_std,0.033935286,0.0044488953
Spectral_laplacian_mean,0.0032177006,-0.0010937302
Spectral_adjacency_moment_2,0.00032865757,-1.5772961e-05
