decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,9,3,0.21845537,0.28181255,0.24523932,6,0.3333333333333333,0.028037383177570093,0.028037383177570093
2,8,3,0.29282674,0.32161665,0.30869287,5,0.375,0.028037383177570093,0.056074766355140186
3,8,1,0.3298092,0.39918783,0.36045367,7,0.125,0.009345794392523364,0.06542056074766354
4,8,5,0.39957115,0.43388116,0.42226803,3,0.625,0.04672897196261682,0.11214953271028036
5,8,5,0.4411053,0.5108184,0.47733837,3,0.625,0.04672897196261682,0.1588785046728972
6,9,4,0.51087314,0.55367947,0.53279966,5,0.4444444444444444,0.037383177570093455,0.19626168224299065
7,8,4,0.55972147,0.5825419,0.57168627,4,0.5,0.037383177570093455,0.2336448598130841
8,8,4,0.5927687,0.66235894,0.6339278,4,0.5,0.037383177570093455,0.27102803738317754
9,8,6,0.6672644,0.70672536,0.68795276,2,0.75,0.056074766355140186,0.32710280373831774
10,8,5,0.71256304,0.7227629,0.7181722,3,0.625,0.04672897196261682,0.37383177570093457
11,9,9,0.7252802,0.7698182,0.7544533,0,1.0,0.08411214953271028,0.45794392523364486
12,8,6,0.77206784,0.79349095,0.7818358,2,0.75,0.056074766355140186,0.514018691588785
13,8,8,0.79599214,0.80600613,0.80032223,0,1.0,0.07476635514018691,0.5887850467289719
14,8,5,0.80605763,0.8177491,0.8127762,3,0.625,0.04672897196261682,0.6355140186915887
15,8,5,0.8192768,0.82616895,0.82270706,3,0.625,0.04672897196261682,0.6822429906542056
16,9,7,0.8265004,0.8391703,0.8311073,2,0.7777777777777778,0.06542056074766354,0.7476635514018691
17,8,8,0.84105295,0.8561453,0.84815216,0,1.0,0.07476635514018691,0.822429906542056
18,8,6,0.8563607,0.8670939,0.86121553,2,0.75,0.056074766355140186,0.8785046728971962
19,8,7,0.87012374,0.8798383,0.8755766,1,0.875,0.06542056074766354,0.9439252336448598
20,8,6,0.8799724,0.90860355,0.89137155,2,0.75,0.056074766355140186,1.0
