Spectral_lap_eig_0,Spectral_lap_eig_1,Spectral_lap_eig_2,Spectral_lap_eig_3,Spectral_lap_eig_4,Spectral_lap_eig_5,Spectral_lap_eig_6,Spectral_lap_eig_7,Spectral_lap_eig_8,Spectral_lap_eig_9,sample_index
-0.15414412,0.41952986,0.23774245,0.035930842,0.017479643,0.1638204,0.034728006,-0.022737576,0.0056939265,0.010288568,65
0.0652645,0.2880479,0.31903756,-0.026633533,0.0088289045,0.117800094,-0.08116375,-0.03224997,0.007649594,0.02484219,66
-0.14642432,0.34346825,-0.089883536,-0.043611616,0.016911697,0.16275667,-0.08292691,-0.064855695,-0.00351718,0.014993866,67
0.055480696,0.49228704,0.0535654,0.053468753,0.016879492,0.13564028,0.17853904,0.11750023,-0.025900315,0.07001427,68
0.07156627,0.5228669,-0.08004846,0.03644151,0.025832437,0.13282375,0.20103389,0.13737746,-0.01119226,0.071569756,69
0.08843958,0.30033714,0.34589696,-0.03711699,-0.014846555,0.12212819,-0.0838387,-0.03224997,0.006389808,0.02440389,70
-0.04664366,0.38899335,0.030444833,-0.15887198,-0.028611582,0.10392247,-0.09447919,0.1919602,0.0027698877,0.02056763,71
0.052995123,0.4693739,-0.037463196,0.051046435,0.011575315,0.12013079,0.16600175,0.09905401,0.0284204,0.062292263,72
0.09465627,0.5058128,-0.060533885,0.023480996,0.012913052,0.1775204,0.23893727,-0.03229992,0.0284204,0.05802962,73
-0.084400155,-0.49232104,0.26673496,-0.054983012,0.03514408,0.1411373,-0.075108886,-0.06282896,9.978458e-05,-0.17863837,74
0.059571594,0.33834672,0.2308375,0.074387886,0.037620846,0.16756158,0.028421216,-0.01848391,0.0033218104,-0.12619339,75
0.0843789,0.47510967,0.027312133,0.045634616,0.012913052,0.13010176,0.1612289,0.092928186,0.029861178,0.056976255,76
-0.093570605,0.3704231,-0.06206031,-0.20578878,0.013980229,0.09598417,-0.12337247,-0.060920227,-0.008787482,0.016135046,77
-0.119063005,0.22923312,0.20660564,-0.1931198,-0.021888983,0.16824634,-0.09471361,-0.038087912,-0.0023431547,0.013726759,78
-0.002507768,-0.28567567,0.23413232,0.02831492,-0.0380588,-0.2334114,-0.09276434,-0.07259928,-0.0076386603,-0.102224275,79
0.04710737,-0.43558094,-0.3165285,-0.009819913,0.05094576,-0.08789887,0.17644294,0.1664823,0.062661506,0.07639725,80
0.051846646,-0.5285971,-0.13153294,0.0015238691,0.06270193,-0.17728299,0.2922538,-0.05534712,-0.01357029,-0.031980723,81
0.022783343,0.5030982,-0.036169697,0.038558487,0.024548566,0.11572135,0.19249146,0.092928186,-0.01119226,0.048701957,82
0.0739265,0.53222036,0.031661622,0.020785337,-0.02499715,0.13956769,0.2518433,-0.03567257,-0.030194819,0.049296122,83
0.030444521,0.12097777,0.3337932,-0.0133525105,0.06039971,-0.3284241,0.010004098,-0.04390431,0.0014653978,0.011387457,84
0.05864568,0.45523807,0.13322435,0.011515354,-0.046942025,-0.35521704,0.20071308,-0.02527681,0.0014474004,0.033648524,85
0.02573334,-0.58313113,0.31272742,-0.051554583,-0.04572593,-0.30592543,-0.07820098,-0.039571,-0.017208466,-0.060476594,86
-0.07616983,0.40507323,0.15113555,0.035437167,-0.01086374,0.11007992,0.17109117,-0.021117594,0.006157435,0.045493193,87
0.03423979,-0.5217793,0.48916498,-0.008060271,-0.02648963,-0.20424451,-0.07557699,-0.044979427,-0.001434504,-0.08203907,88
-0.063926354,0.29469553,0.18322842,0.029813178,-0.026671372,0.12806019,0.13112243,-0.018529337,-0.0015066171,0.060928904,89
0.07134898,-0.5010162,-0.059702553,0.0012950422,0.060470764,-0.23321038,-0.078805305,0.2663237,-0.004374955,-0.03839855,90
-0.08521268,0.4543393,0.015252112,0.021891115,0.04322717,0.10582938,0.1523877,0.093476,0.0025598619,0.04310915,91
0.051662553,0.40620512,0.2580664,0.0075234855,0.03480761,-0.30753297,-0.05134243,-0.028083226,0.0074651977,0.03353221,92
-0.05365679,0.33623898,-0.35686973,0.0032387916,-0.011886623,0.13429677,-0.098981775,0.21567231,0.07520849,0.051866733,93
0.09996723,-0.5394019,-0.16456638,-0.03666583,-0.012131054,0.15339583,-0.11796652,-0.07788989,0.087576464,0.094295375,94
-0.043195497,-0.6025408,-0.17715025,-0.065220416,-0.04572593,-0.26277223,-0.13010305,-0.10565524,-0.025654037,-0.13294607,95
0.07741067,0.4388934,0.13151847,0.052428227,-0.010939416,0.12982535,0.10449974,0.113454916,0.034339726,0.04740663,96
0.06272241,0.34247136,0.25645825,0.030459754,-0.02716804,0.15911424,-0.09135853,-0.020105537,-0.0009726917,0.02317031,97
-0.16737826,0.29312772,0.27496126,0.009593462,0.052190267,0.12014083,-0.071326226,-0.03185489,0.0019513471,-0.10530413,98
0.011037967,-0.4232226,0.49377534,-0.055876806,-0.04251058,-0.2521987,-0.07516255,-0.044979427,-0.033964198,-0.05556837,99
0.019376542,0.41513768,0.19534543,0.052518114,-0.022285495,-0.2262043,-0.0807904,0.12570886,0.007527898,0.046279162,100
-0.13526294,0.48622864,-0.037717275,0.03355798,-0.026978925,-0.23824231,0.30023637,-0.044796046,-0.004069103,0.055803236,101
0.072288886,0.29596278,0.22649431,0.031337485,0.052626148,-0.29574555,-0.095451176,-0.07766109,-0.0016436598,0.09144429,102
-0.018067222,0.45120433,0.23941442,0.025743812,0.07832294,0.1457029,-0.09511014,-0.026224975,-0.013043186,0.0717647,103
-0.022711435,0.36371088,-0.044067536,0.04287695,-0.011671399,0.13679229,0.14776526,0.13737746,0.076628126,0.04864738,104
-0.15396647,0.32998136,-0.0066215694,0.006764441,-0.028537996,0.101919286,0.006198733,0.16285954,-0.019159026,-0.1041591,105
-0.18002725,0.3117143,0.25805163,0.031859145,-0.02865887,0.112385966,-0.06346856,-0.013047336,0.0026200956,0.021103537,106
0.056330748,-0.25605935,0.19837895,0.016979033,-0.03280535,-0.187314,-0.070135556,0.17097183,0.0020861703,0.012493961,107
0.064770274,0.3527646,0.17311458,0.048018683,-0.025180541,0.14246717,0.13337125,-0.019426126,-0.0009726917,0.006738347,108
-0.06512579,0.34404245,-0.04770092,0.030833509,-0.012755337,0.116817445,0.16531475,0.092928186,0.021947138,0.021470677,109
-0.0012581386,-0.27312234,0.4718707,-0.018202566,-0.038804635,-0.21795619,-0.07516255,-0.03488784,0.0020436028,-0.052376233,110
0.0034325263,-0.47023553,0.50119436,0.111759275,-0.032556057,-0.22198685,-0.07557699,-0.038623992,-0.01575807,-0.09112632,111
0.009438975,-0.6439008,-0.31496167,-0.068719886,-0.035679262,-0.056173228,-0.1403395,-0.09058728,-0.011897375,-0.11855919,112
0.015729288,-0.62185866,-0.25104228,0.04408893,0.041152846,-0.10587631,-0.14080642,-0.08423184,-0.007169632,-0.06663803,113
-0.0146782175,-0.623496,-0.36175695,-0.011547075,0.046406295,-0.145625,-0.13271303,-0.09155829,-0.018950216,0.05554118,114
-0.0736057,-0.50417763,-0.43298963,-0.007858254,0.06887997,0.1179662,-0.11207463,-0.086430565,-0.018582707,-0.09989869,115
0.062032618,0.35275576,-0.32370585,0.004088464,0.021843703,0.13129035,0.16524792,0.13289553,0.051713165,0.06862001,116
-0.07339953,-0.3088609,-0.13513559,0.007132586,-0.025314808,0.16088594,-0.11564575,-0.09932696,-0.010039919,-0.08101473,117
-0.002565178,-0.37991372,-0.160472,0.07742031,-0.03836617,-0.2731828,-0.1333012,-0.10298113,-0.01858586,-0.096224934,118
-0.16101757,0.27342978,-0.0986588,0.017774647,-0.028814226,0.15304531,-0.11068438,-0.06727567,-0.017864792,-0.0413066,119
-0.034971543,0.36830562,-0.0068165027,0.05890701,-0.025956344,0.1612697,-0.0030824353,0.16281952,-0.006441218,0.064068794,120
-0.05485955,-0.20217654,0.28579527,-0.012244077,0.012202818,0.12382758,-0.09493714,-0.037796833,-0.0016436598,-0.081193335,121
0.005754821,-0.3368393,0.2051777,0.061999954,-0.05277619,-0.24319175,-0.1002019,-0.067373015,-0.04136407,-0.10396847,122
0.040214643,0.08910889,-0.10221255,0.047935262,-0.029179528,0.13805582,-0.09440012,0.22413601,-0.010110235,0.06426051,123
0.06314644,-0.53035694,-0.13223004,-0.05055092,-0.033076517,-0.33676243,-0.13625044,-0.075316936,-0.010948121,0.0066955695,124
0.027935416,-0.55514485,0.23933342,-0.04530925,-0.04170065,-0.26318648,-0.09419325,-0.053338744,-0.027552113,-0.122332886,125
-0.051810704,0.4547638,0.1591764,0.027942503,0.024548566,0.1142718,0.17032109,0.098691635,0.00706439,0.027767984,126
0.07624292,0.24448535,0.31062892,-0.18025,0.0075002345,0.10683692,-0.08430035,-0.03224997,-0.042361654,-0.020328369,127
0.08486163,0.45510063,0.17134407,0.02777998,0.0135744335,0.11928333,-0.08829934,0.14927834,0.00706439,-0.09711522,128
-0.0029354822,0.23475705,0.3237202,-0.20067754,-0.01902799,0.09334055,-0.08846575,-0.03183251,-0.043621443,-0.103438325,129
0.09355294,0.45596358,0.16364443,0.034040943,0.014727053,0.1263657,0.11640657,-0.04281093,0.00706439,0.048016004,130
-0.13645905,0.45386127,0.012442803,0.039795868,0.027153824,0.10846298,0.1612289,0.114483014,-0.0111219445,0.08305131,131
0.074155994,0.50436777,0.025800813,0.052762564,0.036084473,0.15041275,0.16069444,0.11873668,-0.009751481,0.056925055,132
-0.07369353,0.38857347,0.080518946,-0.09377194,0.03844055,0.09948705,0.16903096,0.08914652,-0.027270779,-0.035889324,133
0.04614813,0.21786976,0.17683035,-0.20322895,-0.030546583,0.12995464,-0.10710432,-0.030265272,-0.0009726917,-0.117722124,134
0.06321245,-0.31359798,0.13349897,0.12238932,-0.034559384,-0.10751194,-0.11110442,-0.059561376,-0.0015066171,-0.059216276,135
0.060444906,0.39223865,0.0037847413,-0.2586232,0.011839751,0.121739194,0.1976179,0.11949408,0.0015958624,0.05296826,136
0.029252406,-0.23056585,0.27836326,0.06590466,0.08343504,-0.107012115,-0.08841144,-0.035846096,0.002787885,-0.060026705,137
-0.1534864,0.34493804,0.001464407,-0.16185531,-0.027376955,0.0986792,0.16837849,0.12378775,-0.013081984,-0.042693976,138
-0.04018345,0.41687608,0.1991852,0.036983393,0.013980229,0.13490742,0.005568959,-0.02737138,-0.024936317,0.044151343,139
0.019848313,-0.66492087,-0.27182505,-0.06277435,-0.042868048,-0.3308292,-0.14328873,-0.11486887,-0.02983647,-0.0038705422,140
-0.013652715,-0.6157406,0.109661564,-0.060020994,0.06516139,-0.25552374,-0.10536993,-0.071521714,-0.0029975579,-0.09724058,141
-0.07390559,-0.55428493,-0.3206084,-0.044964947,-0.03255586,-0.19260162,-0.13049738,-0.1015965,-0.011904584,0.069948755,142
-0.037563585,-0.57444453,-0.3463537,-0.03157704,0.05766782,-0.23976253,-0.11598403,-0.09861345,-0.015345313,0.051660594,143
0.015196977,-0.66254413,-0.27081108,-0.009041976,0.08197296,-0.14711644,-0.12854902,-0.11486887,-0.007169632,-0.06538751,144
-0.03753075,-0.6122649,-0.36319444,0.0059877625,0.055972498,-0.22378112,-0.12859471,-0.06560887,-0.008559051,-0.007402488,145
-0.03176438,-0.5984833,-0.35706586,-0.06026691,-0.03589034,-0.24823199,-0.14328873,-0.10267219,-0.012075754,-0.009892882,146
-0.0060168356,-0.61480093,-0.35167027,-0.053666968,-0.03866702,-0.28186518,-0.1403395,-0.1051608,-0.012215092,-0.07885493,147
-0.009682027,-0.5300751,-0.14649987,-0.0054557743,-0.0380588,-0.26663503,-0.1333012,-0.11486887,-0.008669456,-0.059327357,148
0.020928375,-0.46603888,0.25947386,0.0028733816,-0.037673157,0.14077775,-0.09109356,-0.045792688,-0.0015066171,-0.092654385,149
0.031676866,-0.7006524,-0.1223127,-0.02336492,-0.03589034,-0.30257607,-0.13767934,-0.09058728,-0.007844055,0.01777689,150
-0.060196698,-0.57496876,-0.115784146,-0.022310872,-0.02865887,0.1292593,-0.039206058,-0.07483003,-0.008669456,0.017203117,151
0.026097685,-0.33531645,0.272845,0.06446001,0.046168882,-0.23590252,-0.08707015,-0.035846096,0.002787885,-0.065210216,152
-0.029469015,0.29977724,-0.3510912,0.04612562,-0.013234902,0.10089698,-0.10243821,0.21567231,0.08615683,0.08483085,153
0.06313553,-0.5579941,-0.14782895,-0.016293075,-0.030754428,-0.3017909,-0.09207545,0.112250134,-0.010110235,0.010137818,154
0.022749215,-0.56464124,-0.12167535,-0.019592728,-0.02865887,0.16768564,-0.12117141,-0.06099024,-0.008669456,0.021800937,155
-0.025073096,-0.6007943,-0.074521855,-0.062175617,0.06802212,-0.26345587,-0.12159836,-0.11012459,-0.01710967,-0.09340358,156
0.017380424,-0.4291495,0.521576,-0.04070909,-0.023691908,-0.25770587,-0.07516255,-0.044979427,0.0045333947,-0.0626049,157
0.007580704,-0.36831695,-0.04342463,0.11163398,0.08343504,-0.23073503,-0.121510744,-0.07395525,0.002787885,-0.054032765,158
0.037244394,-0.56441903,-0.09480668,-0.019389108,0.0064997105,0.16427702,-0.10469023,0.01398675,-0.004374955,0.02500595,159
0.024044333,-0.5180302,-0.39789772,-0.0131979035,-0.030754428,-0.30503267,-0.12947719,-0.09101047,-0.011847582,0.10011904,160
-0.004845313,-0.63984406,-0.2462171,-0.046756096,0.0075772265,-0.3348394,-0.13655333,-0.0712582,-0.008443526,0.06478034,161
0.0030787499,-0.6297333,-0.38087225,0.009281716,-0.03679211,-0.25672135,-0.12859471,-0.095069215,-0.011897375,-0.06802107,162
0.0119916,-0.6671775,-0.20925915,-0.004954535,0.05760739,-0.27001873,-0.123316504,-0.075316936,-0.008125809,-0.08325989,163
