n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_auc,std_auc,timestamp
807,5,0.23611039007910314,0.8387400631785948,0.7783331011414365,0.49987457909001454,4.592488919658672,0.610718954248366,0.05214621412419132,1764616521.8730645
367,4,0.19875765715516736,0.6225646316108401,0.88879950890673,4.692763545078752,0.007787658410143285,0.7190849673202615,0.0364150254944772,1764616522.8342993
993,9,0.18737941654160148,0.6028265220878869,0.6092249700165663,2.623873301291946,3.998609717152556,0.6722875816993463,0.04617840172844167,1764616524.2167447
94,12,0.07750368872478823,0.6362425738131283,0.847354403733235,1.9123099563358141,9.832308858067885,0.743921568627451,0.04248345902415951,1764616525.0457523
493,11,0.20728918619045614,0.7801997007878172,0.6053059844639466,4.711008778424265,5.632882178455394,0.7373856209150327,0.015313657145733312,1764616526.0973108
416,3,0.07695920943042321,0.6964101864104046,0.8733054075301834,3.049983288913105,8.331949117361646,0.7180392156862746,0.0263702609336978,1764616527.1803691
215,7,0.06284846545853807,0.9021445641270611,0.7700623497964979,1.0397083143409445,5.677003278199916,0.6784313725490196,0.06206053579330306,1764616528.18371
80,11,0.14042869867723207,0.7580600944007259,0.9706635463175177,3.636359979282105,3.2654076880583545,0.7267973856209149,0.03020711113278784,1764616528.9630349
592,8,0.2887398870613113,0.9378135394712607,0.8989280440549523,2.6984606619453992,5.8675116566384835,0.7045751633986927,0.04079604322699929,1764616530.1016815
967,8,0.09003976278653758,0.718509402281633,0.666106775625201,0.07818203370596967,4.234014807063698,0.6245751633986929,0.06224418791719892,1764616531.6468768
1000,12,0.10126151176959275,0.9341051556442066,0.6173340297335309,5.0,10.0,0.7520261437908498,0.05091935343744648,1764616533.1918812
50,12,0.2336302491143823,0.9546165406532497,0.9213814103978646,2.580122925009105,10.0,0.6973856209150326,0.05316261283049088,1764616534.1688352
664,4,0.10394648190395817,1.0,0.9447762326468728,5.0,2.5476006515513534,0.7400653594771242,0.06589052236931145,1764616535.4423125
1000,3,0.030477940410535406,0.7580396346975742,0.8814624171736398,5.0,7.012220951523899,0.7596078431372549,0.050183822033086786,1764616537.109279
50,9,0.19011971634256591,0.6,0.71486355647493,0.0,0.27278180313711087,0.6205228758169935,0.06148461581544396,1764616538.043974
78,4,0.2816094785187739,0.775576563539911,1.0,5.0,10.0,0.7586928104575164,0.06058566175411575,1764616539.0298147
991,9,0.2918704912805676,0.8453877365998101,1.0,1.737298524640393,0.0,0.648235294117647,0.07892264441275483,1764616540.7001674
50,12,0.01,0.6,1.0,5.0,10.0,0.7552941176470589,0.05319249634802482,1764616541.778116
653,5,0.3,0.8982065312515535,0.8904738032482807,4.075710878425699,10.0,0.6975163398692811,0.02626898130631211,1764616543.1702445
622,5,0.10183096602608785,0.8387765253466046,1.0,1.4402195109676377,10.0,0.6545098039215687,0.039258364576236875,1764616544.7811272
