decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,72,0,0.015565393,0.03231701,0.02329005,72,0.0,0.0,0.0
2,72,0,0.032539487,0.06286436,0.046667174,72,0.0,0.0,0.0
3,71,9,0.06298668,0.10786517,0.08172487,62,0.1267605633802817,0.012345679012345678,0.012345679012345678
4,72,15,0.10803568,0.16972233,0.13958196,57,0.20833333333333334,0.0205761316872428,0.03292181069958848
5,71,18,0.16979828,0.24663074,0.20760089,53,0.2535211267605634,0.024691358024691357,0.05761316872427984
6,72,27,0.247979,0.3045399,0.27707064,45,0.375,0.037037037037037035,0.09465020576131687
7,72,23,0.304906,0.3606933,0.33335128,49,0.3194444444444444,0.03155006858710562,0.1262002743484225
8,71,25,0.36235225,0.41998345,0.3907532,46,0.352112676056338,0.03429355281207133,0.16049382716049382
9,72,33,0.4202434,0.47637215,0.44722265,39,0.4583333333333333,0.04526748971193416,0.205761316872428
10,71,43,0.47653058,0.5389038,0.50394076,28,0.6056338028169014,0.05898491083676269,0.26474622770919065
11,72,48,0.54027736,0.5945676,0.567501,24,0.6666666666666666,0.06584362139917696,0.33058984910836764
12,72,47,0.5966111,0.654191,0.6239512,25,0.6527777777777778,0.0644718792866941,0.3950617283950617
13,71,44,0.6554289,0.6989804,0.67838556,27,0.6197183098591549,0.06035665294924554,0.45541838134430723
14,72,48,0.70116735,0.73739845,0.71968246,24,0.6666666666666666,0.06584362139917696,0.5212620027434842
15,71,52,0.73841786,0.7769574,0.7598064,19,0.7323943661971831,0.07133058984910837,0.5925925925925926
16,72,52,0.7779348,0.8161481,0.7957669,20,0.7222222222222222,0.07133058984910837,0.6639231824417009
17,72,53,0.8164973,0.84782654,0.83151805,19,0.7361111111111112,0.07270233196159122,0.7366255144032922
18,71,58,0.8480836,0.9008551,0.8755663,13,0.8169014084507042,0.07956104252400549,0.8161865569272977
19,72,67,0.90215635,0.9443316,0.9253383,5,0.9305555555555556,0.09190672153635117,0.9080932784636488
20,71,67,0.94546545,0.9850264,0.9640099,4,0.9436619718309859,0.09190672153635117,1.0
