Spectral_lap_eig_0,Spectral_lap_eig_1,Spectral_lap_eig_2,Spectral_lap_eig_3,Spectral_lap_eig_4,Spectral_lap_eig_5,Spectral_lap_eig_6,Spectral_lap_eig_7,Spectral_lap_eig_8,Spectral_lap_eig_9,sample_index
0.043500517,1.9897627,0.055552453,0.06531838,0.013229839,0.11704116,0.5081222,0.30828097,0.54842764,0.25676128,0
0.19830143,1.8198333,0.0362847,0.23607774,-0.078556284,0.1298107,0.46287474,0.2453469,-0.15917106,0.15601473,1
0.021987304,1.6923307,0.057523645,0.2088606,-0.097456455,0.11539131,0.47816408,0.23560737,-0.17415108,0.2637311,2
0.13807948,1.8680099,-0.10599638,0.039739557,-0.0013687003,0.1303437,0.49367386,0.43362552,0.5356655,0.14980435,3
0.10910216,1.9086444,0.15504883,0.056172594,-0.024021812,0.14742994,0.44322342,0.28625968,0.55769545,0.2075205,4
0.141976,0.56130385,-0.08020217,-0.16273291,-0.20423418,0.06847137,0.20479956,0.11452762,-0.21487078,-0.18089688,5
-0.29821968,0.86309093,-0.02583071,-0.0019084885,-0.40185264,-0.058488835,0.34568745,0.11166508,-0.16547197,-0.23158675,6
0.14248809,0.5278903,0.06777974,0.32384604,0.0095169,0.06448986,0.1493816,0.22397195,0.042690694,0.18507926,7
-0.03714438,-0.4655755,0.14090717,1.0760827,-0.23740953,0.1684775,-0.12275843,0.2800879,0.044566426,-0.04629292,8
0.04318499,0.19689453,0.336888,0.53486615,0.072486624,0.10672349,0.1483344,-0.21754128,0.010391864,-0.019381672,9
0.19212545,1.0042957,0.10582273,0.014291691,0.026432628,0.12724894,0.52807987,0.28688678,0.6855885,0.1348862,10
0.2037742,0.76785386,0.0930544,-0.014242586,0.017445521,0.043752525,0.2819816,-0.32576618,0.6075166,0.13371576,11
-0.24957357,-0.08921612,-0.07007056,-0.32833025,-0.1431458,-0.21088816,0.0092667015,-0.21727079,-0.13264494,-0.05810479,12
-0.05365983,-0.4363708,-0.44147214,-0.20052607,-0.08940789,-0.03569358,-0.18898946,-0.015592043,-0.24746773,-0.22138737,13
0.17088862,1.8121276,0.07221528,0.073479995,0.04131275,0.078172624,0.47040626,0.29060987,0.7034891,0.16368718,14
0.242323,0.8060204,0.05624541,-0.08387787,-0.011208699,0.14913309,0.58543485,-0.14998654,0.8095515,0.0035417315,15
