feature,importance,mean_signed_shap
Motif_5_cycles,0.6911151,-0.113062784
Motif_induced_g_4_4,0.67492795,-0.13127637
Motif_induced_g_3_4,0.47220922,-0.064694874
Motif_triangle_edge_incidence_std,0.44373685,0.012024622
Motif_wedges,0.36127082,-0.10984081
Motif_triangle_edge_frac_ge2,0.22561137,-0.19112341
Motif_5_cycles_per_Cn5,0.22331455,-0.02398492
Motif_triangle_edge_frac_zero,0.20880635,-0.022972826
Motif_triangles,0.18824212,0.06893238
Motif_4_cycles,0.17333421,-0.08436549
Motif_induced_g_1_4,0.15508963,0.018212445
Motif_induced_g_4_4_per_Cn4,0.14835507,-0.03104548
Motif_wedges_per_max,0.13871619,-0.027569825
Motif_induced_g_3_4_per_Cn4,0.13862355,-0.027816657
Motif_triangle_edge_incidence_mean,0.12889795,-0.100497335
Motif_induced_connected_per_4set,0.11230518,0.06301105
Motif_induced_g_2_4,0.09589589,-0.00847328
Motif_5_cycles_per_Kn,0.083341606,-0.011638547
Motif_induced5_g_15_5,0.08325913,-0.010374546
Motif_induced_g_5_4,0.07855436,-0.061438147
Motif_induced_g_1_4_per_Cn4,0.06422992,0.01850392
Motif_triangles_per_Cn3,0.06160778,0.014913975
Motif_induced5_g_5_5,0.06080943,-0.016620917
Motif_induced5_g_2_5,0.057208057,-0.009527938
Motif_induced5_g_16_5,0.050532043,0.005301791
Motif_4_cycles_per_Cn4,0.049952637,-0.030940585
Motif_induced5_g_8_5,0.046797015,-0.0038240154
Motif_induced5_g_4_5,0.04332008,0.0021465905
Motif_induced_g_5_4_per_Cn4,0.038954943,-0.02401689
Motif_induced_connected_per_5set,0.03089509,0.0063556843
Motif_induced5_g_2_5_per_Cn5,0.02897233,-0.0035627335
Motif_induced5_g_15_5_per_Cn5,0.027009103,-0.0027102996
Motif_induced5_g_11_5,0.026171926,0.0031132968
Motif_induced5_g_1_5,0.025953583,-0.0017952597
Motif_induced5_g_9_5,0.025901416,-0.0008777258
Motif_induced_g_2_4_per_Cn4,0.023970148,-0.0016782619
Motif_induced5_g_3_5,0.021392953,-0.0021677075
Motif_induced5_g_18_5,0.020462915,-0.007653167
Motif_induced5_g_16_5_per_Cn5,0.019683572,0.002351945
Motif_induced5_g_7_5,0.018119404,0.00046784023
Motif_induced5_g_0_5,0.015788384,-0.0021482965
Motif_induced5_g_4_5_per_Cn5,0.014068295,0.0005415625
Motif_induced5_g_8_5_per_Cn5,0.01406139,-0.0029028838
Motif_induced5_g_9_5_per_Cn5,0.013771781,0.00081589125
Motif_induced5_g_10_5,0.013511238,0.00031407835
Motif_induced5_g_6_5,0.013090791,-0.00079210085
Motif_induced5_g_5_5_per_Cn5,0.011730186,-0.002101347
Motif_induced5_g_11_5_per_Cn5,0.010376388,0.0008686234
Motif_induced5_g_1_5_per_Cn5,0.00895222,0.00055842387
Motif_induced5_g_18_5_per_Cn5,0.0077264505,-0.0019716695
Motif_induced5_g_10_5_per_Cn5,0.007211068,0.00031973125
Motif_induced5_g_7_5_per_Cn5,0.0069058225,0.0006163755
Motif_induced5_g_3_5_per_Cn5,0.005942686,0.00046538745
Motif_induced5_g_6_5_per_Cn5,0.0057629403,-0.0003040394
Motif_induced5_g_12_5,0.0046298685,-0.0034266852
Motif_triangle_edge_incidence_median,0.0031413627,0.00026619775
Motif_induced5_g_12_5_per_Cn5,0.0011999812,-0.00093734683
Motif_induced5_g_0_5_per_Cn5,0.001010241,4.119028e-05
Motif_square_clustering_proxy,0.0,0.0
Motif_4_cliques_per_Cn4,0.0,0.0
Motif_4_cliques,0.0,0.0
Motif_induced5_g_17_5_per_Cn5,0.0,0.0
Motif_induced5_g_13_5,0.0,0.0
Motif_induced5_g_13_5_per_Cn5,0.0,0.0
Motif_triangle_edge_incidence_q90,0.0,0.0
Motif_5_cliques,0.0,0.0
Motif_5_cliques_per_Cn5,0.0,0.0
Motif_induced5_g_17_5,0.0,0.0
Motif_induced5_g_14_5,0.0,0.0
Motif_induced5_g_14_5_per_Cn5,0.0,0.0
Motif_induced5_g_20_5_per_Cn5,0.0,0.0
Motif_induced5_g_20_5,0.0,0.0
Motif_induced_g_6_4,0.0,0.0
Motif_induced_g_6_4_per_Cn4,0.0,0.0
