threshold,precision,recall,f1,balanced_accuracy
0.01,0.39228596277544436,0.9998780785174348,0.563493375978161,0.6106559321666547
0.02,0.409590137309596,0.9990733967325044,0.5809908961962875,0.6376095420827714
0.03,0.4220552456637348,0.9977078761277738,0.5931799284881584,0.6555011306748112
0.04,0.4328532093218561,0.9960985125579127,0.6034692621270675,0.6700474052232325
0.05,0.44204128360416695,0.994025847354304,0.6119495426696671,0.6816901572982488
0.060000000000000005,0.4503693417193741,0.9913923433308949,0.6193706650045614,0.691630783153176
0.06999999999999999,0.45833684954124143,0.9887344550109729,0.6263313218722818,0.7007074080496245
0.08,0.46608132738620867,0.986027798098025,0.6329668666179743,0.7091406976203418
0.09,0.4731252817510418,0.9827603023652769,0.638742696500616,0.7163375832924385
0.09999999999999999,0.4802377706808347,0.9792977322604243,0.6444441637651483,0.7232776052863195
0.11,0.4872466046072711,0.9750792489636673,0.6497906929444327,0.7296558152365424
0.12,0.49394201818830136,0.9705925384052669,0.6546999038581328,0.7353851531038751
0.13,0.5005449079794444,0.9661545964398928,0.6594421450922858,0.7407895801468891
0.14,0.506898305453881,0.9615459643989273,0.6638370425156809,0.7456919372821049
0.15000000000000002,0.5138389417242759,0.956181419166057,0.6684551741892278,0.7507249740798614
0.16,0.5203818563961604,0.9506461838575957,0.6725874112311427,0.7551211306653283
0.17,0.5271987858086792,0.9452328700316995,0.6768727449749324,0.7595721197900922
0.18000000000000002,0.5337300958335597,0.9398439405023165,0.6808234448820893,0.7635756915470812
0.19,0.5404622731347992,0.9337234820775422,0.6846372481548256,0.7673360666513409
0.2,0.5471746679424773,0.9269446476469154,0.6881384000462076,0.7706814581738259
0.21000000000000002,0.5538339002891254,0.9195074372104365,0.6912892776675205,0.7735873454205568
0.22,0.5604341446295108,0.9120458424774446,0.6942573073239651,0.7762420601689255
0.23,0.566884990862817,0.9049743964886613,0.6970968018970928,0.7787180267151271
0.24000000000000002,0.573710902913905,0.8980492562789564,0.7001395679987151,0.7813223044750449
0.25,0.5805272461560367,0.8910509631797122,0.7030228963272935,0.7837122796710496
0.26,0.5872328246670293,0.8833211411850769,0.705463007297389,0.785613943278299
0.27,0.5936893651938224,0.8752987076322848,0.7074912447559372,0.7870873981822518
0.28,0.6000153120130507,0.8662521336259449,0.7089531283308647,0.7879875042193055
0.29000000000000004,0.6065204839764886,0.8571080224335528,0.7103517310772837,0.7887959408697041
0.3,0.6128425867354472,0.8482321385028042,0.7115646399188706,0.7894320885621593
0.31,0.6194154314007456,0.839600097537186,0.7128818942898588,0.7901411366276023
0.32,0.6257556309946812,0.8314069739088028,0.7140561803322871,0.7907264569154866
0.33,0.6323724739150939,0.8212631065593758,0.7145317598567381,0.790630566173141
0.34,0.6384940451623813,0.8117776152158009,0.7147685104986075,0.7903674783218417
0.35000000000000003,0.6449263651554179,0.802731041209461,0.715216181482178,0.7902870776740931
0.36000000000000004,0.6511985085795586,0.7935625457205561,0.715355862869323,0.7899496198299341
0.37,0.6581544463853966,0.7834918312606681,0.7153667941766155,0.7894674595953559
0.38,0.6644060851216309,0.7731285052426238,0.71464851157632,0.7884161521510044
0.39,0.6703940809597119,0.7634723238234576,0.7139035355740345,0.7873936309379469
0.4,0.6765141419325384,0.7534259936600829,0.7128884945954979,0.7861637774467118
0.41000000000000003,0.6823490317452015,0.7425262131187516,0.7111550353664823,0.7843846399841455
0.42000000000000004,0.6879207079018952,0.7314801267983417,0.7090199161005095,0.7823362430377218
0.43,0.6942174360817669,0.7202633504023408,0.7069879433605781,0.7803924719353235
0.44,0.7005123106401362,0.7091684954889053,0.7047996900271581,0.7783809764674979
0.45,0.7066223097195732,0.6981224091684954,0.7023296826849572,0.7762100173589912
0.46,0.712915871943878,0.6869544013655207,0.6996748272842577,0.7739474576258509
0.47000000000000003,0.71884785253951,0.6760302365276761,0.6967657107053069,0.7715617014350451
0.48000000000000004,0.7257631165003,0.6643745427944403,0.6936938768565772,0.7690920686997388
0.49,0.7321071791306719,0.6530602292123872,0.6903028735417877,0.7664683365921484
0.5,0.7385638422002714,0.6416483784442819,0.6866884818697364,0.76374068057156
0.51,0.7455822653037962,0.629968300414533,0.6829025420177463,0.760958583554371
0.52,0.7514794673889471,0.6179224579370886,0.6781726709960509,0.7576014001373108
0.53,0.7574307175892513,0.6054620824189223,0.6729543943137918,0.7540001794858743
0.54,0.7633111323537881,0.5936356986100952,0.6678462217249598,0.7505566233151113
0.55,0.7696459459271819,0.5815167032431114,0.6624642274014463,0.7470157911119357
0.56,0.7758104621375977,0.5685198732016582,0.6561659504026365,0.7429686275944286
0.5700000000000001,0.783461389337595,0.5564984150207267,0.6507344175509833,0.7395929915604416
0.5800000000000001,0.7912922112006784,0.5437210436478906,0.6445261925141011,0.7358148891267646
0.59,0.7989368081939234,0.5306510607168983,0.6376950822480638,0.7317556649766348
0.6,0.8049127106965835,0.5181663009022189,0.6304243294841675,0.7275110552584685
0.61,0.8123758487856483,0.505413313825896,0.6230975230689444,0.7233590689990106
0.62,0.8188401756112963,0.49231894659839065,0.6148736677856264,0.7187728863625181
0.63,0.8246934955711174,0.47881004633016344,0.60581732201312,0.7138139738744274
0.64,0.8312853308786344,0.4667154352596928,0.5977613057385877,0.7095438202526816
0.65,0.8372254331115224,0.4539380638868568,0.5886406585816643,0.7047790885651006
0.66,0.8429831618772813,0.4415020726652036,0.579451985225993,0.7000747404439481
0.67,0.84906376677113,0.42965130455986345,0.5705287057630796,0.6956201038383745
0.68,0.854213162738322,0.41731285052426237,0.560648530652684,0.6907439082877176
0.6900000000000001,0.8614593111193057,0.4056815410875396,0.5515438899540623,0.6864296446550594
0.7000000000000001,0.8677299823365914,0.3939770787612777,0.5418563890879847,0.6818826994854154
0.7100000000000001,0.8735143485501112,0.3817117776152158,0.5312167822543569,0.6769511611050008
0.72,0.8803740622631228,0.37042184832967573,0.5213987778350437,0.6725502064442717
0.73,0.8870911215909626,0.35922945623018776,0.5113139287066055,0.6681122229200918
0.74,0.8942716049417149,0.34928066325286516,0.5022776676533202,0.664247018222943
0.75,0.9004423169668755,0.3380882711533772,0.49152291495692857,0.6596374514271031
0.76,0.9071618561832697,0.32704218483296754,0.48069340068748057,0.6550949093188165
0.77,0.9131743810348271,0.31716654474518413,0.4707413980910019,0.6509905127281395
0.78,0.9181528243937727,0.30619361131431355,0.45916494924924606,0.6462210377589747
0.79,0.9242718463128726,0.2960985125579127,0.4484248272030042,0.641933374536739
0.8,0.9300569651860855,0.2861497195805901,0.43756308236140595,0.6376514573619317
0.81,0.9355787441610772,0.27729821994635456,0.427727269475836,0.6338385206083818
0.8200000000000001,0.9405808087338524,0.2680565715679103,0.41713922699432626,0.6297631007629887
0.8300000000000001,0.9460021939442791,0.25832723725920503,0.4057725426811484,0.625449967656553
0.8400000000000001,0.9497941970074495,0.2490612045842478,0.3945700631070827,0.6212152799418273
0.85,0.9548277943668829,0.23935625457205562,0.3827063647951757,0.6168285437803251
0.86,0.959273668757049,0.22948061448427212,0.3702965422674139,0.612289050857084
0.87,0.9634082314348525,0.21977566447208,0.3578346399270136,0.6077858788578565
0.88,0.9672429605333347,0.21075347476225312,0.34602598026719306,0.6035811910980153
0.89,0.9724842783885697,0.20012192148256522,0.33186430051057764,0.5986392321506101
0.9,0.9762075160398129,0.18900268227261643,0.3166242019018991,0.5933431218512835
0.91,0.9797103895473421,0.17929773226042428,0.303067682798085,0.5887173873144477
0.92,0.9822322450260728,0.16883686905632772,0.28809824826183045,0.5836524156639066
0.93,0.9853267510776181,0.15752255547427457,0.2715785930719088,0.5781729744773072
0.9400000000000001,0.9877152422954746,0.14547671299683004,0.2535485754107505,0.5722848729312154
0.9500000000000001,0.9898625941372838,0.1340160936356986,0.23601577018390357,0.5666648708863894
0.9600000000000001,0.9922981476415205,0.11975128017556695,0.21366855810760957,0.5596427714165377
0.97,0.9952857234905654,0.10365764447695684,0.18772236627835365,0.5517062593253443
0.98,0.9968185377559411,0.08500365764447695,0.1566335938483457,0.5424344189759231
0.99,0.9991295091661738,0.05779078273591807,0.10924948966689434,0.528883134963988
