Spectral_algebraic_connectivity,Spectral_algebraic_connectivity_over_avgdeg,Spectral_lap_eig_0,Spectral_lap_eig_1,Spectral_lap_eig_2,Spectral_lap_eig_3,Spectral_lap_eig_4,Spectral_lap_eig_5,Spectral_lap_eig_6,Spectral_lap_eig_7,Spectral_lap_eig_8,Spectral_lap_eig_9,Spectral_laplacian_heat_trace_t0.1,Spectral_laplacian_heat_trace_t0.1_per_node,Spectral_laplacian_heat_trace_t1.0,Spectral_laplacian_heat_trace_t1.0_per_node,Spectral_laplacian_heat_trace_t5.0,Spectral_laplacian_heat_trace_t5.0_per_node,Spectral_laplacian_mean,Spectral_laplacian_skew,Spectral_laplacian_std,Spectral_spectral_gap,Spectral_spectral_gap_rel,Spectral_adjacency_energy,Spectral_adjacency_estrada_index,Spectral_adjacency_moment_2,Spectral_adjacency_moment_3,Spectral_adjacency_moment_4,Spectral_kirchhoff_index,Spectral_laplacian_heat_trace_t0.5,Spectral_laplacian_heat_trace_t2.0,sample_index
0.6228602,-0.14025289,0.13325673,0.08595542,-0.5495037,0.09689601,0.4455964,0.16126315,0.12599811,0.22572242,-0.2286893,-0.074792296,0.3775962,0.12915374,0.21724941,0.070661195,0.06145447,0.0,0.0,0.72511804,0.17711374,0.0,0.019344112,-0.19162655,-0.033962887,0.0,0.0,0.355919,0.6015031,0.018769663,-0.57732177,20
0.37084866,-0.46672273,0.102536164,0.07760985,-1.0154796,0.13330962,-0.24048041,0.15522274,-0.06740131,0.24237414,-0.35078207,-0.15025496,-0.063510336,-0.038704958,-0.74796045,-0.08737381,-0.0036340072,0.0,0.0,-0.63509095,0.039195415,0.0,-0.0243327,-0.2538058,-0.04383608,0.0,0.0,0.23567337,-0.029362066,0.04543663,-0.3612068,21
0.5352974,0.46733344,0.15645333,0.115365446,-0.60308313,0.20776962,-0.22052707,0.24368507,-0.04983754,0.19495901,-0.30308113,0.10588974,-0.019532116,-0.009381647,0.2319522,-0.00612068,0.07816572,0.0,0.0,0.25747168,0.07601652,0.0,0.13543238,-0.055058315,-0.0024623224,0.0,0.0,0.6418954,-0.01892358,0.0460369,0.006531374,22
-0.9563509,-1.1454858,-0.07535977,-0.16431792,-0.54306066,-0.11987579,-0.2322453,-0.23073737,0.08295996,0.03763998,0.30433923,-0.21546331,-0.031344425,-0.011294426,0.014763241,-0.0021953355,-0.023751099,0.0,0.0,0.078109816,0.019237258,0.0,-0.3859412,-0.24721554,0.017541446,0.0,0.0,0.20000103,-0.04475228,-0.04905733,-0.69179523,23
-0.50454926,-0.103480026,-0.3331339,-0.16205603,-0.47740626,0.032818645,-0.36443594,-0.21417755,-0.12723602,-0.6575754,-0.23769903,0.23429012,-0.028166609,-0.004652497,0.047190107,0.004301465,-0.023608265,0.0,0.0,-0.34285584,-0.12055524,0.0,0.13037685,1.2353565,-0.07850817,0.0,0.0,-0.17535669,-0.059276212,-0.048791178,-0.6983632,24
-0.64354044,0.09390115,0.04470431,-0.09630473,-0.12830056,-0.05026468,0.67399323,0.21685435,-0.06429529,0.044534143,0.6896191,-0.1635875,-0.032893885,-0.004652497,0.0860249,0.004082239,0.025289359,0.0,0.0,0.10733883,0.07401856,0.0,0.18074468,1.5284737,-0.037736293,0.0,0.0,0.18902786,-0.03140201,-0.019060677,0.092490695,25
-0.4287455,-0.10382329,-0.06534647,-0.079580896,0.07347583,0.038969945,-0.35553452,-0.35121065,-0.14009267,-0.61505115,0.3273076,-0.15043366,-0.02459584,-0.011294426,0.024688534,-0.0021472324,-0.012051415,0.0,0.0,-0.0312801,-0.11914343,0.0,0.12300424,-0.2591924,-0.04914923,0.0,0.0,-0.19106494,-0.06935186,-0.048791178,-0.7816436,26
0.60692525,-0.23604457,-0.20440261,0.08595542,-0.586854,0.056713887,0.5201779,0.17100188,0.1024183,0.25572345,-0.21401021,-0.13679998,0.3775962,0.12915374,0.20928617,0.070661195,0.024053745,0.0,0.0,0.7658145,0.21146543,0.0,-0.009890361,-0.21113764,-0.022341788,0.0,0.0,0.39599535,0.6015031,0.018769663,-0.10328818,27
-0.70355594,-0.31141275,0.0541422,-0.15085018,-1.1242543,-0.06560991,0.5361798,0.043384235,-0.021875072,0.24551916,-0.39604464,-0.21578199,-0.036399595,-0.0122790765,-0.4369502,-0.06941079,-0.0134676425,0.0,0.0,-0.42774212,0.033444174,0.0,0.02130662,-0.68513197,-0.049946442,0.0,0.0,0.15710318,-0.051628966,0.01816939,-0.20982191,28
-0.30108598,-0.37119803,-0.22648135,-0.14558202,-1.2028686,-0.07163533,0.54261655,0.15725724,-0.16211279,-0.01903699,-0.3475181,-0.21145913,-0.0509838,-0.038704958,-0.6996901,-0.08737381,-0.0017350933,0.0,0.0,-0.59732074,0.06532026,0.0,-0.021242876,-0.5271358,-0.07527313,0.0,0.0,0.17968473,-0.052819345,0.01816939,-0.3282572,29
-0.9009275,-0.3901007,-0.124859706,-0.19073015,-0.8565509,-0.025976196,-0.31042263,-0.012500178,0.1496605,0.04350698,0.5547153,0.059632435,-0.034018856,-0.004652497,0.05630622,-0.0069620414,-0.041639227,0.0,0.0,-0.36083376,-0.07635185,0.0,0.020607486,-0.55002886,0.047517397,0.0,0.0,-0.1722048,-0.06745216,-0.019128853,-0.3816479,30
-1.0405374,-0.44775465,0.14358516,-0.18623176,-0.8392272,0.020340748,-0.30785564,-0.064230695,-0.22502457,0.05192986,-0.39472646,0.23383985,-0.023413384,-0.0056563835,0.07027549,-0.009969104,-0.024346866,0.0,0.0,0.060482163,0.07066307,0.0,0.016905293,-0.63313794,-0.029797394,0.0,0.0,0.30542132,-0.064976886,-0.053570088,-0.12903382,31
-0.58348477,-0.02337212,0.028770428,-0.09724903,-0.58588207,0.18466152,-0.27245325,-0.03469708,-0.08220262,0.47000757,0.81593645,0.26263887,-0.02174809,-0.004652497,0.07723893,-0.007102633,-0.01230376,0.0,0.0,0.1269258,0.054529067,0.0,0.15617052,1.4366101,0.03152822,0.0,0.0,0.2827048,-0.04969253,-0.04905733,0.038362745,32
0.45200354,0.30886936,0.04290262,0.07883375,-0.31193638,-0.035877675,-0.12433582,-0.057190347,0.13101757,0.04807817,-0.13641296,-0.082457766,0.14390755,0.034367878,0.2957966,0.070661195,0.036962386,0.0,0.0,0.54695225,0.17056212,0.0,0.08143685,0.8710982,-0.012668979,0.0,0.0,0.39681187,0.5257,0.043645144,1.2797334,33
-0.4413512,0.30278218,0.023802372,-0.08652761,0.8016623,0.090946235,-0.041235298,-0.022970714,0.18938574,-0.49165192,0.51165044,-0.024325931,-0.017774347,-0.004652497,0.08586532,0.0056217015,0.04062451,0.0,0.0,0.771451,0.073358856,0.0,0.18645214,1.7627487,0.016862974,0.0,0.0,-0.2062084,-0.05236474,-0.01574196,0.0013899449,34
0.7106078,0.18446063,-0.12839872,0.13435914,-0.49438658,0.017802741,0.29673335,-0.12536637,0.1197642,0.25587356,-0.25448394,-0.09137915,0.13861313,0.034367878,0.3723556,0.09429569,0.014687207,0.0,0.0,-0.2787715,0.16533922,0.0,0.08581191,-0.35124245,-0.022709325,0.0,0.0,0.29432964,0.639057,0.01816939,1.6747593,35
0.69880563,0.13025454,-0.024718562,0.14196636,-0.44344923,0.08388252,0.37499413,-0.13035324,0.11406618,0.06821248,-0.30490947,-0.10590818,-0.016629206,-0.011623292,0.30560264,0.09429569,-0.02100118,0.0,0.0,-0.2723792,0.009083164,0.0,0.073590614,-0.33026642,0.0022344957,0.0,0.0,0.27320817,0.5731403,0.01816939,2.0106244,36
0.4215349,0.30123714,0.32609838,0.0749678,-0.6353674,-0.06296406,0.552679,-0.099336535,0.15353028,0.14854261,0.8198313,0.38396898,-0.026171036,-0.020021312,-0.21694696,-0.002528098,0.06474711,0.0,0.0,-0.21199885,0.021434005,0.0,0.13625106,-0.22638458,0.18394357,0.0,0.0,-0.091569625,-0.014306607,0.01816939,-0.0102318395,37
0.26180464,0.14150858,-0.29508406,0.037166305,0.19194378,-0.18893385,-0.4142944,0.1825424,-0.4062208,-0.7411706,0.50874287,-0.5824088,-0.028715782,-0.0067907013,0.03314724,-0.009990511,0.022615002,0.0,0.0,-0.46431896,-0.11076559,0.0,0.08907308,-0.25869605,-0.06781436,0.0,0.0,-0.30506152,-0.08418161,-0.052444223,-0.18036583,38
0.4574127,0.36336607,0.2587105,0.076532245,0.479815,0.06527231,-0.14560293,0.22507511,0.04442141,0.1630214,0.78439015,-0.017671619,0.0052966047,-0.0067907013,0.124883614,-0.0035349217,0.064551465,0.0,0.0,-0.2197994,0.07300513,0.0,0.14046988,-0.012698222,0.15672725,0.0,0.0,-0.11007279,-0.04815145,0.04543663,0.27781108,39
0.31999466,0.107019,0.017342566,0.06810384,-0.6379258,-0.056435708,0.38387784,-0.111582,0.15647857,0.07648279,-0.46623918,-0.13299416,-0.03852324,-0.038704958,-0.15204497,0.039091773,-0.022079838,0.0,0.0,-0.4668592,0.00013348204,0.0,0.078545816,-0.58957255,-0.056991916,0.0,0.0,0.21638076,-0.022607313,0.01816939,-1.1062057,40
0.26310545,0.24088696,0.031743214,0.028155152,-1.1397198,0.07033992,0.38106847,-0.14994296,-0.18026626,-0.011896691,-0.4880736,-0.18790694,-0.05752504,-0.038704958,-0.7038809,-0.08737381,0.025815818,0.0,0.0,-0.58629483,0.06753519,0.0,0.08087952,-0.61144394,-0.055474974,0.0,0.0,0.20166777,-0.034593366,0.01816939,-1.0941024,41
0.4980863,0.15375504,-0.13485946,0.14449094,-0.37018228,0.14387298,0.42566332,-0.14587079,0.12510727,0.08554855,0.014645436,-0.10845578,-0.0069391625,-0.008086448,0.11806392,0.039091773,-0.025238791,0.0,0.0,-0.46173212,0.06640334,0.0,0.084909245,-0.3127389,-0.031676553,0.0,0.0,0.2861615,-0.00995788,0.01816939,1.9308978,42
0.6608918,0.14478499,0.08051728,0.12329111,-0.21844576,0.17040259,0.47233707,0.20138332,0.12673497,0.2915874,-0.2506621,-0.12018214,-0.006586496,-0.011623292,0.25289172,0.058348686,-0.06142288,0.0,0.0,0.5611538,0.14929295,0.0,0.071726985,-0.319423,-0.027688487,0.0,0.0,0.43990675,-0.0035345454,0.018769663,1.8116255,43
0.49722052,0.25197953,0.26606345,0.09580992,0.48616734,-0.09546271,-0.1542766,0.18549035,0.3698035,0.2441559,0.90122163,0.354879,-0.025519121,-0.0067907013,0.13799931,-0.0047248327,0.04327102,0.0,0.0,-0.29475817,-0.08798215,0.0,0.09200689,-0.057963155,-0.01647855,0.0,0.0,-0.18703799,-0.05654362,-0.019128853,0.24106674,44
0.43520498,0.1967367,0.19210872,0.08080749,0.42107373,-0.1331399,0.79755723,0.22619507,0.11066709,0.3679308,0.7667154,-0.08253808,-0.025053293,-0.0067907013,0.07745299,-0.0047248327,0.031524383,0.0,0.0,-0.30008176,-0.08003942,0.0,0.11654405,-0.06005159,-0.0057484955,0.0,0.0,-0.08189428,-0.05318488,-0.022447571,0.096851714,45
0.4869075,-0.26880527,0.14157994,0.07673018,-0.65188104,0.1106579,0.53094524,0.1929559,0.13111773,0.27517727,-0.21526754,-0.16774787,0.37579829,0.12915374,0.19798283,0.09429569,0.008443497,0.0,0.0,-0.40225205,0.21068928,0.0,-0.016751032,-0.18213333,-0.036654282,0.0,0.0,0.30053613,0.6212204,0.01816939,-0.06514383,46
0.02718159,0.52928233,0.17779037,-0.1265747,0.08253981,0.14408126,0.6893814,0.1997637,0.17538476,0.26772523,0.0042953426,-0.10632775,-0.017928176,-0.0067907013,0.14713387,-0.0066047157,0.070232436,0.0,0.0,-0.25118786,0.091742225,0.0,0.22597729,-0.16919583,0.151984,0.0,0.0,-0.074876405,-0.011198054,0.01816939,0.12984079,47
-0.29208115,-0.29184002,-0.27410057,-0.14558202,-1.1093175,0.03869825,0.53105134,0.15750854,0.14763218,0.23350583,-0.28713834,-0.24810441,-0.054043457,-0.038704958,-0.666792,-0.08737381,-0.0026569332,0.0,0.0,-0.5374059,0.0035789406,0.0,-0.018487383,-0.5031364,-0.06078963,0.0,0.0,0.13274868,-0.051170137,0.01816939,-0.29848877,48
0.7031078,0.36300036,-0.096354,0.13331029,-0.22345455,0.023500321,0.4037492,-0.103439085,0.09613476,0.22196959,-0.24776718,-0.090730876,0.14447924,0.034367878,0.38601348,0.09429569,0.023523707,0.0,0.0,-0.23762979,0.12413933,0.0,0.077227056,-0.3527557,-0.022709325,0.0,0.0,0.3042061,0.52675354,0.01816939,1.6815977,49
0.703378,0.35239458,-0.026991652,0.14091751,-0.20723811,0.088393174,0.3888229,-0.13825044,0.074868724,0.22284408,-0.29896432,-0.058702875,-0.016709097,-0.011623292,0.29735732,0.09429569,0.04748411,0.0,0.0,-0.246183,0.016964443,0.0,0.07487435,-0.320292,0.014835654,0.0,0.0,0.2977413,0.38373053,0.01816939,2.0161722,50
0.6290018,0.45216605,0.11327606,0.13950175,-0.34532174,-0.052971043,-0.15389633,-0.044535797,-0.12149493,0.17221388,-0.08307847,-0.13652,0.03267319,-0.008086448,-0.27736294,-0.06860093,0.03298313,0.0,0.0,-0.18627658,0.018192371,0.0,0.07753021,-0.28941151,0.15017396,0.0,0.0,-0.20599017,0.012159735,0.04543663,1.804658,51
0.32393518,0.16894236,0.19880031,0.055493645,0.8514038,0.10839274,0.62456816,0.02300302,0.027170204,0.20597458,0.1650162,0.25534,0.040673975,-0.020021312,-0.38735247,-0.06318657,0.033047665,0.0,0.0,-0.14654757,0.05128507,0.0,0.07916077,-0.330918,0.18707281,0.0,0.0,-0.18906036,0.033646885,0.01816939,-0.51141196,52
0.41367048,0.33634683,-0.11365251,0.034759395,0.24295834,0.037225023,-0.19581576,0.06420463,-0.050551463,0.021338014,-0.5403499,-0.18055406,0.016724989,-0.038704958,-0.56035584,-0.06860093,-0.015869074,0.0,0.0,-0.16515751,0.025207153,0.0,0.07618616,-0.5865786,-0.070002586,0.0,0.0,-0.23491904,0.0078809345,0.04543663,-1.0569891,53
0.6180796,0.35224068,0.1098522,0.09835782,0.16434135,0.0057200356,-0.16205777,-0.008747857,0.0033848516,0.13567902,-0.25072455,-0.027399514,-0.012757418,-0.011623292,0.3451592,0.09429569,0.03135667,0.0,0.0,-0.21752763,0.018086102,0.0,0.08069055,-0.3360212,-0.017831668,0.0,0.0,0.37314272,0.40731928,0.04543663,1.7649157,54
0.6063181,0.25713623,0.06631205,0.100922205,-0.46691623,-0.01111437,0.28026634,-0.1361863,0.00078664406,0.27394563,-0.23898882,-0.08290857,0.13174973,0.034367878,0.31990203,0.070661195,0.039341513,0.0,0.0,0.65644044,0.14480923,0.0,0.08600574,-0.28345165,-0.019570373,0.0,0.0,0.36682293,0.58651614,0.018769663,1.4393063,55
0.23194453,0.15590923,-0.20354071,0.020720687,-1.0699661,0.06388284,0.36462015,-0.15799418,-0.03586853,0.35250163,-0.49307668,0.13080983,-0.057266735,-0.038704958,-0.30927426,0.02250448,0.029278504,0.0,0.0,-0.535642,0.0057938676,0.0,0.08442508,-0.6236166,-0.045684285,0.0,0.0,0.20107727,-0.022972384,0.01816939,-1.0470427,56
0.1815556,0.3352276,-0.4360218,0.039517257,-0.8024426,0.072015524,-0.21725239,-0.062105894,-0.2940511,0.1052715,-0.59965163,0.15419511,-0.03535278,-0.038704958,-0.31942534,-0.0063693426,0.062489014,0.0,0.0,-0.28084323,0.016461957,0.0,0.14541033,-0.45124763,0.15089852,0.0,0.0,-0.31071964,-0.069141366,0.04543663,-0.27908185,57
0.70216304,0.1893039,0.09023226,0.13435914,-0.5021369,0.023313126,0.37939492,0.18083087,0.12836085,0.2690099,-0.24646421,-0.111769736,0.13555348,0.034367878,0.3756525,0.09429569,-0.01224139,0.0,0.0,-0.24864158,0.12705362,0.0,0.08807849,-0.3244798,-0.022000186,0.0,0.0,0.28183237,0.6269549,0.01816939,1.6130854,58
0.65790445,0.13330059,0.11424673,0.13331029,-0.28532264,0.019750917,0.4437584,0.1674769,0.1207012,0.238103,-0.25369874,-0.07969123,-0.016709097,-0.011623292,0.31543952,0.09429569,-0.018768579,0.0,0.0,-0.27985826,0.0062520276,0.0,0.07088651,-0.3526546,-0.030753735,0.0,0.0,0.2956971,0.49390197,0.01816939,2.0258996,59
-0.13453527,-0.48067677,0.070284,-0.19482943,-0.76691616,0.02403032,-0.305139,-0.056181375,0.080915,0.25509587,-0.14802463,-0.20326091,-0.032754455,-0.0067907013,0.06745982,-0.0117837,-0.03812547,0.0,0.0,-0.32288712,0.04193279,0.0,-0.015151227,-0.4962068,-0.005669257,0.0,0.0,-0.22191314,-0.05021769,0.015220514,-0.14348976,60
0.36662078,0.07939382,0.27724075,0.0709933,0.62529594,0.15169713,-0.2946587,0.43000475,0.11101639,0.10708717,-0.3701705,0.46637902,0.036553785,-0.038704958,-0.33960724,-0.0063693426,0.05471012,0.0,0.0,-0.102523126,0.06110052,0.0,0.12326128,-0.0900812,0.21335822,0.0,0.0,-0.19836795,-0.010567319,0.04543663,0.1175483,61
0.7275123,0.26915768,0.07556664,0.14091751,-0.2012482,0.09097262,0.43175146,-0.12754263,0.09914064,0.23962909,-0.2500598,-0.09221857,0.14447924,0.034367878,0.38188952,0.09429569,0.02691158,0.0,0.0,-0.25727034,0.12579918,0.0,0.07658997,-0.33052555,-0.01965328,0.0,0.0,0.31425092,0.42793924,0.01816939,1.6566728,62
0.70579225,0.281678,0.06505405,0.14091751,-0.23890564,0.091115296,0.42246547,-0.12691659,0.09609338,0.24086551,-0.32488734,-0.11526455,-0.0136494385,-0.011623292,0.3264853,0.09429569,0.04748411,0.0,0.0,-0.24763387,0.008537054,0.0,0.07487435,-0.32535955,-0.023602344,0.0,0.0,0.28698117,0.42882398,0.01816939,2.014197,63
0.29858348,0.05452826,0.08895178,0.082983114,-0.6419243,-0.07343378,0.511488,-0.09963852,-0.045200016,-0.37958473,-0.5102982,0.27103603,-0.030316979,-0.038704958,-0.5740138,-0.062211797,0.03257403,0.0,0.0,-0.27379662,0.01693905,0.0,0.05983112,-0.5827322,0.05276131,0.0,0.0,-0.20349956,0.02062967,0.01816939,-1.0907582,64
