n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_auc,std_auc,timestamp
807,5,0.23611039007910314,0.8387400631785948,0.7783331011414365,0.49987457909001454,4.592488919658672,0.9357931757690372,0.00035006953111064667,1764689809.1814525
367,4,0.19875765715516736,0.6225646316108401,0.88879950890673,4.692763545078752,0.007787658410143285,0.9241601548103862,0.0004413539571066661,1764690516.5487857
993,9,0.18737941654160148,0.6028265220878869,0.6092249700165663,2.623873301291946,3.998609717152556,0.9396645836269851,0.00028790035848569914,1764693643.6686254
94,12,0.07750368872478823,0.6362425738131283,0.847354403733235,1.9123099563358141,9.832308858067885,0.9305366342483928,0.00035615299431639814,1764694171.8700633
493,11,0.20728918619045614,0.7801997007878172,0.6053059844639466,4.711008778424265,5.632882178455394,0.9413915793827556,0.0003382738674816891,1764696237.4927351
416,3,0.07695920943042321,0.6964101864104046,0.8733054075301834,3.049983288913105,8.331949117361646,0.9115243425628122,0.0005170903077910099,1764696958.200523
215,7,0.06284846545853807,0.9021445641270611,0.7700623497964979,1.0397083143409445,5.677003278199916,0.9226358237291947,0.0004897740349094311,1764697577.4801185
80,11,0.14042869867723207,0.7580600944007259,0.9706635463175177,3.636359979282105,3.2654076880583545,0.9329954291441922,0.0003402171624444014,1764698003.2990744
592,8,0.2887398870613113,0.9378135394712607,0.8989280440549523,2.6984606619453992,5.8675116566384835,0.9419186111205191,0.00036700860537293927,1764699634.783787
967,8,0.09003976278653758,0.718509402281633,0.666106775625201,0.07818203370596967,4.234014807063698,0.941056526165515,0.0003089702266477611,1764702165.4823313
1000,12,0.01,0.940438710336846,0.989181281880538,1.3585360970648388,1.8364212498327586,0.9368236333405241,0.0003881605086634413,1764706914.8995183
290,12,0.3,0.8358912052603451,0.6460459959791455,0.5587552174323647,3.843861772530807,0.938765880232534,0.00036739133356080377,1764708286.3614767
789,12,0.3,0.8980590825040113,0.7008007182331369,4.157959635441697,2.520241206647179,0.9432294369770243,0.000411954832586452,1764712153.4368773
684,9,0.12264894799909816,0.8189254619130553,0.9978017446907518,1.531696083392353,0.0,0.9432778005082699,0.00033815288787182867,1764714269.1957943
849,12,0.18521643757332176,1.0,0.8669491341636748,0.2293858469934133,10.0,0.9463589280523796,0.000265861082941075,1764717923.9855957
997,9,0.21302723737213483,0.9727906453817544,0.8105500532481162,0.40303973456905734,1.1749257577699137,0.9434256510771352,0.0002667816405883558,1764720787.9909785
989,3,0.295922425960472,0.971561412659018,0.7172304517028116,4.099020598599666,4.295652160220168,0.9276615060436629,0.00047259515468138914,1764722323.8716564
86,4,0.299631449438259,0.8842671319064064,0.9912010186714807,1.1039338815597952,0.5656337334374629,0.914422976939545,0.0007271827651593733,1764722569.8128462
973,8,0.18739648734581338,0.9827053765418776,0.8844607064191028,0.9571405288956483,9.471380727506466,0.9438435842490314,0.00031806713783928567,1764725047.312715
611,12,0.016668856285269745,0.9758683196847262,0.6501741069318338,1.6553869832820576,8.912237924791654,0.9355272424788603,0.0003712386702248588,1764727856.6811805
