decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,84866,0,3.8368354e-12,1.1777736e-07,4.1755122e-08,84866,0.0,0.0,0.0
2,84865,0,1.1777937e-07,7.449826e-07,3.500906e-07,84865,0.0,0.0,0.0
3,84865,0,7.4498536e-07,4.185534e-06,1.985392e-06,84865,0.0,0.0,0.0
4,84865,0,4.185566e-06,2.4778208e-05,1.15750245e-05,84865,0.0,0.0,0.0
5,84865,4,2.4778421e-05,0.00013749958,6.654348e-05,84861,4.7133682908148234e-05,8.172956096923086e-06,8.172956096923086e-06
6,84865,33,0.0001374997,0.00063799333,0.00033091367,84832,0.0003888528839922229,6.742688779961547e-05,7.559984389653855e-05
7,84865,238,0.0006380037,0.0023452656,0.001334101,84627,0.00280445413303482,0.0004862908877669236,0.0005618907316634621
8,84865,860,0.0023452858,0.007164114,0.004373494,84005,0.01013374182525187,0.0017571855608384636,0.0023190762925019257
9,84865,2358,0.0071641486,0.018470963,0.0120964395,82507,0.027785306074353384,0.004817957619136159,0.007137033911638085
10,84865,5168,0.018470982,0.041902922,0.028857807,79697,0.06089671831732752,0.010559459277224627,0.01769649318886271
11,84866,9715,0.041904822,0.08510261,0.061457653,75151,0.11447458346098556,0.019850067120401944,0.037546560309264655
12,84865,16383,0.085102834,0.15797924,0.11862382,68482,0.19304778177104814,0.03347438493397273,0.07102094524323738
13,84865,24784,0.15797941,0.26702976,0.2092904,60081,0.2920402992988865,0.050639635976535445,0.12166058121977283
14,84865,34286,0.26703197,0.40961903,0.33583722,50579,0.4040063630471926,0.07005449318477623,0.19171507440454905
15,84865,44005,0.4096195,0.57211804,0.4900662,40860,0.5185294290932658,0.08991273326127511,0.2816278076658242
16,84865,53315,0.5721234,0.72977924,0.6526839,31550,0.6282330760619808,0.10893528857686359,0.39056309624268776
17,84865,62481,0.7297795,0.8617272,0.79876006,22384,0.7362399104460025,0.12766361747296284,0.5182267137156507
18,84865,71446,0.8617276,0.9532571,0.91137964,13419,0.8418782772638898,0.1459812553251917,0.6642079690408423
19,84866,79861,0.95325816,0.9949168,0.9783438,5005,0.941024674192256,0.16317511171409366,0.827383080754936
20,84864,84482,0.99491704,1.0,0.9988676,382,0.9954986802413273,0.17261691924506403,1.0
