feature,importance,mean_signed_shap
Spectral_lap_eig_1,1.2509958,-0.30646315
Spectral_lap_eig_2,0.26124173,-0.030131055
Spectral_lap_eig_3,0.19515803,-0.007785759
Spectral_lap_eig_4,0.18766007,-0.017754486
Spectral_lap_eig_6,0.17302531,-0.018376075
Spectral_lap_eig_9,0.1498772,-0.01497473
Spectral_lap_eig_8,0.14675231,0.0057482063
Spectral_lap_eig_7,0.14087576,-0.0010626285
Spectral_lap_eig_5,0.08807784,-0.0089777
Spectral_lap_eig_0,0.056791846,-0.004306
