decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,699,0,9.588509e-10,4.825247e-07,1.6727448e-07,699,0.0,0.0,0.0
2,699,0,4.83344e-07,2.815143e-06,1.3924167e-06,699,0.0,0.0,0.0
3,698,0,2.8199688e-06,1.2610072e-05,6.5576705e-06,698,0.0,0.0,0.0
4,699,0,1.2626389e-05,5.5927947e-05,2.886554e-05,699,0.0,0.0,0.0
5,698,1,5.600277e-05,0.00024288155,0.00012691307,697,0.0014326647564469914,0.0001766472354707649,0.0001766472354707649
6,699,13,0.00024316006,0.0008987893,0.00049608183,686,0.01859799713876967,0.0022964140611199434,0.002473061296590708
7,699,17,0.00090101437,0.0032463493,0.0018276628,682,0.024320457796852647,0.003003003003003003,0.005476064299593711
8,698,48,0.0032492806,0.011524999,0.006613932,650,0.06876790830945559,0.008479067302596715,0.013955131602190425
9,699,105,0.01153253,0.03946775,0.022956692,594,0.15021459227467812,0.018547959724430314,0.03250309132662074
10,698,186,0.03949612,0.12474576,0.0751997,512,0.2664756446991404,0.03285638579756227,0.06535947712418301
11,699,276,0.12508157,0.30065536,0.20354234,423,0.3948497854077253,0.048754636989931106,0.11411411411411412
12,699,353,0.3008176,0.53752506,0.4159298,346,0.5050071530758226,0.062356474121180006,0.17647058823529413
13,698,392,0.5380554,0.74859107,0.6450334,306,0.5616045845272206,0.06924571630453984,0.24571630453983395
14,699,487,0.7486866,0.88599515,0.8263157,212,0.6967095851216023,0.0860272036742625,0.3317435082140965
15,698,528,0.8860158,0.9591317,0.92838764,170,0.7564469914040115,0.09326974032856386,0.4250132485426603
16,699,582,0.95928305,0.98683655,0.9752345,117,0.8326180257510729,0.10280869104398516,0.5278219395866455
17,699,621,0.9868536,0.99650216,0.9925892,78,0.8884120171673819,0.10969793322734499,0.6375198728139905
18,698,671,0.9965071,0.9994,0.9982925,27,0.9613180515759312,0.11853029500088323,0.7560501678148737
19,698,683,0.99940026,0.99994123,0.9997501,15,0.9785100286532952,0.12065006182653241,0.876700229641406
20,699,698,0.9999416,0.9999999,0.99998116,1,0.9985693848354793,0.1232997703585939,0.9999999999999999
