loop,colset,n_features,auc,auc_mean,oof_auc_train,oof_auc_train_mean,average_precision,uniqueness_ratio,n_rows,n_unique_rows,duplicate_rows,holdout_auc
6,motifs,74,0.5803571428571429,0.7150000000000001,0.6578947368421052,0.6916666666666667,0.8121880379833992,1.0,31,31,0,0.4
6,motifs_eig,84,0.5595238095238095,0.6900000000000001,0.631578947368421,0.7333333333333333,0.8213442689281119,1.0,31,31,0,0.7
6,motifs_eig_centrality,98,0.49404761904761907,0.7075,0.6,0.7333333333333333,0.7719474408423388,1.0,31,31,0,0.5
6,eig,10,0.41666666666666663,0.585,0.6105263157894737,0.7333333333333333,0.7581152577076286,1.0,31,31,0,0.8
