Spectral_lap_eig_0,Spectral_lap_eig_1,Spectral_lap_eig_2,Spectral_lap_eig_3,Spectral_lap_eig_4,Spectral_lap_eig_5,Spectral_lap_eig_6,Spectral_lap_eig_7,Spectral_lap_eig_8,Spectral_lap_eig_9,sample_index
-0.00929046,0.022439063,-0.011894012,0.0025323501,0.0,0.011476756,0.010095252,0.0038413522,0.0,-0.0073567736,0
-0.0088807475,0.022439063,0.007202163,0.004046424,0.0,0.011476756,0.010323171,0.0041505555,0.0,0.00477284,1
-0.0088807475,0.022439063,0.007202163,0.0025323501,0.0,0.011476756,0.010095252,0.0038413522,0.0,-0.0073567736,2
0.011852568,0.021516459,-0.0069988803,0.004046424,0.0,0.011476756,0.010323171,0.0041505555,0.0,0.00477284,3
-0.009511024,-0.030209621,0.007202163,-0.009166295,0.0,-0.0076510403,0.010095252,-0.0081985425,0.0,-0.006552745,4
0.012102164,0.00039238017,0.0066263867,0.004046424,0.0,-0.0076510403,0.010323171,0.0017972538,0.0,0.00477284,5
-0.00929046,0.022439063,-0.011894012,0.004046424,0.0,0.011476756,0.010323171,0.0041505555,0.0,0.00477284,6
-0.009920736,-0.0002973905,-0.011894012,0.0025323501,0.0,-0.0054682754,0.010095252,0.0038413522,0.0,-0.0073567736,7
0.011852568,0.021516459,-0.0021169467,0.004046424,0.0,0.011476756,0.010323171,0.0041505555,0.0,0.00477284,8
0.011120066,0.021516459,0.0066263867,0.0025323501,0.0,0.011476756,0.010095252,0.0041505555,0.0,0.00477284,9
-0.0070708813,0.022439063,0.007202163,-0.009166295,0.0,-0.0076510403,0.010095252,0.0038413522,0.0,-0.0073567736,10
0.0013936108,0.022439063,0.007202163,0.004046424,0.0,-0.0076510403,0.010323171,0.0017972538,0.0,0.00477284,11
0.012102164,-0.03478094,0.0066263867,0.003635991,0.0,-0.0076510403,-0.023210859,-0.0081985425,0.0,-0.006552745,12
0.011852568,0.021516459,0.0058938856,-0.009166295,0.0,0.011476756,0.010095252,0.0041505555,0.0,0.00477284,13
0.012102164,0.00039238017,0.0066263867,-0.009166295,0.0,-0.0076510403,0.010095252,0.0014880503,0.0,-0.0073567736,14
0.011852568,0.021516459,-0.011327574,0.0025323501,0.0,0.011476756,0.010095252,0.0041505555,0.0,0.00477284,15
0.00035362295,-0.0058950246,-0.0043320535,0.0025323501,0.0,-0.0076510403,-0.0031208722,0.0038413522,0.0,-0.0073567736,16
0.00035362295,-0.03547071,-0.0043320535,-0.0087057315,0.0,-0.0076510403,-0.02256778,-0.0081985425,0.0,-0.006552745,17
-0.009920736,-0.0002973905,-0.011894012,0.004046424,0.0,-0.0076510403,0.010323171,0.0041505555,0.0,0.00477284,18
0.0007633349,-0.009724336,0.007202163,0.004046424,0.0,-0.0076510403,0.004762849,-0.0045314264,0.0,0.00477284,19
-0.009920736,-0.03547071,-0.0043320535,0.003635991,0.0,-0.0076510403,-0.023210859,0.0014880503,0.0,-0.0073567736,20
-0.00929046,0.022439063,-0.0043320535,0.004046424,0.0,-0.0076510403,0.010323171,0.0041505555,0.0,0.00477284,21
-0.009511024,-0.0058950246,0.007202163,0.004046424,0.0,-0.0076510403,0.010323171,-0.0013666557,0.0,0.00477284,22
0.011120066,0.021516459,0.0066263867,0.004046424,0.0,0.011476756,-0.0028929533,0.0017972538,0.0,0.00477284,23
0.011852568,0.021516459,-0.0069988803,0.004046424,0.0,0.011476756,0.010323171,0.0041505555,0.0,0.00477284,24
-0.0077011567,-0.0002973905,0.007202163,-0.0087057315,0.0,-0.0076510403,-0.02256778,0.0014880503,0.0,-0.0073567736,25
0.012102164,0.00039238017,0.0066263867,0.0025323501,0.0,-0.0076510403,0.010095252,0.0038413522,0.0,-0.0073567736,26
-0.009511024,-0.03547071,0.007202163,-0.0087057315,0.0,-0.0076510403,-0.02256778,-0.0081985425,0.0,-0.006552745,27
-0.0088807475,0.022439063,0.007202163,0.0025323501,0.0,-0.0076510403,0.010095252,0.0038413522,0.0,-0.0073567736,28
0.00035362295,-0.03547071,-0.011894012,-0.0087057315,0.0,-0.0076510403,-0.02256778,-0.0081985425,0.0,-0.006552745,29
-0.009920736,-0.03547071,-0.011894012,0.003635991,0.0,-0.0076510403,-0.023210859,-0.009101827,0.0,0.004364381,30
