decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,2,1,0.7377368,0.7388842,0.7383105,1,0.5,0.041666666666666664,0.041666666666666664
2,2,2,0.74397,0.7490453,0.74650764,0,1.0,0.08333333333333333,0.125
3,1,1,0.7497067,0.7497067,0.7497067,0,1.0,0.041666666666666664,0.16666666666666666
4,2,2,0.75081325,0.7685171,0.75966513,0,1.0,0.08333333333333333,0.25
5,1,1,0.77157116,0.77157116,0.77157116,0,1.0,0.041666666666666664,0.2916666666666667
6,2,0,0.7723536,0.7724491,0.77240133,2,0.0,0.0,0.2916666666666667
7,1,1,0.77387196,0.77387196,0.77387196,0,1.0,0.041666666666666664,0.33333333333333337
8,2,2,0.7750828,0.7752386,0.7751607,0,1.0,0.08333333333333333,0.4166666666666667
9,1,1,0.7778898,0.7778898,0.7778898,0,1.0,0.041666666666666664,0.45833333333333337
10,2,2,0.77936023,0.7795682,0.77946424,0,1.0,0.08333333333333333,0.5416666666666667
11,2,1,0.7804707,0.7806495,0.78056014,1,0.5,0.041666666666666664,0.5833333333333334
12,1,1,0.78507876,0.78507876,0.78507876,0,1.0,0.041666666666666664,0.625
13,2,2,0.7851136,0.78534997,0.78523177,0,1.0,0.08333333333333333,0.7083333333333334
14,1,0,0.7856173,0.7856173,0.7856173,1,0.0,0.0,0.7083333333333334
15,2,2,0.78690284,0.8021362,0.79451954,0,1.0,0.08333333333333333,0.7916666666666667
16,1,1,0.8027516,0.8027516,0.8027516,0,1.0,0.041666666666666664,0.8333333333333334
17,2,0,0.802803,0.80583066,0.8043168,2,0.0,0.0,0.8333333333333334
18,1,1,0.80665314,0.80665314,0.80665314,0,1.0,0.041666666666666664,0.875
19,2,2,0.806714,0.80672896,0.80672145,0,1.0,0.08333333333333333,0.9583333333333334
20,1,1,0.80799377,0.80799377,0.80799377,0,1.0,0.041666666666666664,1.0
