COEFFICIENT_DEN,EV_DEN1,EV_DEN2,EV_DEN3,EV_DEN4,EV_DEN5,EV_DEN6,EV_DEN7,EV_DEN8,EV_DEN9,EV_DEN10,EV_FGRAPH0,DEN_WALKS2,DEN_WALKS3,DEN_WALKS4,DEN_WALKS5,DEN_WALKS6,DEN_WALKS7,DEN_WALKS8,DEN_WALKS9,DEN_WALKS10,DEN_WALKS11,CYCLES_MULT3,CYCLES_MULT4,CYCLES_MULT5,CYCLES_MULT6,CYCLES_MULT7,CYCLES_MULT8,CYCLES_MULT9,CYCLES_MULT10,CYCLES_MULT11,CONNECTIVITY,DOUBLE_TRIANGLES
1,-2.4389,-1.7378,-1.3539,-1.1169,-0.7351,-0.5193,1.2868,1.7775,2.2411,5.0354,-2.7372,27,54,383,1560,8460,40670,208323,1038240,5249017,26369277,18,34,92,241,532,890,1073,861,354,4,16
1,-2.4389,-1.7378,-1.3539,-1.1169,-0.7351,-0.5193,1.2868,1.7775,2.2411,5.0354,-3.0726,27,54,383,1560,8460,40670,208323,1038240,5249017,26369277,18,34,92,241,532,890,1073,861,354,4,16
1,-2.0,-1.8326,-1.3867,-1.3028,-0.618,-0.6046,1.5737,1.618,2.3028,4.8227,-3.1231,26,48,330,1260,6584,30058,147918,703776,3412456,16399680,16,26,66,183,410,668,804,657,272,4,13
1,-2.0,-1.8326,-1.3867,-1.3028,-0.618,-0.6046,1.5737,1.618,2.3028,4.8227,-3.2745,26,48,330,1260,6584,30058,147918,703776,3412456,16399680,16,26,66,183,410,668,804,657,272,4,13
1,-2.0,-1.8326,-1.3867,-1.3028,-0.618,-0.6046,1.5737,1.618,2.3028,4.8227,-2.4094,26,48,330,1260,6584,30058,147918,703776,3412456,16399680,16,26,66,183,410,668,804,657,272,4,13
0,-1.6514,-1.5616,-1.0,-1.0,-1.0,-0.5995,1.0,1.8262,2.5616,4.4247,-2.618,24,36,268,780,4296,15876,77780,317628,1474224,6291252,12,20,32,86,210,342,432,368,148,4,7
1,-1.8723,-1.6506,-1.3703,-1.0,-0.8288,-0.4287,0.7968,2.1219,2.4458,4.5882,-3.1399,25,42,293,975,5095,21021,101053,447036,2087235,9453708,14,22,45,118,290,514,656,544,217,4,10
1,-1.8723,-1.6506,-1.3703,-1.0,-0.8288,-0.4287,0.7968,2.1219,2.4458,4.5882,-2.4695,25,42,293,975,5095,21021,101053,447036,2087235,9453708,14,22,45,118,290,514,656,544,217,4,10
1,-1.8723,-1.6506,-1.3703,-1.0,-0.8288,-0.4287,0.7968,2.1219,2.4458,4.5882,-2.3054,25,42,293,975,5095,21021,101053,447036,2087235,9453708,14,22,45,118,290,514,656,544,217,4,10
1,-2.1586,-1.9455,-1.2889,-1.0,-0.8665,-0.5132,1.6101,1.6853,2.1333,4.8564,-2.8245,26,48,336,1295,6833,31507,156104,749118,3656126,17705182,16,27,70,186,406,656,763,602,249,4,14
0,-2.0849,-1.8856,-1.3662,-1.0,-0.795,-0.5711,1.469,1.9119,2.198,4.6237,-2.85,25,42,287,1015,5161,22330,105851,481299,2240545,10314447,14,20,48,138,312,500,583,467,196,4,9
1,-2.2361,-1.8603,-1.0,-1.0,-1.0,-0.5013,1.398,2.0,2.2361,4.4027,-2.8555,24,36,248,790,3930,15806,72052,309402,1375994,6016054,12,15,34,100,232,376,430,340,142,4,8
1,-2.2361,-1.8603,-1.0,-1.0,-1.0,-0.5013,1.398,2.0,2.2361,4.4027,-2.8185,24,36,248,790,3930,15806,72052,309402,1375994,6016054,12,15,34,100,232,376,430,340,142,4,8
0,-2.0,-2.0,-1.3028,-0.618,-0.618,-0.382,1.618,1.618,2.3028,4.0,-2.618,22,24,190,460,2368,7840,34574,128652,535102,2080320,8,9,20,52,116,181,204,166,70,4,2
1,-2.4088,-1.8019,-1.4492,-1.0,-0.445,-0.1847,1.0,1.247,2.5902,5.0568,-2.8794,27,54,399,1600,8790,41993,216503,1079523,5484562,27636829,18,38,100,224,451,778,1028,886,368,4,17
1,-2.4088,-1.8019,-1.4492,-1.0,-0.445,-0.1847,1.0,1.247,2.5902,5.0568,-2.8794,27,54,399,1600,8790,41993,216503,1079523,5484562,27636829,18,38,100,224,451,778,1028,886,368,4,17
1,-2.0615,-1.7973,-1.4415,-1.0,-0.3963,-0.3486,0.6938,1.764,2.685,4.5948,-3.2855,25,42,297,1000,5158,21518,102333,455928,2117755,9632755,14,23,50,116,258,465,620,532,218,4,8
1,-2.0615,-1.7973,-1.4415,-1.0,-0.3963,-0.3486,0.6938,1.764,2.685,4.5948,-2.5969,25,42,297,1000,5158,21518,102333,455928,2117755,9632755,14,23,50,116,258,465,620,532,218,4,8
1,-2.0615,-1.7973,-1.4415,-1.0,-0.3963,-0.3486,0.6938,1.764,2.685,4.5948,-2.764,25,42,297,1000,5158,21518,102333,455928,2117755,9632755,14,23,50,116,258,465,620,532,218,4,8
1,-2.1064,-1.837,-1.5593,-1.5456,-0.3461,-0.1576,1.1651,1.6582,2.2015,5.0766,-2.7138,27,54,391,1625,8841,43092,222051,1117494,5692552,28842055,18,35,101,252,495,773,921,740,307,4,15
1,-2.1064,-1.837,-1.5593,-1.5456,-0.3461,-0.1576,1.1651,1.6582,2.2015,5.0766,-3.6706,27,54,391,1625,8841,43092,222051,1117494,5692552,28842055,18,35,101,252,495,773,921,740,307,4,15
1,-2.0,-1.8586,-1.6691,-1.5456,-0.416,-0.1227,1.2717,1.6877,2.2326,4.8709,-2.9203,26,48,338,1325,6932,32291,159678,770421,3765466,18302295,16,27,75,193,380,587,695,560,234,4,14
1,-2.111,-1.8989,-1.4319,-1.2857,-0.4963,-0.1093,1.2058,1.7353,2.412,4.4348,-2.462,24,36,254,825,4101,16716,76378,331002,1479919,6520844,12,16,40,102,205,325,395,320,131,4,5
0,-2.1853,-1.767,-1.6492,-1.5478,-0.3978,-0.1192,1.1049,1.9666,2.2337,4.641,-2.7134,25,42,289,1045,5245,23051,108753,498795,2323270,10754161,14,20,53,144,296,457,534,430,181,4,7
0,-2.4502,-1.7658,-1.1625,-1.0,-0.4042,-0.2391,1.0,1.6996,2.5666,4.2162,-2.7134,23,30,227,630,3200,11662,52271,209631,901858,3737844,10,14,30,65,134,232,301,248,100,4,5
1,-2.2799,-1.6492,-1.5478,-1.1534,-0.3978,-0.2184,0.7235,2.1732,2.2337,4.641,-2.2295,25,42,297,1035,5329,22925,109409,497679,2327890,10745537,14,22,53,130,280,459,554,448,183,4,4
1,-2.0696,-1.7658,-1.1625,-1.0,-0.5828,-0.4042,0.362,2.2904,2.5666,4.2162,-2.1765,23,36,227,680,3188,11998,52111,211743,900398,3750736,12,14,20,46,132,266,349,276,104,4,7
1,-1.9542,-1.8571,-1.3932,-1.2049,-0.4438,-0.1986,0.7577,1.9537,2.3975,4.6509,-2.9366,25,42,301,1040,5434,23184,111745,506337,2382530,10990309,14,23,54,128,267,450,558,450,183,4,9
1,-2.0615,-1.8485,-1.3475,-1.0,-0.3963,-0.2238,0.6938,1.764,2.505,4.6728,-2.7138,25,42,309,1060,5626,23933,116397,528072,2500585,11573023,14,25,58,122,241,425,559,458,184,4,8
1,-2.0,-1.8265,-1.7321,-1.4142,-0.4569,-0.0,1.4142,1.7321,1.9043,4.9311,-3.5616,26,48,350,1390,7436,35042,176066,859422,4257396,20942570,16,29,82,200,364,529,606,476,196,4,12
1,-2.1753,-2.0,-1.6484,-1.126,-0.4838,0.0,1.126,1.9583,2.1753,4.4671,-3.1095,24,36,256,850,4224,17556,80432,353196,1587464,7062352,12,16,42,106,212,315,360,290,118,4,6
1,-2.1835,-1.8019,-1.1645,-1.0,-0.445,-0.239,1.0,1.247,2.391,5.141,-3.3028,27,54,423,1690,9726,46571,247655,1246545,6477142,33081829,18,42,110,232,447,704,784,562,218,4,17
1,-2.0761,-1.919,-1.3097,-1.2018,-0.3044,-0.2846,0.8308,1.6825,2.5811,4.6399,-2.5488,25,42,301,1040,5386,22967,109865,497283,2328110,10721513,14,23,54,128,267,439,514,386,151,4,9
1,-2.0761,-1.919,-1.3097,-1.2018,-0.3044,-0.2846,0.8308,1.6825,2.5811,4.6399,-2.9738,25,42,301,1040,5386,22967,109865,497283,2328110,10721513,14,23,54,128,267,439,514,386,151,4,9
0,-1.8019,-1.4708,-1.1566,-1.0,-0.445,-0.3501,1.0,1.247,2.8398,4.2202,-2.8334,23,30,247,610,3542,11305,56567,205617,951898,3709519,10,19,26,58,125,208,268,226,92,4,7
1,-2.0,-1.8608,-1.6932,-1.0,-0.4232,-0.2541,1.0,1.7742,2.1149,5.1121,-3.7321,27,54,405,1660,9276,44996,235441,1187532,6110217,31122080,18,38,106,247,476,733,856,680,268,4,14
1,-2.1763,-2.0,-1.6541,-1.0,-0.5444,-0.2514,1.0999,2.0112,2.1974,4.6516,-3.2477,25,42,293,1050,5332,23366,110849,508776,2377355,11025058,14,21,55,141,280,442,534,437,174,4,10
1,-2.1929,-1.8608,-1.7205,-1.0,-0.5802,-0.2541,1.3028,2.0613,2.1149,4.4323,-2.7605,24,36,250,820,4041,16625,75618,329175,1468484,6480155,12,15,39,109,214,324,382,316,128,4,9
0,-2.3827,-1.641,-1.2966,-1.0,-0.4327,-0.3265,1.0,2.025,2.3502,4.2121,-2.7503,23,30,223,620,3140,11480,51479,206796,890008,3689774,10,13,28,71,140,242,308,254,102,4,3
1,-2.0,-2.0,-1.8608,-1.0,-0.3442,-0.2541,1.0,2.0726,2.1149,4.6718,-3.0,25,42,297,1070,5464,24066,114705,528846,2482285,11561594,14,22,58,137,266,441,562,464,182,4,11
1,-2.0537,-1.618,-1.4328,-1.4142,-0.0,0.185,0.618,1.4142,2.1032,5.2135,-4.3028,27,54,439,1795,10518,51205,276711,1412478,7450167,38577693,18,44,123,248,394,514,556,454,198,4,16
1,-2.0,-1.919,-1.4629,-1.3097,-0.2846,0.1676,0.8308,1.6825,2.2317,4.7549,-3.6706,25,42,317,1145,6106,26999,132593,617775,2966150,14019445,14,25,67,146,236,319,364,302,131,4,8
1,-1.8794,-1.8794,-1.0,-1.0,-0.0,0.3473,0.3473,1.5321,1.5321,5.3589,-5.0,27,54,495,1980,12618,60984,348363,1794969,9858222,52028163,18,54,144,234,288,306,289,234,126,4,15
1,-2.0683,-1.8146,-1.7104,-1.0737,-0.5145,-0.2692,1.1344,1.5809,2.3354,5.0661,-2.8595,27,54,393,1605,8793,42413,218957,1096254,5580762,28188633,18,36,99,240,488,799,993,819,328,4,17
1,-2.1497,-1.8375,-1.711,-1.0,-0.7133,-0.3342,1.3269,1.8814,2.2746,4.6257,-2.6854,25,42,287,1025,5161,22491,106063,483945,2248755,10368699,14,20,51,140,295,474,575,474,195,4,10
1,-2.2638,-1.935,-1.5406,-1.0936,-0.4983,-0.35,1.1471,1.8933,2.3272,4.6352,-2.3487,25,42,291,1035,5242,22820,107943,493053,2296275,10606904,14,21,53,133,281,475,600,499,202,4,12
1,-2.1459,-1.9216,-1.597,-1.0,-0.3624,-0.3269,0.8669,1.9056,2.4287,4.6341,-2.6474,25,42,295,1035,5278,22785,108087,491928,2293290,10577457,14,22,54,129,263,458,602,506,204,4,8
1,-2.068,-1.7969,-1.6489,-1.0933,-0.4985,-0.316,0.9571,2.0429,2.3251,4.6217,-2.6611,25,42,291,1020,5185,22323,105739,479769,2232410,10266542,14,21,51,131,283,478,600,494,200,4,6
0,-2.2642,-1.8841,-1.6926,-1.1026,-0.644,-0.3208,1.2332,1.7888,2.3498,4.8226,-3.299,26,48,330,1270,6566,30184,147638,704820,3409036,16404531,16,26,69,182,390,648,805,666,269,4,10
1,-2.2401,-1.7172,-1.4377,-1.0,-0.4418,-0.3057,0.8125,2.0811,2.3908,4.4107,-2.5519,24,36,256,800,4035,16023,73600,314469,1404834,6136141,12,17,37,92,199,351,452,373,152,4,4
1,-2.0,-1.7304,-1.5321,-0.77,-0.465,-0.3473,0.9748,1.8794,2.5688,4.0,-2.5783,22,27,194,495,2413,8127,34954,130788,537977,2095720,9,10,18,42,96,178,227,177,68,3,4
0,-2.1429,-2.0,-1.5668,-0.6973,-0.6889,-0.0,1.1701,1.289,2.7008,4.4171,-2.618,24,36,260,825,4116,16464,74968,321354,1430114,6258516,12,18,43,88,171,305,415,355,142,3,7
1,-2.1179,-1.8019,-1.7138,-0.7073,-0.445,-0.3568,1.247,1.401,2.619,4.4285,-2.6956,24,36,260,825,4152,16632,76284,327600,1465389,6427003,12,18,42,88,182,329,432,356,140,3,8
0,-2.247,-1.9148,-1.627,-0.5709,-0.555,-0.3393,0.8019,1.6131,2.7066,4.6048,-3.0104,25,42,297,1020,5185,22008,103681,466719,2160240,9883280,14,23,54,116,242,447,614,536,218,3,10
0,-2.0,-2.0,-1.5616,-1.0,-0.8222,0.0,1.0,1.6975,2.5616,4.611,-2.5923,25,42,291,1020,5149,22106,104131,471156,2183885,10017986,14,21,52,130,276,462,562,442,174,3,11
1,-2.0706,-1.8019,-1.2985,-1.0,-0.6615,-0.445,1.247,1.4649,2.3281,5.0887,-2.8794,27,54,403,1620,9096,43491,227663,1138311,5842292,29575634,18,38,100,236,497,811,936,696,262,4,13
0,-2.0,-1.7747,-1.0,-1.0,-1.0,-0.4036,1.2109,1.7615,2.5162,4.4058,-2.6883,24,36,256,790,4050,15820,73492,310464,1394614,6052310,12,17,34,92,218,367,431,338,138,4,7
0,-1.8019,-1.7654,-1.1357,-1.0,-0.5726,-0.445,1.247,1.5341,2.6144,4.2122,-2.9373,23,30,231,610,3284,11298,53175,204438,907048,3663924,10,15,24,65,153,249,288,236,102,4,5
1,-2.1441,-2.0,-1.1798,-1.0,-0.8267,-0.3451,1.0285,1.9102,2.4466,4.6111,-2.5786,25,42,291,1010,5143,21994,104035,470274,2183155,10013146,14,21,49,128,294,498,586,448,176,4,8
1,-2.1441,-2.0,-1.1798,-1.0,-0.8267,-0.3451,1.0285,1.9102,2.4466,4.6111,-2.7868,25,42,291,1010,5143,21994,104035,470274,2183155,10013146,14,21,49,128,294,498,586,448,176,4,8
1,-2.196,-1.8019,-1.2616,-1.0,-0.8457,-0.445,1.247,1.8177,2.4025,4.621,-2.3729,25,42,291,1015,5194,22267,105767,478959,2230350,10249030,14,21,49,129,297,505,594,454,178,4,10
1,-2.1518,-1.8006,-1.3018,-1.0,-0.6766,-0.2379,1.0058,1.9949,2.3373,4.4359,-2.4853,24,36,258,815,4149,16604,76882,330444,1486394,6528313,12,17,37,98,212,340,397,311,127,4,7
0,-2.1102,-1.5752,-1.158,-1.0,-0.6878,-0.3473,1.2224,1.6992,2.5114,4.2154,-2.5935,23,30,227,615,3224,11431,52631,206949,905168,3708188,10,14,26,67,149,248,297,236,98,4,2
1,-2.1547,-2.0,-1.343,-1.0,-0.6647,-0.2947,1.1452,1.7951,2.36,4.6558,-2.8369,25,42,297,1050,5404,23464,112049,512502,2401965,11131582,14,22,54,135,282,456,538,418,166,4,8
1,-2.2709,-1.8603,-1.4652,-1.0,-0.5013,-0.1802,1.2527,1.398,2.6636,4.4027,-3.0408,24,36,256,810,4026,16058,72932,311706,1383194,6034798,12,17,40,90,188,333,422,339,134,3,4
1,-2.2709,-1.8603,-1.4652,-1.0,-0.5013,-0.1802,1.2527,1.398,2.6636,4.4027,-2.8185,24,36,256,810,4026,16058,72932,311706,1383194,6034798,12,17,40,90,188,333,422,339,134,3,4
0,-2.0,-1.618,-1.4728,-0.618,-0.4626,-0.382,0.618,1.618,2.9354,4.0,-2.618,22,30,206,540,2584,8638,36814,136002,556262,2146012,10,13,18,29,74,153,206,167,62,3,7
1,-2.3028,-1.2774,-1.0,-1.0,-1.0,-1.0,1.3028,2.0,2.0,5.0614,-3.3028,27,54,393,1575,8784,41853,217809,1084518,5533737,27880083,18,36,93,239,546,897,998,750,294,4,16
1,-2.2868,-1.0,-1.0,-1.0,-1.0,-1.0,1.212,2.0,2.3665,4.4067,-2.5834,24,36,256,780,4050,15722,73508,310104,1396234,6060098,12,17,32,92,228,382,436,346,142,4,6
1,-2.3028,-2.0,-1.0,-1.0,-1.0,-0.3442,1.3028,2.0,2.0726,4.6718,-2.7321,25,42,297,1060,5476,23968,114833,528162,2483245,11557392,14,22,54,135,294,477,554,442,178,4,10
1,-2.507,-1.2966,-1.0,-1.0,-1.0,-0.4327,1.2219,2.025,2.2851,4.2121,-2.6751,23,30,223,610,3152,11368,51623,205878,891268,3683020,10,13,24,69,164,268,302,242,102,4,4
1,-2.3879,-1.5547,-1.0,-1.0,-1.0,-0.6936,1.2219,2.0182,2.2851,4.6181,-2.9488,25,42,291,1005,5182,22085,105271,475539,2216310,10172756,14,21,47,129,308,516,590,462,186,4,9
1,-2.0,-2.0,-1.4626,-1.0,-1.0,-0.618,1.618,1.9354,2.0,5.0,-3.0976,27,54,369,1515,8064,38773,196529,974790,4889077,24403247,18,31,85,244,566,964,1174,936,372,4,18
1,-2.0,-2.0,-1.4626,-1.0,-1.0,-0.618,1.618,1.9354,2.0,5.0,-2.5126,27,54,369,1515,8064,38773,196529,974790,4889077,24403247,18,31,85,244,566,964,1174,936,372,4,18
1,-2.2288,-1.8688,-1.6414,-1.0,-0.9443,-0.3825,1.5816,1.804,2.14,4.823,-2.5559,26,48,326,1265,6530,30142,147450,704883,3409936,16416059,16,25,66,187,419,692,828,667,277,4,10
1,-2.2288,-1.8688,-1.6414,-1.0,-0.9443,-0.3825,1.5816,1.804,2.14,4.823,-3.1105,26,48,326,1265,6530,30142,147450,704883,3409936,16416059,16,25,66,187,419,692,828,667,277,4,10
1,-2.2122,-1.9189,-1.5022,-1.0,-0.8304,-0.3827,1.5504,1.8245,2.1653,4.6353,-2.3791,25,42,287,1030,5206,22771,107699,492729,2294890,10605573,14,20,50,138,308,504,597,483,201,4,8
0,-2.2387,-1.8701,-1.4817,-1.0,-0.8144,-0.2366,1.4805,1.7426,2.3345,4.413,-2.5281,24,36,248,805,3963,16142,73244,316602,1407239,6176544,12,15,36,100,227,371,433,349,147,4,6
1,-2.2785,-2.0,-1.4117,-1.0,-0.5666,-0.3013,1.3028,1.6618,2.4832,4.4132,-2.4973,24,36,252,810,4005,16212,73592,317331,1410184,6184464,12,16,38,95,209,357,438,354,144,4,7
1,-2.1966,-1.7554,-1.4626,-1.0,-1.0,-0.2213,1.5071,1.9354,2.0,4.6661,-3.0,25,42,293,1055,5416,23765,113633,522366,2453205,11404019,14,21,51,142,308,488,558,440,190,4,8
1,-2.1491,-1.9069,-1.3195,-1.0,-0.6775,-0.1214,1.3804,1.6549,2.4308,4.2095,-2.6996,23,30,219,625,3098,11522,51031,206490,883478,3671547,10,12,27,71,159,260,300,238,100,4,4
1,-2.0,-1.8562,-1.8217,-1.0718,-0.8462,-0.2472,1.4882,1.8875,2.1796,4.6199,-2.7457,25,42,283,1020,5095,22302,104799,478536,2219300,10226238,14,19,48,142,318,509,587,474,205,4,10
1,-2.2361,-2.0,-1.0,-1.0,-1.0,-0.7843,1.3516,2.0,2.2361,4.794,-3.0,26,48,324,1230,6350,28896,140868,667614,3212846,15363216,16,25,62,174,414,734,910,732,300,4,10
1,-2.2361,-2.0,-1.0,-1.0,-1.0,-0.7843,1.3516,2.0,2.2361,4.794,-2.6097,26,48,324,1230,6350,28896,140868,667614,3212846,15363216,16,25,62,174,414,734,910,732,300,4,10
0,-2.2971,-1.4992,-1.4465,-1.0,-0.3708,-0.1754,1.0192,1.2897,2.7421,4.4386,-2.7531,24,36,270,830,4317,16849,78754,333990,1508464,6587372,12,20,43,85,171,287,355,291,116,3,9
0,-2.0,-2.0,-1.4494,-0.7536,-0.4442,-0.1315,0.6401,1.6358,2.8157,4.2111,-2.4625,23,33,231,670,3245,11998,52535,211218,898838,3721267,11,15,29,53,113,213,287,237,90,3,7
0,-2.1405,-1.8181,-1.496,-0.9378,-0.5489,-0.0,0.76,1.5545,2.6444,4.6478,-3.3193,25,42,305,1050,5470,23268,111665,505275,2370865,10928005,14,24,57,124,243,403,498,403,157,3,12
0,-2.118,-1.618,-1.4148,-0.9359,-0.2532,0.0,0.618,1.1941,2.7524,4.6952,-2.8593,25,42,325,1085,5944,24731,122617,550815,2639345,12189914,14,28,63,118,200,302,352,264,96,2,10
0,-2.1572,-1.8161,-1.4888,-1.0,-0.5342,-0.0,1.0235,1.5005,2.6228,4.436,-2.8328,24,36,262,830,4203,16800,77414,332316,1491079,6544758,12,18,42,93,182,300,374,301,118,3,7
0,-1.8868,-1.8019,-1.4162,-0.445,-0.2185,-0.0,0.0,1.247,2.901,4.6611,-2.8794,25,42,329,1050,5866,23485,117701,515121,2475450,11237853,14,30,60,100,181,318,434,372,144,2,9
0,-2.3594,-1.73,-1.4544,-0.6074,-0.4164,-0.2558,0.8127,1.3925,2.8057,4.4136,-2.8281,24,36,268,820,4203,16366,75504,319230,1427569,6207707,12,20,43,79,160,299,402,334,130,3,9
0,-2.0428,-1.8019,-1.4643,-0.7015,-0.445,-0.0969,0.8365,1.247,2.8516,4.4171,-2.7242,24,36,272,820,4284,16387,76756,320598,1447219,6252587,12,21,43,78,151,280,382,330,132,3,5
0,-2.167,-1.8567,-1.5669,-1.0,-0.5149,-0.2931,1.3543,1.5231,2.5597,4.4028,-2.9126,24,36,252,805,3978,15988,72504,310995,1379809,6028737,12,16,39,95,199,338,425,343,132,3,4
1,-2.1202,-1.7977,-1.5902,-1.0,-0.661,-0.2241,1.3614,1.6373,2.4604,4.4167,-2.7191,24,36,252,810,4023,16254,74100,319095,1421949,6233997,12,16,39,97,204,342,431,352,138,3,8
0,-2.2842,-1.7745,-1.5528,-0.7275,-0.4153,-0.3067,0.8121,1.7223,2.6419,4.4097,-2.8465,24,36,260,810,4083,16156,73980,315414,1405994,6134414,12,18,40,87,182,323,427,358,140,3,7
0,-2.2213,-1.7126,-1.5901,-0.9099,-0.6314,-0.3008,0.9787,1.796,2.5039,4.6253,-2.4495,25,42,295,1025,5251,22477,106783,483558,2252995,10359371,14,22,53,126,269,458,581,475,183,3,5
1,-2.0,-2.0,-1.7802,-0.8238,-0.618,-0.1514,1.5623,1.618,2.331,4.2114,-2.4812,23,30,215,630,3050,11606,50719,207732,883623,3692414,10,11,30,76,150,239,294,237,92,3,4
1,-2.0,-2.0,-1.7518,-1.0,-0.4142,0.0,1.0,1.3376,2.4142,5.0948,-3.7321,27,54,403,1650,9111,44142,229187,1153602,5905527,29995614,18,38,106,239,444,702,896,770,308,4,15
1,-2.0,-2.0,-1.7518,-1.0,-0.4142,0.0,1.0,1.3376,2.4142,5.0948,-3.7321,27,54,403,1650,9111,44142,229187,1153602,5905527,29995614,18,38,106,239,444,702,896,770,308,4,15
0,-2.1982,-1.9314,-1.6728,-1.0,-0.3663,-0.0393,0.8187,1.6622,2.5195,4.6595,-3.3153,25,42,301,1065,5458,23723,112989,517299,2422895,11238348,14,23,58,132,251,405,520,446,181,4,9
1,-2.2381,-1.875,-1.5504,-1.0,-0.5108,-0.1055,0.923,1.7536,2.4268,4.6669,-3.2383,25,42,301,1065,5494,23891,114301,523869,2460495,11428692,14,23,58,134,253,418,538,452,183,4,11
0,-2.1491,-1.5104,-1.3195,-1.0,-0.4262,-0.1214,1.0,1.3804,2.7553,4.2095,-3.1652,23,30,235,625,3314,11494,53207,205986,903158,3665343,10,16,29,61,129,210,272,234,96,4,10
1,-2.0,-1.9479,-1.3147,-1.0,-0.4142,-0.3551,0.6568,2.2388,2.4142,4.2096,-2.8555,23,33,223,650,3125,11676,51163,207348,884023,3676178,11,13,24,61,136,250,326,262,104,4,4
1,-2.1491,-1.9069,-1.3195,-1.0,-0.6775,-0.1214,1.3804,1.6549,2.4308,4.2095,-2.927,23,30,219,625,3098,11522,51031,206490,883478,3671547,10,12,29,75,143,232,294,242,100,4,6
0,-2.1966,-1.7554,-1.6573,-1.0,-0.4816,-0.2213,1.1938,1.5071,2.482,4.6661,-3.3866,25,42,301,1065,5500,23877,114305,523230,2458065,11409761,14,23,57,134,260,415,520,441,178,4,5
0,-2.0,-1.7524,-1.5616,-1.0,-0.3074,-0.0,1.0,1.0362,2.5616,4.9306,-3.7321,26,48,370,1380,7682,34804,178306,855660,4273826,20884292,16,34,86,175,296,414,488,406,156,3,9
0,-2.2709,-2.0,-1.4652,-1.0,-0.1802,0.0,1.0,1.2527,2.6636,4.4641,-3.256,24,36,268,860,4356,17640,81300,352656,1586964,7023852,12,19,48,94,160,243,308,259,102,3,5
0,-2.0,-1.7457,-1.5456,-0.647,-0.424,0.0,0.352,1.4172,2.8405,4.6331,-2.3669,25,42,315,1035,5551,22743,110847,490704,2316320,10548802,14,27,57,107,208,369,507,453,183,3,9
0,-2.0,-2.0,-1.3579,-0.618,-0.3729,-0.0,0.0,1.618,3.0102,4.2126,-2.4812,23,36,239,710,3362,12474,53983,216684,916143,3785034,12,17,28,41,90,186,254,212,80,2,6
